year,county,port,port_label,is_named_port,kgs,dollars,measure_class
2018,Inverness,Other,Other (Inverness),0,,,both_blank
2018,Inverness,Pleasant Bay,Pleasant Bay,1,306253.53,4127516.69,both_present
2018,Inverness,Port Hood,Port Hood,1,,,both_blank
2018,Inverness,Port Hood Island,Port Hood Island,1,,,both_blank
2018,Kings,Halls Harbour,Halls Harbour,1,62956.48,1018885.49,both_present
2018,Kings,Harbourville,Harbourville,1,113926.03,1813051.77,both_present
2018,Kings,Kingsport,Kingsport,1,,,both_blank
2018,Kings,Other,Other (Kings),0,248819.24,1424050.42,both_present
2018,Kings,Pereaux,Pereaux,1,,,both_blank
2018,Kings,Scots Bay,Scots Bay,1,,,both_blank
2018,Lunenburg,Aspotogan,Aspotogan,1,,,both_blank
2018,Lunenburg,Bayport,Bayport,1,,,both_blank
2018,Lunenburg,Big Tancook Island,Big Tancook Island,1,,,both_blank
2018,Lunenburg,Black Harbour,Black Harbour,1,,,both_blank
2018,Lunenburg,Blandford,Blandford,1,119581.81,2180484.80,both_present
2018,Lunenburg,Bush Island,Bush Island,1,,,both_blank
2018,Lunenburg,Chester Basin,Chester Basin,1,,,both_blank
2018,Lunenburg,Feltzen South,Feltzen South,1,,,both_blank
2018,Lunenburg,Fox Point,Fox Point,1,,,both_blank
2018,Lunenburg,Kings Bay,Kings Bay,1,,,both_blank
2018,Lunenburg,Kraut Point,Kraut Point,1,,,both_blank
2018,Lunenburg,Little Harbour,Little Harbour (Lunenburg),1,,,both_blank
2018,Lunenburg,Lunenburg,Lunenburg,1,41910.99,795163.27,both_present
2018,Lunenburg,Lunenburg,Lunenburg,1,,,both_blank
2018,Lunenburg,Lunenburg,Lunenburg,1,,,both_blank
2018,Lunenburg,Mahone Bay,Mahone Bay,1,,,both_blank
2018,Lunenburg,Mill Cove,Mill Cove,1,,,both_blank
2018,Lunenburg,Northwest Cove,Northwest Cove,1,,,both_blank
2018,Lunenburg,Other,Other (Lunenburg),0,634764.34,12471370.08,both_present
2018,Lunenburg,Riverport,Riverport,1,,,both_blank
2018,Lunenburg,Saw Pit,Saw Pit,1,,,both_blank
2018,Lunenburg,Voglers Cove West,Voglers Cove West,1,274667.67,4978407.67,both_present
2018,Lunenburg,Western Shore,Western Shore,1,,,both_blank
2018,Pictou,Baileys Brook,Baileys Brook,1,,,both_blank
2018,Pictou,Big Island,Big Island,1,,,both_blank
2018,Pictou,Cape John,Cape John,1,114244.63,1493350.86,both_present
2018,Pictou,Caribou,Caribou,1,1545583.18,7155638.92,both_present
2018,Pictou,Caribou Ferry,Caribou Ferry,1,1160735.57,2989492.62,both_present
2018,Pictou,Chance Harbour,Chance Harbour,1,,,both_blank
2018,Pictou,Little Harbour,Little Harbour (Pictou),1,183930.65,2272545.60,both_present
2018,Pictou,Merigomish,Merigomish,1,,,both_blank
2018,Pictou,Other,Other (Pictou),0,1151198.17,1290100.31,both_present
2018,Pictou,Pictou Island,Pictou Island,1,,,both_blank
2018,Pictou,Pictou Landing,Pictou Landing,1,,,both_blank
2018,Pictou,Skinners Cove,Skinners Cove,1,,,both_blank
2018,Pictou,Toney River,Toney River,1,252093.28,2732903.15,both_present
2018,Queens,Brooklyn Fisherman's Wharf,Brooklyn Fisherman's Wharf,1,43916.32,790698.80,both_present
2018,Queens,East Side Port L'Hebert,East Side Port L'Hebert,1,480589.35,3984234.45,both_present
2018,Queens,Hunts Point,Hunts Point,1,,,both_blank
2018,Queens,Moose Harbour,Moose Harbour,1,115262.26,2136171.29,both_present
2018,Queens,Other,Other (Queens),0,1490102.06,7269778.18,both_present
2018,Queens,Port Medway,Port Medway,1,143302.40,2560592.54,both_present
2018,Queens,Port Mouton,Port Mouton,1,5909038.67,21993919.08,both_present
2018,Queens,South West Port Mouton,South West Port Mouton,1,,,both_blank
2018,Queens,St. Catherines River,St. Catherines River,1,,,both_blank
2018,Queens,Volgers Cove,Volgers Cove,1,94412.90,1633815.60,both_present
2018,Queens,West Berlin,West Berlin,1,,,both_blank
2018,Richmond,Arichat,Arichat,1,3034033.79,32019919.92,both_present
2018,Richmond,Arrow Point,Arrow Point,1,,,both_blank
2018,Richmond,Chapel Cove,Chapel Cove,1,,,both_blank
2018,Richmond,D'escousse,D'escousse,1,,,both_blank
2018,Richmond,Fourchu,Fourchu,1,,,both_blank
2018,Richmond,Janvrin Harbour,Janvrin Harbour,1,,,both_blank
2018,Richmond,L'Archeveque,L'Archeveque,1,,,both_blank
2018,Richmond,Little Harbour,Little Harbour (Richmond),1,1709946.18,21623585.80,both_present
2018,Richmond,Other,Other (Richmond),0,2187966.78,26454121.08,both_present
2018,Richmond,Poirierville,Poirierville,1,,,both_blank
2018,Richmond,River Bourgeois,River Bourgeois,1,,,both_blank
2018,Shelburne,Allendale,Allendale,1,,,both_blank
2018,Shelburne,Bear Point,Bear Point,1,1561110.04,4613173.63,both_present
2018,Shelburne,Cape Negro,Cape Negro,1,,,both_blank
2018,Shelburne,Clarck's Harbour,Clarck's Harbour,1,297935.46,30949473.86,both_present
2018,Shelburne,Cripple Creek,Cripple Creek,1,250043.95,4614017.00,both_present
2018,Shelburne,Forbes Point,Forbes Point,1,404127.34,4899881.48,both_present
2018,Shelburne,Gunning Cove,Gunning Cove,1,1663364.30,16993981.57,both_present
2018,Shelburne,Ingomar,Ingomar,1,1478141.54,16615083.38,both_present
2018,Shelburne,Jones Harbour,Jones Harbour,1,103917.01,2176376.33,both_present
2018,Shelburne,Little Harbour,Little Harbour (Shelburne),1,111179.03,2083310.82,both_present
2018,Shelburne,Lockeport,Lockeport,1,928274.44,17145825.22,both_present
2018,Shelburne,Lower Jordan Bay,Lower Jordan Bay,1,759246.78,5016595.80,both_present
2018,Shelburne,Lower Sandy Point,Lower Sandy Point,1,447416.60,7734834.50,both_present
2018,Shelburne,Lower Woods Harbour,Lower Woods Harbour,1,2389411.97,10492540.32,both_present
2018,Shelburne,Lower Woods Harbour,Lower Woods Harbour,1,1506781.84,25923824.04,both_present
2018,Shelburne,Lower Woods Harbour,Lower Woods Harbour,1,,,both_blank
2018,Shelburne,Newellton,Newellton,1,557798.39,10091008.37,both_present
2018,Shelburne,Osborne Harbour,Osborne Harbour,1,,,both_blank
2018,Shelburne,Other,Other (Shelburne),0,856207.28,7185998.04,both_present
2018,Shelburne,Port La Tour,Port La Tour,1,1581296.09,14475565.41,both_present
2018,Shelburne,Seal Point,Seal Point,1,61385.97,1170320.10,both_present
2018,Shelburne,Shag Harbour,Shag Harbour,1,1444442.43,10346591.82,both_present
2018,Shelburne,Shag Harbour,Shag Harbour,1,,,both_blank
2018,Shelburne,Shelburne,Shelburne,1,78940.44,1350915.92,both_present
2018,Shelburne,South Side,South Side,1,466453.60,6352972.32,both_present
2018,Shelburne,Stoney Island,Stoney Island,1,293449.07,5200204.23,both_present
2018,Shelburne,Swims Point,Swims Point,1,274382.34,2251419.47,both_present
2018,Shelburne,Uper Port La Tour,Uper Port La Tour,1,,,both_blank
2018,Shelburne,West Green Harbour,West Green Harbour,1,,,both_blank
2018,Shelburne,West Head,West Head,1,2188834.04,22737055.96,both_present
2018,Victoria,Bay St. Lawrence,Bay St. Lawrence,1,,,both_blank
2018,Victoria,Big Bras D'or,Big Bras D'or,1,255608.08,3029307.53,both_present
2018,Victoria,Dingwall,Dingwall,1,328471.82,4038191.45,both_present
2018,Victoria,Englishtown,Englishtown,1,,,both_blank
2018,Victoria,Ingonish,Ingonish,1,285275.53,3667759.86,both_present
2018,Victoria,Ingonish Beach,Ingonish Beach,1,,,both_blank
2018,Victoria,Ingonish Ferry,Ingonish Ferry,1,,,both_blank
2018,Victoria,Iona,Iona,1,,,both_blank
2018,Victoria,Little River,Little River (Victoria),1,,,both_blank
2018,Victoria,Neils Harbour,Neils Harbour,1,,,both_blank
2018,Victoria,New Campbellton,New Campbellton,1,,,both_blank
2018,Victoria,New Haven,New Haven,1,,,both_blank
2018,Victoria,Nyanza,Nyanza,1,,,both_blank
2018,Victoria,Other,Other (Victoria),0,,,both_blank
2018,Victoria,Smelt Book,Smelt Book,1,,,both_blank
2018,Victoria,White Point,White Point,1,,,both_blank
2018,Victoria,Wreck Cove,Wreck Cove,1,,,both_blank
2018,Yarmouth,Abbotts Harbour,Abbotts Harbour,1,890043.67,5944149.33,both_present
2018,Yarmouth,Abrams River,Abrams River,1,,,both_blank
2018,Yarmouth,Camp Cove,Camp Cove,1,2071142.35,24092536.02,both_present
2018,Yarmouth,Chebogue,Chebogue,1,551302.97,990501.79,both_present
2018,Yarmouth,Chegoggin,Chegoggin,1,13062.32,226691.30,both_present
2018,Yarmouth,Chegoggin Point,Chegoggin Point,1,293020.43,4713679.73,both_present
2018,Yarmouth,Dennis Point,Dennis Point,1,17053810.47,20651905.77,both_present
2018,Yarmouth,Glenwood,Glenwood,1,,,both_blank
2018,Yarmouth,Hubbards Point,Hubbards Point,1,,,both_blank
2018,Yarmouth,Ledge Harbour,Ledge Harbour,1,,,both_blank
2018,Yarmouth,Little River Harbour,Little River Harbour,1,1242916.93,11271966.76,both_present
2018,Yarmouth,Lower East Pubnico,Lower East Pubnico,1,7566529.61,50425624.28,both_present
2018,Yarmouth,Lower Wedgeport Tuna Wharf,Lower Wedgeport Tuna Wharf,1,,,both_blank
2018,Yarmouth,Morris Island,Morris Island,1,579835.72,646152.21,both_present
2018,Yarmouth,Other,Other (Yarmouth),0,10534896.18,14092405.58,both_present
2018,Yarmouth,Pinkneys Point,Pinkneys Point,1,1746510.17,9896027.35,both_present
2018,Yarmouth,Plymouth,Plymouth,1,,,both_blank
2018,Yarmouth,Port Maitland,Port Maitland,1,818044.56,6679459.70,both_present
2018,Yarmouth,Rocco Point,Rocco Point,1,455154.17,173419.78,both_present
2018,Yarmouth,Sluice Point,Sluice Point,1,1067948.80,368399.97,both_present
2018,Yarmouth,Stanford,Stanford,1,332529.20,5967876.15,both_present
2018,Yarmouth,Surettes Island,Surettes Island,1,,,both_blank
2018,Yarmouth,Wedge Point,Wedge Point,1,3792020.93,18906199.68,both_present
2018,Yarmouth,Yarmouth Bar,Yarmouth Bar,1,2852259.29,35327486.95,both_present
2019,Annapolis,Anderson Cove,Anderson Cove,1,,,both_blank
2019,Annapolis,Battery Point,Battery Point,1,,,both_blank
2019,Annapolis,Delaps Cove,Delaps Cove,1,,,both_blank
2019,Annapolis,Hampton,Hampton,1,,,both_blank
2019,Annapolis,Margaretsville,Margaretsville,1,,,both_blank
2019,Annapolis,Other,Other (Annapolis),0,78589.38,3819912.00,both_present
2019,Annapolis,Parkers Cove,Parkers Cove,1,247863.50,4581824.00,both_present
2019,Annapolis,Port Lorne,Port Lorne,1,,,both_blank
2019,Antigonish,Arisaig,Arisaig,1,,,both_blank
2019,Antigonish,Aulds Cove,Aulds Cove,1,,,both_blank
2019,Antigonish,Ballantynes Cove,Ballantynes Cove,1,259406.10,2837113.00,both_present
2019,Antigonish,Barrios Beach,Barrios Beach,1,,,both_blank
2019,Antigonish,Bayfield,Bayfield,1,,,both_blank
2019,Antigonish,Cribbons Point,Cribbons Point,1,165222.30,2315654.00,both_present
2019,Antigonish,Havre Boucher,Havre Boucher,1,287677.60,4282349.00,both_present
2019,Antigonish,Livingstone,Livingstone,1,,,both_blank
2019,Antigonish,Other,Other (Antigonish),0,,,both_blank
2019,Cape Breton,Alder Point,Alder Point,1,730654.40,11168036.00,both_present
2019,Cape Breton,Crane Cove,Crane Cove,1,,,both_blank
2019,Cape Breton,Gabarus,Gabarus,1,144714.40,2261160.00,both_present
2019,Cape Breton,Glace Bay,Glace Bay,1,5525967.00,28123634.00,both_present
2019,Cape Breton,Lingan,Lingan,1,178108.30,2708295.00,both_present
2019,Cape Breton,Louisbourg,Louisbourg,1,3950889.00,41656157.00,both_present
2019,Cape Breton,Main-A-Dieu,Main-A-Dieu,1,917010.60,14006517.00,both_present
2019,Cape Breton,Marion Bridge,Marion Bridge,1,,,both_blank
2019,Cape Breton,New Waterford,New Waterford,1,,,both_blank
2019,Cape Breton,North Sydney - Ballast Grounds,North Sydney - Ballast Grounds,1,785816.20,7712457.00,both_present
2019,Cape Breton,North Sydney - Marina Breakwater,North Sydney - Marina Breakwater,1,,,both_blank
2019,Cape Breton,Other,Other (Cape Breton),0,1442221.00,9521314.00,both_present
2019,Cape Breton,Oyster Creek,Oyster Creek,1,,,both_blank
2019,Cape Breton,Point Aconi,Point Aconi,1,,,both_blank
2019,Cape Breton,Port Morien,Port Morien,1,1079656.00,16577134.00,both_present
2019,Cape Breton,South Bar,South Bar,1,,,both_blank
2019,Cape Breton,Three Stick Cove,Three Stick Cove,1,,,both_blank
2019,Cape Breton,Victoria Bridge,Victoria Bridge,1,,,both_blank
2019,Colchester,Barrachois,Barrachois,1,,,both_blank
2019,Colchester,Five Islands,Five Islands,1,,,both_blank
2019,Colchester,Other,Other (Colchester),0,13656.36,215208.00,both_present
2019,Cumberland,Advocate Harbour,Advocate Harbour,1,165057.80,3014812.00,both_present
2019,Cumberland,Apple River,Apple River,1,,,both_blank
2019,Cumberland,Malagash,Malagash,1,,,both_blank
2019,Cumberland,Northport,Northport,1,,,both_blank
2019,Cumberland,Other,Other (Cumberland),0,,,both_blank
2019,Cumberland,Pugwash,Pugwash,1,256546.20,3038617.00,both_present
2019,Cumberland,Wallace,Wallace,1,337181.30,3455181.00,both_present
2019,Digby,Cape St. Marys,Cape St. Marys,1,294852.00,5468734.00,both_present
2019,Digby,Centerville,Centerville,1,110009.20,2035518.00,both_present
2019,Digby,Culloden,Culloden,1,,,both_blank
2019,Digby,Digby,Digby,1,5124600.00,65478911.00,both_present
2019,Digby,East Ferry,East Ferry,1,,,both_blank
2019,Digby,Freeport,Freeport,1,171261.70,3173046.00,both_present
2019,Digby,Freeport,Freeport,1,,,both_blank
2019,Digby,Gilberts Cove,Gilberts Cove,1,,,both_blank
2019,Digby,Little River,Little River (Digby),1,982561.90,127620006.00,both_present
2019,Digby,Meteghan,Meteghan,1,3601520.00,23991495.00,both_present
2019,Digby,Meteghan River,Meteghan River,1,576285.50,11680415.00,both_present
2019,Digby,Other,Other (Digby),0,111995.80,630735.00,both_present
2019,Digby,Rossway,Rossway,1,,,both_blank
2019,Digby,Sandy Cove East,Sandy Cove East,1,153800.60,2789673.00,both_present
2019,Digby,Saulnierville,Saulnierville,1,573644.60,6577045.00,both_present
2019,Digby,Tiverton,Tiverton,1,183648.10,3433149.00,both_present
2019,Digby,Westport,Westport,1,587399.40,9338028.00,both_present
2019,Digby,Weymputh North,Weymputh North,1,93872.23,202156.00,both_present
2019,Digby,Whale Cove,Whale Cove,1,,,both_blank
2019,Guysborough,Canso,Canso,1,2156123.00,21104298.00,both_present
2019,Guysborough,Charlos Cove,Charlos Cove,1,,,both_blank
2019,Guysborough,Cooks Cove,Cooks Cove,1,,,both_blank
2019,Guysborough,Dover,Dover,1,,,both_blank
2019,Guysborough,Drum Head,Drum Head,1,,,both_blank
2019,Guysborough,Ecum Secum,Ecum Secum,1,,,both_blank
2019,Guysborough,Fishermans Harbour,Fishermans Harbour,1,,,both_blank
2019,Guysborough,Goldboro,Goldboro,1,,,both_blank
2019,Guysborough,Half Island Cove,Half Island Cove,1,,,both_blank
2019,Guysborough,Larrys River,Larrys River,1,,,both_blank
2019,Guysborough,Little Harbour,Little Harbour (Guysborough),1,,,both_blank
2019,Guysborough,Little Liscomb,Little Liscomb,1,,,both_blank
2019,Guysborough,Marie Joseph,Marie Joseph,1,327309.70,4227250.00,both_present
2019,Guysborough,New Harbour,New Harbour,1,,,both_blank
2019,Guysborough,Other,Other (Guysborough),0,127993.20,6882382.00,both_present
2019,Guysborough,Pirate Harbour,Pirate Harbour,1,,,both_blank
2019,Guysborough,Port Brickerton East,Port Brickerton East,1,,,both_blank
2019,Guysborough,Port Brickerton West,Port Brickerton West,1,,,both_blank
2019,Guysborough,Port Felix,Port Felix,1,,,both_blank
2019,Guysborough,Queensport,Queensport,1,,,both_blank
2019,Guysborough,Sonora,Sonora,1,,,both_blank
2019,Guysborough,Upper Whitehead,Upper Whitehead,1,,,both_blank
2019,Guysborough,Wine Harbour,Wine Harbour,1,,,both_blank
2019,Halifax,Boutiliers Point,Boutiliers Point,1,,,both_blank
2019,Halifax,Carters Point,Carters Point,1,,,both_blank
2019,Halifax,Coopers Point,Coopers Point,1,,,both_blank
2019,Halifax,East Chezzetcook,East Chezzetcook,1,,,both_blank
2019,Halifax,East Dover,East Dover,1,,,both_blank
2019,Halifax,East Jeddor,East Jeddor,1,2164024.00,9421543.00,both_present
2019,Halifax,East Petpeswick,East Petpeswick,1,,,both_blank
2019,Halifax,Eastern Passage,Eastern Passage,1,823173.70,5188536.00,both_present
2019,Halifax,Ecum Secum West,Ecum Secum West,1,,,both_blank
2019,Halifax,Factory Cove,Factory Cove,1,,,both_blank
2019,Halifax,Gammons Creek,Gammons Creek,1,,,both_blank
2019,Halifax,Halifax,Halifax,1,340766.20,5198304.00,both_present
2019,Halifax,Indian Harbour,Indian Harbour,1,,,both_blank
2019,Halifax,Ketch Harbour,Ketch Harbour,1,,,both_blank
2019,Halifax,Little Harbour,Little Harbour (Halifax),1,,,both_blank
2019,Halifax,Ostrea Lake,Ostrea Lake,1,,,both_blank
2019,Halifax,Other,Other (Halifax),0,2718293.00,24088597.00,both_present
2019,Halifax,Owls Head,Owls Head,1,,,both_blank
2019,Halifax,Peggys Cove,Peggys Cove,1,,,both_blank
2019,Halifax,Pleasant Point,Pleasant Point,1,,,both_blank
2019,Halifax,Prospect,Prospect,1,,,both_blank
2019,Halifax,Sambro,Sambro,1,2346503.00,18950626.00,both_present
2019,Halifax,Shad Bay,Shad Bay,1,,,both_blank
2019,Halifax,Sober Island,Sober Island,1,,,both_blank
2019,Halifax,Terence Bay,Terence Bay,1,,,both_blank
2019,Halifax,Three Fathom Harbour,Three Fathom Harbour,1,,,both_blank
2019,Halifax,West Chezzetcook,West Chezzetcook,1,,,both_blank
2019,Halifax,West Dover,West Dover,1,,,both_blank
2019,Hants,Other,Other (Hants),0,,,both_blank
2019,Inverness,Cheticamp,Cheticamp,1,2777342.00,34191194.00,both_present
2019,Inverness,Cheticamp - Town Wharf,Cheticamp - Town Wharf,1,,,both_blank
2019,Inverness,Cheticamp Point,Cheticamp Point,1,,,both_blank
2019,Inverness,Finlay Point,Finlay Point,1,,,both_blank
2019,Inverness,Grand Etang,Grand Etang,1,211460.10,2995196.00,both_present
2019,Inverness,Inverness,Inverness,1,318000.20,4293429.00,both_present
2019,Inverness,Judique,Judique,1,,,both_blank
2019,Inverness,Little Judique Harbour,Little Judique Harbour,1,,,both_blank
2019,Inverness,Little Judique Ponds,Little Judique Ponds,1,,,both_blank
2019,Inverness,Mabou Harbour,Mabou Harbour,1,86405.61,1162116.00,both_present
2019,Inverness,Marble Mountain,Marble Mountain,1,,,both_blank
2019,Inverness,Margaree Harbour,Margaree Harbour,1,336909.10,4690150.00,both_present
2019,Inverness,Meat Cove,Meat Cove,1,,,both_blank
2019,Inverness,Murphys Pond,Murphys Pond,1,497591.30,4249755.00,both_present
2019,Inverness,Other,Other (Inverness),0,1266106.00,13711133.00,both_present
2019,Inverness,Pleasant Bay,Pleasant Bay,1,,,both_blank
2019,Inverness,Port Hood,Port Hood,1,22078.59,341039.00,both_present
2019,Inverness,Port Hood Island,Port Hood Island,1,,,both_blank
2019,Kings,Halls Harbour,Halls Harbour,1,,,both_blank
2019,Kings,Harbourville,Harbourville,1,98616.89,1896503.00,both_present
2019,Kings,Kingsport,Kingsport,1,,,both_blank
2019,Kings,Other,Other (Kings),0,183493.30,767365.00,both_present
2019,Kings,Pereaux,Pereaux,1,,,both_blank
2019,Kings,Scots Bay,Scots Bay,1,,,both_blank
2019,Lunenburg,Aspotogan,Aspotogan,1,,,both_blank
2019,Lunenburg,Bayport,Bayport,1,,,both_blank
2019,Lunenburg,Big Tancook Island,Big Tancook Island,1,,,both_blank
2019,Lunenburg,Black Harbour,Black Harbour,1,,,both_blank
2019,Lunenburg,Blandford,Blandford,1,,,both_blank
2019,Lunenburg,Bush Island,Bush Island,1,,,both_blank
2019,Lunenburg,Chester Basin,Chester Basin,1,,,both_blank
2019,Lunenburg,Feltzen South,Feltzen South,1,,,both_blank
2019,Lunenburg,Fox Point,Fox Point,1,,,both_blank
2019,Lunenburg,Kings Bay,Kings Bay,1,,,both_blank
2019,Lunenburg,Kraut Point,Kraut Point,1,,,both_blank
2019,Lunenburg,Little Harbour,Little Harbour (Lunenburg),1,,,both_blank
2019,Lunenburg,Lunenburg,Lunenburg,1,80814.22,1552020.00,both_present
2019,Lunenburg,Lunenburg,Lunenburg,1,,,both_blank
2019,Lunenburg,Lunenburg,Lunenburg,1,,,both_blank
2019,Lunenburg,Mahone Bay,Mahone Bay,1,,,both_blank
2019,Lunenburg,Mill Cove,Mill Cove,1,,,both_blank
2019,Lunenburg,Northwest Cove,Northwest Cove,1,,,both_blank
2019,Lunenburg,Other,Other (Lunenburg),0,755599.30,16759131.00,both_present
2019,Lunenburg,Riverport,Riverport,1,,,both_blank
2019,Lunenburg,Saw Pit,Saw Pit,1,,,both_blank
2019,Lunenburg,Voglers Cove West,Voglers Cove West,1,430968.20,7930083.00,both_present
2019,Lunenburg,Western Shore,Western Shore,1,,,both_blank
2019,Pictou,Baileys Brook,Baileys Brook,1,158526.80,1838537.00,both_present
2019,Pictou,Big Island,Big Island,1,,,both_blank
2019,Pictou,Cape John,Cape John,1,130899.80,1850996.00,both_present
2019,Pictou,Caribou,Caribou,1,4761040.00,18225943.00,both_present
2019,Pictou,Caribou Ferry,Caribou Ferry,1,915119.60,2569907.00,both_present
2019,Pictou,Chance Harbour,Chance Harbour,1,,,both_blank
2019,Pictou,Little Harbour,Little Harbour (Pictou),1,,,both_blank
2019,Pictou,Merigomish,Merigomish,1,,,both_blank
2019,Pictou,Other,Other (Pictou),0,,,both_blank
2019,Pictou,Pictou Island,Pictou Island,1,,,both_blank
2019,Pictou,Pictou Landing,Pictou Landing,1,169923.30,2145374.00,both_present
2019,Pictou,Skinners Cove,Skinners Cove,1,,,both_blank
2019,Pictou,Toney River,Toney River,1,,,both_blank
2019,Queens,Brooklyn Fisherman's Wharf,Brooklyn Fisherman's Wharf,1,48129.28,915479.00,both_present
2019,Queens,East Side Port L'Hebert,East Side Port L'Hebert,1,685084.70,4222551.00,both_present
2019,Queens,Hunts Point,Hunts Point,1,,,both_blank
2019,Queens,Moose Harbour,Moose Harbour,1,,,both_blank
2019,Queens,Other,Other (Queens),0,2071399.00,9846658.00,both_present
2019,Queens,Port Medway,Port Medway,1,557852.60,24492830.00,both_present
2019,Queens,Port Mouton,Port Mouton,1,5949915.00,19256682.00,both_present
2019,Queens,South West Port Mouton,South West Port Mouton,1,,,both_blank
2019,Queens,St. Catherines River,St. Catherines River,1,,,both_blank
2019,Queens,Volgers Cove,Volgers Cove,1,,,both_blank
2019,Queens,West Berlin,West Berlin,1,,,both_blank
2019,Richmond,Arichat,Arichat,1,1959122.00,21873878.00,both_present
2019,Richmond,Arrow Point,Arrow Point,1,,,both_blank
2019,Richmond,Chapel Cove,Chapel Cove,1,,,both_blank
2019,Richmond,D'escousse,D'escousse,1,,,both_blank
2019,Richmond,Fourchu,Fourchu,1,,,both_blank
2019,Richmond,Janvrin Harbour,Janvrin Harbour,1,,,both_blank
2019,Richmond,L'Archeveque,L'Archeveque,1,,,both_blank
2019,Richmond,Little Harbour,Little Harbour (Richmond),1,1912586.00,26987789.00,both_present
2019,Richmond,Other,Other (Richmond),0,,,both_blank
2019,Richmond,Poirierville,Poirierville,1,,,both_blank
2019,Richmond,River Bourgeois,River Bourgeois,1,,,both_blank
2019,Shelburne,Allendale,Allendale,1,,,both_blank
2019,Shelburne,Bear Point,Bear Point,1,598246.10,5002854.00,both_present
2019,Shelburne,Cape Negro,Cape Negro,1,,,both_blank
2019,Shelburne,Clark's Harbour,Clark's Harbour,1,2081682.00,35640109.00,both_present
2019,Shelburne,Cripple Creek,Cripple Creek,1,269163.80,5142674.00,both_present
2019,Shelburne,Forbes Point,Forbes Point,1,244636.40,3723426.00,both_present
2019,Shelburne,Gunning Cove,Gunning Cove,1,1262171.00,10419040.00,both_present
2019,Shelburne,Ingomar,Ingomar,1,3537795.00,21452723.00,both_present
2019,Shelburne,Jones Harbour,Jones Harbour,1,127787.80,2391917.00,both_present
2019,Shelburne,Little Harbour,Little Harbour (Shelburne),1,436161.40,2641695.00,both_present
2019,Shelburne,Lockeport,Lockeport,1,968007.80,15704268.00,both_present
2019,Shelburne,Lower Jordan Bay,Lower Jordan Bay,1,650137.90,3610093.00,both_present
2019,Shelburne,Lower Sandy Point,Lower Sandy Point,1,432499.80,7826034.00,both_present
2019,Shelburne,Lower Woods Harbour,Lower Woods Harbour,1,5141924.00,10706759.00,both_present
2019,Shelburne,Lower Woods Harbour,Lower Woods Harbour,1,1665997.00,27701334.00,both_present
2019,Shelburne,Lower Woods Harbour,Lower Woods Harbour,1,,,both_blank
2019,Shelburne,Newellton,Newellton,1,915385.00,17114033.00,both_present
2019,Shelburne,Other,Other (Shelburne),0,1143267.00,10437105.00,both_present
2019,Shelburne,Port La Tour,Port La Tour,1,1644471.00,12541940.00,both_present
2019,Shelburne,Seal Point,Seal Point,1,142531.80,2707567.00,both_present
2019,Shelburne,Shag Harbour,Shag Harbour,1,2072332.00,10531596.00,both_present
2019,Shelburne,Shag Harbour,Shag Harbour,1,,,both_blank
2019,Shelburne,Shelburne,Shelburne,1,1962194.00,2024463.00,both_present
2019,Shelburne,South Side,South Side,1,348374.20,6104006.00,both_present
2019,Shelburne,Stoney Island,Stoney Island,1,366149.90,7000730.00,both_present
2019,Shelburne,Swims Point,Swims Point,1,1403275.00,3345178.00,both_present
2019,Shelburne,Uper Port La Tour,Uper Port La Tour,1,122512.50,2278626.00,both_present
2019,Shelburne,West Green Harbour,West Green Harbour,1,,,both_blank
2019,Shelburne,West Head,West Head,1,2234002.00,21999395.00,both_present
2019,Victoria,Bay St. Lawrence,Bay St. Lawrence,1,844881.70,10110678.00,both_present
2019,Victoria,Big Bras D'or,Big Bras D'or,1,,,both_blank
2019,Victoria,Dingwall,Dingwall,1,294185.20,3977726.00,both_present
2019,Victoria,Englishtown,Englishtown,1,,,both_blank
2019,Victoria,Ingonish,Ingonish,1,,,both_blank
2019,Victoria,Ingonish Beach,Ingonish Beach,1,,,both_blank
2019,Victoria,Ingonish Ferry,Ingonish Ferry,1,110907.00,1621659.00,both_present
2019,Victoria,Iona,Iona,1,,,both_blank
2019,Victoria,Little River,Little River (Victoria),1,156104.60,2305598.00,both_present
2019,Victoria,Neils Harbour,Neils Harbour,1,,,both_blank
2019,Victoria,New Campbellton,New Campbellton,1,,,both_blank
2019,Victoria,New Haven,New Haven,1,,,both_blank
2019,Victoria,Nyanza,Nyanza,1,,,both_blank
2019,Victoria,Other,Other (Victoria),0,,,both_blank
2019,Victoria,Smelt Book,Smelt Book,1,,,both_blank
2019,Victoria,White Point,White Point,1,,,both_blank
2019,Victoria,Wreck Cove,Wreck Cove,1,,,both_blank
2019,Yarmouth,Abbotts Harbour,Abbotts Harbour,1,806300.10,7691760.00,both_present
2019,Yarmouth,Abrams River,Abrams River,1,,,both_blank
2019,Yarmouth,Camp Cove,Camp Cove,1,1851680.00,27498357.00,both_present
2019,Yarmouth,Chebogue,Chebogue,1,549714.50,1374480.00,both_present
2019,Yarmouth,Chegoggin,Chegoggin,1,6602.48,38148.00,both_present
2019,Yarmouth,Chegoggin Point,Chegoggin Point,1,,,both_blank
2019,Yarmouth,Dennis Point,Dennis Point,1,21883934.00,72251912.00,both_present
2019,Yarmouth,Glenwood,Glenwood,1,,,both_blank
2019,Yarmouth,Hubbards Point,Hubbards Point,1,,,both_blank
