"start_date","end_date","pay_plan_type","pay_plan","pay_plan_level","biweekly_pay_rate","hourly_pay_rate"
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 01","1","1373.57",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 01","2","1404.29",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 01","3","1435.03",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 02","1","1544.50",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 02","2","1604.35",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 02","3","1674.22",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 02","4","1744.01",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 02","5","1813.83",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 03","1","1641.53",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 03","2","1709.92",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 03","3","1778.38",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 03","4","1846.93",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 03","5","1925.13",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 04","1","1804.23",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 04","2","1881.08",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 04","3","1958.04",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 04","4","2042.62",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 04","5","2127.22",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 04","6","2211.89",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 05","1","2090.10",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 05","2","2150.71",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 05","3","2214.12",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 06","1","1881.10",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 06","2","1958.04",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 06","3","2042.62",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 06","4","2127.22",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 06","5","2211.89",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 06","6","2296.54",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 07","1","2050.85",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 07","2","2134.17",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 07","3","2228.02",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 07","4","2321.71",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","ACC 07","5","2415.51",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 01","1","2310.06",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 02","1","2490.54",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 02","2","2580.76",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 02","3","2661.99",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 03","1","2671.01",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 03","2","2761.24",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 03","3","2842.45",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 04","1","2851.48",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 04","2","2941.71",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 04","3","3022.92",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 05","1","3031.95",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 05","2","3122.20",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 05","3","3203.41",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 06","1","3212.42",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 06","2","3302.67",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","CA 06","3","3383.88",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 02","1","1009.04",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 02","2","1032.44",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 02","3","1055.95",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 02","4","1079.33",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 03","1","1009.04",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 03","2","1032.44",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 03","3","1055.95",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 03","4","1079.33",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 03","5","1102.85",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 04","1","1032.44",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 04","2","1055.95",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 04","3","1079.33",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 04","4","1102.85",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 04","5","1126.38",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 05","1","1055.95",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 05","2","1079.33",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 05","3","1102.85",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 05","4","1126.38",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 05","5","1149.74",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 06","1","1079.33",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 06","2","1102.85",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 06","3","1126.38",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 06","4","1149.74",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 06","5","1173.28",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 07","1","1102.85",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 07","2","1126.38",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 07","3","1149.74",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 07","4","1173.28",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 07","5","1196.68",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 08","1","1126.38",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 08","2","1149.74",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 08","3","1173.28",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 08","4","1196.68",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 08","5","1220.21",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 09","1","1149.74",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 09","2","1173.28",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 09","3","1196.68",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 09","4","1220.21",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 09","5","1243.65",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 10","1","1173.28",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 10","2","1196.68",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 10","3","1220.21",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 10","4","1243.65",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 10","5","1267.09",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 11","1","1196.68",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 11","2","1220.21",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 11","3","1243.65",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 11","4","1267.09",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 11","5","1290.61",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 12","1","1220.21",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 12","2","1243.65",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 12","3","1267.09",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 12","4","1290.61",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 12","5","1321.97",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 13","1","1243.65",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 13","2","1267.09",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 13","3","1290.61",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 13","4","1321.97",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 13","5","1353.71",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 14","1","1267.09",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 14","2","1290.61",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 14","3","1321.97",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 14","4","1353.71",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 14","5","1395.17",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 15","1","1290.61",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 15","2","1321.97",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 15","3","1353.71",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 15","4","1395.17",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 15","5","1436.60",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 16","1","1321.97",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 16","2","1353.71",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 16","3","1395.17",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 16","4","1436.60",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 16","5","1478.10",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 17","1","1353.71",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 17","2","1395.17",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 17","3","1436.60",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 17","4","1478.10",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 17","5","1519.52",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 18","1","1395.17",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 18","2","1436.60",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 18","3","1478.10",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 18","4","1519.52",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 18","5","1561.00",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 19","1","1436.60",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 19","2","1478.10",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 19","3","1519.52",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 19","4","1561.00",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 19","5","1602.46",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 20","1","1478.10",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 20","2","1519.52",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 20","3","1561.00",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 20","4","1602.46",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 20","5","1643.92",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 21","1","1519.52",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 21","2","1561.00",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 21","3","1602.46",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 21","4","1643.92",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 21","5","1693.79",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 22","1","1602.46",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 22","2","1643.92",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 22","3","1693.79",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 22","4","1730.93",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 22","5","1772.42",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 23","1","1693.79",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 23","2","1730.93",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 23","3","1772.42",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 23","4","1806.22",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 23","5","1847.78",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 24","1","1772.42",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 24","2","1806.22",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 24","3","1847.78",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 24","4","1889.17",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 24","5","1930.67",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 25","1","1806.22",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 25","2","1847.78",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 25","3","1889.17",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 25","4","1930.67",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Bargaining Unit","CL 25","5","2027.14",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","0","1340.64",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","1","1354.05",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","2","1367.45",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","3","1380.86",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","4","1394.27",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","5","1407.67",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","6","1421.08",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","7","1434.48",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","8","1447.89",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","9","1461.30",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","10","1474.70",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","80","1072.51",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","81","1085.92",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","82","1099.32",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","83","1112.73",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","84","1126.14",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","85","1139.54",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","86","1152.95",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","87","1166.36",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","88","1179.76",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","89","1193.17",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","90","1206.58",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","91","1219.98",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","92","1233.39",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","93","1246.80",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","94","1260.20",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","95","1273.61",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","96","1287.01",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","97","1300.42",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","98","1313.83",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 01","99","1327.23",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","0","1437.85",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","1","1452.23",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","2","1466.61",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","3","1480.99",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","4","1495.36",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","5","1509.74",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","6","1524.12",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","7","1538.50",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","8","1552.88",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","9","1567.26",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","10","1581.64",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","80","1150.28",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","81","1164.66",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","82","1179.04",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","83","1193.42",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","84","1207.79",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","85","1222.17",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","86","1236.55",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","87","1250.93",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","88","1265.31",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","89","1279.69",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","90","1294.07",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","91","1308.44",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","92","1322.82",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","93","1337.20",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","94","1351.58",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","95","1365.96",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","96","1380.34",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","97","1394.71",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","98","1409.09",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 02","99","1423.47",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","0","1542.09",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","1","1557.51",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","2","1572.93",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","3","1588.35",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","4","1603.77",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","5","1619.19",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","6","1634.62",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","7","1650.04",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","8","1665.46",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","9","1680.88",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","10","1696.30",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","80","1233.67",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","81","1249.09",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","82","1264.51",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","83","1279.93",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","84","1295.36",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","85","1310.78",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","86","1326.20",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","87","1341.62",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","88","1357.04",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","89","1372.46",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","90","1387.88",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","91","1403.30",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","92","1418.72",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","93","1434.14",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","94","1449.56",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","95","1464.99",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","96","1480.41",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","97","1495.83",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","98","1511.25",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 03","99","1526.67",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 04","0","1653.89",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 04","1","1670.43",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 04","2","1686.97",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 04","3","1703.51",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 04","4","1720.05",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 04","5","1736.58",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 04","6","1753.12",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 04","7","1769.66",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 04","8","1786.20",
"2012-04-01T00:00:00.000","2013-03-31T00:00:00.000","Excluded","EC 04","9","1802.74",
