source_layer,device_type,install_year,location,lat,lon
Traffic Control Location,Signalized Intersection,,PLEASANT ST - ACADIA ST,44.65509,-63.549512
Traffic Control Location,Signalized Intersection,,PLEASANT ST - ATLANTIC ST,44.649519,-63.546089
Traffic Control Location,Signalized Intersection,,PLEASANT ST - EVERETT ST,44.644457,-63.540862
Traffic Control Location,Signalized Intersection,,PLEASANT ST - HWY 111,44.646944,-63.544413
Traffic Control Location,Signalized Intersection,,PLEASANT ST - IMPERIAL OIL,44.641329,-63.534374
Traffic Control Location,Signalized Intersection,,PORTLAND ST - CALDWELL RD - DOROTHEA DR,44.671078,-63.501893
Traffic Control Location,Signalized Intersection,,PORTLAND ST - CARVER ST - EISENER BLVD,44.671815,-63.525446
Traffic Control Location,Signalized Intersection,,PORTLAND ST - CHESTNUT LANE - MANOR DR,44.669109,-63.543204
Traffic Control Location,Signalized Intersection,,PORTLAND ST - GASTON RD,44.667182,-63.54484
Traffic Control Location,Signalized Intersection,,PORTLAND ST - HWY 111,44.670761,-63.535463
Traffic Control Location,Signalized Intersection,,PORTLAND ST - PENHORN MALL,44.670278,-63.537762
Traffic Control Location,Signalized Intersection,,PORTLAND ST - PLEASANT ST,44.668361,-63.559953
Traffic Control Location,Signalized Intersection,,PORTLAND ST - PORTLAND HILLS TERMINAL,44.670884,-63.506075
Traffic Control Location,Signalized Intersection,,PORTLAND ST - PRINCE ALBERT RD - ALDERNEY DR,44.667611,-63.563946
Traffic Control Location,Signalized Intersection,,PORTLAND ST - PRINCE ARTHUR AVE,44.667259,-63.546762
Traffic Control Location,Signalized Intersection,,PORTLAND ST - REGAL RD,44.670808,-63.508249
Traffic Control Location,Signalized Intersection,,PORTLAND ST - SEARS ENTRANCE,44.670172,-63.540711
Traffic Control Location,Signalized Intersection,,PORTLAND ST - SPRING AVE - PORTLAND ESTATES BLVD,44.67177,-63.518257
Traffic Control Location,Signalized Intersection,,PORTLAND ST - WOODLAWN RD,44.671022,-63.532009
Traffic Control Location,Signalized Intersection,,PRESTON ST - QUINPOOL RD,44.645253,-63.59787
Traffic Control Location,Signalized Intersection,,PRINCE ALBERT RD - BRAEMAR DR,44.680427,-63.550273
Traffic Control Location,Signalized Intersection,,PRINCE ALBERT RD - HAWTHORNE ST,44.673273,-63.561902
Traffic Control Location,Signalized Intersection,,QUEEN ST - SOUTH ST,44.639124,-63.573849
Traffic Control Location,Signalized Intersection,,QUEEN ST - SPRING GARDEN RD,44.643313,-63.575963
Traffic Control Location,Signalized Intersection,,QUINGATE PL - QUINPOOL RD - VERNON ST,44.646498,-63.593352
Traffic Control Location,Signalized Intersection,,ROBIE ST - QUINPOOL RD - COGSWELL RD - BELL RD (WILLOW TREE),44.647243,-63.590442
Traffic Control Location,Signalized Intersection,,ROBIE ST - SOUTH ST,44.63651,-63.58488
Traffic Control Location,Signalized Intersection,,ROBIE ST - UNIVERSITY AVE,44.638148,-63.585651
Traffic Control Location,Signalized Intersection,,ROBIE ST - YOUNG ST,44.65969,-63.602345
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - BEAVERBANK RD,44.776442,-63.696012
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - COBEQUID RD,44.752359,-63.664672
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - DOWNSVIEW MALL,44.774359,-63.693427
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - FLORENCE ST - LEASIDE DR,44.767177,-63.683562
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - LEASIDE DR,44.766947,-63.683142
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - MILLWOOD DR,44.781479,-63.708355
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - PINEHILL DR,44.764369,-63.676846
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - RIVERSIDE DR,44.770012,-63.689398
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - SACKVILLE CROSS RD,44.767766,-63.684625
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - SKYRIDGE AVE,44.760723,-63.672242
Traffic Control Location,Signalized Intersection,,SACKVILLE DR - SUPERSTORE,44.771824,-63.69129
Traffic Control Location,Signalized Intersection,,SACKVILLE ST - DRESDEN ROW,44.64492,-63.578937
Traffic Control Location,Signalized Intersection,,SOUTH PARK ST - SPRING GARDEN RD,44.642289,-63.579762
Traffic Control Location,Signalized Intersection,,SOUTH ST - SOUTH PARK ST,44.638159,-63.577755
Traffic Control Location,Signalized Intersection,,SPRING GARDEN RD - SUMMER ST,44.641334,-63.583331
Traffic Control Location,Signalized Intersection,,ST MARGARETS BAY RD - ALBERT WALKER DR,44.636299,-63.641544
Traffic Control Location,Signalized Intersection,,ST MARGARETS BAY RD - BEECHVILLE PARK DR,44.638002,-63.689062
Traffic Control Location,Signalized Intersection,,ST MARGARETS BAY RD - HAMMONDS PLAINS RD,44.687836,-63.87783
Traffic Control Location,Signalized Intersection,,ST MARGARETS BAY RD - HWY 103 EB EXIT 2 ON RAMP,44.634723,-63.663366
Traffic Control Location,Signalized Intersection,,ST MARGARETS BAY RD - LAKELANDS BLVD,44.635406,-63.669179
Traffic Control Location,Signalized Intersection,,ST MARGARETS BAY RD - PEGGYS COVE RD,44.68917,-63.881436
Traffic Control Location,Signalized Intersection,,ST MARGARETS BAY RD - PROSPECT RD,44.632608,-63.661247
Traffic Control Location,Signalized Intersection,,STARBOARD DR - PEAKVIEW WAY (SOBEYS),44.699114,-63.685352
Traffic Control Location,Signalized Intersection,,VICTORIA RD - ALBRO LAKE RD,44.679403,-63.584128
Traffic Control Location,Signalized Intersection,,VICTORIA RD - BOLAND RD,44.675492,-63.577628
Traffic Control Location,Signalized Intersection,,VICTORIA RD - HIGHFIELD PARK DR,44.682858,-63.590502
Traffic Control Location,Signalized Intersection,,VICTORIA RD - NANTUCKET AVE,44.673403,-63.574255
Traffic Control Location,Signalized Intersection,,VICTORIA RD - PRIMROSE ST,44.681057,-63.587142
Traffic Control Location,Signalized Intersection,,VICTORIA RD - THISTLE ST,44.671504,-63.571398
Traffic Control Location,Signalized Intersection,,VICTORIA RD - WOODLAND AVE,44.677113,-63.580217
Traffic Control Location,Signalized Intersection,,WATER ST - DUKE ST,44.649637,-63.573315
Traffic Control Location,Signalized Intersection,,WAVERLEY RD - MONTEBELLO DR,44.698403,-63.547631
Traffic Control Location,Signalized Intersection,,WILKINSON AVE - WRIGHT AVE,44.710055,-63.569545
Traffic Control Location,Signalized Intersection,,WINDMILL RD - AKERLEY BLVD,44.703438,-63.611826
Traffic Control Location,Signalized Intersection,,WINDMILL RD - ALBRO LAKE RD,44.675476,-63.590538
Traffic Control Location,Signalized Intersection,,WINDMILL RD - PRINCESS MARGARET BLVD - YORKSHIRE AVE,44.686359,-63.598862
Traffic Control Location,Signalized Intersection,,WINDMILL RD - RALSTON AVE - SEAPOINT RD,44.70076,-63.607013
Traffic Control Location,Signalized Intersection,,WINDMILL RD - VICTORIA RD,44.694688,-63.600319
Traffic Control Location,Signalized Intersection,,WINDMILL RD - WRIGHT AVE - BANCROFT LANE,44.698393,-63.604954
Traffic Control Location,Signalized Intersection,,WINDMILL RD - WYSE RD,44.667453,-63.574647
Traffic Control Location,Signalized Intersection,,WINDSOR ST - LADY HAMMOND RD,44.662749,-63.622363
Traffic Control Location,Signalized Intersection,,WOODLAND AVE - MICMAC BLVD,44.685761,-63.569161
Traffic Control Location,Signalized Intersection,,WOODLAWN RD - ATHORPE DR,44.672004,-63.53216
Traffic Control Location,Signalized Intersection,,WOODLAWN RD - MOUNT EDWARD RD,44.679045,-63.525639
Traffic Control Location,Signalized Intersection,,WOODLAWN RD - VALLEYFIELD RD - SETTLE ST,44.673427,-63.529578
Traffic Control Location,Signalized Intersection,,WRIGHT AVE - FINLAY DR,44.709556,-63.565922
Traffic Control Location,Signalized Intersection,,WRIGHT AVE - HIGHWAY 118 NB EXIT 12 ON RAMP,44.707432,-63.556668
Traffic Control Location,Signalized Intersection,,WRIGHT AVE - ILSLEY AVE - ISNOR DR,44.704857,-63.595712
Traffic Control Location,Signalized Intersection,,WRIGHT AVE - JOHN SAVAGE AVE,44.709113,-63.577432
Traffic Control Location,Signalized Intersection,,WRIGHT AVE - JOSEPH ZATZMAN DR - RADDALL AVE,44.706212,-63.592434
Traffic Control Location,Signalized Intersection,,WRIGHT AVE - MACDONALD AVE,44.701765,-63.600502
Traffic Control Location,Signalized Intersection,,WRIGHT AVE - WILLIAMS AVE - GARLAND AVE,44.708319,-63.583317
Traffic Control Location,Signalized Intersection,,WYSE RD - ALBRO LAKE RD,44.676611,-63.587636
Traffic Control Location,Signalized Intersection,,WYSE RD - BOLAND RD,44.672146,-63.58141
Traffic Control Location,Signalized Intersection,,WYSE RD - NANTUCKET AVE,44.670058,-63.577581
Traffic Control Location,Signalized Intersection,,WYSE RD - THISTLE ST,44.668427,-63.574791
