source_layer,device_type,install_year,location,lat,lon
Traffic Control Location,Rectangular Rapid Flashing Beacon,,1400 OXFORD ST (ARMBRAE ACADEMY),44.636046,-63.59598
Traffic Control Location,Rectangular Rapid Flashing Beacon,,AGRICOLA ST @ WEST ST,44.653033,-63.590208
Traffic Control Location,Rectangular Rapid Flashing Beacon,,BASINVIEW DR - BEDFORD HILLS RD,44.723861,-63.68255
Traffic Control Location,Rectangular Rapid Flashing Beacon,,BISSETT RD - SHEARWATER FLYER TRAIL,44.657355,-63.448636
Traffic Control Location,Rectangular Rapid Flashing Beacon,,BISSETT RD CIVIC 256 - BISSETT LAKE GREENWAY,44.663788,-63.467973
Traffic Control Location,Rectangular Rapid Flashing Beacon,,CALDWELL RD - ATHOLEA DR,44.644711,-63.480204
Traffic Control Location,Rectangular Rapid Flashing Beacon,,CHEBUCTO RD @ HARVARD ST,44.648982,-63.601456
Traffic Control Location,Rectangular Rapid Flashing Beacon,,DUFFUS ST - ISLEVILLE ST,44.66661,-63.607356
Traffic Control Location,Rectangular Rapid Flashing Beacon,,DUTCH VILLAGE RD - ROSEDALE AVE,44.655596,-63.632086
Traffic Control Location,Rectangular Rapid Flashing Beacon,,Dutch Village Rd - Central Ave,44.654703,-63.632095
Traffic Control Location,Rectangular Rapid Flashing Beacon,,HIGHWAY 2 - COACH AVE,44.827967,-63.611684
Traffic Control Location,Rectangular Rapid Flashing Beacon,,JUBILEE RD - PRESTON ST,44.641528,-63.595928
Traffic Control Location,Rectangular Rapid Flashing Beacon,,LARRY UTECK BLVD CIVIC 420,44.702017,-63.675463
Traffic Control Location,Rectangular Rapid Flashing Beacon,,LARRY UTECK ROUNDABOUT (PEDESTRIAN CROSSING),44.700348,-63.686405
Traffic Control Location,Rectangular Rapid Flashing Beacon,,LARRY UTECK ROUNDABOUT (PEDESTRIAN CROSSING),44.700615,-63.686959
Traffic Control Location,Rectangular Rapid Flashing Beacon,,LARRY UTECK ROUNDABOUT (PEDESTRIAN CROSSING),44.700705,-63.686042
Traffic Control Location,Rectangular Rapid Flashing Beacon,,LARRY UTECK ROUNDABOUT (PEDESTRIAN CROSSING),44.700995,-63.686572
Traffic Control Location,Rectangular Rapid Flashing Beacon,,MAIN AVE @ ALEX ST @ GEBHARDT ST,44.657021,-63.640092
Traffic Control Location,Rectangular Rapid Flashing Beacon,,MAIN AVE @ HILLCREST ST,44.65557,-63.643398
Traffic Control Location,Rectangular Rapid Flashing Beacon,,MAPLE ST - DAHLIA ST,44.671806,-63.566796
Traffic Control Location,Rectangular Rapid Flashing Beacon,,SACKVILLE DR - BEACONSFIELD WAY - EXECUTIVE DR,44.790104,-63.715345
Traffic Control Location,Rectangular Rapid Flashing Beacon,,SOUTH ST - WELLINGTON ST,44.637455,-63.580804
Traffic Control Location,Rectangular Rapid Flashing Beacon,,SOUTH ST @ IWK,44.636997,-63.582766
Traffic Control Location,Rectangular Rapid Flashing Beacon,,THOMAS RADDELL DR @ BMO SOCCER CENTRE,44.656089,-63.661681
Traffic Control Location,Rectangular Rapid Flashing Beacon,,WAVERLEY RD @ MICMAC DR,44.693718,-63.546733
Traffic Control Location,Rectangular Rapid Flashing Beacon,,WILLIAMS LAKE RD – RAVENSCRAIG DR,44.61962,-63.609037
Traffic Control Location,Rectangular Rapid Flashing Beacon,,WINDSOR ST - SUMMIT ST,44.653098,-63.600221
Traffic Control Location,Rectangular Rapid Flashing Beacon,,Windmill Rd - Geary St,44.667089,-63.572912
Traffic Control Location,Roundabout,2021,LARRY UTECK BLVD - BROAD ST (SOUTH) - BROOKLINE DR,44.708222,-63.708925
Traffic Control Location,Roundabout,2023,Larry Uteck Blvd - Broad St - Brookline Dr (North),44.713196,-63.714008
Traffic Control Location,Roundabout,2024,BARRINGTON ST - NORA BERNARD ST,44.654449,-63.581404
Traffic Control Location,Roundabout,,AGRICOLA ST - NORTH PARK ST ROUNDABOUT,44.651479,-63.588139
Traffic Control Location,Roundabout,,ARMDALE ROUNDABOUT,44.641639,-63.620382
Traffic Control Location,Roundabout,,COGSWELL ST - NORTH PARK ST ROUNDABOUT,44.649487,-63.585186
Traffic Control Location,Roundabout,,KNIGHTSRIDGE DR - RUTH GOLDBLOOM DR ROUNDABOUT,44.673805,-63.660717
Traffic Control Location,Roundabout,,LARRY UTECK BLVD ROUNDABOUT,44.700677,-63.686511
Traffic Control Location,Roundabout,,Normandy Dr / Leaman St Roundabout,44.668844,-63.60956
Traffic Control Location,Signalized Intersection,2023,"",44.606584,-63.614174
Traffic Control Location,Signalized Intersection,2023,"",44.651012,-63.675918
Traffic Control Location,Signalized Intersection,2024,"",44.636411,-63.679354
Traffic Control Location,Signalized Intersection,2024,Mount Hope Ave at Leonamarie Dr,44.657658,-63.537219
Traffic Control Location,Signalized Intersection,2025,"",44.647748,-63.716639
Traffic Control Location,Signalized Intersection,2025,BARRINGTON ST - COGSWELL ST,44.651702,-63.576586
Traffic Control Location,Signalized Intersection,2025,BRUNSWICK ST - COGSWELL ST,44.651018,-63.578976
Traffic Control Location,Signalized Intersection,2025,Barrington St at Upper Water St,44.65241,-63.577827
Traffic Control Location,Signalized Intersection,2025,Cogswell St at Upper Water St,44.652017,-63.57603
Traffic Control Location,Signalized Intersection,,AGRICOLA ST - ALMON ST,44.658263,-63.597552
Traffic Control Location,Signalized Intersection,,AGRICOLA ST - NORTH ST,44.655465,-63.593732
Traffic Control Location,Signalized Intersection,,AGRICOLA ST - YOUNG ST,44.660693,-63.601034
Traffic Control Location,Signalized Intersection,,AKERLEY AVE - JOHN SAVAGE AVE,44.717556,-63.582242
Traffic Control Location,Signalized Intersection,,AKERLEY BLVD - JOSEPH ZATZMAN DR,44.711545,-63.600015
Traffic Control Location,Signalized Intersection,,AKERLEY BLVD - MOSHER DR,44.707579,-63.607736
Traffic Control Location,Signalized Intersection,,ALDERNEY DR - KING ST,44.664605,-63.565114
Traffic Control Location,Signalized Intersection,,ALDERNEY DR - OCHTERLONEY ST,44.665359,-63.569924
Traffic Control Location,Signalized Intersection,,ALDERNEY DR - PORTLAND ST,44.664292,-63.568163
Traffic Control Location,Signalized Intersection,,ALDERNEY DR - QUEEN ST,44.664831,-63.569043
Traffic Control Location,Signalized Intersection,,ALMA CRES - DUTCH VILLAGE RD,44.658316,-63.63251
Traffic Control Location,Signalized Intersection,,ALMON ST - CONNAUGHT AVE,44.64891,-63.610164
Traffic Control Location,Signalized Intersection,,ALMON ST - OXFORD ST,44.651724,-63.606222
Traffic Control Location,Signalized Intersection,,ALMON ST - ROBIE ST,44.657354,-63.598801
Traffic Control Location,Signalized Intersection,,ALMON ST - WINDSOR ST,44.654262,-63.602715
Traffic Control Location,Signalized Intersection,,BAKER DR - BASSWOOD RUN - SOBEYS MALL,44.656244,-63.528885
Traffic Control Location,Signalized Intersection,,BARRINGTON ST - DUKE ST,44.64921,-63.575066
Traffic Control Location,Signalized Intersection,,BARRINGTON ST - MORRIS ST,44.641753,-63.571286
Traffic Control Location,Signalized Intersection,,BARRINGTON ST - NIOBE GATE BRDG,44.663555,-63.592992
Traffic Control Location,Signalized Intersection,,BARRINGTON ST - NORTH ST,44.659115,-63.588293
Traffic Control Location,Signalized Intersection,,BARRINGTON ST - PRINCE ST,44.647244,-63.574074
Traffic Control Location,Signalized Intersection,,BARRINGTON ST - SACKVILLE ST,44.646263,-63.57357
Traffic Control Location,Signalized Intersection,,BARRINGTON ST - SPRING GARDEN RD,44.644216,-63.57254
Traffic Control Location,Signalized Intersection,,BAYERS RD - CONNAUGHT AVE,44.652244,-63.614977
Traffic Control Location,Signalized Intersection,,BAYERS RD - HALIFAX SHOPPING CENTRE,44.651679,-63.616525
Traffic Control Location,Signalized Intersection,,BAYERS RD - JOSEPH HOWE DR,44.653647,-63.630165
Traffic Control Location,Signalized Intersection,,BAYERS RD - MAILING ST - PETRO CANADA,44.653723,-63.625388
Traffic Control Location,Signalized Intersection,,BAYERS RD - OXFORD ST,44.654847,-63.610387
Traffic Control Location,Signalized Intersection,,BAYERS RD - ROMANS AVE,44.652799,-63.621902
Traffic Control Location,Signalized Intersection,,BAYERS RD - WINDSOR ST - YOUNG ST,44.656736,-63.607166
Traffic Control Location,Signalized Intersection,,BAYVIEW RD - BEDFORD HWY,44.666314,-63.636777
Traffic Control Location,Signalized Intersection,,BAYVIEW RD - CLAYTON PARK DR - LACEWOOD DR,44.663936,-63.645678
Traffic Control Location,Signalized Intersection,,BEAVER BANK RD - OLD SACKVILLE RD,44.770085,-63.697716
Traffic Control Location,Signalized Intersection,,BEAVERBANK RD - STOKIL DR - MILLWOOD DR,44.790276,-63.692343
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - 50 BEDFORD HWY,44.664318,-63.634292
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - BEDFORD PLACE MALL SOUTH,44.735638,-63.65492
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - CONVOY RUN - HOLLAND AVE,44.71828,-63.674678
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - DARTMOUTH RD,44.73215,-63.656843
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - FLAMINGO DR,44.675382,-63.647689
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - HAMMONDS PLAINS RD,44.715217,-63.678098
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - HATCHERY LANE,44.729261,-63.663145
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - HATCHERY LANE - UNION ST,44.730418,-63.662375
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - KEARNEY LAKE RD,44.682224,-63.660415
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - LARRY UTECK BLVD (ROYAL HEMLOCKS),44.699256,-63.66105
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - MEADOWBROOK DR,44.725009,-63.66873
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - MOIRS MILL RD,44.713906,-63.677526
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - RIVER LANE - BEDFORD PLACE MALL NORTH,44.737957,-63.654348
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - ROCKY LAKE DR,44.734322,-63.655514
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - SOUTHGATE RD,44.711374,-63.671954
Traffic Control Location,Signalized Intersection,,BEDFORD HWY - SUNNYSIDE MALL,44.733037,-63.656029
Traffic Control Location,Signalized Intersection,,BELL RD - SACKVILLE ST - SOUTH PARK ST,44.644442,-63.580825
Traffic Control Location,Signalized Intersection,,BELL RD - SUMMER ST - TROLLOPE ST,44.646801,-63.586026
Traffic Control Location,Signalized Intersection,,BRAEMAR DR - PARCLO NORTH,44.684106,-63.547347
Traffic Control Location,Signalized Intersection,,BRAEMAR DR - PARCLO SOUTH,44.681916,-63.549505
Traffic Control Location,Signalized Intersection,,BRUNSWICK ST - DUKE ST - GOTTINGEN ST,44.648593,-63.577733
Traffic Control Location,Signalized Intersection,,BRUNSWICK ST - NORA BERNARD ST,44.653441,-63.58235
Traffic Control Location,Signalized Intersection,,BRUNSWICK ST - NORTH ST,44.658236,-63.589663
Traffic Control Location,Signalized Intersection,,BRUNSWICK ST - PRINCE ST,44.646574,-63.576717
Traffic Control Location,Signalized Intersection,,BRUNSWICK ST - SACKVILLE ST,44.645584,-63.576203
Traffic Control Location,Signalized Intersection,,BURNSIDE DR - AKERLEY BLVD,44.714614,-63.590957
Traffic Control Location,Signalized Intersection,,BURNSIDE DR - COMMODORE DR - RONALD SMITH AVE,44.699435,-63.583801
Traffic Control Location,Signalized Intersection,,BURNSIDE DR - HIGHWAY 111,44.69324,-63.581157
Traffic Control Location,Signalized Intersection,,BURNSIDE DR - WRIGHT AVE,44.707484,-63.587792
Traffic Control Location,Signalized Intersection,,CHAIN LAKE DR - CIVIC 201 (DAIRY QUEEN),44.649426,-63.675256
Traffic Control Location,Signalized Intersection,,CHAIN LAKE DR - HOBSONS LAKE DR - HORSESHOE LAKE DR,44.637847,-63.671775
Traffic Control Location,Signalized Intersection,,CHAIN LAKE DR - KENT & COSTCO,44.6551,-63.677795
Traffic Control Location,Signalized Intersection,,CHAIN LAKE DR - LAKELANDS BLVD,44.637663,-63.66904
Traffic Control Location,Signalized Intersection,,CHAIN LAKE DR - SUPERSTORE,44.653165,-63.67712
Traffic Control Location,Signalized Intersection,,CHAIN LAKE DR - SUSIE LAKE CRES,44.646551,-63.673264
Traffic Control Location,Signalized Intersection,,CHEBUCTO RD - CONNAUGHT AVE,44.64731,-63.607729
Traffic Control Location,Signalized Intersection,,CHEBUCTO RD - CUNARD ST - WINDSOR ST,44.6504,-63.595632
Traffic Control Location,Signalized Intersection,,CHEBUCTO RD - MACDONALD ST - MUMFORD RD,44.645491,-63.61503
Traffic Control Location,Signalized Intersection,,CHEBUCTO RD - OXFORD ST,44.648774,-63.602348
Traffic Control Location,Signalized Intersection,,COBEQUID RD - FULTZ HOUSE LANE,44.753836,-63.663163
Traffic Control Location,Signalized Intersection,,COBEQUID RD - ZINCK AVE,44.758279,-63.661033
Traffic Control Location,Signalized Intersection,,COBURG RD - OXFORD ST,44.637688,-63.596687
Traffic Control Location,Signalized Intersection,,COBURG RD - ROBIE ST - SPRING GARDEN RD,44.640385,-63.586854
Traffic Control Location,Signalized Intersection,,COGSWELL ST - GOTTINGEN ST,44.650484,-63.581038
Traffic Control Location,Signalized Intersection,,COLE HARBOUR RD - FOREST HILLS PKY,44.671619,-63.490033
Traffic Control Location,Signalized Intersection,,COLE HARBOUR RD - HUGH ALLEN DR,44.671446,-63.494518
Traffic Control Location,Signalized Intersection,,COLE HARBOUR RD - OTAGO DR,44.67125,-63.498316
Traffic Control Location,Signalized Intersection,,COMMODORE DR - BROWNLOW AVE,44.700002,-63.5813
Traffic Control Location,Signalized Intersection,,COMMODORE DR - COUNTRYVIEW DR,44.700533,-63.564686
Traffic Control Location,Signalized Intersection,,COMMODORE DR - EILEEN STUBBS AVE - SPECTACLE LAKE DR,44.700379,-63.579542
Traffic Control Location,Signalized Intersection,,COMMODORE DR - FINLAY DR,44.700506,-63.567471
Traffic Control Location,Signalized Intersection,,CONNAUGHT AVE - QUINPOOL RD,44.643226,-63.604691
Traffic Control Location,Signalized Intersection,,CONNAUGHT AVE - WINDSOR ST,44.660375,-63.61967
Traffic Control Location,Signalized Intersection,,COUNTRYVIEW - SHUBIE,44.706971,-63.563228
Traffic Control Location,Signalized Intersection,,COUNTRYVIEW DR - MCCLURE CL,44.70331,-63.565451
Traffic Control Location,Signalized Intersection,,COW BAY RD - CALDWELL RD,44.611911,-63.473323
Traffic Control Location,Signalized Intersection,,COWIE HILL RD - HERRING COVE RD,44.632356,-63.618522
Traffic Control Location,Signalized Intersection,,CUNARD ST - ROBIE ST,44.650817,-63.592343
Traffic Control Location,Signalized Intersection,,DAMASCUS RD - VERDI DR,44.750382,-63.641736
Traffic Control Location,Signalized Intersection,,"DAMASCUS RD - WALMART (STA #480)",44.750897,-63.644452
Traffic Control Location,Signalized Intersection,,DARTMOUTH RD - RIDGEVALE DR,44.72832,-63.649886
Traffic Control Location,Signalized Intersection,,DENTITH RD - HERRING COVE RD,44.612819,-63.617474
Traffic Control Location,Signalized Intersection,,DENTITH RD - OLD SAMBRO RD,44.615351,-63.621384
Traffic Control Location,Signalized Intersection,,DEVONSHIRE AVE - DUFFUS ST - NOVALEA DR,44.667458,-63.606133
Traffic Control Location,Signalized Intersection,,DONALDSON AVE - DUNBRACK ST - KEARNEY LAKE RD,44.681084,-63.666942
Traffic Control Location,Signalized Intersection,,DRESDEN ROW - SPRING GARDEN RD,44.642808,-63.57786
Traffic Control Location,Signalized Intersection,,DUKE ST - DAMASCUS RD,44.75064,-63.639039
Traffic Control Location,Signalized Intersection,,DUKE ST - HIGHWAY 102 NB EXIT 4C OFF RAMP,44.754908,-63.644469
Traffic Control Location,Signalized Intersection,,DUKE ST - HOLLIS ST,44.649513,-63.573804
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - COWIE HILL RD,44.621796,-63.624469
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - FARNHAM GATE RD,44.673271,-63.663999
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - KNIGHTSRIDGE DR - LANGBRAE DR,44.670124,-63.662634
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - LACEWOOD DR,44.662969,-63.654622
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - MAIN AVE,44.652727,-63.649771
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - OLD SAMBRO RD,44.619241,-63.621494
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - OSBORNE ST,44.630833,-63.63255
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - PETER SAULNIER DR,44.627033,-63.628131
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - RADCLIFFE DR - MEADOWLARK CRES,44.666074,-63.658456
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - WALTER HAVILL DR,44.635477,-63.638364
Traffic Control Location,Signalized Intersection,,DUNBRACK ST - WILLETT ST,44.657018,-63.650653
Traffic Control Location,Signalized Intersection,,DUTCH VILLAGE RD - JOSEPH HOWE DR,44.659957,-63.62859
Traffic Control Location,Signalized Intersection,,FALL RIVER RD - HIGHWAY 2 (SOBEYS),44.818085,-63.612046
Traffic Control Location,Signalized Intersection,,FINLAY DR - MCCLURE CL,44.703779,-63.568703
Traffic Control Location,Signalized Intersection,,FINLAY DR - SHUBIE,44.707205,-63.566576
Traffic Control Location,Signalized Intersection,,FOREST HILLS PKY - AUBURN DR,44.686904,-63.491531
Traffic Control Location,Signalized Intersection,,FOREST HILLS PKY - CANADIAN TIRE,44.674327,-63.491133
Traffic Control Location,Signalized Intersection,,FOREST HILLS PKY - CIRCASSION DR,44.676783,-63.49187
Traffic Control Location,Signalized Intersection,,FOREST HILLS PKY - COLE HARBOUR PLACE,44.683107,-63.491038
Traffic Control Location,Signalized Intersection,,FOREST HILLS PKY - FLYING CLOUD DR - CHAMEAU CRES,44.678787,-63.491729
Traffic Control Location,Signalized Intersection,,FOREST HILLS PKY - TARANAKI DR - FLYING CLOUD DR,44.693873,-63.498976
Traffic Control Location,Signalized Intersection,,GEORGE ST - HOLLIS ST,44.648544,-63.573307
Traffic Control Location,Signalized Intersection,,GEORGE ST - WATER ST,44.648926,-63.572321
Traffic Control Location,Signalized Intersection,,GLENDALE AVE - ESTATES RD,44.758528,-63.652784
Traffic Control Location,Signalized Intersection,,GLENDALE DR - BEAVERBANK RD,44.782454,-63.691629
Traffic Control Location,Signalized Intersection,,GLENDALE DR - COBEQUID RD,44.759759,-63.659826
Traffic Control Location,Signalized Intersection,,GLENDALE DR - MCDOUGALL AVE - SPORTSPLEX,44.772423,-63.67525
Traffic Control Location,Signalized Intersection,,GLENDALE DR - METROPOLITAN AVE,44.776337,-63.677484
Traffic Control Location,Signalized Intersection,,GLENDALE DR - RIVERSIDE DR,44.778775,-63.681814
Traffic Control Location,Signalized Intersection,,GOTTINGEN ST - ALMON ST,44.660078,-63.595075
Traffic Control Location,Signalized Intersection,,GOTTINGEN ST - NORTH ST,44.657338,-63.591117
Traffic Control Location,Signalized Intersection,,GOTTINGEN ST - NOVALEA DR - YOUNG ST,44.6625,-63.598645
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - BASINVIEW DR,44.717039,-63.683038
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - FOX HOLLOW DR,44.69055,-63.874822
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - GARY MARTIN DR,44.726903,-63.702843
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - GLEN ARBOUR WAY,44.733837,-63.783277
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - HWY 103 EB EXIT 5 ON RAMP,44.700786,-63.859733
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - INNOVATION DR,44.726342,-63.695249
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - KINGSWOOD DR,44.724362,-63.736332
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - LARRY UTECK BLVD,44.723948,-63.731099
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - LUCASVILLE RD,44.732289,-63.759331
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - POCKWOCK RD,44.73574,-63.792772
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - SCHOLARS RD,44.696332,-63.863969
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - SMITHS RD,44.724402,-63.690846
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - TA9 RD (UNDER REVIEW),44.702525,-63.857774
Traffic Control Location,Signalized Intersection,,HAMMONDS PLAINS RD - WESTWOOD BLVD - FLATLAKE DR,44.704434,-63.855618
Traffic Control Location,Signalized Intersection,,HERRING COVE RD - OLD SAMBRO RD,44.620755,-63.617211
Traffic Control Location,Signalized Intersection,,HERRING COVE RD - WILLIAMS LAKE RD,44.615878,-63.614717
Traffic Control Location,Signalized Intersection,,HIGHWAY 111 - HIGHWAY 111 EB EXIT 3 OFF RAMP,44.692166,-63.580917
Traffic Control Location,Signalized Intersection,,HIGHWAY 7 - MONTAGUE RD,44.698068,-63.493055
Traffic Control Location,Signalized Intersection,,HIGHWAY 7 - PANAVISTA DR,44.694775,-63.497407
Traffic Control Location,Signalized Intersection,,HOBSONS LAKE DR - SUSIE LAKE CRES,44.645589,-63.67882
Traffic Control Location,Signalized Intersection,,HOLLIS ST - MORRIS ST,44.642083,-63.570023
Traffic Control Location,Signalized Intersection,,HOLLIS ST - PRINCE ST,44.64756,-63.572803
Traffic Control Location,Signalized Intersection,,HOLLIS ST - SACKVILLE ST,44.646585,-63.572302
Traffic Control Location,Signalized Intersection,,HORSESHOE LAKE DR - SUSIE LAKE CRES,44.645704,-63.675557
Traffic Control Location,Signalized Intersection,,HWY 102 - GLENDALE AVE,44.756278,-63.646382
Traffic Control Location,Signalized Intersection,,IKEA DRIVEWAY,44.712853,-63.559974
Traffic Control Location,Signalized Intersection,,ILSLEY AVE - RONALD SMITH AVE,44.698907,-63.585655
Traffic Control Location,Signalized Intersection,,INGLIS ST - ROBIE ST,44.63264,-63.58323
Traffic Control Location,Signalized Intersection,,INGLIS ST - TOWER RD,44.633886,-63.578002
Traffic Control Location,Signalized Intersection,,JOSEPH HOWE DR - HIGHWAY 102,44.652067,-63.630429
Traffic Control Location,Signalized Intersection,,JOSEPH HOWE DR - MUMFORD RD,44.648529,-63.629597
Traffic Control Location,Signalized Intersection,,JOSEPH HOWE DR - SCOT ST,44.656269,-63.629673
Traffic Control Location,Signalized Intersection,,JOSEPH HOWE DR - SPRINGVALE AVE,44.647456,-63.629447
Traffic Control Location,Signalized Intersection,,JOSEPH HOWE DR - SUPERSTORE DRIVEWAY,44.65796,-63.629219
Traffic Control Location,Signalized Intersection,,JUBILEE RD - OXFORD ST,44.640872,-63.598333
Traffic Control Location,Signalized Intersection,,JUBILEE RD - ROBIE ST,44.643532,-63.588485
Traffic Control Location,Signalized Intersection,,KEARNEY LAKE RD - BROADHOLME LANE - CASTLE HILL DR,44.683916,-63.673258
Traffic Control Location,Signalized Intersection,,KEARNEY LAKE RD - HIGHWAY 102 NB EXIT 2 OFF RAMP,44.684688,-63.676758
Traffic Control Location,Signalized Intersection,,KEARNEY LAKE RD - HIGHWAY 102 SB EXIT 2 ON RAMP,44.685358,-63.678375
Traffic Control Location,Signalized Intersection,,KEARNEY LAKE RD - LARRY UTECK BLVD,44.700287,-63.700671
Traffic Control Location,Signalized Intersection,,KEARNEY LAKE RD - PARKLAND DR,44.684089,-63.674893
Traffic Control Location,Signalized Intersection,,KEMPT RD - LADY HAMMOND RD,44.66341,-63.621313
Traffic Control Location,Signalized Intersection,,KEMPT RD - YOUNG ST,44.65921,-63.602965
Traffic Control Location,Signalized Intersection,,LACEWOOD DR - FAIRFAX DR,44.658629,-63.671248
Traffic Control Location,Signalized Intersection,,LACEWOOD DR - HIGHWAY 102,44.658125,-63.674984
Traffic Control Location,Signalized Intersection,,LACEWOOD DR - HIGHWAY 102,44.658346,-63.67336
Traffic Control Location,Signalized Intersection,,LACEWOOD DR - LACEWOOD TERMINAL,44.661341,-63.663833
Traffic Control Location,Signalized Intersection,,LACEWOOD DR - PARKLAND DR,44.658862,-63.669475
Traffic Control Location,Signalized Intersection,,LACEWOOD DR - SOBEYS - MCDONALDS,44.662329,-63.656481
Traffic Control Location,Signalized Intersection,,LACEWOOD DR - STRATFORD WAY,44.659679,-63.666247
Traffic Control Location,Signalized Intersection,,LACEWOOD DR - WILLETT ST,44.662127,-63.657631
Traffic Control Location,Signalized Intersection,,LADY HAMMOND RD - ROBIE ST,44.665307,-63.610653
Traffic Control Location,Signalized Intersection,,LARRY UTECK BLVD - SOUTHGATE DR,44.701283,-63.677889
Traffic Control Location,Signalized Intersection,,MAIN AVE - TITUS ST,44.65945,-63.634347
Traffic Control Location,Signalized Intersection,,MAIN AVE - WILLETT ST,44.65407,-63.646777
Traffic Control Location,Signalized Intersection,,MAIN RD - BONAVENTURE ST,44.626656,-63.515109
Traffic Control Location,Signalized Intersection,,MAIN RD - MORRIS AVE,44.621168,-63.507229
Traffic Control Location,Signalized Intersection,,MAIN RD - SHORE RD - COW BAY RD,44.611751,-63.494109
Traffic Control Location,Signalized Intersection,,MAIN ST - CALEDONIA RD - WOODLAWN RD,44.684468,-63.529357
Traffic Control Location,Signalized Intersection,,MAIN ST - FOREST HILLS PKY,44.690496,-63.494806
Traffic Control Location,Signalized Intersection,,MAIN ST - HARTLEN ST,44.682278,-63.537428
Traffic Control Location,Signalized Intersection,,MAIN ST - LAKE MAJOR RD,44.703792,-63.466835
Traffic Control Location,Signalized Intersection,,MAIN ST - MAJOR ST - GORDON AVE,44.681755,-63.541022
Traffic Control Location,Signalized Intersection,,MAIN ST - RIDGECREST DR,44.69183,-63.504323
Traffic Control Location,Signalized Intersection,,MAIN ST - WESTPHAL WAY,44.701422,-63.478524
Traffic Control Location,Signalized Intersection,,METROPOLITAN AVE - FIRST LAKE DR,44.777957,-63.674538
Traffic Control Location,Signalized Intersection,,MICMAC BLVD - CIVICS 21 & 35 AT KENT,44.686429,-63.562523
Traffic Control Location,Signalized Intersection,,MICMAC BLVD - GLEN MANOR DR,44.683727,-63.559939
Traffic Control Location,Signalized Intersection,,MICMAC BLVD - LAKESHORE PARK TERR,44.686798,-63.554129
Traffic Control Location,Signalized Intersection,,MICMAC BLVD - MICMAC MALL ENTRANCE - BROOKDALE CRES,44.684931,-63.55619
Traffic Control Location,Signalized Intersection,,MORRIS ST - SOUTH PARK ST - UNIVERSITY AVE,44.639899,-63.578563
Traffic Control Location,Signalized Intersection,,MOUNT HOPE AVE - BAKER DR,44.654306,-63.529536
Traffic Control Location,Signalized Intersection,,MUMFORD RD - HALIFAX SHOPPING CENTRE,44.647603,-63.619597
Traffic Control Location,Signalized Intersection,,MUMFORD RD - ROMANS AVE,44.648677,-63.621706
Traffic Control Location,Signalized Intersection,,NORA BERNARD ST - GOTTINGEN ST,44.65239,-63.583909
Traffic Control Location,Signalized Intersection,,NORTH ST - OXFORD ST,44.649151,-63.602676
Traffic Control Location,Signalized Intersection,,NORTH ST - ROBIE ST,44.654673,-63.594859
Traffic Control Location,Signalized Intersection,,NORTH ST - WINDSOR ST,44.652218,-63.598367
Traffic Control Location,Signalized Intersection,,NORTH WEST ARM DR - WASHMILL LAKE DR,44.64944,-63.649955
Traffic Control Location,Signalized Intersection,,OCHTERLONEY ST - MAPLE ST,44.670224,-63.564231
Traffic Control Location,Signalized Intersection,,OXFORD ST - QUINPOOL RD,44.644543,-63.600288
