busstopid,stopnumber,location,accessible,status,has_shelter,lat,lon
BS1743,8214,Robie St Before Quinpool Rd (8214),1,INS,0,44.647612,-63.590825
BS1744,8215,Robie St Before Russell St (8215),1,INS,0,44.658758,-63.600828
BS1746,8217,Robie St Before Stanley St (8217),1,INS,0,44.661982,-63.605714
BS1747,8218,Robie St Before Young St (8218),1,INS,0,44.660089,-63.60303
BS1748,8219,Robie St Opposite Binney St (8219),1,INS,0,44.642358,-63.587769
BS1749,8490,Willett St After Coronation Ave (8490),1,INS,1,44.651974,-63.645002
BS175,6476,Cole Harbour Rd Before Hugh Allen Dr (6476),1,INS,0,44.671334,-63.495801
BS1750,8491,Willett St After Dunbrack St (8491),1,INS,0,44.657599,-63.652594
BS1751,8492,Willett St After Glenforest Dr (8492),1,INS,0,44.656632,-63.649449
BS1752,8493,Willett St After Main Ave (8493),1,INS,1,44.653801,-63.646568
BS1753,8494,Willett St After Main Ave (8494),1,INS,0,44.654665,-63.647215
BS1754,8495,Willett St Opposite Glenforest Dr (8495),1,INS,0,44.656333,-63.648973
BS1755,8496,Willett St Before Chadwick Pl (8496),1,INS,0,44.660007,-63.655983
BS1756,8497,Willett St Before Harlington Cr (8497),1,INS,1,44.658135,-63.65422
BS1758,8499,Willett St Before Apollo Ct (8499),1,INS,1,44.655162,-63.647787
BS176,6477,Cole Harbour Rd After Cumberland Dr (6477),1,INS,0,44.671716,-63.489038
BS1761,8502,Willett St After Frederick Ave (8502),1,INS,0,44.650847,-63.644001
BS1762,8503,Willett St Before Westridge Dr (8503),1,INS,0,44.658117,-63.65443
BS1764,7366,Novalea Dr After Young St (7366),1,INS,0,44.662673,-63.598842
BS1765,7368,Novalea Dr At Samuel Prince Manor (7368),1,INS,1,44.671587,-63.612315
BS1766,7369,Novalea Dr Before Devonshire Ave (7369),1,INS,0,44.66715,-63.605723
BS1767,7370,Novalea Dr Before Duffus St (7370),1,INS,1,44.667536,-63.606436
BS1768,8660,Hornes Rd At Civic 65 (8660),0,INS,0,44.614316,-63.485882
BS1769,8661,Hornes Rd At Civic 41 (8661),0,INS,0,44.616189,-63.483636
BS177,6478,Cole Harbour Rd After Otago Dr (6478),1,INS,1,44.671335,-63.499452
BS1770,8662,Hornes Rd After Scott Dr (8662),0,INS,0,44.618058,-63.481423
BS1771,8663,Caldwell Rd After Hornes Rd (8663),1,INS,0,44.618822,-63.479872
BS1772,8664,Caldwell Rd After Briarwood Dr (8664),1,INS,0,44.616624,-63.478145
BS1773,8665,Caldwell Rd After Aubrey Terr (8665),1,INS,0,44.612862,-63.474557
BS1774,8666,Cow Bay Rd After Caldwell Rd (8666),1,INS,0,44.612311,-63.472514
BS1775,8667,Cow Bay Rd After Heritage Hills Dr (8667),1,INS,0,44.613635,-63.470209
BS1776,8668,Cow Bay Rd After Forestgate Dr (8668),1,INS,0,44.616436,-63.465889
BS1777,8669,Samuel Danial Dr After Cow Bay Rd (8669),1,INS,0,44.617178,-63.463776
BS1778,6066,Atlantic St After Pleasant St (6066),1,INS,0,44.649385,-63.546605
BS178,6479,Cole Harbour Rd After Hugh Allen Dr (6479),1,INS,1,44.671479,-63.49522
BS1780,6069,Auburn Dr Before Auburn Ct (6069),1,INS,0,44.693233,-63.489259
BS1782,6632,Ellenvale Ave After Spring Ave (6632),1,INS,0,44.677869,-63.518322
BS1783,6633,Ellenvale Ave Before Clifford Dr (6633),0,INS,0,44.676225,-63.525743
BS1784,6634,Ellenvale Ave Before Waltdale Dr (6634),1,INS,0,44.67629,-63.525688
BS1785,6635,Ellenvale Ave Before Alberta St (6635),0,INS,0,44.67665,-63.522936
BS1786,6636,Ellenvale Ave Before Spring Ave (6636),1,INS,1,44.677769,-63.518518
BS179,6480,Cole Harbour Rd Before Hugh Allen Dr (6480),1,INS,1,44.671669,-63.49192
BS1790,6641,Eileen Stubbs Ave Before MacLean Ave (6641),0,INS,0,44.696724,-63.576528
BS1792,6643,Bedford Windsor Ramp Before Windsor St (6643),1,INS,0,44.662344,-63.622575
BS1793,6644,Fairview Overpass After Main Ave (6644),1,INS,0,44.662049,-63.628585
BS1794,6645,Farnham Gate Rd After Dunbrack St (6645),1,INS,0,44.673326,-63.664825
BS1796,6647,Farnham Gate Rd Opposite Ross St (6647),1,INS,0,44.672387,-63.666475
BS1797,6648,Farnham Gate Rd Before Chelton Woods Ln (6648),1,INS,0,44.672002,-63.668228
BS1798,6649,Farnham Gate Rd Before Montgomery Ct (6649),1,INS,0,44.672284,-63.669929
BS1799,6650,Farnham Gate Before Glenbourne Ct (6650),1,INS,0,44.671556,-63.672197
BS18,8916,Hwy 7 Before Sandy Ln (8916),0,INS,0,44.740632,-63.324604
BS180,6481,Cole Harbour Rd Before Dorothea Dr (6481),1,INS,1,44.671175,-63.501586
BS1801,6652,Farnham Gate Rd Before Ross St (6652),1,INS,0,44.67295,-63.666071
BS1802,6653,Farnham Gate Rd Before Red Fern Terr (6653),1,INS,0,44.67132,-63.674189
BS1803,6654,Farnham Gate Rd Before Montgomery Ct (6654),1,INS,0,44.672109,-63.668323
BS1804,6655,Farnham Gate Rd Before Scotch Pine Terr (6655),1,INS,0,44.672351,-63.670415
BS1805,6656,Farnham Gate Rd Before Parkland Dr (6656),1,INS,0,44.671369,-63.674888
BS181,6482,Cole Harbour Rd Before Cumberland Dr (6482),1,INS,0,44.67153,-63.492563
BS1810,8651,St Margarets Bay Rd At Long Lake Park (8651),0,INS,0,44.632336,-63.658172
BS1812,8653,St Margarets Bay Rd Opposite Long Lake Park (8653),0,INS,0,44.63231,-63.658589
BS1813,8654,Countryview Dr Before Ferindonald Cl (8654),1,INS,1,44.706086,-63.563792
BS1814,8655,Countryview Dr After McClure Cl (8655),1,INS,1,44.702781,-63.565659
BS1815,8656,Gale Terr After Commodore Dr (8656),1,INS,0,44.699225,-63.564829
BS1817,6302,Boland Rd Before Ranya Ln (6302),1,INS,0,44.672794,-63.580715
BS1818,6303,Boland Rd Before Victoria Rd (6303),1,INS,0,44.675097,-63.578108
BS1819,6304,Boland Rd After Cairn St (6304),1,INS,0,44.673622,-63.579689
BS182,6483,Colford Ave Before Akerley Blvd (6483),0,INS,0,44.716851,-63.586917
BS1821,6306,Booth St After Main St (6306),1,INS,0,44.685918,-63.524131
BS1824,6311,Prince Albert Rd After Bartlin Rd (6311),1,INS,1,44.679873,-63.549041
BS1825,6312,Braemar Dr Before Creelman Dr (6312),1,INS,1,44.691255,-63.546256
BS1826,6313,Braemar Dr Before Braeside Ct (6313),1,INS,1,44.686066,-63.547339
BS1827,6314,Braemar Dr After Maple Dr (6314),1,INS,1,44.688226,-63.546856
BS1828,6315,Brentwood Ave Before Greenwood Ave (6315),1,INS,1,44.654976,-63.733453
BS1829,6316,Brentwood Ave Before Eisener St (6316),1,INS,0,44.65308,-63.736302
BS183,6484,Colonna Pl Before Montebello Dr (6484),1,INS,1,44.699584,-63.539903
BS1830,6317,Brentwood Ave After Rosewood Ave (6317),1,INS,0,44.654794,-63.73353
BS1831,6318,Brentwood Ave After Eisener St (6318),0,INS,0,44.653394,-63.735601
BS1834,6321,Brookfield Ave After Caldwell Rd (6321),0,INS,0,44.651536,-63.485155
BS1835,8220,Robie St After South St (8220),1,INS,1,44.636958,-63.584938
BS1836,8221,Robie St After West St (8221),1,INS,0,44.65167,-63.592822
BS1837,8222,Robie St After Charles St (8222),1,INS,0,44.653709,-63.593986
BS1839,8225,Robie St After South St (8225),1,INS,0,44.636154,-63.584788
BS184,6692,First Lake Dr Before Civic 133 (6692),1,INS,0,44.77753,-63.668045
BS1840,8226,Rockmanor Dr After Redbank Rd (8226),1,INS,0,44.738826,-63.65136
BS1841,8227,Rockmanor Dr After Rocky Lake Dr (8227),0,INS,0,44.737892,-63.651831
BS1842,8228,Rockmanor Dr Before Rocky Lake Dr (8228),1,INS,0,44.737831,-63.651888
BS1843,8229,Rockmanor Dr At Civic 125 (8229),0,INS,0,44.741488,-63.648964
BS1844,8230,Rockmanor Dr After Riverview Cr (8230),0,INS,0,44.739951,-63.650042
BS1845,8231,Rockingstone Rd At Civic 25 (8231),0,INS,0,44.608246,-63.623288
BS1846,8232,Rockingstone Rd At Civic 26 (8232),1,INS,0,44.60837,-63.623291
BS1847,8238,James St After St Margarets Bay Rd (8238),0,INS,0,44.659682,-63.740873
BS1848,8239,James St Before St Margarets Bay Rd (8239),1,INS,0,44.659664,-63.740689
BS185,6693,First Lake Dr Opposite Civic 200 (6693),1,INS,0,44.77644,-63.66411
BS1850,6438,Cobequid Rd Before Glendale Dr (6438),1,INS,0,44.760212,-63.659325
BS1851,6439,Cobequid Rd After Judy Anne Ct (6439),1,INS,0,44.761807,-63.652431
BS1852,6440,Cobequid Rd Before McVeigh Ct (6440),0,INS,0,44.766951,-63.646501
BS1854,6442,Cobequid Rd Before Hillside Ave (6442),1,INS,0,44.756253,-63.661843
BS1855,6443,Cobequid Rd Before Judy Anne Ct (6443),1,INS,0,44.761481,-63.653417
BS1856,6444,Cobequid Rd Before Nelson Dr (6444),1,INS,0,44.760808,-63.656716
BS1859,6447,Coburg Rd After Lord Dalhousie Dr (6447),1,INS,1,44.638369,-63.593634
BS186,6694,First Lake Dr Opposite Civic 133 (6694),0,INS,0,44.777486,-63.667732
BS1860,6448,Coburg Rd Before Henry St (6448),1,INS,0,44.639667,-63.588748
BS1861,6449,Coburg Rd Before Lemarchant St (6449),1,INS,1,44.638963,-63.591213
BS1862,6450,Coburg Rd Before Lemarchant St (6450),1,INS,1,44.639127,-63.590827
BS1863,6451,Coburg Rd Before Lilac St (6451),1,INS,1,44.638238,-63.594469
BS1864,6452,Coburg Rd Before Robie St (6452),1,INS,1,44.6401,-63.587359
BS1865,6453,Coburg Rd After Oxford St (6453),1,INS,1,44.637848,-63.595841
BS1866,8037,Portland St After Eisener Blvd (8037),1,INS,0,44.671867,-63.524823
BS1867,8038,Portland St After Gaston Rd (8038),1,INS,1,44.667659,-63.544225
BS1868,8039,Portland St Before Pleasant St (8039),1,INS,0,44.668851,-63.559172
BS1869,8040,Portland St After Jersey Dr (8040),1,INS,0,44.672035,-63.521889
BS187,6695,First Lake Dr After Lakehead Ct (6695),1,INS,0,44.77732,-63.671301
BS1870,8041,Portland St After Jersey Dr (8041),1,INS,1,44.672137,-63.523838
BS1871,8042,Portland St After Lakefront Rd (8042),1,INS,1,44.667431,-63.548744
BS1872,8043,Portland St After Maynard St (8043),1,INS,0,44.668052,-63.553656
BS1873,8044,Portland St After Prince Arthur Ave (8044),1,INS,0,44.667174,-63.546333
BS1874,8045,Portland St After Settle St (8045),1,INS,1,44.671089,-63.52931
BS1875,8046,Portland St After Portland Estates Blvd (8046),1,INS,0,44.671521,-63.517502
BS1876,8047,Portland St After Spring Ave (8047),1,INS,1,44.672024,-63.519046
BS1878,6085,Barrington St Before Prince St (6085),1,INS,0,44.646967,-63.573897
BS188,6696,First Lake Dr Before Lakehead Ct (6696),1,INS,1,44.777398,-63.6717
BS1880,6087,Barrington St After Duke St Bay 1 (6087),1,INS,1,44.650802,-63.575746
BS1881,6088,Barrington St After Artz St (6088),1,INS,1,44.656784,-63.585187
BS1883,6090,Barrington St After Devonshire Ave (6090),1,INS,0,44.662648,-63.59205
BS1885,7500,Main Rd At Civic 1350 (7500),0,INS,0,44.618476,-63.502243
BS1887,8001,Main Rd After Corsair Dr (8001),0,INS,1,44.632246,-63.521919
BS1888,8002,Main Rd After Labrador Ave (8002),0,INS,0,44.628251,-63.517202
BS1889,8003,Pleasant St After Cameron St (8003),1,INS,0,44.661523,-63.553231
BS189,6697,Flamingo Dr After Bedford Hwy (6697),1,INS,0,44.675192,-63.648329
BS1890,8004,Pleasant St Opposite Carleton St (8004),0,INS,0,44.636232,-63.527487
BS1891,8005,Main Rd Before Howard Ave (8005),1,INS,0,44.624135,-63.51136
BS1892,8006,Pleasant St After Old Ferry Rd (8006),1,INS,0,44.665467,-63.554565
BS1893,8008,Pleasant St At Civic 153 (8008),1,INS,0,44.663927,-63.553687
BS1894,8009,Pleasant St After Marvin St (8009),1,INS,0,44.657924,-63.550694
BS1895,8010,Pleasant St Opposite Dartmouth General (8010),1,INS,0,44.653499,-63.548539
BS1896,8011,Pleasant St Opposite Everette St (8011),0,INS,0,44.644463,-63.541214
BS1897,8012,Main Rd After Howard Ave (8012),1,INS,0,44.62334,-63.510093
BS1898,8013,Pleasant St Opposite Civic 600 (8013),1,INS,0,44.641235,-63.534122
BS1899,8014,Main Rd After Alex Ln (8014),1,INS,1,44.614281,-63.497375
BS19,8917,Hwy 7 At Civic 3351 (8917),0,INS,0,44.736898,-63.375739
BS190,6698,Flamingo Dr After Nightingale Dr (6698),1,INS,0,44.670511,-63.657744
BS1900,8103,Purcells Cove Rd At Civic 2907 (8103),0,INS,0,44.609479,-63.57216
BS1901,8104,Purcells Cove Rd After Battery Dr (8104),0,INS,1,44.608862,-63.568622
BS1902,8105,Purcells Cove Rd Opposite Civic 3101 (8105),0,INS,0,44.607634,-63.566196
BS1903,8106,Purcells Cove Rd At Civic 3081 (8106),0,INS,0,44.607704,-63.566926
BS1904,8107,Purcells Cove Rd Before Sailboat Ln (8107),0,INS,0,44.633777,-63.614975
BS1905,8108,Purcells Cove Rd At Civic 2372 (8108),0,INS,0,44.620872,-63.582652
BS1906,8109,Purcells Cove Rd Before Battery Dr (8109),0,INS,0,44.608671,-63.568469
BS1907,8110,Purcells Cove Rd Before Country Cr (8110),0,INS,0,44.600339,-63.560285
BS1908,8111,Purcells Cove Rd Before Homestead Rd (8111),0,INS,0,44.600359,-63.560243
BS1909,8112,Purcells Cove Rd Before Keefe Dr (8112),0,INS,0,44.612701,-63.575007
BS1910,8113,Purcells Cove Rd Opposite Melvin Rd (8113),0,INS,0,44.618441,-63.57805
BS1911,8114,Purcells Cove Rd Before Oceanview Dr (8114),0,INS,0,44.615218,-63.577675
BS1912,8115,Purcells Cove Rd Before Rocklyn Rd (8115),0,INS,1,44.615928,-63.577482
BS1913,8093,Purcells Cove Rd After Williams Lake Rd (8093),1,INS,0,44.623367,-63.600983
BS1914,8094,Purcells Cove Rd After Aarons Way (8094),0,INS,0,44.597229,-63.55716
BS1915,8095,Purcells Cove Rd At St Cecelia Dr (8095),0,INS,1,44.612932,-63.575185
BS1916,8868,Cranberry Cr Before Mt Edward Rd (8868),1,INS,0,44.688868,-63.504545
BS1917,8429,Victoria Rd After Nantucket Ave (8429),1,INS,0,44.67303,-63.573663
BS1918,8431,Downsview Dr After Quinella Ct (8431),1,INS,0,44.77018,-63.696572
BS1919,8432,Downsview Dr Before Old Sackville Rd (8432),0,INS,0,44.770348,-63.696751
BS192,6700,Flamingo Dr Before Bedford Hwy (6700),1,INS,0,44.675096,-63.648412
BS1920,8433,Downsview Plaza After Sackville Dr (8433),1,INS,0,44.771418,-63.692797
BS1921,8435,Water St Terminal (8435),1,INS,0,44.649466,-63.57289
BS1922,8436,Braemar Dr At Sutherland Terr (8436),1,INS,0,44.688624,-63.546706
BS1923,8505,Damascus Rd At Turning Loop (8505),1,INS,0,44.749072,-63.647398
BS1924,8506,Clarence St After Cain St (8506),1,INS,0,44.743768,-63.466768
BS1925,8507,Clarence St Before Johnson Rd (8507),0,INS,0,44.743169,-63.468414
BS1926,8508,Windmill Rd After Akerley Blvd (8508),1,INS,1,44.703773,-63.612536
BS1927,8509,Windmill Rd After Albro Lake Rd (8509),1,INS,1,44.67612,-63.590617
BS1928,8510,Windmill Rd After Dawson St (8510),1,INS,0,44.6689,-63.582912
BS1929,8511,Windmill Rd Before Waddell Ave (8511),1,INS,0,44.687481,-63.599066
BS1930,8512,Windmill Rd Before Nootka Ave (8512),1,INS,0,44.684612,-63.598562
BS1931,8513,Windmill Rd After Trinity Ave (8513),1,INS,0,44.679579,-63.594584
BS1932,8514,Windmill Rd After Victoria Rd (8514),1,INS,0,44.695021,-63.600584
BS1933,8515,Windmill Rd After Wright Ave Bay 1 (8515),1,INS,1,44.698742,-63.60525
BS1935,8050,Portland St After Baker Dr (8050),1,INS,0,44.670773,-63.531036
BS1936,8051,Portland St After Pleasant St (8051),1,INS,0,44.668642,-63.559541
BS1937,8052,Portland St Before Old Ferry Rd (8052),1,INS,0,44.66822,-63.554147
BS1938,8053,Portland St Before Rodney Rd (8053),1,INS,0,44.667733,-63.550636
BS1939,8055,Portland St Opposite Settle St (8055),0,INS,0,44.671103,-63.528432
BS194,6702,Flamingo Dr Before Meadowlark Cr (6702),1,INS,0,44.669387,-63.656134
BS1940,7051,Kennedy Dr Before Roleika Dr (7051),1,INS,1,44.691472,-63.530673
BS1941,7052,Kennedy Dr At Civic 37 (7052),1,INS,0,44.690845,-63.528395
BS1942,7054,Ketch Harbour Rd After St Pauls Ave (7054),0,INS,0,44.569525,-63.567363
BS1943,7055,Ketch Harbour Rd Opposite View Royal Dr (7055),0,INS,0,44.567781,-63.566576
BS1944,7056,Ketch Harbour Rd After Latter Pond Ln (7056),0,INS,0,44.56558,-63.566219
BS1945,7057,Kincardine Dr After Greenoch Dr (7057),0,INS,0,44.689943,-63.536131
BS1946,7058,King St After Portland St (7058),1,INS,1,44.665796,-63.567027
BS1947,6520,Cranberry Cr Before Meridian Ct (6520),1,INS,1,44.684778,-63.502684
BS1948,6521,Cranberry Cr After Valkyrie Cr (6521),1,INS,0,44.681201,-63.5001
BS1949,6522,Cranberry Cr After Orquel Cr (6522),1,INS,0,44.687066,-63.503886
BS195,6703,Flamingo Dr After Starling St (6703),1,INS,0,44.674489,-63.649851
BS1950,6523,Cranberry Cr Opposite Meridian Ct (6523),0,INS,0,44.685026,-63.502919
BS1951,6524,Cranberry Cr At Civic 100 (6524),0,INS,0,44.68258,-63.502333
BS1952,6525,Cranberry Cr Before Valkyrie Cr (6525),1,INS,0,44.681291,-63.500063
BS1953,6526,Crichton Ave Before Oak St (6526),1,INS,0,44.674301,-63.564554
BS1954,6527,Crichton Ave After Dahlia St (6527),1,INS,1,44.672791,-63.564672
BS1955,6528,Crichton Ave Opposite Boathouse Ln (6528),1,INS,0,44.676143,-63.563739
BS1956,6529,Crichton Ave Before Lakeside Terr (6529),0,INS,0,44.681184,-63.561909
BS1957,6530,Crichton Ave After Oakdale Cr (6530),1,INS,0,44.678033,-63.563955
BS1958,6531,Crichton Ave After Lakeview Ave (6531),1,INS,0,44.678608,-63.56426
BS1959,6532,Crichton Ave After Hillside Ave (6532),1,INS,0,44.681179,-63.561989
BS196,6704,Flamingo Dr Before Skylark St (6704),1,INS,0,44.674118,-63.649802
BS1960,6534,Crichton Ave After Boathouse Ln (6534),1,INS,0,44.676347,-63.563638
BS1961,6535,Crichton Ave Before Dahlia St (6535),1,INS,1,44.672906,-63.564593
BS1962,6536,Crichton Ave Before Hawthorne St (6536),1,INS,0,44.674343,-63.564488
BS1963,6537,Crichton Ave Before Ochterloney St (6537),0,INS,0,44.671432,-63.564244
BS1964,6538,Crichton Ave After Ochterloney St (6538),1,INS,0,44.671376,-63.564109
BS1965,6539,Crystal Dr Before Franklyn Ct (6539),1,INS,1,44.686409,-63.583596
BS1966,6540,Crystal Dr Before Primrose St (6540),1,INS,1,44.687257,-63.581825
BS1967,6541,Cumberland Dr After Colby Dr (6541),1,INS,1,44.668488,-63.490528
BS1968,6542,Cumberland Dr Before Cole Harbour Rd (6542),1,INS,1,44.670707,-63.489697
BS197,6705,Flamingo Dr Before Canary Cr (6705),1,INS,0,44.671204,-63.652409
BS1970,6544,Cunard St Before Windsor St (6544),1,INS,0,44.650335,-63.594575
BS1971,6545,Cunard St Opposite Hunter St (6545),1,INS,0,44.65036,-63.594449
BS1972,7000,Johnson Rd Before North Preston Rd (7000),0,INS,0,44.739224,-63.464998
BS1973,6624,Eisener St Opposite Wedgewood Ave (6624),0,INS,0,44.653365,-63.737915
BS1975,6604,Dunbrack St Before Main Ave (6604),1,INS,0,44.653151,-63.650249
BS1976,6605,Dunbrack St After Birkdale Cr (6605),1,INS,0,44.655547,-63.651338
BS1978,6607,Dunbrack St After Farnham Gate Rd (6607),1,INS,0,44.673674,-63.663815
BS1979,6608,Old Sambro Rd Before Schnare St (6608),1,INS,0,44.617591,-63.621805
BS198,6706,Flamingo Dr After Meadowlark Cr (6706),1,INS,0,44.669457,-63.65595
BS1981,6610,Joseph Howe Dr After Mumford Rd (6610),1,INS,0,44.649015,-63.629919
BS1985,6614,Dutch Village Rd Before Rufus Ave (6614),1,INS,0,44.657621,-63.632456
BS1988,6389,Chain Lake Dr After Civic 209 (6389),1,INS,0,44.651405,-63.676102
BS1990,7371,Novalea Dr Before Leeds St (7371),1,INS,0,44.670781,-63.611067
BS1992,7374,Novalea Dr Opposite Cabot Pl (7374),1,INS,0,44.666229,-63.604237
BS1994,7377,Novalea Dr Opposite Livingstone Pl (7377),1,INS,0,44.663785,-63.600498
BS1995,7378,Novalea Dr Opposite Samuel Prince Manor (7378),1,INS,1,44.67168,-63.61229
BS1997,7381,Novalea Dr Before Kenny St (7381),1,INS,0,44.664751,-63.601903
BS1999,7001,Johnson Rd After Clarence St (7001),0,INS,0,44.74245,-63.468185
BS2000,7002,Johnson Rd At Civic 80 (7002),0,INS,0,44.74141,-63.467331
BS2001,7003,Johnson Rd At Civic 60 (7003),0,INS,0,44.740473,-63.466405
BS2002,7004,Joseph Howe Dr Before Craigmore Dr (7004),1,INS,0,44.643661,-63.623821
BS2003,7005,Joseph Howe Dr Before Ascot Ave (7005),1,INS,0,44.645496,-63.627341
BS2005,7007,Joseph Howe Dr Before Lexington Ave (7007),1,INS,0,44.64359,-63.623424
BS2006,6071,Auburn Dr Before Leander Dr (6071),1,INS,0,44.692287,-63.485239
BS2007,6072,Auburn Dr Before Bradorian Dr (6072),1,INS,0,44.693635,-63.487544
BS2008,6073,Auburn Dr At Auburn Dr High School (6073),1,INS,0,44.688234,-63.48366
BS2009,6074,Auburn Dr After Auburn Ct (6074),1,INS,0,44.693352,-63.488461
BS201,6709,Flying Cloud Dr Before Nestor Cr (6709),1,INS,0,44.688331,-63.494759
BS2010,6075,Auburn Dr At Auburn Dr High School (6075),1,INS,1,44.68797,-63.484068
BS2011,6076,Auburn Dr At Civic 200 (6076),1,INS,0,44.691067,-63.484491
BS2012,6077,Auburn Dr Before Civic 187 (6077),1,INS,0,44.691479,-63.484815
BS2013,6078,Auburn Dr Before Serocco Cr (6078),1,INS,0,44.689538,-63.483576
BS2015,6080,Auburn Dr After John Stewart Dr (6080),1,INS,0,44.686796,-63.485267
BS2016,6081,Auburn Dr After Leander Dr (6081),1,INS,0,44.692446,-63.485527
BS2017,6082,Madeline Pl After Avenue du Portage (6082),0,INS,0,44.701687,-63.535163
BS2018,6083,Hudson Way Before Baffin Blvd (6083),1,INS,0,44.682821,-63.606672
BS2019,6084,Barrington St Before Prince St (6084),1,INS,0,44.647632,-63.574318
BS202,6710,Flying Cloud Dr Before Forest Hills Pky (6710),1,INS,0,44.690307,-63.495067
BS2020,6679,First Lake Dr After Cabot Cr (6679),1,INS,0,44.773093,-63.659016
BS2021,6680,First Lake Dr After Crimson Dr (6680),0,INS,0,44.771273,-63.65773
BS2022,6681,First Lake Dr After Cobequid Rd (6681),0,INS,0,44.768933,-63.644648
BS2023,6682,First Lake Dr After Lakehead Ct (6682),0,INS,0,44.77751,-63.673229
BS2024,6683,First Lake Dr After Civic 192 (6683),1,INS,0,44.776594,-63.664182
BS2025,6684,First Lake Dr After Quaker Cr (6684),1,INS,0,44.776963,-63.665489
BS2026,6685,First Lake Dr Opposite Cabot Cr (6685),1,INS,0,44.772905,-63.658928
BS2027,6686,First Lake Dr Before Cavendish Dr (6686),1,INS,0,44.77408,-63.660394
BS2029,6688,First Lake Dr Before Cobequid Rd (6688),0,INS,0,44.768825,-63.644635
BS2030,6689,First Lake Dr Before Crimson Dr (6689),1,INS,0,44.771167,-63.657594
BS2031,6690,First Lake Dr Before Lakehead Ct (6690),1,INS,0,44.777448,-63.673248
BS2032,6691,First Lake Dr Before Quaker Cr (6691),0,INS,0,44.777025,-63.665395
BS2033,6391,Chain Lake Dr Opposite Civic 201 (6391),1,INS,0,44.650097,-63.675404
BS2034,6392,Chain Lake Dr At Civic 230 (6392),1,INS,1,44.656089,-63.67779
BS2035,6393,Chain Lake Dr At Civic 201 (6393),1,INS,0,44.649064,-63.675309
BS2036,6394,Chain Lake Dr At Civic 209 (6394),1,INS,1,44.652854,-63.677005
BS2037,6395,Horseshoe Lake Dr After Civic 211 (6395),0,INS,0,44.641664,-63.672735
BS2038,6396,Chebucto Rd After Oxford St (6396),0,INS,0,44.648737,-63.602689
BS204,6712,Forestglen Dr Before Fraser Rd (6712),1,INS,1,44.662138,-63.746734
BS2040,6398,Chebucto Rd After Phillip St (6398),1,INS,0,44.644545,-63.617561
BS2041,6399,Chebucto Rd After Armdale Rotary (6399),1,INS,1,44.642075,-63.619908
BS2045,6403,Chebucto Rd Before Benjamin Green Dr (6403),1,INS,0,44.646015,-63.610656
BS2046,6404,Chebucto Rd Before Connaught Ave (6404),1,INS,0,44.647553,-63.607339
BS2047,6405,Chebucto Rd Before Connolly St (6405),1,INS,0,44.648183,-63.604896
BS2048,6406,Chebucto Rd Before Elm St (6406),1,INS,0,44.647912,-63.60572
BS2049,6407,Chebucto Rd Before Newton Ave (6407),1,INS,1,44.646664,-63.608507
BS205,6713,Forestglen Dr After Richard St (6713),1,INS,0,44.660724,-63.745842
BS2050,6408,Chebucto Rd Before Philip St (6408),1,INS,0,44.644484,-63.617504
BS2051,6409,Chebucto Rd Before Quinn St (6409),1,INS,0,44.645736,-63.612749
BS2052,6410,Chebucto Rd Before Armdale Rotary (6410),1,INS,0,44.642567,-63.619789
BS2053,6411,Chebucto Rd Before Roosevelt Dr (6411),1,INS,0,44.643488,-63.618804
BS2054,6413,Chebucto Rd Opposite Benjamin Green Dr (6413),1,INS,0,44.646268,-63.61045
BS2055,6414,Chebucto Rd Opposite Quinn St (6414),1,INS,0,44.645962,-63.612226
BS2056,6415,Chebucto Rd Before Joseph St (6415),1,INS,0,44.643662,-63.618693
BS2057,6416,Cherry Brook Rd At Civic 126 (6416),0,INS,0,44.707421,-63.47508
BS2058,6417,Cherry Brook Rd Before Bundy Ln (6417),0,INS,0,44.709578,-63.47997
BS2059,6418,Cherry Brook Rd After Civic 72 (6418),1,INS,0,44.704624,-63.472125
BS2060,6419,Cherry Brook Rd Before Main St (6419),1,INS,1,44.703596,-63.471136
BS2061,6420,Cherry Brook Rd After Bundy Ln (6420),0,INS,0,44.708447,-63.478393
BS2062,6421,Circassion Dr Before Poplar Dr (6421),1,INS,0,44.67901,-63.499506
BS2063,6422,Circassion Dr After Poplar Dr (6422),0,INS,0,44.67899,-63.499432
BS2064,6423,Circassion Dr Before Glenalva Ct (6423),0,INS,0,44.679526,-63.496011
BS2065,6424,Circassion Dr Before Savona Ct (6424),0,INS,0,44.677081,-63.493
BS2067,6426,Circassion Dr After Ellerslie Cr (6426),1,INS,0,44.679127,-63.494407
BS2068,6427,Circassion Dr Before Kirtland Ct (6427),1,INS,0,44.679489,-63.497106
BS2069,6428,Circassion Dr After Savona Ct (6428),1,INS,0,44.677035,-63.493039
BS2070,6429,Cobequid Rd Opposite Nelson Dr (6429),1,INS,0,44.760494,-63.658572
BS2071,6430,Cobequid Rd After McIntyre Ln (6430),0,INS,0,44.766951,-63.646601
BS2072,6431,Cobequid Rd After Maple Grove Dr (6431),1,INS,1,44.764817,-63.649271
BS2073,6433,Cobequid Rd After Park Ave (6433),0,INS,1,44.754832,-63.662092
BS2074,6434,Cobequid Rd After Freer Ln (6434),1,INS,1,44.758551,-63.660728
BS2076,6436,Cobequid Rd After Zinck Ave (6436),1,INS,0,44.758161,-63.661238
BS2077,6601,Dunbrack St After Ross St (6601),1,INS,1,44.676956,-63.66337
