busstopid,stopnumber,location,accessible,status,has_shelter,lat,lon
BS2404,7444,Peddars Way Opposite Civic 45 (7444),1,INS,0,44.671861,-63.544406
BS2409,7449,Pinecrest Dr After Albro Lake Rd (7449),1,INS,0,44.6835,-63.580051
BS241,8302,South St Opposite Cartaret St (8302),1,INS,0,44.635696,-63.588578
BS2410,7450,Pinecrest Dr Before Albro Lake Rd (7450),1,INS,0,44.683422,-63.580169
BS2411,7451,Pinecrest Dr After Brule St (7451),1,INS,0,44.683657,-63.58724
BS2412,7452,Pinecrest Dr At Civic 103 (7452),1,INS,0,44.686035,-63.585771
BS2415,7455,Pinecrest Dr At Civic 123 (7455),1,INS,0,44.684842,-63.587183
BS242,8303,South St Opposite I.W.K Hospital (8303),1,INS,0,44.637171,-63.581896
BS2420,7460,Plaza Dr Opposite Eljay Dr (7460),0,INS,0,44.682122,-63.515763
BS2421,7461,Main Rd Before Morris Ave (7461),1,INS,0,44.621584,-63.507834
BS2422,7462,Main Rd Before Bonaventure St (7462),1,INS,0,44.626838,-63.515431
BS2423,7463,Main Rd After Silvers Ln (7463),1,INS,1,44.61205,-63.494846
BS2424,7464,Pleasant St After Acadia St (7464),1,INS,1,44.655662,-63.54979
BS2425,7465,Pleasant St After Arthur St (7465),1,INS,0,44.659317,-63.551559
BS2426,7466,Pleasant St After Atlantic St (7466),1,INS,1,44.650072,-63.546362
BS2427,7467,Pleasant St After Atlantic St (7467),1,INS,1,44.648934,-63.545815
BS2428,7468,Pleasant St Before St Georges Ln (7468),1,INS,0,44.667858,-63.558752
BS2429,7469,Pleasant St After Civic 600 (7469),0,INS,0,44.641079,-63.53405
BS243,8304,South St After Studley Ave (8304),1,INS,0,44.634854,-63.592436
BS2430,7470,Pleasant St Before Mawiomi Pl (7470),1,INS,1,44.655611,-63.549861
BS2431,7199,Merrimac Dr After Silistria Dr (7199),1,INS,0,44.676023,-63.489702
BS2432,7200,Forest Hills Pky after Circassion Dr (7200),1,INS,0,44.676851,-63.491634
BS2433,7201,Merrimac Dr Before Arklow Dr (7201),1,INS,1,44.675459,-63.486533
BS2434,7202,Merrimac Dr Before Silistria Dr (7202),0,INS,0,44.675993,-63.489624
BS2435,7203,Merrimac Dr After Arklow Dr (7203),1,INS,0,44.67549,-63.486495
BS2436,7204,Metropolitan Ave Before Polara Dr (7204),0,INS,0,44.781687,-63.673054
BS2437,7205,Ilsley Ave At Halifax Transit (7205),1,INS,1,44.694004,-63.583087
BS2438,7206,Metropolitan Ave After Polara Dr (7206),0,INS,0,44.781475,-63.673034
BS2439,7207,Metropolitan Ave Before First Lake Dr (7207),0,INS,0,44.779344,-63.673581
BS244,8305,South St Before Tower Rd (8305),1,INS,1,44.637758,-63.579424
BS2440,7208,Metropolitan Ave After First Lake Dr (7208),0,INS,0,44.779458,-63.673407
BS2441,7209,Micmac Blvd After Brookdale Cr (7209),1,INS,1,44.684626,-63.557287
BS2442,7210,Micmac Blvd At Civic 10 (7210),1,INS,1,44.684583,-63.556863
BS2448,9025,Parkland Dr Before Heathside Cr (9025),1,INS,0,44.672874,-63.675889
BS2449,9026,Parkland Dr At Civic 634 (9026),1,INS,0,44.675137,-63.676389
BS245,8306,South Park St After Fenwick St (8306),1,INS,0,44.63735,-63.577306
BS2450,6856,Herring Cove Rd After Cowie Hill Rd (6856),1,INS,0,44.631934,-63.618625
BS2451,6857,Herring Cove Rd After Dentith Rd (6857),1,INS,1,44.611961,-63.617886
BS2452,6858,Herring Cove Rd After Drysdale Rd (6858),1,INS,1,44.606798,-63.614177
BS2453,6859,Herring Cove Rd After Fotherby Ave (6859),0,INS,1,44.589019,-63.593513
BS2454,6860,Herring Cove Rd After Glenora Ave (6860),1,INS,1,44.628253,-63.616527
BS2455,6861,Herring Cove Rd After Green Acres Rd (6861),0,INS,1,44.595356,-63.599922
BS2456,6862,Herring Cove Rd After Green Acres Rd (6862),0,INS,0,44.594764,-63.599239
BS2457,6863,Herring Cove Rd After Hartlen Ave (6863),1,INS,1,44.613687,-63.616539
BS2458,6864,Herring Cove Rd After Levis St (6864),1,INS,0,44.610401,-63.616978
BS2459,6865,Herring Cove Rd After Sarah Dr (6865),0,INS,0,44.585297,-63.58887
BS246,8307,South Park St After South St (8307),1,INS,1,44.638427,-63.577798
BS2460,6866,Herring Cove Rd Before Dentith Rd (6866),1,INS,1,44.612542,-63.617501
BS2461,6867,Herring Cove Rd After Williams Lake Rd (6867),1,INS,1,44.616137,-63.614454
BS2462,6868,Herring Cove Rd After Osbourne St (6868),0,INS,0,44.6358,-63.62203
BS2463,6869,Herring Cove Rd Before Shoreham Ln (6869),1,INS,1,44.628753,-63.617057
BS2464,6870,Herring Cove Rd After McMullen Rd (6870),1,INS,0,44.623247,-63.617661
BS2465,6871,Herring Cove Rd Before Mont St (6871),1,INS,0,44.623015,-63.617854
BS2466,6872,Herring Cove Rd At Civic 236 (6872),1,INS,0,44.620556,-63.61688
BS2467,6873,Herring Cove Rd At Civic 412 (6873),1,INS,0,44.60842,-63.615605
BS2468,6874,Herring Cove Rd After Drysdale Rd (6874),1,INS,0,44.606195,-63.613956
BS247,8308,South Park St After Spring Garden Rd (8308),1,INS,0,44.641965,-63.579644
BS2470,6876,Herring Cove Rd At Civic 540 (6876),1,INS,0,44.599721,-63.606109
BS2471,6877,Herring Cove Rd At Civic 554 (6877),1,INS,0,44.598797,-63.604856
BS2472,6878,Herring Cove Rd After Barclay Ave (6878),0,INS,0,44.586945,-63.591042
BS2473,6879,Herring Cove Rd Before Esso Rd (6879),0,INS,0,44.585139,-63.588739
BS2474,6880,Herring Cove Rd After Arbutus Ave (6880),0,INS,0,44.582221,-63.584192
BS2475,6881,Herring Cove Rd Opposite Dale Ave (6881),0,INS,0,44.579889,-63.580174
BS2476,6882,Herring Cove Rd After Civic 862 (6882),0,INS,0,44.579898,-63.580068
BS2477,6883,Herring Cove Rd At Civic 865 (6883),0,INS,0,44.578941,-63.57864
BS2478,6616,Dutch Village Rd Opposite Percy St (6616),0,INS,0,44.659809,-63.630101
BS2479,6617,East Perimeter Rd After Mumford Rd (6617),0,INS,1,44.647904,-63.618747
BS248,8309,South Park St After Morris St (8309),1,INS,1,44.640249,-63.578688
BS2480,6618,East Perimeter Rd 2nd Stop (6618),0,INS,0,44.649516,-63.616466
BS2481,6619,East Perimeter Rd Before Bayers Rd (6619),1,INS,1,44.651273,-63.616357
BS2482,6620,East Perimeter Rd Before Parkade (6620),1,INS,0,44.649929,-63.616518
BS2483,6621,East Perimeter Rd Before Mumford Rd (6621),1,INS,0,44.648195,-63.618421
BS2484,6623,Eileen Stubbs Ave After MacLean Ave (6623),0,INS,0,44.698126,-63.578208
BS2485,6519,Cranberry Cr After Orquel Cr (6519),0,INS,0,44.686563,-63.503647
BS2489,8948,Penhorn Terminal Bay 8 (8948),1,INS,0,44.670644,-63.538916
BS249,8310,South Park St Before Inglis St (8310),1,INS,1,44.634808,-63.576274
BS25,8922,Hwy 7 Opposite Canopy Lane (8922),0,INS,0,44.729809,-63.393877
BS250,8311,South Park St Before South St (8311),1,INS,0,44.638383,-63.577903
BS2501,8083,Purcells Cove Rd At Braeburn Rd (8083),0,INS,0,44.636189,-63.619931
BS2502,8084,Purcells Cove Rd At Ferguson Cove Rd (8084),0,INS,0,44.60671,-63.563533
BS2504,8086,Purcells Cove Rd After Anchor Dr (8086),1,INS,1,44.63724,-63.619643
BS2505,6995,John Stewart Dr After Gammon Cr (6995),0,INS,0,44.684693,-63.484664
BS2506,6996,John Stewart Dr Before Roseway Ct (6996),1,INS,0,44.68456,-63.48476
BS2507,6997,John Stewart Dr At Civic 153 (6997),0,INS,0,44.679129,-63.481241
BS2508,6998,John Stewart Dr Before Auburn Dr (6998),1,INS,0,44.686063,-63.485791
BS2509,6999,John Stewart Dr Opposite Civic 153 (6999),1,INS,0,44.679105,-63.481399
BS251,8312,South Park St Before Spring Garden Rd (8312),1,INS,1,44.642056,-63.579574
BS2510,7471,Main Rd Opposite Harvard Dr (7471),0,INS,1,44.629982,-63.519628
BS2511,7472,Pleasant St After Hwy 111 (7472),1,INS,1,44.648751,-63.545529
BS2512,7473,Main Rd Opposite Civic 1350 (7473),1,INS,0,44.618403,-63.502309
BS2513,7053,Kennedy Dr After David St (7053),1,INS,0,44.689253,-63.526982
BS2514,9092,Starboard Dr Before Peakview Way (9092),1,INS,0,44.699472,-63.685747
BS252,8313,South Park St Before University Ave (8313),1,INS,1,44.640253,-63.578836
BS253,8314,South Park St Before Victoria Rd (8314),1,INS,1,44.635694,-63.576512
BS254,8315,South Park St After Fenwick St (8315),1,INS,0,44.63688,-63.57722
BS255,8316,South St After Cartaret St (8316),1,INS,0,44.635658,-63.588389
BS256,8317,South St Before Edward St (8317),1,INS,0,44.636306,-63.585751
BS257,8318,Spikenard St Before Farquharson St (8318),1,INS,0,44.680938,-63.528579
BS258,8319,Spikenard St Before Valleyfield Rd (8319),1,INS,0,44.679673,-63.5336
BS259,8320,Spikenard St After Farquharson St (8320),1,INS,0,44.680872,-63.528393
BS26,8923,Hwy 7 After Bell St (8923),0,INS,0,44.721815,-63.400718
BS260,8321,Spikenard St Before Weyburn Rd (8321),1,INS,0,44.680517,-63.530543
BS2601,6657,Radcliffe Dr After Dunbrack St (6657),1,INS,0,44.665768,-63.660743
BS2602,6658,Radcliffe Dr Before Raleigh Ct (6658),1,INS,0,44.664736,-63.664894
BS2603,6659,Radcliffe Dr After Stratford Way (6659),1,INS,0,44.66231,-63.665069
BS2604,6660,Lacewood Dr Before Willett St (6660),1,INS,1,44.662354,-63.656854
BS2606,9102,Lacewood Terminal Bay 2 (9102),1,INS,1,44.661096,-63.662488
BS2607,9103,Lacewood Terminal Bay 3 (9103),1,INS,0,44.660978,-63.66272
BS2608,9104,Lacewood Terminal Bay 4 (9104),1,INS,0,44.660789,-63.663044
BS2609,9105,Lacewood Terminal Bay 5 (9105),1,INS,1,44.660626,-63.663379
BS261,7211,Micmac Blvd Before Horizon Ct (7211),1,INS,0,44.686811,-63.563653
BS2610,9106,Lacewood Terminal Bay 6 (9106),1,INS,0,44.660526,-63.663564
BS2611,9107,Lacewood Terminal Bay 7 (9107),1,INS,1,44.660409,-63.663794
BS2612,9108,Lacewood Terminal Bay 8 (9108),1,INS,1,44.660638,-63.663956
BS2613,9109,Lacewood Terminal Bay 9 (9109),1,INS,1,44.660722,-63.663785
BS2615,9110,Lacewood Terminal Bay 10 (9110),1,INS,0,44.66085,-63.663542
BS2616,9111,Lacewood Terminal Bay 11 (9111),1,INS,0,44.661034,-63.663203
BS2617,9112,Lacewood Terminal Bay 12 (9112),1,INS,1,44.661159,-63.662932
BS2618,9113,Lacewood Terminal Bay 13 (9113),1,INS,0,44.661296,-63.662696
BS2620,9114,Lacewood Terminal Bay 14 (9114),1,INS,1,44.661388,-63.662502
BS2622,8949,Portland Hills Terminal Bay 1 (8949),1,INS,1,44.670155,-63.505735
BS2624,8951,Portland Hills Terminal Bay 3 (8951),1,INS,1,44.669786,-63.505575
BS2625,8952,Portland Hills Terminal Bay 4 (8952),1,INS,1,44.669661,-63.5055
BS2626,8953,Portland Hills Terminal Bay 5 (8953),1,INS,0,44.669683,-63.505748
BS2627,8954,Portland Hills Terminal Bay 6 (8954),1,INS,0,44.669803,-63.505802
BS2628,8955,Portland Hills Terminal Bay 7 (8955),1,INS,0,44.670037,-63.505881
BS263,7214,Micmac Blvd After Woodland Ave (7214),1,INS,0,44.684938,-63.567989
BS2631,8962,Woodside Ferry Terminal Bay 1 (8962),1,INS,1,44.649039,-63.548145
BS2633,8964,Woodside Ferry Terminal Bay 2 (8964),1,INS,0,44.648957,-63.547955
BS2636,9051,Grassy Lake Dr Opposite Transit Centre (9051),0,INS,1,44.630204,-63.669241
BS2637,7372,Kearney Lake Rd Opposite Civic 327 (7372),0,INS,0,44.693921,-63.691149
BS2638,7278,Kearney Lake Rd At Civic 327 (7278),0,INS,0,44.693992,-63.691191
BS264,7215,Micmac Blvd Before Woodland Ave (7215),1,INS,1,44.685284,-63.5683
BS2641,9005,Millwood Dr At Millwood High School (9005),1,INS,0,44.790175,-63.7094
BS2642,8383,Thistle St After Beech St (8383),0,INS,0,44.674643,-63.567832
BS2644,8960,Sackville Terminal Bay 4 (8960),1,INS,1,44.767896,-63.698972
BS2645,8959,Sackville Terminal Bay 3 (8959),1,INS,1,44.76797,-63.69871
BS2646,8967,Sackville Terminal Bay 2 (8967),1,INS,1,44.768041,-63.698498
BS2647,8958,Sackville Terminal Bay 1 (8958),1,INS,1,44.768071,-63.698241
BS2648,6566,Inglis St Before McLean St (6566),1,INS,0,44.634565,-63.575098
BS2649,8394,Porters Lake Park & Ride (8394),1,INS,1,44.734996,-63.286585
BS2650,8869,Larry Uteck Blvd Before Bedford Hwy (8869),1,INS,0,44.699211,-63.662151
BS2651,2021,Barrington St Before North St (2021),1,INS,1,44.657941,-63.586543
BS2652,6505,Horseshoe Lake Dr At Civic 59 (6505),0,INS,0,44.643916,-63.67468
BS2654,7105,Lake Major Rd Before Old German Rd (7105),0,INS,0,44.714085,-63.467272
BS2655,7196,Windmill Rd Before Wyse Rd (7196),1,INS,0,44.667441,-63.575833
BS2657,8569,Windsor St Before Summit St (8569),1,INS,0,44.653245,-63.600596
BS2659,6108,Barrington St At Scotia Square Bay 4 (6108),1,INS,1,44.650287,-63.575749
BS2660,6063,Alderney Gate Ferry Terminal Bay 2 (6063),1,INS,1,44.664485,-63.568659
BS2661,6064,Alderney Gate Ferry Terminal Bay 3 (6064),1,INS,0,44.664876,-63.569333
BS2662,6107,Barrington St Before Duke St Bay 5 (6107),1,INS,1,44.649587,-63.575354
BS2663,6297,Cobequid Terminal Bay 1 (6297),1,INS,1,44.754326,-63.66318
BS2664,2024,Broad St After Samaa Ct (2024),1,INS,0,44.713937,-63.702231
BS2665,6299,Cobequid Terminal Bay 2 (6299),1,INS,1,44.754055,-63.663049
BS2666,6615,Dutch Village Rd Before Deal St (6615),1,INS,0,44.658619,-63.631876
BS2667,8140,Highfield Terminal Bay 1 (8140),1,INS,1,44.684455,-63.589213
BS2668,8141,Highfield Terminal Bay 2 (8141),1,INS,1,44.684328,-63.589321
BS2669,6155,Horseshoe Lake Dr At Civic 100 (6155),0,INS,0,44.643,-63.674247
BS2670,8635,Kempt Rd Before Young St (8635),1,INS,0,44.65971,-63.604472
BS2671,8849,Larry Uteck Blvd After Bedford Hwy (8849),1,INS,0,44.699216,-63.663102
BS2672,8171,Micmac Terminal Bay 1 (8171),1,INS,1,44.685357,-63.560815
BS2673,8172,Micmac Terminal Bay 2 (8172),1,INS,1,44.685685,-63.561269
BS2674,8640,Mumford Terminal Bay 2 (8640),1,INS,1,44.647996,-63.620624
BS2675,8641,Mumford Terminal Bay 3 (8641),1,INS,1,44.648194,-63.620989
BS2677,8940,Penhorn Terminal Bay 1 (8940),1,INS,1,44.670718,-63.538841
BS2678,8941,Penhorn Terminal Bay 2 (8941),1,INS,1,44.670746,-63.538635
BS2680,8943,Penhorn Terminal Bay 3 (8943),1,INS,1,44.670771,-63.538384
BS2681,8944,Penhorn Terminal Bay 4 (8944),1,INS,1,44.670787,-63.538139
BS2682,8945,Penhorn Terminal Bay 5 (8945),1,INS,0,44.67071,-63.538188
BS2683,8946,Penhorn Terminal Bay 6 (8946),1,INS,0,44.670687,-63.538444
BS2684,8957,Portland Hills Terminal Bay 8 (8957),1,INS,1,44.670225,-63.505955
BS2687,9007,Pleasant St Before Prince Arthur Ave (9007),1,INS,1,44.660253,-63.552105
BS2688,6789,Caldwell Rd After Kaleigh Dr (6789),1,INS,0,44.614526,-63.475852
BS2689,7359,Sackville Dr At Civic 1775 (7359),0,INS,0,44.797261,-63.732687
BS269,9000,Downsview Dr After Touchstone Ct (9000),1,INS,1,44.772278,-63.695524
BS2691,8048,Upper Partridge River Rd After Brooks Dr (8048),0,INS,0,44.72742,-63.419041
BS2692,8049,Upper Partridge River Rd Before Brooks Dr (8049),0,INS,0,44.727401,-63.418962
BS2694,8191,Robie St After Duffus St (8191),1,INS,0,44.665561,-63.610956
BS2699,8687,Hwy 7 After Civic 4225 (8687),0,INS,0,44.740821,-63.328981
BS270,9001,Downsview Dr Before Touchstone Ct (9001),1,INS,0,44.772677,-63.695068
BS2700,8688,Hwy 7 After 2nd Parker Lane (8688),0,INS,0,44.739844,-63.347173
BS2706,8814,Brooks Dr Opposite Lake Eagle Dr (8814),0,INS,0,44.724602,-63.430402
BS2707,8817,Hwy 7 After Hummingbird Dr (8817),0,INS,0,44.724378,-63.395864
BS2708,8818,Hwy 7 After Civic 4212 (8818),0,INS,0,44.740854,-63.329678
BS2709,8827,Brooks Dr At Lake Eagle Dr (8827),0,INS,0,44.724666,-63.430413
BS271,9002,Glendale Ave Opposite Civic 21 (9002),0,INS,0,44.759032,-63.65781
BS2710,8844,Hwy 7 Before Parker Ln (8844),0,INS,0,44.739808,-63.347148
BS2716,6842,Countryview Dr Before Ferindonald Cl (6842),1,INS,0,44.704999,-63.564261
BS2717,6841,Countryview Dr Before McClure Cl (6841),1,INS,1,44.702687,-63.565448
BS2718,6930,Hammonds Plains Rd Before St George Blvd (6930),0,INS,0,44.727066,-63.744703
BS2719,9101,Lacewood Terminal Bay 1 (9101),1,INS,1,44.661194,-63.662318
BS2720,6330,Gary Martin Dr Before Lasalle Ct (6330),1,INS,0,44.722763,-63.705789
BS2721,6327,Gary Martin Dr After Utopia Ln (6327),1,INS,0,44.720381,-63.707201
BS2722,6329,Gary Martin Dr Before Larkview Terr (6329),1,INS,0,44.717939,-63.706276
BS2727,6491,Gary Martin Dr Before Capstone Cr (6491),1,INS,0,44.718088,-63.706198
BS2728,6487,Gary Martin Dr Before Utopia Ln (6487),1,INS,0,44.720463,-63.707099
BS2729,6489,Gary Martin Dr After Lasalle Ct (6489),1,INS,0,44.722784,-63.705516
BS273,9006,Lower Water St Before Salter St (9006),1,INS,0,44.645035,-63.570256
BS2730,6365,Larry Uteck Blvd Before Kearney Lake Rd (6365),0,INS,0,44.699657,-63.697441
BS2731,6298,Larry Uteck Blvd After Kearney Lake Rd (6298),1,INS,1,44.699549,-63.698127
BS2732,6383,Larry Uteck Blvd After Civic 1181 (6383),0,INS,0,44.701782,-63.702086
BS2733,6027,Larry Uteck Blvd Before Amesbury Gt (6027),1,INS,0,44.702543,-63.702856
BS2734,6105,Barrington St After Cogswell St Bay 3 (6105),1,INS,0,44.651273,-63.576322
BS2735,8322,Spring Garden Rd After South Park St (8322),1,INS,1,44.642187,-63.580377
BS2736,8826,Hollis St Before Terminal Rd (8826),1,INS,0,44.640922,-63.569485
BS2737,8866,Lower Water St Before Morris St (8866),1,INS,0,44.642071,-63.568543
BS2738,6642,First Lake Dr At Sackville Lakes Park (6642),0,INS,0,44.768961,-63.651484
BS2739,6651,First Lake Dr After Sackville Lakes Park (6651),0,INS,0,44.769137,-63.650618
BS2740,6796,Countryview Dr Before Shubie Dr (6796),1,INS,0,44.709425,-63.562348
BS2741,6797,Countryview Dr Before Shubie Dr (6797),1,INS,0,44.706065,-63.563538
BS2742,9115,Wright Ave After Finlay Dr (9115),1,INS,0,44.709885,-63.567766
BS2743,9116,Finlay Dr After Wright Ave (9116),1,INS,0,44.708864,-63.566179
BS2744,6788,Dutch Village Rd Before Central Ave (6788),1,INS,0,44.654249,-63.631794
BS2746,2017,Wright Ave Before MacDonald Ave (2017),1,INS,0,44.701985,-63.60042
BS2747,6014,Marketplace Dr Before Bancroft Ln Bay 4 (6014),1,INS,0,44.698423,-63.607214
BS2748,2009,Main Ave Before Dunbrack St (2009),1,INS,0,44.653212,-63.648786
BS2750,6715,Washmill Lake Dr After Chain Lake Dr (6715),1,INS,0,44.647116,-63.672484
BS2751,6719,Washmill Lake Dr After Bently Dr (6719),1,INS,0,44.649783,-63.656193
BS2752,6722,Washmill Lake Dr Before Abercrombie Lane (6722),1,INS,0,44.649605,-63.652203
BS2754,7445,Washmill Lake After Abercrombie Lane (7445),1,INS,0,44.649747,-63.652091
BS2755,7446,Washmill Lake Dr Before Bently Dr (7446),1,INS,0,44.649837,-63.656339
BS2756,7478,Washmill Lake Dr After Grandhaven Blvd (7478),1,INS,0,44.648257,-63.66438
BS2757,7489,Washmill Lake Dr Before Chain Lake Dr (7489),1,INS,0,44.648276,-63.671864
BS2758,2005,Knightsridge Dr After Flamingo Dr (2005),1,INS,0,44.672804,-63.660338
BS2759,2006,Knightsridge Dr Before Flamingo Dr (2006),1,INS,0,44.672626,-63.660404
BS2760,2014,Knightsridge Dr Before Dunbrack St (2014),1,INS,0,44.670634,-63.661659
BS2761,2019,Hammonds Plains Rd After Lewis Dr (2019),0,INS,0,44.726657,-63.712359
BS2762,2020,Hammonds Plains Rd Opposite Lewis Dr (2020),0,INS,0,44.726594,-63.713015
BS2763,2010,Charles Rd At Civic 119 (2010),0,INS,0,44.65934,-63.751915
BS2764,2011,Charles Rd At Civic 193 (2011),0,INS,0,44.657243,-63.749946
BS2765,2012,Charles Rd Before Dixon Ct (2012),0,INS,0,44.655573,-63.747726
BS2766,2013,Charles Rd At Charles Rd Park (2013),0,INS,0,44.656099,-63.746125
BS2767,2001,Wentworth Dr After Dunbrack St (2001),1,INS,0,44.677667,-63.662144
BS2768,2002,Wentworth Dr Before Eliza Ritchie Cr (2002),1,INS,0,44.675811,-63.66004
BS2769,2007,Ruth Goldbloom Dr Before Dunbrack St (2007),1,INS,0,44.673337,-63.662293
BS2770,2003,Wentworth Dr After Eliza Ritchie Cr (2003),1,INS,0,44.675974,-63.659985
BS2771,2008,Ruth Goldbloom Dr After Dunbrack St (2008),1,INS,0,44.673202,-63.662767
BS2772,2000,Wentworth Dr Before Dunbrack St (2000),1,INS,0,44.677628,-63.662833
BS2773,8704,Pratt And Whitney Dr At Civic 645 (8704),0,INS,0,44.872497,-63.533698
BS2774,8705,Pratt And Whitney Dr Opposite Civic 645 (8705),0,INS,0,44.872322,-63.533899
BS2775,9009,Cole Harbour Rd Before Perron Dr (9009),1,INS,0,44.67274,-63.481202
BS2776,9010,Cole Harbour Rd Opposite Perron Dr (9010),1,INS,0,44.67257,-63.481598
BS2777,6445,Innovation Dr After Hammonds Plains Rd (6445),1,INS,0,44.725356,-63.695827
BS2778,2022,Main St Before Gordon Ave (2022),1,INS,0,44.68143,-63.543254
BS2779,9066,Baker Dr After Lindenwood Terr (9066),1,INS,0,44.660808,-63.530338
BS2780,2032,Broad St Before Gary Martin Dr (2032),1,INS,0,44.716024,-63.705117
BS2781,2023,Broad St After Gary Martin Dr (2023),1,INS,0,44.715935,-63.704988
BS2782,2031,Broad St Before Samaa Ct (2031),1,INS,0,44.714155,-63.702273
BS2783,2030,Broad St After Tilbury Ave (2030),1,INS,0,44.711663,-63.701167
BS2784,2025,Broad St Before Rose Fortune Gate (2025),1,INS,0,44.710546,-63.701453
BS2785,2029,Broad St After Bramwell Ct (2029),1,INS,0,44.709665,-63.703038
BS2786,2026,Broad St Before Serontina Ln (2026),1,INS,0,44.70949,-63.70471
BS2787,2028,Broad St After Larry Uteck Blvd (2028),1,INS,0,44.708714,-63.707352
BS2788,2027,Broad St Before Larry Uteck Blvd (2027),1,INS,0,44.708579,-63.708121
BS2789,2035,St Margarets Bay Rd After Crescent Ave (2035),1,INS,0,44.637622,-63.629846
BS28,7270,Acadia St Opposite Ragus Rd (7270),1,INS,0,44.656773,-63.545859
BS280,6784,Hammonds Plains Rd After Doyle St (6784),0,INS,0,44.716085,-63.681342
BS281,8591,Woodlawn Rd After Day Ave (8591),1,INS,0,44.674112,-63.528909
BS282,8592,Woodlawn Rd Before Mt Edward Rd (8592),1,INS,0,44.678466,-63.526134
BS283,8593,Woodlawn Rd After Ellenvale Ave (8593),1,INS,0,44.675502,-63.528871
BS284,8594,Woodlawn Rd After Main St (8594),1,INS,0,44.683184,-63.528822
BS285,8595,Woodlawn Rd Before Belle Vista Dr (8595),1,INS,0,44.676977,-63.527984
BS286,8596,Woodlawn Rd Before Bruce St (8596),1,INS,0,44.672708,-63.531418
BS287,8597,Woodlawn Rd Before Ellenvale Ave (8597),1,INS,0,44.675583,-63.528746
BS288,8598,Woodlawn Rd Before Main St (8598),1,INS,1,44.683517,-63.528788
BS289,8599,Woodlawn Rd After Shawinigan Rd (8599),0,INS,0,44.680002,-63.526516
BS290,8600,Woodlawn Rd Before Portland St (8600),1,INS,0,44.671752,-63.53219
BS291,8601,Woodlawn Rd Before Saguenay Pl (8601),1,INS,0,44.673926,-63.52913
BS292,8602,Woodlawn Rd Opposite Bruce St (8602),1,INS,0,44.672906,-63.531123
BS293,8603,Woodlawn Rd After Spikenard St (8603),1,INS,0,44.68172,-63.527663
BS294,8604,Woodlawn Rd Before Spikenard St (8604),1,INS,0,44.680707,-63.526824
BS296,7089,Lady Hammond Rd Opposite MacKintosh St (7089),1,INS,1,44.664154,-63.61922
BS297,7194,Meadowbrook Dr After Pleasant St (7194),0,INS,0,44.725969,-63.670198
BS298,7195,Meadowbrook Dr After Douglas Dr (7195),1,INS,0,44.726941,-63.67276
BS299,7198,Merrimac Dr After Forest Hills Pkwy (7198),1,INS,0,44.676957,-63.490885
BS300,6781,Gottingen St Before North St (6781),1,INS,1,44.657679,-63.591687
BS301,6782,Gottingen St Before Russell St (6782),1,INS,0,44.661173,-63.596608
BS303,6785,Gottingen St Before Black St (6785),1,INS,0,44.658365,-63.592554
BS304,6786,Gottingen St Opposite Prince William St (6786),1,INS,0,44.653614,-63.585743
BS305,6787,Gottingen St After Uniacke St (6787),1,INS,1,44.655714,-63.58865
BS306,6790,Gottingen St After Nora Bernard St (6790),1,INS,0,44.652142,-63.583584
BS308,6793,Gregory Dr Before Flying Cloud Dr (6793),1,INS,1,44.685685,-63.495114
BS309,6794,Gregory Dr Before Wildwood Blvd (6794),1,INS,1,44.684812,-63.497974
BS31,7302,Sackville Dr After Wilson Lake Dr (7302),0,INS,0,44.794727,-63.722033
BS310,7329,Sackville Dr Before Riverside Dr (7329),1,INS,0,44.769878,-63.689084
BS311,7330,Sackville Dr Before Civic 222 (7330),1,INS,0,44.759276,-63.669843
BS312,7331,Sackville Dr Before Skyridge Ave (7331),1,INS,0,44.760412,-63.67165
BS313,7332,Sackville Dr At Civic 1000 (7332),1,INS,1,44.780844,-63.700053
BS314,7333,Sackville Dr At Twelve Mile House Ln (7333),1,INS,0,44.753526,-63.665305
BS3140,2134,Starboard Dr At Civic 530 (2134),1,INS,0,44.697306,-63.683597
BS3141,2135,Starboard Dr After Friesian Ct (2135),1,INS,0,44.695966,-63.681551
BS3142,2136,Starboard Dr At Civic 350 (2136),1,INS,0,44.69483,-63.678088
BS3143,2137,Starboard Dr Before Sentry Ct (2137),1,INS,0,44.694802,-63.674961
BS3144,2139,Starboard Dr Before Amirault Ct (2139),1,INS,0,44.696551,-63.668668
BS3145,2138,Starboard Dr Before Helmsman Ct (2138),1,INS,0,44.695392,-63.671966
BS3146,2140,Starboard Dr After Amirault Ct (2140),1,INS,0,44.696602,-63.66869
BS3147,2141,Starboard Dr After Cutter Dr (2141),1,INS,0,44.695404,-63.672109
BS3148,2142,Starboard Dr After Sentry Ct (2142),1,INS,0,44.694865,-63.675152
BS3149,2143,Starboard Dr At Civic 357 (2143),1,INS,0,44.694919,-63.678269
BS315,7334,Sackville Dr Before Rosemary Dr (7334),0,INS,0,44.796046,-63.730429
BS3150,2144,Starboard Dr Before Friesian Ct (2144),1,INS,0,44.69602,-63.681538
BS3151,2145,Starboard Dr Opposite Civic 530 (2145),1,INS,0,44.698072,-63.684324
BS316,7335,Sackville Dr At Civic 1800 (7335),0,INS,0,44.798498,-63.734427
BS3161,2155,Hammonds Plains Rd After Bedford Hwy (2155),1,INS,0,44.715675,-63.679992
