facility_id,facility_name,town,postal_code,zone,facility_type,sea_participating,longitude,latitude,facility_total_beds,bed_type,is_core_bed,beds
PPPV,Peter's Place - Community Rehabilitation (Pleasantville),West Dublin,B0R 1G0,Western,Residential Care Facility,Y,-64.416155,44.257922,6,nursing,1,0
PPPV,Peter's Place - Community Rehabilitation (Pleasantville),West Dublin,B0R 1G0,Western,Residential Care Facility,Y,-64.416155,44.257922,6,nursing_respite,0,0
PPPV,Peter's Place - Community Rehabilitation (Pleasantville),West Dublin,B0R 1G0,Western,Residential Care Facility,Y,-64.416155,44.257922,6,residential,1,6
PPPV,Peter's Place - Community Rehabilitation (Pleasantville),West Dublin,B0R 1G0,Western,Residential Care Facility,Y,-64.416155,44.257922,6,residential_respite,0,0
PSEC,Parkstone Enhanced Care,Halifax,B3S 1N9,Central,Nursing Home,Y,-63.672073,44.663383,220,nursing,1,220
PSEC,Parkstone Enhanced Care,Halifax,B3S 1N9,Central,Nursing Home,Y,-63.672073,44.663383,220,nursing_respite,0,2
PSEC,Parkstone Enhanced Care,Halifax,B3S 1N9,Central,Nursing Home,Y,-63.672073,44.663383,220,residential,1,0
PSEC,Parkstone Enhanced Care,Halifax,B3S 1N9,Central,Nursing Home,Y,-63.672073,44.663383,220,residential_respite,0,0
QNMN,Queens Manor,Liverpool,B0T 1K0,Western,Nursing Home,Y,-64.706791,44.036176,61,nursing,1,61
QNMN,Queens Manor,Liverpool,B0T 1K0,Western,Nursing Home,Y,-64.706791,44.036176,61,nursing_respite,0,0
QNMN,Queens Manor,Liverpool,B0T 1K0,Western,Nursing Home,Y,-64.706791,44.036176,61,residential,1,0
QNMN,Queens Manor,Liverpool,B0T 1K0,Western,Nursing Home,Y,-64.706791,44.036176,61,residential_respite,0,0
RCMG,R.C. MacGillivray Guest Home,Sydney,B1S 2R9,Eastern,Nursing Home,Y,-60.194255,46.123566,106,nursing,1,106
RCMG,R.C. MacGillivray Guest Home,Sydney,B1S 2R9,Eastern,Nursing Home,Y,-60.194255,46.123566,106,nursing_respite,0,1
RCMG,R.C. MacGillivray Guest Home,Sydney,B1S 2R9,Eastern,Nursing Home,Y,-60.194255,46.123566,106,residential,1,0
RCMG,R.C. MacGillivray Guest Home,Sydney,B1S 2R9,Eastern,Nursing Home,Y,-60.194255,46.123566,106,residential_respite,0,0
RCTM,Rosecrest - The Meadows,Lower Sackville,B4C 4E6,Central,Nursing Home,Y,-63.653411,44.760877,144,nursing,1,144
RCTM,Rosecrest - The Meadows,Lower Sackville,B4C 4E6,Central,Nursing Home,Y,-63.653411,44.760877,144,nursing_respite,0,0
RCTM,Rosecrest - The Meadows,Lower Sackville,B4C 4E6,Central,Nursing Home,Y,-63.653411,44.760877,144,residential,1,0
RCTM,Rosecrest - The Meadows,Lower Sackville,B4C 4E6,Central,Nursing Home,Y,-63.653411,44.760877,144,residential_respite,0,0
RDSC,Rosedale Home for Special Care,New Germany,B0R 1E0,Western,Nursing Home,Y,-64.711159,44.537211,39,nursing,1,39
RDSC,Rosedale Home for Special Care,New Germany,B0R 1E0,Western,Nursing Home,Y,-64.711159,44.537211,39,nursing_respite,0,0
RDSC,Rosedale Home for Special Care,New Germany,B0R 1E0,Western,Nursing Home,Y,-64.711159,44.537211,39,residential,1,0
RDSC,Rosedale Home for Special Care,New Germany,B0R 1E0,Western,Nursing Home,Y,-64.711159,44.537211,39,residential_respite,0,0
RKMD,RK MacDonald Nursing Home,Antigonish,B2G 1W7,Eastern,Nursing Home,Y,-61.991333,45.625248,136,nursing,1,136
RKMD,RK MacDonald Nursing Home,Antigonish,B2G 1W7,Eastern,Nursing Home,Y,-61.991333,45.625248,136,nursing_respite,0,1
RKMD,RK MacDonald Nursing Home,Antigonish,B2G 1W7,Eastern,Nursing Home,Y,-61.991333,45.625248,136,residential,1,0
RKMD,RK MacDonald Nursing Home,Antigonish,B2G 1W7,Eastern,Nursing Home,Y,-61.991333,45.625248,136,residential_respite,0,0
RMVL,Richmond Villa,St Peters,B0E 3B0,Eastern,Nursing Home and Residential Care Facility,Y,-60.874942,45.658967,67,nursing,1,59
RMVL,Richmond Villa,St Peters,B0E 3B0,Eastern,Nursing Home and Residential Care Facility,Y,-60.874942,45.658967,67,nursing_respite,0,1
RMVL,Richmond Villa,St Peters,B0E 3B0,Eastern,Nursing Home and Residential Care Facility,Y,-60.874942,45.658967,67,residential,1,8
RMVL,Richmond Villa,St Peters,B0E 3B0,Eastern,Nursing Home and Residential Care Facility,Y,-60.874942,45.658967,67,residential_respite,0,0
RWMN,Roseway Manor,Shelburne,B0T 1W0,Western,Nursing Home,Y,-65.308961,43.748765,66,nursing,1,66
RWMN,Roseway Manor,Shelburne,B0T 1W0,Western,Nursing Home,Y,-65.308961,43.748765,66,nursing_respite,0,0
RWMN,Roseway Manor,Shelburne,B0T 1W0,Western,Nursing Home,Y,-65.308961,43.748765,66,residential,1,0
RWMN,Roseway Manor,Shelburne,B0T 1W0,Western,Nursing Home,Y,-65.308961,43.748765,66,residential_respite,0,0
RYHL,Ryan Hall,Bridgewater,B4V 0A3,Western,Nursing Home,Y,-64.505536,44.38355,65,nursing,1,65
RYHL,Ryan Hall,Bridgewater,B4V 0A3,Western,Nursing Home,Y,-64.505536,44.38355,65,nursing_respite,0,0
RYHL,Ryan Hall,Bridgewater,B4V 0A3,Western,Nursing Home,Y,-64.505536,44.38355,65,residential,1,0
RYHL,Ryan Hall,Bridgewater,B4V 0A3,Western,Nursing Home,Y,-64.505536,44.38355,65,residential_respite,0,0
SBRH,Seabright Resthome,Seabright,B3Z 2Y1,Central,Residential Care Facility,Y,-63.926127,44.623165,6,nursing,1,0
SBRH,Seabright Resthome,Seabright,B3Z 2Y1,Central,Residential Care Facility,Y,-63.926127,44.623165,6,nursing_respite,0,0
SBRH,Seabright Resthome,Seabright,B3Z 2Y1,Central,Residential Care Facility,Y,-63.926127,44.623165,6,residential,1,6
SBRH,Seabright Resthome,Seabright,B3Z 2Y1,Central,Residential Care Facility,Y,-63.926127,44.623165,6,residential_respite,0,0
SCCC,South Cumberland Community Care Centre,Parrsboro,B0M 1S0,Northern,Nursing Home,Y,-64.325939,45.409087,14,nursing,1,14
SCCC,South Cumberland Community Care Centre,Parrsboro,B0M 1S0,Northern,Nursing Home,Y,-64.325939,45.409087,14,nursing_respite,0,0
SCCC,South Cumberland Community Care Centre,Parrsboro,B0M 1S0,Northern,Nursing Home,Y,-64.325939,45.409087,14,residential,1,0
SCCC,South Cumberland Community Care Centre,Parrsboro,B0M 1S0,Northern,Nursing Home,Y,-64.325939,45.409087,14,residential_respite,0,0
SDRH,Saunders Rest Home,Bridgetown,B0S 1C0,Western,Residential Care Facility,Y,-65.288853,44.840857,8,nursing,1,0
SDRH,Saunders Rest Home,Bridgetown,B0S 1C0,Western,Residential Care Facility,Y,-65.288853,44.840857,8,nursing_respite,0,0
SDRH,Saunders Rest Home,Bridgetown,B0S 1C0,Western,Residential Care Facility,Y,-65.288853,44.840857,8,residential,1,8
SDRH,Saunders Rest Home,Bridgetown,B0S 1C0,Western,Residential Care Facility,Y,-65.288853,44.840857,8,residential_respite,0,0
SHVL,Shoreham Village Senior Citizens Association,Chester,B0J 1J0,Western,Nursing Home,Y,-64.232205,44.544859,89,nursing,1,89
SHVL,Shoreham Village Senior Citizens Association,Chester,B0J 1J0,Western,Nursing Home,Y,-64.232205,44.544859,89,nursing_respite,0,1
SHVL,Shoreham Village Senior Citizens Association,Chester,B0J 1J0,Western,Nursing Home,Y,-64.232205,44.544859,89,residential,1,0
SHVL,Shoreham Village Senior Citizens Association,Chester,B0J 1J0,Western,Nursing Home,Y,-64.232205,44.544859,89,residential_respite,0,0
SLCC,Surf Lodge Community Continuing Care Centre,Lockeport,B0T 1L0,Western,Nursing Home,Y,-65.117478,43.701573,36,nursing,1,36
SLCC,Surf Lodge Community Continuing Care Centre,Lockeport,B0T 1L0,Western,Nursing Home,Y,-65.117478,43.701573,36,nursing_respite,0,0
SLCC,Surf Lodge Community Continuing Care Centre,Lockeport,B0T 1L0,Western,Nursing Home,Y,-65.117478,43.701573,36,residential,1,0
SLCC,Surf Lodge Community Continuing Care Centre,Lockeport,B0T 1L0,Western,Nursing Home,Y,-65.117478,43.701573,36,residential_respite,0,0
SLHC,Serenity Lodge Home Care,Enfield,B2T 1A7,Northern,Residential Care Facility,Y,-63.53506,44.950874,6,nursing,1,0
SLHC,Serenity Lodge Home Care,Enfield,B2T 1A7,Northern,Residential Care Facility,Y,-63.53506,44.950874,6,nursing_respite,0,0
SLHC,Serenity Lodge Home Care,Enfield,B2T 1A7,Northern,Residential Care Facility,Y,-63.53506,44.950874,6,residential,1,6
SLHC,Serenity Lodge Home Care,Enfield,B2T 1A7,Northern,Residential Care Facility,Y,-63.53506,44.950874,6,residential_respite,0,0
STAC,St. Anne Community and Nursing Care Centre,Arichat,B0E 1A0,Eastern,Nursing Home,Y,-61.031911,45.511042,29,nursing,1,29
STAC,St. Anne Community and Nursing Care Centre,Arichat,B0E 1A0,Eastern,Nursing Home,Y,-61.031911,45.511042,29,nursing_respite,0,0
STAC,St. Anne Community and Nursing Care Centre,Arichat,B0E 1A0,Eastern,Nursing Home,Y,-61.031911,45.511042,29,residential,1,0
STAC,St. Anne Community and Nursing Care Centre,Arichat,B0E 1A0,Eastern,Nursing Home,Y,-61.031911,45.511042,29,residential_respite,0,0
STNH,Shiretown Nursing Home,Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.729005,45.677669,53,nursing,1,53
STNH,Shiretown Nursing Home,Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.729005,45.677669,53,nursing_respite,0,0
STNH,Shiretown Nursing Home,Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.729005,45.677669,53,residential,1,0
STNH,Shiretown Nursing Home,Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.729005,45.677669,53,residential_respite,0,0
STVC,Saint Vincent's Nursing Home,Halifax,B3K 5B2,Central,Nursing Home,Y,-63.594191,44.647916,146,nursing,1,146
STVC,Saint Vincent's Nursing Home,Halifax,B3K 5B2,Central,Nursing Home,Y,-63.594191,44.647916,146,nursing_respite,0,0
STVC,Saint Vincent's Nursing Home,Halifax,B3K 5B2,Central,Nursing Home,Y,-63.594191,44.647916,146,residential,1,0
STVC,Saint Vincent's Nursing Home,Halifax,B3K 5B2,Central,Nursing Home,Y,-63.594191,44.647916,146,residential_respite,0,0
SVMB,Soldiers Memorial Hospital,Middleton,B0S 1P0,Western,Nursing Home,Y,-65.059339,44.946734,21,nursing,1,21
SVMB,Soldiers Memorial Hospital,Middleton,B0S 1P0,Western,Nursing Home,Y,-65.059339,44.946734,21,nursing_respite,0,0
SVMB,Soldiers Memorial Hospital,Middleton,B0S 1P0,Western,Nursing Home,Y,-65.059339,44.946734,21,residential,1,0
SVMB,Soldiers Memorial Hospital,Middleton,B0S 1P0,Western,Nursing Home,Y,-65.059339,44.946734,21,residential_respite,0,0
SVMN,Seaview Manor,Glace Bay,B1A 1W6,Eastern,Nursing Home,Y,-59.936439,46.18449,113,nursing,1,113
SVMN,Seaview Manor,Glace Bay,B1A 1W6,Eastern,Nursing Home,Y,-59.936439,46.18449,113,nursing_respite,0,0
SVMN,Seaview Manor,Glace Bay,B1A 1W6,Eastern,Nursing Home,Y,-59.936439,46.18449,113,residential,1,0
SVMN,Seaview Manor,Glace Bay,B1A 1W6,Eastern,Nursing Home,Y,-59.936439,46.18449,113,residential_respite,0,0
SWCC,Sagewood Continuing Care Centre,Lower Sackville,B4C 4E6,Central,Nursing Home,Y,-63.652014,44.761403,50,nursing,1,50
SWCC,Sagewood Continuing Care Centre,Lower Sackville,B4C 4E6,Central,Nursing Home,Y,-63.652014,44.761403,50,nursing_respite,0,0
SWCC,Sagewood Continuing Care Centre,Lower Sackville,B4C 4E6,Central,Nursing Home,Y,-63.652014,44.761403,50,residential,1,0
SWCC,Sagewood Continuing Care Centre,Lower Sackville,B4C 4E6,Central,Nursing Home,Y,-63.652014,44.761403,50,residential_respite,0,0
THSC,Tibbetts Home for Special Care (Wilmot),Kingston,B0P 1R0,Western,Residential Care Facility,Y,-64.969062,44.977041,25,nursing,1,0
THSC,Tibbetts Home for Special Care (Wilmot),Kingston,B0P 1R0,Western,Residential Care Facility,Y,-64.969062,44.977041,25,nursing_respite,0,0
THSC,Tibbetts Home for Special Care (Wilmot),Kingston,B0P 1R0,Western,Residential Care Facility,Y,-64.969062,44.977041,25,residential,1,25
THSC,Tibbetts Home for Special Care (Wilmot),Kingston,B0P 1R0,Western,Residential Care Facility,Y,-64.969062,44.977041,25,residential_respite,0,0
THSL,Taigh Solas,North Sydney,B2A 1E3,Eastern,Nursing Home,Y,-60.235551,46.218208,22,nursing,1,22
THSL,Taigh Solas,North Sydney,B2A 1E3,Eastern,Nursing Home,Y,-60.235551,46.218208,22,nursing_respite,0,0
THSL,Taigh Solas,North Sydney,B2A 1E3,Eastern,Nursing Home,Y,-60.235551,46.218208,22,residential,1,0
THSL,Taigh Solas,North Sydney,B2A 1E3,Eastern,Nursing Home,Y,-60.235551,46.218208,22,residential_respite,0,0
TNMA,Taigh Na Mara,Glace Bay,B1A 4Z8,Eastern,Nursing Home,Y,-59.977687,46.19945,67,nursing,1,67
TNMA,Taigh Na Mara,Glace Bay,B1A 4Z8,Eastern,Nursing Home,Y,-59.977687,46.19945,67,nursing_respite,0,0
TNMA,Taigh Na Mara,Glace Bay,B1A 4Z8,Eastern,Nursing Home,Y,-59.977687,46.19945,67,residential,1,0
TNMA,Taigh Na Mara,Glace Bay,B1A 4Z8,Eastern,Nursing Home,Y,-59.977687,46.19945,67,residential_respite,0,0
TVET,Townview Estates,Millbrook 27,B2N 6Y7,Northern,Residential Care Facility,Y,-63.301364,45.337793,51,nursing,1,0
TVET,Townview Estates,Millbrook 27,B2N 6Y7,Northern,Residential Care Facility,Y,-63.301364,45.337793,51,nursing_respite,0,0
TVET,Townview Estates,Millbrook 27,B2N 6Y7,Northern,Residential Care Facility,Y,-63.301364,45.337793,51,residential,1,51
TVET,Townview Estates,Millbrook 27,B2N 6Y7,Northern,Residential Care Facility,Y,-63.301364,45.337793,51,residential_respite,0,0
TVMM,Tidal View Manor (The Meadows),Yarmouth,B5A 2K9,Western,Nursing Home,Y,-66.103068,43.850509,104,nursing,1,104
TVMM,Tidal View Manor (The Meadows),Yarmouth,B5A 2K9,Western,Nursing Home,Y,-66.103068,43.850509,104,nursing_respite,0,1
TVMM,Tidal View Manor (The Meadows),Yarmouth,B5A 2K9,Western,Nursing Home,Y,-66.103068,43.850509,104,residential,1,0
TVMM,Tidal View Manor (The Meadows),Yarmouth,B5A 2K9,Western,Nursing Home,Y,-66.103068,43.850509,104,residential_respite,0,0
TVTR,Tideview Terrace,Conway,B0V 1A0,Western,Nursing Home,Y,-65.763293,44.609223,89,nursing,1,89
TVTR,Tideview Terrace,Conway,B0V 1A0,Western,Nursing Home,Y,-65.763293,44.609223,89,nursing_respite,0,1
TVTR,Tideview Terrace,Conway,B0V 1A0,Western,Nursing Home,Y,-65.763293,44.609223,89,residential,1,0
TVTR,Tideview Terrace,Conway,B0V 1A0,Western,Nursing Home,Y,-65.763293,44.609223,89,residential_respite,0,0
VACD,Villa Acadienne,Meteghan,B0W 2J0,Western,Nursing Home,Y,-66.171983,44.180263,95,nursing,1,95
VACD,Villa Acadienne,Meteghan,B0W 2J0,Western,Nursing Home,Y,-66.171983,44.180263,95,nursing_respite,0,1
VACD,Villa Acadienne,Meteghan,B0W 2J0,Western,Nursing Home,Y,-66.171983,44.180263,95,residential,1,0
VACD,Villa Acadienne,Meteghan,B0W 2J0,Western,Nursing Home,Y,-66.171983,44.180263,95,residential_respite,0,0
VDLB,Villa d'La Baie,Meteghan,B0W 2J0,Western,Nursing Home,Y,-66.154142,44.193704,47,nursing,1,47
VDLB,Villa d'La Baie,Meteghan,B0W 2J0,Western,Nursing Home,Y,-66.154142,44.193704,47,nursing_respite,0,0
VDLB,Villa d'La Baie,Meteghan,B0W 2J0,Western,Nursing Home,Y,-66.154142,44.193704,47,residential,1,0
VDLB,Villa d'La Baie,Meteghan,B0W 2J0,Western,Nursing Home,Y,-66.154142,44.193704,47,residential_respite,0,0
VHNH,Victoria Haven Nursing Home,Glace Bay,B1A 4G6,Eastern,Nursing Home,Y,-59.964841,46.211586,53,nursing,1,53
VHNH,Victoria Haven Nursing Home,Glace Bay,B1A 4G6,Eastern,Nursing Home,Y,-59.964841,46.211586,53,nursing_respite,0,1
VHNH,Victoria Haven Nursing Home,Glace Bay,B1A 4G6,Eastern,Nursing Home,Y,-59.964841,46.211586,53,residential,1,0
VHNH,Victoria Haven Nursing Home,Glace Bay,B1A 4G6,Eastern,Nursing Home,Y,-59.964841,46.211586,53,residential_respite,0,0
VLVV,Valley View Villa,Stellarton,B0K 1S0,Northern,Nursing Home,Y,-62.667148,45.539872,112,nursing,1,112
VLVV,Valley View Villa,Stellarton,B0K 1S0,Northern,Nursing Home,Y,-62.667148,45.539872,112,nursing_respite,0,1
VLVV,Valley View Villa,Stellarton,B0K 1S0,Northern,Nursing Home,Y,-62.667148,45.539872,112,residential,1,0
VLVV,Valley View Villa,Stellarton,B0K 1S0,Northern,Nursing Home,Y,-62.667148,45.539872,112,residential_respite,0,0
VSJL,Villa Saint-Joseph Du Lac,Dayton,B5A 5A1,Western,Nursing Home,Y,-66.111643,43.869245,79,nursing,1,79
VSJL,Villa Saint-Joseph Du Lac,Dayton,B5A 5A1,Western,Nursing Home,Y,-66.111643,43.869245,79,nursing_respite,0,0
VSJL,Villa Saint-Joseph Du Lac,Dayton,B5A 5A1,Western,Nursing Home,Y,-66.111643,43.869245,79,residential,1,0
VSJL,Villa Saint-Joseph Du Lac,Dayton,B5A 5A1,Western,Nursing Home,Y,-66.111643,43.869245,79,residential_respite,0,0
VTMN,Victoria Manor,Amherst,B4H 1B8,Northern,Residential Care Facility,Y,-64.214634,45.829729,40,nursing,1,0
VTMN,Victoria Manor,Amherst,B4H 1B8,Northern,Residential Care Facility,Y,-64.214634,45.829729,40,nursing_respite,0,0
VTMN,Victoria Manor,Amherst,B4H 1B8,Northern,Residential Care Facility,Y,-64.214634,45.829729,40,residential,1,40
VTMN,Victoria Manor,Amherst,B4H 1B8,Northern,Residential Care Facility,Y,-64.214634,45.829729,40,residential_respite,0,0
VTPK,Victoria Park Guest Home,Windsor,B0N 2T0,Central,Residential Care Facility,Y,-64.133255,44.992791,12,nursing,1,0
VTPK,Victoria Park Guest Home,Windsor,B0N 2T0,Central,Residential Care Facility,Y,-64.133255,44.992791,12,nursing_respite,0,0
VTPK,Victoria Park Guest Home,Windsor,B0N 2T0,Central,Residential Care Facility,Y,-64.133255,44.992791,12,residential,1,12
VTPK,Victoria Park Guest Home,Windsor,B0N 2T0,Central,Residential Care Facility,Y,-64.133255,44.992791,12,residential_respite,0,0
VYCT,Vimy Court Continuing Care Residence,Bible Hill,B2N 4J6,Northern,Nursing Home,Y,-63.260652,45.37933,60,nursing,1,60
VYCT,Vimy Court Continuing Care Residence,Bible Hill,B2N 4J6,Northern,Nursing Home,Y,-63.260652,45.37933,60,nursing_respite,0,0
VYCT,Vimy Court Continuing Care Residence,Bible Hill,B2N 4J6,Northern,Nursing Home,Y,-63.260652,45.37933,60,residential,1,0
VYCT,Vimy Court Continuing Care Residence,Bible Hill,B2N 4J6,Northern,Nursing Home,Y,-63.260652,45.37933,60,residential_respite,0,0
WBRR,White Birches Retirement Residence,Amherst,B4H 3Y3,Northern,Residential Care Facility,Y,-64.179349,45.841412,24,nursing,1,0
WBRR,White Birches Retirement Residence,Amherst,B4H 3Y3,Northern,Residential Care Facility,Y,-64.179349,45.841412,24,nursing_respite,0,0
WBRR,White Birches Retirement Residence,Amherst,B4H 3Y3,Northern,Residential Care Facility,Y,-64.179349,45.841412,24,residential,1,24
WBRR,White Birches Retirement Residence,Amherst,B4H 3Y3,Northern,Residential Care Facility,Y,-64.179349,45.841412,24,residential_respite,0,0
WERC,Wolfville Elms,Wolfville,B4P 2N4,Western,Residential Care Facility,Y,-64.379066,45.086931,23,nursing,1,0
WERC,Wolfville Elms,Wolfville,B4P 2N4,Western,Residential Care Facility,Y,-64.379066,45.086931,23,nursing_respite,0,0
WERC,Wolfville Elms,Wolfville,B4P 2N4,Western,Residential Care Facility,Y,-64.379066,45.086931,23,residential,1,23
WERC,Wolfville Elms,Wolfville,B4P 2N4,Western,Residential Care Facility,Y,-64.379066,45.086931,23,residential_respite,0,0
WEVC,Windsor Elms Village for Continuing Care Society,Falmouth,B0P 1L0,Central,Nursing Home,Y,-64.170934,44.994553,107,nursing,1,107
WEVC,Windsor Elms Village for Continuing Care Society,Falmouth,B0P 1L0,Central,Nursing Home,Y,-64.170934,44.994553,107,nursing_respite,0,1
WEVC,Windsor Elms Village for Continuing Care Society,Falmouth,B0P 1L0,Central,Nursing Home,Y,-64.170934,44.994553,107,residential,1,0
WEVC,Windsor Elms Village for Continuing Care Society,Falmouth,B0P 1L0,Central,Nursing Home,Y,-64.170934,44.994553,107,residential_respite,0,0
WFHT,Waterford Heights,New Waterford,B1H 3Z5,Eastern,Nursing Home,Y,-60.085793,46.239863,24,nursing,1,24
WFHT,Waterford Heights,New Waterford,B1H 3Z5,Eastern,Nursing Home,Y,-60.085793,46.239863,24,nursing_respite,0,0
WFHT,Waterford Heights,New Waterford,B1H 3Z5,Eastern,Nursing Home,Y,-60.085793,46.239863,24,residential,1,0
WFHT,Waterford Heights,New Waterford,B1H 3Z5,Eastern,Nursing Home,Y,-60.085793,46.239863,24,residential_respite,0,0
WHLC,Whitehills Long Term Care Centre,Hammonds Plains,B4B 1N5,Central,Nursing Home,Y,-63.805532,44.744839,58,nursing,1,58
WHLC,Whitehills Long Term Care Centre,Hammonds Plains,B4B 1N5,Central,Nursing Home,Y,-63.805532,44.744839,58,nursing_respite,0,0
WHLC,Whitehills Long Term Care Centre,Hammonds Plains,B4B 1N5,Central,Nursing Home,Y,-63.805532,44.744839,58,residential,1,0
WHLC,Whitehills Long Term Care Centre,Hammonds Plains,B4B 1N5,Central,Nursing Home,Y,-63.805532,44.744839,58,residential_respite,0,0
WLLG,Willow Lodge,Tatamagouche,B0K 1V0,Northern,Nursing Home,Y,-63.297188,45.711164,61,nursing,1,61
WLLG,Willow Lodge,Tatamagouche,B0K 1V0,Northern,Nursing Home,Y,-63.297188,45.711164,61,nursing_respite,0,0
WLLG,Willow Lodge,Tatamagouche,B0K 1V0,Northern,Nursing Home,Y,-63.297188,45.711164,61,residential,1,0
WLLG,Willow Lodge,Tatamagouche,B0K 1V0,Northern,Nursing Home,Y,-63.297188,45.711164,61,residential_respite,0,0
WLMN,Willows Manor,Shubenacadie,B0N 2H0,Northern,Residential Care Facility,Y,-63.407603,45.088376,8,nursing,1,0
WLMN,Willows Manor,Shubenacadie,B0N 2H0,Northern,Residential Care Facility,Y,-63.407603,45.088376,8,nursing_respite,0,0
WLMN,Willows Manor,Shubenacadie,B0N 2H0,Northern,Residential Care Facility,Y,-63.407603,45.088376,8,residential,1,8
WLMN,Willows Manor,Shubenacadie,B0N 2H0,Northern,Residential Care Facility,Y,-63.407603,45.088376,8,residential_respite,0,0
WNPV,Wynn Park Villa,Truro,B2N 0B4,Northern,Nursing Home,Y,-63.302235,45.355423,60,nursing,1,60
WNPV,Wynn Park Villa,Truro,B2N 0B4,Northern,Nursing Home,Y,-63.302235,45.355423,60,nursing_respite,0,0
WNPV,Wynn Park Villa,Truro,B2N 0B4,Northern,Nursing Home,Y,-63.302235,45.355423,60,residential,1,0
WNPV,Wynn Park Villa,Truro,B2N 0B4,Northern,Nursing Home,Y,-63.302235,45.355423,60,residential_respite,0,0
WVEL,Wolfville Nursing Home,Wolfville,B4P 1E9,Western,Nursing Home,Y,-64.372273,45.089781,66,nursing,1,66
WVEL,Wolfville Nursing Home,Wolfville,B4P 1E9,Western,Nursing Home,Y,-64.372273,45.089781,66,nursing_respite,0,0
WVEL,Wolfville Nursing Home,Wolfville,B4P 1E9,Western,Nursing Home,Y,-64.372273,45.089781,66,residential,1,0
WVEL,Wolfville Nursing Home,Wolfville,B4P 1E9,Western,Nursing Home,Y,-64.372273,45.089781,66,residential_respite,0,0
WWHS,Wedgewood House for Seniors,Kentville,B4N 2K5,Western,Residential Care Facility,N,-64.491561,45.076851,15,nursing,1,0
WWHS,Wedgewood House for Seniors,Kentville,B4N 2K5,Western,Residential Care Facility,N,-64.491561,45.076851,15,nursing_respite,0,0
WWHS,Wedgewood House for Seniors,Kentville,B4N 2K5,Western,Residential Care Facility,N,-64.491561,45.076851,15,residential,1,15
WWHS,Wedgewood House for Seniors,Kentville,B4N 2K5,Western,Residential Care Facility,N,-64.491561,45.076851,15,residential_respite,0,0
YMHT,Yarmouth Heights,Yarmouth,B5A 4J7,Western,Nursing Home,Y,-66.123168,43.850502,21,nursing,1,21
YMHT,Yarmouth Heights,Yarmouth,B5A 4J7,Western,Nursing Home,Y,-66.123168,43.850502,21,nursing_respite,0,0
YMHT,Yarmouth Heights,Yarmouth,B5A 4J7,Western,Nursing Home,Y,-66.123168,43.850502,21,residential,1,0
YMHT,Yarmouth Heights,Yarmouth,B5A 4J7,Western,Nursing Home,Y,-66.123168,43.850502,21,residential_respite,0,0
YVMB,Veteran's Place (Yarmouth Regional Hospital),Yarmouth,B5A 2P5,Western,Nursing Home,Y,-66.121569,43.850524,10,nursing,1,10
YVMB,Veteran's Place (Yarmouth Regional Hospital),Yarmouth,B5A 2P5,Western,Nursing Home,Y,-66.121569,43.850524,10,nursing_respite,0,0
YVMB,Veteran's Place (Yarmouth Regional Hospital),Yarmouth,B5A 2P5,Western,Nursing Home,Y,-66.121569,43.850524,10,residential,1,0
YVMB,Veteran's Place (Yarmouth Regional Hospital),Yarmouth,B5A 2P5,Western,Nursing Home,Y,-66.121569,43.850524,10,residential_respite,0,0
