facility_id,facility_name,town,postal_code,zone,facility_type,sea_participating,longitude,latitude,facility_total_beds,bed_type,is_core_bed,beds
HVLG,Harbourview Lodge Continuing Care Centre,Sheet Harbour,B0J 3B0,Central,Nursing Home,Y,-62.531867,44.920995,32,nursing,1,32
HVLG,Harbourview Lodge Continuing Care Centre,Sheet Harbour,B0J 3B0,Central,Nursing Home,Y,-62.531867,44.920995,32,nursing_respite,0,0
HVLG,Harbourview Lodge Continuing Care Centre,Sheet Harbour,B0J 3B0,Central,Nursing Home,Y,-62.531867,44.920995,32,residential,1,0
HVLG,Harbourview Lodge Continuing Care Centre,Sheet Harbour,B0J 3B0,Central,Nursing Home,Y,-62.531867,44.920995,32,residential_respite,0,0
INVM,Inverary Manor,Inverness,B0E 1N0,Eastern,Nursing Home,Y,-61.303994,46.226151,71,nursing,1,71
INVM,Inverary Manor,Inverness,B0E 1N0,Eastern,Nursing Home,Y,-61.303994,46.226151,71,nursing_respite,0,0
INVM,Inverary Manor,Inverness,B0E 1N0,Eastern,Nursing Home,Y,-61.303994,46.226151,71,residential,1,0
INVM,Inverary Manor,Inverness,B0E 1N0,Eastern,Nursing Home,Y,-61.303994,46.226151,71,residential_respite,0,0
IVMC,Ivy Meadows Continuing Care Centre,Beaverbank,B4G 1E7,Central,Nursing Home,Y,-63.710915,44.902329,36,nursing,1,36
IVMC,Ivy Meadows Continuing Care Centre,Beaverbank,B4G 1E7,Central,Nursing Home,Y,-63.710915,44.902329,36,nursing_respite,0,0
IVMC,Ivy Meadows Continuing Care Centre,Beaverbank,B4G 1E7,Central,Nursing Home,Y,-63.710915,44.902329,36,residential,1,0
IVMC,Ivy Meadows Continuing Care Centre,Beaverbank,B4G 1E7,Central,Nursing Home,Y,-63.710915,44.902329,36,residential_respite,0,0
IVTR,Ivey's Terrace Nursing Home,Trenton,B0K 1X0,Northern,Nursing Home,Y,-62.631414,45.623116,36,nursing,1,36
IVTR,Ivey's Terrace Nursing Home,Trenton,B0K 1X0,Northern,Nursing Home,Y,-62.631414,45.623116,36,nursing_respite,0,0
IVTR,Ivey's Terrace Nursing Home,Trenton,B0K 1X0,Northern,Nursing Home,Y,-62.631414,45.623116,36,residential,1,0
IVTR,Ivey's Terrace Nursing Home,Trenton,B0K 1X0,Northern,Nursing Home,Y,-62.631414,45.623116,36,residential_respite,0,0
KKNU,Kiknu,Eskasoni 3,B1T 1J8,Eastern,Nursing Home,Y,-60.662674,45.919041,48,nursing,1,48
KKNU,Kiknu,Eskasoni 3,B1T 1J8,Eastern,Nursing Home,Y,-60.662674,45.919041,48,nursing_respite,0,0
KKNU,Kiknu,Eskasoni 3,B1T 1J8,Eastern,Nursing Home,Y,-60.662674,45.919041,48,residential,1,0
KKNU,Kiknu,Eskasoni 3,B1T 1J8,Eastern,Nursing Home,Y,-60.662674,45.919041,48,residential_respite,0,0
KLPL,Karlaine Place,Bible Hill,B2N 2S3,Northern,Residential Care Facility,Y,-63.259793,45.375542,8,nursing,1,0
KLPL,Karlaine Place,Bible Hill,B2N 2S3,Northern,Residential Care Facility,Y,-63.259793,45.375542,8,nursing_respite,0,0
KLPL,Karlaine Place,Bible Hill,B2N 2S3,Northern,Residential Care Facility,Y,-63.259793,45.375542,8,residential,1,8
KLPL,Karlaine Place,Bible Hill,B2N 2S3,Northern,Residential Care Facility,Y,-63.259793,45.375542,8,residential_respite,0,0
LDNH,London Hall,Bedford,B4B 2E3,Central,Nursing Home,Y,-63.707285,44.707766,20,nursing,1,20
LDNH,London Hall,Bedford,B4B 2E3,Central,Nursing Home,Y,-63.707285,44.707766,20,nursing_respite,0,0
LDNH,London Hall,Bedford,B4B 2E3,Central,Nursing Home,Y,-63.707285,44.707766,20,residential,1,0
LDNH,London Hall,Bedford,B4B 2E3,Central,Nursing Home,Y,-63.707285,44.707766,20,residential_respite,0,0
LNRH,Lohnes Rest Homes,Barss Corner,B0R 1A0,Western,Residential Care Facility,Y,-64.644259,44.584283,8,nursing,1,0
LNRH,Lohnes Rest Homes,Barss Corner,B0R 1A0,Western,Residential Care Facility,Y,-64.644259,44.584283,8,nursing_respite,0,0
LNRH,Lohnes Rest Homes,Barss Corner,B0R 1A0,Western,Residential Care Facility,Y,-64.644259,44.584283,8,residential,1,8
LNRH,Lohnes Rest Homes,Barss Corner,B0R 1A0,Western,Residential Care Facility,Y,-64.644259,44.584283,8,residential_respite,0,0
MAAW,Mary's Abide-A-While Home,Shelburne,B0T 1W0,Western,Residential Care Facility,Y,-65.324707,43.765688,14,nursing,1,0
MAAW,Mary's Abide-A-While Home,Shelburne,B0T 1W0,Western,Residential Care Facility,Y,-65.324707,43.765688,14,nursing_respite,0,0
MAAW,Mary's Abide-A-While Home,Shelburne,B0T 1W0,Western,Residential Care Facility,Y,-65.324707,43.765688,14,residential,1,14
MAAW,Mary's Abide-A-While Home,Shelburne,B0T 1W0,Western,Residential Care Facility,Y,-65.324707,43.765688,14,residential_respite,0,0
MBNH,Mahone Bay Nursing Home,Mahone Bay,B0J 2E0,Western,Nursing Home,Y,-64.395441,44.448524,95,nursing,1,95
MBNH,Mahone Bay Nursing Home,Mahone Bay,B0J 2E0,Western,Nursing Home,Y,-64.395441,44.448524,95,nursing_respite,0,1
MBNH,Mahone Bay Nursing Home,Mahone Bay,B0J 2E0,Western,Nursing Home,Y,-64.395441,44.448524,95,residential,1,0
MBNH,Mahone Bay Nursing Home,Mahone Bay,B0J 2E0,Western,Nursing Home,Y,-64.395441,44.448524,95,residential_respite,0,0
MCBN,My Cape Breton Home for Seniors (North Sydney),North Sydney,B2A 2C8,Eastern,Residential Care Facility,Y,-60.269414,46.204772,16,nursing,1,0
MCBN,My Cape Breton Home for Seniors (North Sydney),North Sydney,B2A 2C8,Eastern,Residential Care Facility,Y,-60.269414,46.204772,16,nursing_respite,0,0
MCBN,My Cape Breton Home for Seniors (North Sydney),North Sydney,B2A 2C8,Eastern,Residential Care Facility,Y,-60.269414,46.204772,16,residential,1,16
MCBN,My Cape Breton Home for Seniors (North Sydney),North Sydney,B2A 2C8,Eastern,Residential Care Facility,Y,-60.269414,46.204772,16,residential_respite,0,0
MCBS,My Cape Breton Home for Seniors (Sydney),Westmount,B1R 0A9,Eastern,Residential Care Facility,Y,-60.221439,46.118362,16,nursing,1,0
MCBS,My Cape Breton Home for Seniors (Sydney),Westmount,B1R 0A9,Eastern,Residential Care Facility,Y,-60.221439,46.118362,16,nursing_respite,0,0
MCBS,My Cape Breton Home for Seniors (Sydney),Westmount,B1R 0A9,Eastern,Residential Care Facility,Y,-60.221439,46.118362,16,residential,1,16
MCBS,My Cape Breton Home for Seniors (Sydney),Westmount,B1R 0A9,Eastern,Residential Care Facility,Y,-60.221439,46.118362,16,residential_respite,0,0
MDBV,Musquodoboit Valley Home For Special Care,Middle Musquodoboit,B0N 1X0,Central,Nursing Home,Y,-63.139962,45.039974,29,nursing,1,29
MDBV,Musquodoboit Valley Home For Special Care,Middle Musquodoboit,B0N 1X0,Central,Nursing Home,Y,-63.139962,45.039974,29,nursing_respite,0,0
MDBV,Musquodoboit Valley Home For Special Care,Middle Musquodoboit,B0N 1X0,Central,Nursing Home,Y,-63.139962,45.039974,29,residential,1,0
MDBV,Musquodoboit Valley Home For Special Care,Middle Musquodoboit,B0N 1X0,Central,Nursing Home,Y,-63.139962,45.039974,29,residential_respite,0,0
MFHV,Milford Haven Home for Special Care,Guysborough,B0H 1N0,Eastern,Nursing Home,Y,-61.507094,45.402112,50,nursing,1,50
MFHV,Milford Haven Home for Special Care,Guysborough,B0H 1N0,Eastern,Nursing Home,Y,-61.507094,45.402112,50,nursing_respite,0,1
MFHV,Milford Haven Home for Special Care,Guysborough,B0H 1N0,Eastern,Nursing Home,Y,-61.507094,45.402112,50,residential,1,0
MFHV,Milford Haven Home for Special Care,Guysborough,B0H 1N0,Eastern,Nursing Home,Y,-61.507094,45.402112,50,residential_respite,0,0
MHMN,Maple Hill Manor,New Waterford,B1H 3Z5,Eastern,Nursing Home and Residential Care Facility,Y,-60.085433,46.240712,63,nursing,1,50
MHMN,Maple Hill Manor,New Waterford,B1H 3Z5,Eastern,Nursing Home and Residential Care Facility,Y,-60.085433,46.240712,63,nursing_respite,0,0
MHMN,Maple Hill Manor,New Waterford,B1H 3Z5,Eastern,Nursing Home and Residential Care Facility,Y,-60.085433,46.240712,63,residential,1,13
MHMN,Maple Hill Manor,New Waterford,B1H 3Z5,Eastern,Nursing Home and Residential Care Facility,Y,-60.085433,46.240712,63,residential_respite,0,0
MNCC,The Magnolia,Enfield,B2T 1E1,Northern,Nursing Home,Y,-63.527477,44.951327,71,nursing,1,71
MNCC,The Magnolia,Enfield,B2T 1E1,Northern,Nursing Home,Y,-63.527477,44.951327,71,nursing_respite,0,0
MNCC,The Magnolia,Enfield,B2T 1E1,Northern,Nursing Home,Y,-63.527477,44.951327,71,residential,1,0
MNCC,The Magnolia,Enfield,B2T 1E1,Northern,Nursing Home,Y,-63.527477,44.951327,71,residential_respite,0,0
MNMM,Miners' Memorial Manor,Sydney Mines,B1V 3B9,Eastern,Nursing Home and Residential Care Facility,Y,-60.218297,46.239598,51,nursing,1,38
MNMM,Miners' Memorial Manor,Sydney Mines,B1V 3B9,Eastern,Nursing Home and Residential Care Facility,Y,-60.218297,46.239598,51,nursing_respite,0,0
MNMM,Miners' Memorial Manor,Sydney Mines,B1V 3B9,Eastern,Nursing Home and Residential Care Facility,Y,-60.218297,46.239598,51,residential,1,13
MNMM,Miners' Memorial Manor,Sydney Mines,B1V 3B9,Eastern,Nursing Home and Residential Care Facility,Y,-60.218297,46.239598,51,residential_respite,0,0
MODH,Moody Hall,Halifax,B3M 0R8,Central,Nursing Home,Y,-63.67977,44.697879,144,nursing,1,144
MODH,Moody Hall,Halifax,B3M 0R8,Central,Nursing Home,Y,-63.67977,44.697879,144,nursing_respite,0,0
MODH,Moody Hall,Halifax,B3M 0R8,Central,Nursing Home,Y,-63.67977,44.697879,144,residential,1,0
MODH,Moody Hall,Halifax,B3M 0R8,Central,Nursing Home,Y,-63.67977,44.697879,144,residential_respite,0,0
MOFH,Maritime Odd Fellows' Home,Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.72262,45.673232,46,nursing,1,46
MOFH,Maritime Odd Fellows' Home,Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.72262,45.673232,46,nursing_respite,0,1
MOFH,Maritime Odd Fellows' Home,Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.72262,45.673232,46,residential,1,0
MOFH,Maritime Odd Fellows' Home,Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.72262,45.673232,46,residential_respite,0,0
MRNH,The Mira Nursing Home,Truro,B2N 7B1,Northern,Nursing Home,Y,-63.274797,45.348082,89,nursing,1,89
MRNH,The Mira Nursing Home,Truro,B2N 7B1,Northern,Nursing Home,Y,-63.274797,45.348082,89,nursing_respite,0,1
MRNH,The Mira Nursing Home,Truro,B2N 7B1,Northern,Nursing Home,Y,-63.274797,45.348082,89,residential,1,0
MRNH,The Mira Nursing Home,Truro,B2N 7B1,Northern,Nursing Home,Y,-63.274797,45.348082,89,residential_respite,0,0
MSEC,Maplestone Enhanced Care,Halifax,B3M 1B7,Central,Nursing Home,Y,-63.649208,44.653743,86,nursing,1,86
MSEC,Maplestone Enhanced Care,Halifax,B3M 1B7,Central,Nursing Home,Y,-63.649208,44.653743,86,nursing_respite,0,1
MSEC,Maplestone Enhanced Care,Halifax,B3M 1B7,Central,Nursing Home,Y,-63.649208,44.653743,86,residential,1,0
MSEC,Maplestone Enhanced Care,Halifax,B3M 1B7,Central,Nursing Home,Y,-63.649208,44.653743,86,residential_respite,0,0
MTLL,Mountain Lea Lodge,Bridgetown North,B0S 1C0,Western,Nursing Home,Y,-65.292608,44.848887,107,nursing,1,107
MTLL,Mountain Lea Lodge,Bridgetown North,B0S 1C0,Western,Nursing Home,Y,-65.292608,44.848887,107,nursing_respite,0,0
MTLL,Mountain Lea Lodge,Bridgetown North,B0S 1C0,Western,Nursing Home,Y,-65.292608,44.848887,107,residential,1,0
MTLL,Mountain Lea Lodge,Bridgetown North,B0S 1C0,Western,Nursing Home,Y,-65.292608,44.848887,107,residential_respite,0,0
MTRH,Mitchell's Rest Home,Upper Nine Mile River,B2S 3A6,Northern,Residential Care Facility,Y,-63.646604,45.081881,3,nursing,1,0
MTRH,Mitchell's Rest Home,Upper Nine Mile River,B2S 3A6,Northern,Residential Care Facility,Y,-63.646604,45.081881,3,nursing_respite,0,0
MTRH,Mitchell's Rest Home,Upper Nine Mile River,B2S 3A6,Northern,Residential Care Facility,Y,-63.646604,45.081881,3,residential,1,3
MTRH,Mitchell's Rest Home,Upper Nine Mile River,B2S 3A6,Northern,Residential Care Facility,Y,-63.646604,45.081881,3,residential_respite,0,0
MVGD,Melville Gardens,Halifax,B3P 2S9,Central,Nursing Home and Residential Care Facility,Y,-63.614637,44.632004,91,nursing,1,61
MVGD,Melville Gardens,Halifax,B3P 2S9,Central,Nursing Home and Residential Care Facility,Y,-63.614637,44.632004,91,nursing_respite,0,0
MVGD,Melville Gardens,Halifax,B3P 2S9,Central,Nursing Home and Residential Care Facility,Y,-63.614637,44.632004,91,residential,1,30
MVGD,Melville Gardens,Halifax,B3P 2S9,Central,Nursing Home and Residential Care Facility,Y,-63.614637,44.632004,91,residential_respite,0,0
MVLG,Melville Lodge,Halifax,B3P 2R3,Central,Nursing Home,Y,-63.615251,44.629561,123,nursing,1,123
MVLG,Melville Lodge,Halifax,B3P 2R3,Central,Nursing Home,Y,-63.615251,44.629561,123,nursing_respite,0,1
MVLG,Melville Lodge,Halifax,B3P 2R3,Central,Nursing Home,Y,-63.615251,44.629561,123,residential,1,0
MVLG,Melville Lodge,Halifax,B3P 2R3,Central,Nursing Home,Y,-63.615251,44.629561,123,residential_respite,0,0
MWMN,Maplewood Manor,Tatamagouche,B0K 1V0,Northern,Residential Care Facility,Y,-63.294136,45.710399,6,nursing,1,0
MWMN,Maplewood Manor,Tatamagouche,B0K 1V0,Northern,Residential Care Facility,Y,-63.294136,45.710399,6,nursing_respite,0,0
MWMN,Maplewood Manor,Tatamagouche,B0K 1V0,Northern,Residential Care Facility,Y,-63.294136,45.710399,6,residential,1,6
MWMN,Maplewood Manor,Tatamagouche,B0K 1V0,Northern,Residential Care Facility,Y,-63.294136,45.710399,6,residential_respite,0,0
NCGH,Northside Community Guest Home,North Sydney,B2A 1A2,Eastern,Nursing Home,Y,-60.26263,46.195008,144,nursing,1,144
NCGH,Northside Community Guest Home,North Sydney,B2A 1A2,Eastern,Nursing Home,Y,-60.26263,46.195008,144,nursing_respite,0,0
NCGH,Northside Community Guest Home,North Sydney,B2A 1A2,Eastern,Nursing Home,Y,-60.26263,46.195008,144,residential,1,0
NCGH,Northside Community Guest Home,North Sydney,B2A 1A2,Eastern,Nursing Home,Y,-60.26263,46.195008,144,residential_respite,0,0
NGHE,Northside General Hospital (4 East),North Sydney,B2A 1E3,Eastern,Nursing Home,Y,-60.235551,46.218208,11,nursing,1,11
NGHE,Northside General Hospital (4 East),North Sydney,B2A 1E3,Eastern,Nursing Home,Y,-60.235551,46.218208,11,nursing_respite,0,0
NGHE,Northside General Hospital (4 East),North Sydney,B2A 1E3,Eastern,Nursing Home,Y,-60.235551,46.218208,11,residential,1,0
NGHE,Northside General Hospital (4 East),North Sydney,B2A 1E3,Eastern,Nursing Home,Y,-60.235551,46.218208,11,residential_respite,0,0
NHCC,Northumberland Hall Continuing Care Residence,Amherst,B4H 3W6,Northern,Nursing Home,Y,-64.189636,45.829351,36,nursing,1,36
NHCC,Northumberland Hall Continuing Care Residence,Amherst,B4H 3W6,Northern,Nursing Home,Y,-64.189636,45.829351,36,nursing_respite,0,0
NHCC,Northumberland Hall Continuing Care Residence,Amherst,B4H 3W6,Northern,Nursing Home,Y,-64.189636,45.829351,36,residential,1,0
NHCC,Northumberland Hall Continuing Care Residence,Amherst,B4H 3W6,Northern,Nursing Home,Y,-64.189636,45.829351,36,residential_respite,0,0
NHSC,Nakile Home for Special Care,Glenwood,B0W 1W0,Western,Nursing Home,Y,-65.861737,43.791229,47,nursing,1,47
NHSC,Nakile Home for Special Care,Glenwood,B0W 1W0,Western,Nursing Home,Y,-65.861737,43.791229,47,nursing_respite,0,1
NHSC,Nakile Home for Special Care,Glenwood,B0W 1W0,Western,Nursing Home,Y,-65.861737,43.791229,47,residential,1,0
NHSC,Nakile Home for Special Care,Glenwood,B0W 1W0,Western,Nursing Home,Y,-65.861737,43.791229,47,residential_respite,0,0
NQNH,North Queens Nursing Home,Caledonia,B0T 1B0,Western,Nursing Home,Y,-65.014813,44.376464,43,nursing,1,43
NQNH,North Queens Nursing Home,Caledonia,B0T 1B0,Western,Nursing Home,Y,-65.014813,44.376464,43,nursing_respite,0,1
NQNH,North Queens Nursing Home,Caledonia,B0T 1B0,Western,Nursing Home,Y,-65.014813,44.376464,43,residential,1,0
NQNH,North Queens Nursing Home,Caledonia,B0T 1B0,Western,Nursing Home,Y,-65.014813,44.376464,43,residential_respite,0,0
NSHM,Northumberland Veterans Unit (Sutherland Harris Memorial Hospital),Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.727032,45.676515,17,nursing,1,17
NSHM,Northumberland Veterans Unit (Sutherland Harris Memorial Hospital),Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.727032,45.676515,17,nursing_respite,0,0
NSHM,Northumberland Veterans Unit (Sutherland Harris Memorial Hospital),Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.727032,45.676515,17,residential,1,0
NSHM,Northumberland Veterans Unit (Sutherland Harris Memorial Hospital),Pictou,B0K 1H0,Northern,Nursing Home,Y,-62.727032,45.676515,17,residential_respite,0,0
NVSC,New Vision Special Care Homes,South Berwick,B0P 1E0,Western,Residential Care Facility,Y,-64.723272,45.03433,21,nursing,1,0
NVSC,New Vision Special Care Homes,South Berwick,B0P 1E0,Western,Residential Care Facility,Y,-64.723272,45.03433,21,nursing_respite,0,0
NVSC,New Vision Special Care Homes,South Berwick,B0P 1E0,Western,Residential Care Facility,Y,-64.723272,45.03433,21,residential,1,21
NVSC,New Vision Special Care Homes,South Berwick,B0P 1E0,Western,Residential Care Facility,Y,-64.723272,45.03433,21,residential_respite,0,0
NWBI,Northwood Bedford Incorporated - Christina & Hedley G. Ivany Place,Bedford,B4B 0G7,Central,Nursing Home,Y,-63.706266,44.723717,156,nursing,1,156
NWBI,Northwood Bedford Incorporated - Christina & Hedley G. Ivany Place,Bedford,B4B 0G7,Central,Nursing Home,Y,-63.706266,44.723717,156,nursing_respite,0,0
NWBI,Northwood Bedford Incorporated - Christina & Hedley G. Ivany Place,Bedford,B4B 0G7,Central,Nursing Home,Y,-63.706266,44.723717,156,residential,1,0
NWBI,Northwood Bedford Incorporated - Christina & Hedley G. Ivany Place,Bedford,B4B 0G7,Central,Nursing Home,Y,-63.706266,44.723717,156,residential_respite,0,0
NWHX,Northwood Incorporated,Halifax,B3K 3S5,Central,Nursing Home and Residential Care Facility,Y,-63.592047,44.657181,385,nursing,1,345
NWHX,Northwood Incorporated,Halifax,B3K 3S5,Central,Nursing Home and Residential Care Facility,Y,-63.592047,44.657181,385,nursing_respite,0,0
NWHX,Northwood Incorporated,Halifax,B3K 3S5,Central,Nursing Home and Residential Care Facility,Y,-63.592047,44.657181,385,residential,1,40
NWHX,Northwood Incorporated,Halifax,B3K 3S5,Central,Nursing Home and Residential Care Facility,Y,-63.592047,44.657181,385,residential_respite,0,0
OLGE,Olson's Glo Estate Home For Special Care,Yarmouth,B5A 4J7,Western,Residential Care Facility,Y,-66.127606,43.848281,8,nursing,1,0
OLGE,Olson's Glo Estate Home For Special Care,Yarmouth,B5A 4J7,Western,Residential Care Facility,Y,-66.127606,43.848281,8,nursing_respite,0,0
OLGE,Olson's Glo Estate Home For Special Care,Yarmouth,B5A 4J7,Western,Residential Care Facility,Y,-66.127606,43.848281,8,residential,1,8
OLGE,Olson's Glo Estate Home For Special Care,Yarmouth,B5A 4J7,Western,Residential Care Facility,Y,-66.127606,43.848281,8,residential_respite,0,0
OPRH,Opal Ridge Hall,Dartmouth,B2Y 0H9,Central,Nursing Home,Y,-63.540591,44.673421,144,nursing,1,144
OPRH,Opal Ridge Hall,Dartmouth,B2Y 0H9,Central,Nursing Home,Y,-63.540591,44.673421,144,nursing_respite,0,0
OPRH,Opal Ridge Hall,Dartmouth,B2Y 0H9,Central,Nursing Home,Y,-63.540591,44.673421,144,residential,1,0
OPRH,Opal Ridge Hall,Dartmouth,B2Y 0H9,Central,Nursing Home,Y,-63.540591,44.673421,144,residential_respite,0,0
ORCT,Orchard Court Continuing Care Residence,Kentville,B4N 1G8,Western,Nursing Home,Y,-64.503172,45.079061,62,nursing,1,62
ORCT,Orchard Court Continuing Care Residence,Kentville,B4N 1G8,Western,Nursing Home,Y,-64.503172,45.079061,62,nursing_respite,0,0
ORCT,Orchard Court Continuing Care Residence,Kentville,B4N 1G8,Western,Nursing Home,Y,-64.503172,45.079061,62,residential,1,0
ORCT,Orchard Court Continuing Care Residence,Kentville,B4N 1G8,Western,Nursing Home,Y,-64.503172,45.079061,62,residential_respite,0,0
OVMN,Ocean View Manor,Eastern Passage,B3G 1J3,Central,Nursing Home,Y,-63.469948,44.606621,170,nursing,1,170
OVMN,Ocean View Manor,Eastern Passage,B3G 1J3,Central,Nursing Home,Y,-63.469948,44.606621,170,nursing_respite,0,1
OVMN,Ocean View Manor,Eastern Passage,B3G 1J3,Central,Nursing Home,Y,-63.469948,44.606621,170,residential,1,0
OVMN,Ocean View Manor,Eastern Passage,B3G 1J3,Central,Nursing Home,Y,-63.469948,44.606621,170,residential_respite,0,0
OWTR,Oakwood Terrace,Dartmouth,B2Y 4K1,Central,Nursing Home,Y,-63.544518,44.65353,111,nursing,1,111
OWTR,Oakwood Terrace,Dartmouth,B2Y 4K1,Central,Nursing Home,Y,-63.544518,44.65353,111,nursing_respite,0,0
OWTR,Oakwood Terrace,Dartmouth,B2Y 4K1,Central,Nursing Home,Y,-63.544518,44.65353,111,residential,1,0
OWTR,Oakwood Terrace,Dartmouth,B2Y 4K1,Central,Nursing Home,Y,-63.544518,44.65353,111,residential_respite,0,0
PAMH,Mary's Court - Parkland Antigonish,Antigonish,B2G 0G5,Eastern,Nursing Home,Y,-61.979728,45.632401,25,nursing,1,25
PAMH,Mary's Court - Parkland Antigonish,Antigonish,B2G 0G5,Eastern,Nursing Home,Y,-61.979728,45.632401,25,nursing_respite,0,0
PAMH,Mary's Court - Parkland Antigonish,Antigonish,B2G 0G5,Eastern,Nursing Home,Y,-61.979728,45.632401,25,residential,1,0
PAMH,Mary's Court - Parkland Antigonish,Antigonish,B2G 0G5,Eastern,Nursing Home,Y,-61.979728,45.632401,25,residential_respite,0,0
PDMR,Pont du Marais Boarding Home,Lower West Pubnico,B0W 2C0,Western,Residential Care Facility,N,-65.801875,43.638214,21,nursing,1,0
PDMR,Pont du Marais Boarding Home,Lower West Pubnico,B0W 2C0,Western,Residential Care Facility,N,-65.801875,43.638214,21,nursing_respite,0,0
PDMR,Pont du Marais Boarding Home,Lower West Pubnico,B0W 2C0,Western,Residential Care Facility,N,-65.801875,43.638214,21,residential,1,21
PDMR,Pont du Marais Boarding Home,Lower West Pubnico,B0W 2C0,Western,Residential Care Facility,N,-65.801875,43.638214,21,residential_respite,0,2
PHKA,Precision Health - 21 Kincardine Street,Dartmouth,B2X 1H7,Central,Residential Care Facility,Y,-63.536191,44.690786,4,nursing,1,0
PHKA,Precision Health - 21 Kincardine Street,Dartmouth,B2X 1H7,Central,Residential Care Facility,Y,-63.536191,44.690786,4,nursing_respite,0,0
PHKA,Precision Health - 21 Kincardine Street,Dartmouth,B2X 1H7,Central,Residential Care Facility,Y,-63.536191,44.690786,4,residential,1,4
PHKA,Precision Health - 21 Kincardine Street,Dartmouth,B2X 1H7,Central,Residential Care Facility,Y,-63.536191,44.690786,4,residential_respite,0,0
PHKB,Precision Health - 24 Kincardine Street,Dartmouth,B2X 1H9,Central,Residential Care Facility,Y,-63.537087,44.691426,3,nursing,1,0
PHKB,Precision Health - 24 Kincardine Street,Dartmouth,B2X 1H9,Central,Residential Care Facility,Y,-63.537087,44.691426,3,nursing_respite,0,0
PHKB,Precision Health - 24 Kincardine Street,Dartmouth,B2X 1H9,Central,Residential Care Facility,Y,-63.537087,44.691426,3,residential,1,3
PHKB,Precision Health - 24 Kincardine Street,Dartmouth,B2X 1H9,Central,Residential Care Facility,Y,-63.537087,44.691426,3,residential_respite,0,0
PHNH,Port Hawkesbury Nursing Home,Port Hawkesbury,B9A 3A2,Eastern,Nursing Home and Residential Care Facility,Y,-61.353777,45.619351,65,nursing,1,59
PHNH,Port Hawkesbury Nursing Home,Port Hawkesbury,B9A 3A2,Eastern,Nursing Home and Residential Care Facility,Y,-61.353777,45.619351,65,nursing_respite,0,1
PHNH,Port Hawkesbury Nursing Home,Port Hawkesbury,B9A 3A2,Eastern,Nursing Home and Residential Care Facility,Y,-61.353777,45.619351,65,residential,1,6
PHNH,Port Hawkesbury Nursing Home,Port Hawkesbury,B9A 3A2,Eastern,Nursing Home and Residential Care Facility,Y,-61.353777,45.619351,65,residential_respite,0,0
PHRR,Precision Health - 16 Rannoch Road,Dartmouth,B2X 1J6,Central,Residential Care Facility,Y,-63.535633,44.690664,3,nursing,1,0
PHRR,Precision Health - 16 Rannoch Road,Dartmouth,B2X 1J6,Central,Residential Care Facility,Y,-63.535633,44.690664,3,nursing_respite,0,0
PHRR,Precision Health - 16 Rannoch Road,Dartmouth,B2X 1J6,Central,Residential Care Facility,Y,-63.535633,44.690664,3,residential,1,3
PHRR,Precision Health - 16 Rannoch Road,Dartmouth,B2X 1J6,Central,Residential Care Facility,Y,-63.535633,44.690664,3,residential_respite,0,0
PHWL,Precision Health - Washmill Lake Drive Apartments,Halifax,B3S 0G8,Central,Residential Care Facility,Y,-63.653668,44.650058,20,nursing,1,0
PHWL,Precision Health - Washmill Lake Drive Apartments,Halifax,B3S 0G8,Central,Residential Care Facility,Y,-63.653668,44.650058,20,nursing_respite,0,0
PHWL,Precision Health - Washmill Lake Drive Apartments,Halifax,B3S 0G8,Central,Residential Care Facility,Y,-63.653668,44.650058,20,residential,1,20
PHWL,Precision Health - Washmill Lake Drive Apartments,Halifax,B3S 0G8,Central,Residential Care Facility,Y,-63.653668,44.650058,20,residential_respite,0,0
PLGH,Glasgow Hall - Parkland at the Lakes,Dartmouth,B2W 0C7,Central,Nursing Home,Y,-63.530633,44.665716,72,nursing,1,72
PLGH,Glasgow Hall - Parkland at the Lakes,Dartmouth,B2W 0C7,Central,Nursing Home,Y,-63.530633,44.665716,72,nursing_respite,0,0
PLGH,Glasgow Hall - Parkland at the Lakes,Dartmouth,B2W 0C7,Central,Nursing Home,Y,-63.530633,44.665716,72,residential,1,0
PLGH,Glasgow Hall - Parkland at the Lakes,Dartmouth,B2W 0C7,Central,Nursing Home,Y,-63.530633,44.665716,72,residential_respite,0,0
PPHX,Peter's Place - Community Rehabilitation (Halifax),Halifax,B3M 1T6,Central,Residential Care Facility,Y,-63.65843,44.669059,4,nursing,1,0
PPHX,Peter's Place - Community Rehabilitation (Halifax),Halifax,B3M 1T6,Central,Residential Care Facility,Y,-63.65843,44.669059,4,nursing_respite,0,0
PPHX,Peter's Place - Community Rehabilitation (Halifax),Halifax,B3M 1T6,Central,Residential Care Facility,Y,-63.65843,44.669059,4,residential,1,4
PPHX,Peter's Place - Community Rehabilitation (Halifax),Halifax,B3M 1T6,Central,Residential Care Facility,Y,-63.65843,44.669059,4,residential_respite,0,0
