permit_number,issue_year,issue_month,community,district,work_type,primary_work_scope,project_value,net_new_units,storeys,permit_status,lat,lon
BPRES-2023-10942,,,DARTMOUTH,District 05,Renovation,Renovation,36000.0,-35,4,Withdrawn,44.66769361516129,-63.556170854054095
BPRES-2023-11861,2023,10,COW BAY,District 03,New Building,New Building,470000.0,1,1,Completed,44.62544035493202,-63.4427303616495
BPRES-2023-12845,2023,11,UPPER HAMMONDS PLAINS,District 14,New Building,New Building,12225488.0,46,2,Issued,44.74806436000856,-63.812560598787144
BPRES-2023-13761,,,ELDERBANK,District 01,New Building,New Building,35000.0,1,1,Applicant Revisions,44.96631246574896,-63.261464271801586
BPRES-2023-14832,2023,11,HALIFAX,District 08,Renovation,Renovation,130000.0,1,3,Completed,44.66394712259573,-63.60563498702959
BPRES-2023-15879,2024,3,HAMMONDS PLAINS,District 14,New Building,New Building,726100.0,2,2,Completed,44.72016194921792,-63.83499653451718
BPRES-2024-00312,2024,1,HALIFAX,District 11,New Building,New Building,275000.0,4,3,Completed,44.5933096565026,-63.602257670700595
BPRES-2024-01503,2024,3,MIDDLE SACKVILLE,District 14,New Building,New Building,35000.0,0,1,Expired,44.802990566538924,-63.73775108248127
BPRES-2024-02548,2024,3,BEDFORD,District 16,New Building,New Building,500000.0,1,3,Completed,44.70741844210144,-63.72553099857605
BPRES-2024-03498,2024,5,HALIFAX,District 09,Addition,Addition,88000.0,0,3,Issued,44.64517162793205,-63.59157862671329
BPRES-2024-04261,2024,10,WHITES LAKE,District 13,Addition,Addition,11500.0,0,1,Completed,44.519859115453094,-63.75438102718641
BPRES-2024-05314,2024,5,FALL RIVER,District 01,New Building,New Building,575000.0,1,2,Completed,44.83602020787363,-63.63097310626141
BPRES-2024-06257,2024,5,BEDFORD,District 16,New Building,New Building,575000.0,1,3,Completed,44.70808093511708,-63.72106688166614
BPRES-2024-07247,2024,10,HALIFAX,District 08,Renovation,Renovation,5000.0,2,2,Completed,44.667107788032475,-63.61138612747721
BPRES-2024-08288,2024,7,MCGRATHS COVE,District 13,New Building,New Building,200000.0,1,1,Issued,44.51063159348259,-63.85368889489465
BPRES-2024-09076,2024,8,HALIFAX,District 11,New Building,New Building,500000.0,4,2,Completed,44.60228993117769,-63.603290904600534
BPRES-2024-10157,2024,9,BEDFORD,District 16,Addition,Addition,3000.0,0,2,Completed,44.72458719347187,-63.64706752984426
BPRES-2024-11478,2024,9,HALIFAX,District 09,Renovation,Renovation,166000.0,0,2,Issued,44.643003863141516,-63.59115991109639
BPRES-2024-12793,2024,11,WAVERLEY,District 01,New Building,New Building,280000.0,1,2,Amendment Application Incomplete,44.77860543535367,-63.59540594133898
BPRES-2024-14536,2024,10,BEDFORD,District 16,New Building,New Building,675000.0,1,2,Completed,44.70858767181306,-63.721166880327786
BPRES-2024-15660,2024,11,HALIFAX,District 08,Renovation,Renovation,90400.0,0,2,Issued,44.65086623886144,-63.5958492609304
BPRES-2024-16712,2024,11,HALIFAX,District 11,New Building,New Building,584000.0,4,2,Issued,44.60274212632483,-63.60397705653575
BPRES-2024-17764,2024,12,LAWRENCETOWN,District 02,Renovation,Renovation,4000.0,0,1,Completed,44.656159000836226,-63.36140374758545
BPRES-2024-18803,2025,1,HEAD OF CHEZZETCOOK,District 02,New Building,New Building,250000.0,1,1,Completed,44.740013230962,-63.25271659753559
BPRES-2025-00816,2025,2,WHITES LAKE,District 13,New Building,New Building,430000.0,1,1,Issued,44.52995723247819,-63.762009148657974
BPRES-2025-01760,2025,3,MUSQUODOBOIT HARBOUR,District 02,New Building,New Building,325000.0,1,2,Completed,44.819198046280476,-63.191695730154734
BPRES-2025-03038,2025,3,DARTMOUTH,District 06,New Building,New Building,750000.0,2,2,Issued,44.714641658339,-63.538189615465704
BPRES-2025-04058,2025,4,DARTMOUTH,District 06,New Building,New Building,650000.0,1,3,Completed,44.71331799681873,-63.54445910436503
BPRES-2025-05070,2025,4,PORTERS LAKE,District 02,Addition,Addition,150000.0,0,1,Completed,44.73236575427716,-63.29507635098099
BPRES-2025-05835,2025,5,WESTPHAL,District 04,Renovation,Renovation,9000.0,1,2,Completed,44.69458137535023,-63.491366156453864
BPRES-2025-06850,2025,10,MIDDLE SACKVILLE,District 14,Renovation,Renovation,30000.0,1,1,Issued,44.77756163439983,-63.704133430734316
BPRES-2025-08013,2025,6,UPPER TANTALLON,District 13,New Building,New Building,90000.0,0,1,Issued,44.71965410641999,-63.876748767513924
BPRES-2025-08943,2025,6,BEAVER BANK,District 15,New Building,New Building,250000.0,1,2,Issued,44.84573249428636,-63.66794465705123
BPRES-2025-10086,,,HATCHET LAKE,District 13,New Building,New Building,10000.0,1,1,Cancelled,44.58488581482697,-63.70334024265283
BPRES-2025-11283,2025,8,BEAVER BANK,District 15,New Building,New Building,40000.0,0,1,Issued,44.83682855161296,-63.66064987837463
BPRES-2025-12272,2025,8,HALIFAX,District 07,Renovation,Renovation,43982.0,0,2,Completed,44.6279905530733,-63.57718555864436
BPRES-2025-13371,2025,9,TIMBERLEA,District 12,New Building,New Building,240000.0,1,2,Issued,44.644514172239674,-63.72528379869315
BPRES-2025-14509,2025,9,LAKE EGMONT,District 01,New Building,New Building,50000.0,0,1,Issued,44.99122096193891,-63.29936182467985
BPRES-2025-15552,2025,10,LAWRENCETOWN,District 02,New Building,New Building,30000.0,0,1,Completed,44.700026934906276,-63.40653593708559
BPRES-2025-16380,2026,2,HERRING COVE,District 11,New Building,New Building,700000.0,2,3,Amendment Review,44.57970285905239,-63.575232732164835
BPRES-2025-17494,,,HALIFAX,District 10,Renovation,Renovation,25000.0,1,3,Applicant Revisions,44.66103633474058,-63.634001460752906
BPRES-2025-18758,2026,4,HALIFAX,District 09,Renovation,Renovation,25000.0,1,2,Completed,44.64754517475797,-63.60875758238557
BPRES-2026-00617,2026,1,HALIFAX,District 09,Addition,Addition,250000.0,0,2,Issued,44.64939420896553,-63.61147768068476
BPRES-2026-01819,2026,2,BEDFORD,District 16,New Building,New Building,450000.0,1,3,Issued,44.70945675956017,-63.72697379498229
BPRES-2026-02897,2026,3,MIDDLE SACKVILLE,District 14,New Building,New Building,52900.0,0,1,Issued,44.79480560248601,-63.75403542317718
BPRES-2026-03666,2026,4,EASTERN PASSAGE,District 03,New Building,New Building,425000.0,1,2,Issued,44.62127061434688,-63.45772749632458
BPRES-2026-04617,2026,5,WEST CHEZZETCOOK,District 02,New Building,New Building,600000.0,1,2,Issued,44.71694196452347,-63.28790163791094
BPRES-2026-05749,,,LAWRENCETOWN,District 02,Renovation,Renovation,15000.0,0,1,Applicant Revisions,44.648109083666746,-63.40942007201405
BPRES-2026-06924,2026,6,HALIFAX,District 11,New Building,New Building,600000.0,4,3,Issued,44.59840573450449,-63.60022050504024
BPRES-2026-08218,,,HALIFAX,District 09,Renovation,Renovation,70000.0,2,2,In Review,44.63926262349892,-63.628487980908695
BP-2020-00116,,,FALL RIVER,District 01,New Building,New Building,24800.0,0,1,Withdrawn,44.81975056303445,-63.6127991179957
BP-2020-00472,2021,2,COLE HARBOUR,District 04,Renovation,Renovation,24762.0,1,2,Completed,44.67746267831607,-63.50236962997597
BP-2021-00072,2021,2,HALIFAX,District 16,New Building,New Building,250000.0,1,2,Completed,44.695754376672454,-63.67633084480003
BP-2021-00444,2021,3,,District 01,Addition,Addition,95500.0,0,2,Completed,44.89776516460348,-63.58716682099386
BP-2021-00721,2021,11,DARTMOUTH,District 03,New Building,New Building,17000000.0,90,10,Completed,44.66867351425253,-63.53759005686093
BP-2021-00959,2021,2,BEDFORD,District 16,New Building,New Building,425000.0,1,3,Completed,44.70306288682174,-63.71647844369824
BP-2021-01332,2021,3,FALL RIVER,District 01,Addition,Addition,21000.0,0,3,Expired,44.80555943795183,-63.6383270589081
BP-2021-01649,2021,3,WILLIAMSWOOD,District 11,New Building,New Building,20000.0,0,1,Completed,44.51923699074955,-63.63828016920531
BP-2021-01984,2021,2,BEDFORD,District 16,New Building,New Building,425000.0,1,2,Completed,44.70243774192139,-63.71603775194592
BP-2021-02345,2023,2,TERENCE BAY,District 13,New Building,New Building,350000.0,1,2,Issued,44.48827645596291,-63.72801537027825
BP-2021-03045,2021,3,HALIFAX,District 08,Renovation,Renovation,31500.0,0,12,Completed,44.65452967071038,-63.5979599755388
BP-2021-03340,2021,5,HALIFAX,District 09,Addition,Addition,10000.0,0,1,Completed,44.64736903898252,-63.6159714746502
BP-2021-03689,2021,4,COOKS BROOK,District 01,Addition,Addition,54000.0,0,1,Completed,45.001150156514264,-63.269266716540805
BP-2021-04011,2021,4,MIDDLE SACKVILLE,District 14,New Building,New Building,200000.0,1,3,Completed,44.79250085519812,-63.76694162433166
BP-2021-04364,2021,4,DARTMOUTH,District 05,Renovation,Renovation,30000.0,0,1,Completed,44.68237877930116,-63.56375362601421
BP-2021-04659,2021,4,HALIFAX,District 07,Renovation,Renovation,25000.0,0,2,Expired,44.63176656743246,-63.585968625166416
BP-2021-04927,,,INGRAMPORT,District 13,Renovation,Renovation,9158.0,0,1,Withdrawn,44.65425577426393,-63.97018750682269
BP-2021-05412,2021,7,TIMBERLEA,District 12,Addition,Addition,50000.0,1,1,Expired,44.653976571205085,-63.728996359590425
BP-2021-05741,,,BEDFORD,District 16,Addition,Addition,33000.0,0,2,Applicant Revisions,44.728767783258206,-63.67891386669071
BP-2021-06101,,,HALIFAX,District 08,Renovation,Renovation,35000.0,1,1,Withdrawn,44.66721740145169,-63.610206610828364
BP-2021-06371,2021,7,BOUTILIERS POINT,District 13,New Building,New Building,306600.0,1,1,Completed,44.6652747939832,-63.955766832235064
BP-2021-06793,2021,7,EASTERN PASSAGE,District 03,New Building,New Building,440000.0,4,2,Expired,44.615324191554485,-63.46709315785258
BP-2021-07041,2021,5,TIMBERLEA,District 12,New Building,New Building,160000.0,1,3,Completed,44.64022325722826,-63.722824719403114
BP-2021-07392,2021,7,,District 12,Renovation,Renovation,750000.0,0,5,Completed,44.63719007097541,-63.67018363363748
BP-2021-08126,2021,5,UPPER TANTALLON,District 13,New Building,New Building,400000.0,1,1,Completed,44.704807575916114,-63.88729719808582
BP-2021-08533,2021,10,DARTMOUTH,District 06,New Building,New Building,400000.0,1,2,Expired,44.70487707061285,-63.551162542473016
BP-2021-08967,2021,6,BEDFORD,District 16,New Building,New Building,20000.0,0,1,Expired,44.721425109577474,-63.67406695241261
BP-2021-09335,2021,8,DARTMOUTH,District 06,Renovation,Renovation,374000.0,0,1,Completed,44.71190408258585,-63.609775195229204
BP-2021-09723,2021,9,HALIFAX,District 09,Renovation,Renovation,12000.0,-1,2,Completed,44.64177967933298,-63.609704961634336
BP-2021-10202,,,HALIFAX,District 09,New Building,New Building,1600000.0,8,3,Cancelled,44.64561399174555,-63.599598296962476
BPCOM-2021-11784,2021,10,DARTMOUTH,District 06,Renovation,Renovation,100000.0,0,1,Completed,44.696330898163936,-63.59195967391766
BPCOM-2021-13986,2021,11,DARTMOUTH,District 06,Renovation,Renovation,66500.0,0,2,Expired (Closed),44.69505277404231,-63.57199181568655
BPCOM-2021-16070,2021,11,DARTMOUTH,District 06,Addition,Addition,233160.0,0,1,Completed,44.71296129355503,-63.5816049295358
BPCOM-2021-18271,2022,3,BEDFORD,District 16,New Building,New Building,13347566.0,75,4,Completed,44.72174360790854,-63.70790907968481
BPCOM-2021-19899,2022,1,DARTMOUTH,District 06,Renovation,Renovation,45000.0,0,2,Completed,44.69463887722785,-63.57745154907489
BPCOM-2022-01119,2022,3,HALIFAX,District 08,Renovation,Renovation,20000.0,0,2,Completed,44.67345196969005,-63.60302054297188
BPCOM-2022-02581,2022,4,FALL RIVER,District 01,Renovation,Renovation,33400.0,0,1,Completed,44.818383751207776,-63.61028050309607
BPCOM-2022-04352,2022,5,HALIFAX,District 09,Renovation,Renovation,180000.0,0,3,Completed,44.649368575944415,-63.61874247106554
BPCOM-2022-06126,2022,12,BEDFORD,District 16,New Building,New Building,1250000.0,0,2,Issued,44.70961567447068,-63.70859553628308
BPCOM-2022-08493,2022,8,DARTMOUTH,District 06,New Building,New Building,1676804.0,0,1,Completed,44.716532256732734,-63.563801701638205
BPCOM-2022-10018,2022,12,HALIFAX,District 07,Renovation,Renovation,2089000.0,16,4,Issued,44.64508099994872,-63.57240737964622
BPCOM-2022-11856,2022,10,DARTMOUTH,District 06,New Building,New Building,120000.0,0,1,Completed,44.70096274934312,-63.61041573314116
BPCOM-2022-13421,2023,5,HALIFAX,District 07,Renovation,Renovation,2025000.0,30,6,Amendment Application Incomplete,44.64488495044452,-63.572702349435126
BPCOM-2022-15238,2022,12,DARTMOUTH,District 06,Renovation,Renovation,70000.0,0,1,Expired,44.70670327948983,-63.58607802065527
BPCOM-2023-00508,2023,3,BEECHVILLE,District 12,New Building,New Building,4360000.0,0,2,Amendment Application Incomplete,44.646306125322,-63.68163142052831
BPCOM-2023-01737,2023,3,HALIFAX,District 11,Renovation,Renovation,15000.0,0,7,Completed,44.61101900926144,-63.617951382854386
BPCOM-2023-03473,2024,6,HALIFAX,District 07,New Building,New Building,12000000.0,55,8,Issued,44.634544628156696,-63.57634527367375
BPCOM-2023-05041,,,HALIFAX,District 07,Renovation,Renovation,500000.0,0,15,Withdrawn,44.63967064614977,-63.58410130608267
BPCOM-2023-07000,2023,6,HALIFAX,District 12,Renovation,Renovation,48000.0,0,2,Expired,44.659599010760246,-63.664351713023834
BPCOM-2023-09000,2023,8,LOWER SACKVILLE,District 15,Renovation,Renovation,1000000.0,0,1,Expired,44.77380234469004,-63.691051584934236
BPCOM-2023-11026,2023,9,DARTMOUTH,District 05,Renovation,Renovation,36000.0,6,4,Completed,44.66769361516129,-63.556170854054095
BPCOM-2023-13121,,,HAMMONDS PLAINS,District 14,Renovation,Renovation,4000.0,0,2,Application Incomplete,44.724060584717854,-63.7373503177884
BPCOM-2023-14828,2026,2,HALIFAX,District 07,Renovation,Renovation,20000.0,4,3,Issued,44.64023710145979,-63.58445845802331
BPCOM-2023-15777,2025,2,HALIFAX,District 08,New Building,New Building,45241000.0,175,10,Issued,44.65322980320521,-63.58436638914168
BPCOM-2024-00056,,,DARTMOUTH,District 05,Renovation,Renovation,1.0,17,2,Application Incomplete,44.67927177116255,-63.54921455016904
BPCOM-2024-01323,,,WESTPHAL,District 04,New Building,New Building,1000000.0,0,1,Applicant Revisions,44.69728440353738,-63.493581683777485
BPCOM-2024-03269,2024,6,DARTMOUTH,District 06,Addition,Addition,6718080.0,0,4,Completed,44.70492427811145,-63.5752142928766
BPCOM-2024-05189,,,HALIFAX,District 07,New Building,New Building,1400000.0,6,3,Withdrawn,44.63451806397701,-63.577769187373356
BPCOM-2024-06233,,,HALIFAX,District 07,New Building,New Building,43800000.0,438,30,Applicant Revisions,44.64052863483248,-63.585674355809445
BPCOM-2024-07353,2024,7,HAMMONDS PLAINS,District 14,New Building,New Building,5900000.0,29,3,Issued,44.72584964463061,-63.74186992341029
BPCOM-2024-08869,2024,8,TIMBERLEA,District 12,Renovation,Renovation,30000.0,0,1,Completed,44.64688142215451,-63.71606752224993
BPCOM-2024-10573,2024,9,HALIFAX,District 07,Renovation,Renovation,475000.0,0,3,Issued,44.63814265626324,-63.57463999138187
BPCOM-2024-12823,2024,11,UPPER SACKVILLE,District 14,New Building,New Building,550000.0,0,1,Completed,44.81483430721447,-63.76568513237929
BPCOM-2024-16088,2025,5,HALIFAX,District 07,New Building,New Building,51145219.0,0,6,Issued,44.649589441800885,-63.581092092925175
BPCOM-2024-18125,2024,12,LOWER SACKVILLE,District 15,Renovation,Renovation,40000.0,0,2,Completed,44.75422432476129,-63.665321224316905
BPCOM-2025-00738,2025,2,HUBBARDS,District 13,Renovation,Renovation,2000.0,2,2,Issued,44.638174429997456,-64.0640936442444
BPCOM-2025-01943,2025,2,BEDFORD,District 16,Renovation,Renovation,1100000.0,0,1,Completed,44.715028738779154,-63.67539480648722
BPCOM-2025-03172,2025,6,LANTZ,District 01,New Building,New Building,1050000.0,0,2,Issued,44.97319686276429,-63.475581778682916
BPCOM-2025-04226,,,TIMBERLEA,District 12,New Building,New Building,345600.0,0,1,Applicant Revisions,44.64296567476923,-63.72348995195499
BPCOM-2025-06572,2025,5,DARTMOUTH,District 05,Renovation,Renovation,42000.0,0,17,Completed,44.66895577567242,-63.57660656241076
BPCOM-2025-09240,2025,6,COLE HARBOUR,District 04,Renovation,Renovation,40000.0,0,1,Completed,44.67496501855238,-63.492580415135265
BPCOM-2025-11715,2025,10,BEDFORD,District 16,Renovation,Renovation,200000.0,0,1,Issued,44.71336448807936,-63.714994954799224
BPCOM-2025-13742,2025,10,HALIFAX,District 10,New Building,New Building,1660000.0,123,9,Issued,44.65754080126738,-63.62996915416649
BPCOM-2025-15364,2025,11,HALIFAX,District 08,Renovation,Renovation,100000.0,0,2,Completed,44.65391207651713,-63.585581794965655
BPCOM-2025-17005,2025,12,BEDFORD,District 16,Renovation,Renovation,50000.0,0,3,Issued,44.71892634527585,-63.67139367419538
BPCOM-2025-18772,2026,1,DARTMOUTH,District 05,Renovation,Renovation,10000.0,0,2,Completed,44.688152355248185,-63.59089467002008
BPCOM-2026-01229,2026,2,DARTMOUTH,District 06,Renovation,Renovation,30000.0,0,1,Issued,44.69734284092677,-63.60107998066235
BPCOM-2026-02698,,,LAKE ECHO,District 02,Renovation,Renovation,30000.0,0,1,Applicant Revisions,44.73885065193028,-63.38178435811418
BPCOM-2026-04694,2026,5,DARTMOUTH,District 06,Renovation,Renovation,950000.0,0,2,Issued,44.69629267415171,-63.57885367445931
BPCOM-2026-07006,,,HALIFAX,District 07,New Building,New Building,800000.0,5,4,In Review,44.63963244733463,-63.59160079532732
BPRES-2021-10373,2021,9,EAST PETPESWICK,District 02,New Building,New Building,210500.0,0,2,Issued,44.68803533692804,-63.14545739302243
BPRES-2021-10900,2021,12,HALIFAX,District 11,New Building,New Building,600000.0,2,2,Completed,44.61814372516504,-63.61771729654196
BPRES-2021-11587,2021,8,HALIFAX,District 09,Renovation,Renovation,25000.0,0,2,Expired,44.652000204313765,-63.629919892879606
BPRES-2021-12113,2021,8,ELMSDALE,District 01,New Building,New Building,300000.0,1,2,Completed,44.946991857383956,-63.49256954362033
BPRES-2021-12740,2021,8,MIDDLE SACKVILLE,District 14,New Building,New Building,450500.0,1,2,Completed,44.779236598154945,-63.74246606278608
BPRES-2021-13192,2021,8,SALMON RIVER BRIDGE,District 02,New Building,New Building,37500.0,0,1,Completed,44.78001850269438,-63.023930788465464
BPRES-2021-13682,2021,9,HALIFAX,District 11,New Building,New Building,180000.0,2,3,Completed,44.60216471351604,-63.61349980902069
BPRES-2021-14302,2021,11,HALIFAX,District 07,Addition,Addition,40000.0,0,1,Completed,44.62799609237809,-63.575868465171055
BPRES-2021-14836,2021,10,HALIFAX,District 09,Renovation,Renovation,100000.0,2,3,Amendment Application Incomplete,44.64351208484271,-63.618344528873344
BPRES-2021-15985,2021,10,FALL RIVER,District 01,New Building,New Building,725000.0,1,2,Completed,44.82507571733683,-63.64041659049143
