sample_date,sample_time,sample_year,location_id,location,analyte,sample_fraction,result_unit,result_value,guideline_unit,guideline_threshold,guideline_direction,row_class,is_evaluated,is_pass,is_non_detect,is_censored_above
2017-12-14,12:00,2017,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,330.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2018-05-31,11:00,2018,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,360.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2018-08-23,12:00,2018,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,856.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2018-11-19,13:00,2018,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,268.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2019-05-17,12:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,290.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2019-08-20,11:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,347.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2019-09-19,13:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,411.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2019-11-26,12:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,234.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2020-05-21,12:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,210.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2020-07-16,11:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,480.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2020-10-06,12:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,482.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2020-11-25,13:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,338.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2021-08-26,11:00,2021,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,833.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2021-09-15,12:00,2021,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,746.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2021-10-28,11:00,2021,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,594.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2021-12-15,12:30,2021,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,283.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2022-05-10,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,236.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2022-08-16,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,694.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2022-10-26,14:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,580.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2022-12-06,13:25,2022,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,283.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2023-05-09,12:50,2023,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,253.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2023-07-17,11:30,2023,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,796.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2023-10-05,12:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,578.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2023-11-15,14:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,383.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2024-05-30,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,480.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2024-08-27,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,691.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2024-10-03,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,776.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2024-12-16,13:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Iron,Total,ug/l,355.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2020-07-16,11:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2020-11-25,13:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-05-10,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-08-16,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-10-26,14:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-12-06,13:25,2022,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-05-09,12:50,2023,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-07-17,11:30,2023,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-10-05,12:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-11-15,14:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-05-30,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-08-27,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-10-03,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-12-16,13:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2019-05-17,12:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2019-08-20,11:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2019-09-19,13:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2019-11-26,12:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2020-05-21,12:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2020-07-16,11:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2020-10-06,12:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2020-11-25,13:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2021-08-26,11:00,2021,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2021-09-15,12:00,2021,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2021-10-28,11:00,2021,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2021-12-15,12:30,2021,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2022-05-10,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2022-08-16,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2022-10-26,14:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2022-12-06,13:25,2022,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2023-05-09,12:50,2023,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2023-07-17,11:30,2023,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2023-10-05,12:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2023-11-15,14:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2024-05-30,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2024-08-27,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2024-10-03,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2024-12-16,13:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Molybdenum,Total,ug/l,2.000000,ug/l,73.000,maximum,evaluated,1,1,1,0
2020-07-16,11:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2020-11-25,13:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-05-10,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-08-16,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-10-26,14:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-12-06,13:25,2022,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-05-09,12:50,2023,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-07-17,11:30,2023,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-10-05,12:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-11-15,14:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-05-30,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-08-27,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-10-03,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-12-16,13:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2004-08-26,11:00,2004,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2004-12-17,13:00,2004,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2005-06-21,12:00,2005,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2005-10-13,09:00,2005,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2006-05-18,12:00,2006,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2006-07-27,11:00,2006,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2006-10-12,08:00,2006,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2006-12-12,10:00,2006,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2007-07-18,11:00,2007,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2007-09-27,13:00,2007,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2008-05-01,12:00,2008,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2008-06-11,11:00,2008,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2008-08-28,12:00,2008,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2008-10-29,10:00,2008,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2009-05-21,12:00,2009,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2009-07-07,11:00,2009,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2009-09-03,12:00,2009,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2009-11-23,11:00,2009,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2010-04-20,14:00,2010,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2010-09-02,13:00,2010,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2010-11-16,11:50,2010,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2010-12-02,14:00,2010,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2011-05-26,13:25,2011,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2011-09-15,11:00,2011,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2011-11-03,11:00,2011,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2011-12-06,12:00,2011,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2012-04-12,11:00,2012,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2012-06-21,11:00,2012,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2012-09-27,12:00,2012,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2012-11-22,12:00,2012,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2013-04-23,10:00,2013,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2013-08-15,10:00,2013,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2013-09-19,12:00,2013,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2013-11-26,13:00,2013,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2014-05-16,11:00,2014,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2014-06-12,12:00,2014,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2014-10-09,11:00,2014,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2014-12-17,12:00,2014,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2015-05-19,13:00,2015,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2015-08-13,11:00,2015,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2015-10-20,12:00,2015,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2015-11-18,11:00,2015,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2016-05-17,11:00,2016,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2016-08-09,09:00,2016,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2016-09-29,11:00,2016,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2016-11-04,11:00,2016,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2016-12-08,13:00,2016,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2017-05-31,11:00,2017,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2017-08-21,12:00,2017,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2017-11-07,12:00,2017,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2017-12-14,12:00,2017,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2018-05-31,11:00,2018,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2018-08-23,12:00,2018,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2018-11-19,13:00,2018,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2019-05-17,12:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2019-08-20,11:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2019-09-19,13:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2019-11-26,12:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2020-05-21,12:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2020-07-16,11:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2020-10-06,12:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2020-11-25,13:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2021-08-26,11:00,2021,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2021-09-15,12:00,2021,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2021-10-28,11:00,2021,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2021-12-15,12:30,2021,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,1.000000,ug/l,1.000,maximum,evaluated,1,1,1,0
2022-05-10,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2022-08-16,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2022-10-26,14:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2022-12-06,13:25,2022,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2023-05-09,12:50,2023,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2023-07-17,11:30,2023,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2023-10-05,12:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2023-11-15,14:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2024-05-30,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2024-08-27,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2024-10-03,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2024-12-16,13:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Selenium,Total,ug/l,2.000000,ug/l,1.000,maximum,evaluated,1,1,1,1
2020-07-16,11:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2020-11-25,13:00,2020,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-05-10,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-08-16,11:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-10-26,14:00,2022,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2022-12-06,13:25,2022,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-05-09,12:50,2023,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-07-17,11:30,2023,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-10-05,12:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2023-11-15,14:00,2023,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-05-30,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-08-27,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-10-03,12:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2024-12-16,13:00,2024,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Dissolved,ug/l,,,,,wrong_fraction,0,,1,
2019-05-17,12:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Total,ug/l,2.000000,ug/l,0.250,maximum,evaluated,1,1,1,1
2019-08-20,11:00,2019,NS01DL0009,Kelley River at Eight Mile Ford,Silver,Total,ug/l,2.000000,ug/l,0.250,maximum,evaluated,1,1,1,1
