sample_date,sample_time,sample_year,location_id,location,analyte,sample_fraction,result_unit,result_value,guideline_unit,guideline_threshold,guideline_direction,row_class,is_evaluated,is_pass,is_non_detect,is_censored_above
2003-07-29,11:00,2003,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.930000,mg/l,6.500,minimum,evaluated,1,1,0,
2003-11-28,10:00,2003,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,11.140000,mg/l,6.500,minimum,evaluated,1,1,0,
2004-06-22,10:00,2004,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.680000,mg/l,6.500,minimum,evaluated,1,1,0,
2004-07-06,12:00,2004,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.720000,mg/l,6.500,minimum,evaluated,1,1,0,
2004-09-29,07:00,2004,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.470000,mg/l,6.500,minimum,evaluated,1,1,0,
2004-12-09,10:00,2004,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,12.900000,mg/l,6.500,minimum,evaluated,1,1,0,
2005-04-27,11:00,2005,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,10.080000,mg/l,6.500,minimum,evaluated,1,1,0,
2005-07-05,11:00,2005,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,6.990000,mg/l,6.500,minimum,evaluated,1,1,0,
2005-11-03,11:00,2005,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.600000,mg/l,6.500,minimum,evaluated,1,1,0,
2005-11-29,11:00,2005,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,10.700000,mg/l,6.500,minimum,evaluated,1,1,0,
2006-07-05,10:00,2006,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,6.840000,mg/l,6.500,minimum,evaluated,1,1,0,
2007-05-23,11:00,2007,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.420000,mg/l,6.500,minimum,evaluated,1,1,0,
2007-07-26,11:00,2007,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.240000,mg/l,6.500,minimum,evaluated,1,1,0,
2007-12-20,11:00,2007,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,12.400000,mg/l,6.500,minimum,evaluated,1,1,0,
2008-04-29,12:00,2008,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,10.070000,mg/l,6.500,minimum,evaluated,1,1,0,
2008-10-07,11:00,2008,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.110000,mg/l,6.500,minimum,evaluated,1,1,0,
2008-11-13,12:00,2008,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.990000,mg/l,6.500,minimum,evaluated,1,1,0,
2009-05-14,12:00,2009,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.520000,mg/l,6.500,minimum,evaluated,1,1,0,
2009-07-08,12:00,2009,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.070000,mg/l,6.500,minimum,evaluated,1,1,0,
2009-11-18,13:00,2009,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,11.050000,mg/l,6.500,minimum,evaluated,1,1,0,
2009-12-01,14:00,2009,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,11.040000,mg/l,6.500,minimum,evaluated,1,1,0,
2010-04-15,11:00,2010,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.940000,mg/l,6.500,minimum,evaluated,1,1,0,
2010-08-05,13:00,2010,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.540000,mg/l,6.500,minimum,evaluated,1,1,0,
2010-11-02,12:00,2010,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.890000,mg/l,6.500,minimum,evaluated,1,1,0,
2011-09-19,13:05,2011,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.660000,mg/l,6.500,minimum,evaluated,1,1,0,
2012-04-12,11:45,2012,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,11.720000,mg/l,6.500,minimum,evaluated,1,1,0,
2012-06-19,11:25,2012,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.770000,mg/l,6.500,minimum,evaluated,1,1,0,
2012-09-26,12:00,2012,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.190000,mg/l,6.500,minimum,evaluated,1,1,0,
2013-05-15,11:00,2013,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.910000,mg/l,6.500,minimum,evaluated,1,1,0,
2013-08-13,12:00,2013,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.140000,mg/l,6.500,minimum,evaluated,1,1,0,
2013-11-06,11:00,2013,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.750000,mg/l,6.500,minimum,evaluated,1,1,0,
2013-12-03,10:00,2013,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,12.090000,mg/l,6.500,minimum,evaluated,1,1,0,
2014-06-03,12:00,2014,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.820000,mg/l,6.500,minimum,evaluated,1,1,0,
2014-08-07,11:00,2014,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.490000,mg/l,6.500,minimum,evaluated,1,1,0,
2014-10-31,11:00,2014,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.170000,mg/l,6.500,minimum,evaluated,1,1,0,
2014-12-02,11:00,2014,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,11.930000,mg/l,6.500,minimum,evaluated,1,1,0,
2015-05-14,11:00,2015,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.570000,mg/l,6.500,minimum,evaluated,1,1,0,
2015-09-08,11:00,2015,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.410000,mg/l,6.500,minimum,evaluated,1,1,0,
2015-11-12,12:00,2015,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,10.370000,mg/l,6.500,minimum,evaluated,1,1,0,
2015-12-10,12:00,2015,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,11.790000,mg/l,6.500,minimum,evaluated,1,1,0,
2016-06-06,12:00,2016,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.000000,mg/l,6.500,minimum,evaluated,1,1,0,
2016-09-01,10:00,2016,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.900000,mg/l,6.500,minimum,evaluated,1,1,0,
2016-10-27,11:00,2016,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.280000,mg/l,6.500,minimum,evaluated,1,1,0,
2016-12-21,14:00,2016,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.760000,mg/l,6.500,minimum,evaluated,1,1,0,
2017-05-29,11:00,2017,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.020000,mg/l,6.500,minimum,evaluated,1,1,0,
2017-08-24,12:00,2017,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.320000,mg/l,6.500,minimum,evaluated,1,1,0,
2017-12-15,12:00,2017,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,11.870000,mg/l,6.500,minimum,evaluated,1,1,0,
2018-05-24,13:00,2018,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.470000,mg/l,6.500,minimum,evaluated,1,1,0,
2018-09-25,11:00,2018,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.290000,mg/l,6.500,minimum,evaluated,1,1,0,
2018-10-23,13:00,2018,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.890000,mg/l,6.500,minimum,evaluated,1,1,0,
2018-12-07,13:00,2018,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,12.200000,mg/l,6.500,minimum,evaluated,1,1,0,
2019-08-21,10:30,2019,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.270000,mg/l,6.500,minimum,evaluated,1,1,0,
2019-09-20,11:00,2019,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.390000,mg/l,6.500,minimum,evaluated,1,1,0,
2019-10-16,11:00,2019,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.960000,mg/l,6.500,minimum,evaluated,1,1,0,
2019-12-13,12:00,2019,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,12.340000,mg/l,6.500,minimum,evaluated,1,1,0,
2020-05-06,13:00,2020,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,10.050000,mg/l,6.500,minimum,evaluated,1,1,0,
2020-07-07,12:00,2020,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.290000,mg/l,6.500,minimum,evaluated,1,1,0,
2020-09-17,11:00,2020,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.810000,mg/l,6.500,minimum,evaluated,1,1,0,
2020-11-19,14:00,2020,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,10.420000,mg/l,6.500,minimum,evaluated,1,1,0,
2021-07-06,11:00,2021,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.220000,mg/l,6.500,minimum,evaluated,1,1,0,
2021-08-31,12:00,2021,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.210000,mg/l,6.500,minimum,evaluated,1,1,0,
2021-10-13,14:00,2021,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.180000,mg/l,6.500,minimum,evaluated,1,1,0,
2021-12-07,13:00,2021,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,11.700000,mg/l,6.500,minimum,evaluated,1,1,0,
2022-05-02,13:00,2022,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,10.430000,mg/l,6.500,minimum,evaluated,1,1,0,
2022-09-07,11:00,2022,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.160000,mg/l,6.500,minimum,evaluated,1,1,0,
2022-11-08,12:00,2022,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.520000,mg/l,6.500,minimum,evaluated,1,1,0,
2022-12-15,13:00,2022,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,11.690000,mg/l,6.500,minimum,evaluated,1,1,0,
2023-04-25,12:00,2023,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.800000,mg/l,6.500,minimum,evaluated,1,1,0,
2023-08-03,12:00,2023,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,6.440000,mg/l,6.500,minimum,evaluated,1,0,0,
2023-09-21,12:00,2023,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.190000,mg/l,6.500,minimum,evaluated,1,1,0,
2023-11-21,13:00,2023,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,10.790000,mg/l,6.500,minimum,evaluated,1,1,0,
2024-05-16,12:00,2024,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,9.040000,mg/l,6.500,minimum,evaluated,1,1,0,
2024-08-20,12:00,2024,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,7.200000,mg/l,6.500,minimum,evaluated,1,1,0,
2024-10-02,12:00,2024,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,8.520000,mg/l,6.500,minimum,evaluated,1,1,0,
2024-11-14,13:00,2024,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Dissolved oxygen (DO),(not stated),mg/l,12.020000,mg/l,6.500,minimum,evaluated,1,1,0,
2020-09-17,11:00,2020,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2020-11-19,14:00,2020,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2022-05-02,13:00,2022,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2022-09-07,11:00,2022,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2022-11-08,12:00,2022,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2022-12-15,13:00,2022,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2023-04-25,12:00,2023,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2023-08-03,12:00,2023,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2023-09-21,12:00,2023,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2023-11-21,13:00,2023,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2024-05-16,12:00,2024,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2024-08-20,12:00,2024,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2024-10-02,12:00,2024,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2024-11-14,13:00,2024,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Dissolved,ug/l,,,,,wrong_fraction,0,,0,
2003-07-10,12:00,2003,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,198.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2003-07-29,11:00,2003,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,173.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2003-11-28,10:00,2003,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,328.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2004-06-22,10:00,2004,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,202.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2004-09-29,07:00,2004,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,268.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2004-12-09,10:00,2004,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,151.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2004-12-09,11:00,2004,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,143.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2005-04-27,11:00,2005,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,139.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2005-07-05,11:00,2005,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,239.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2005-11-03,11:00,2005,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,249.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2005-11-29,11:00,2005,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,193.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2006-07-05,10:00,2006,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,301.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2007-05-23,11:00,2007,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,164.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2007-07-26,11:00,2007,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,187.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2007-12-20,11:00,2007,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,200.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2008-04-29,12:00,2008,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,126.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2008-10-07,11:00,2008,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,292.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2008-11-13,12:00,2008,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,295.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2009-05-14,12:00,2009,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,145.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2009-07-08,12:00,2009,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,233.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2009-11-18,13:00,2009,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,244.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2009-12-01,14:00,2009,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,275.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2010-04-15,11:00,2010,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,159.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2010-08-05,13:00,2010,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,276.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2010-11-02,12:00,2010,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,299.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2010-12-07,12:40,2010,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,211.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2011-05-30,13:25,2011,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,188.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2011-09-19,13:05,2011,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,238.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2011-10-24,11:25,2011,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,275.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2011-12-05,11:35,2011,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,211.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2012-04-12,11:45,2012,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,151.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2012-06-19,11:25,2012,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,186.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2012-09-26,12:00,2012,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,295.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2012-11-14,12:00,2012,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,296.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2012-12-18,12:25,2012,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,241.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2013-05-15,11:00,2013,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,169.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2013-08-13,12:00,2013,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,311.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2013-11-06,11:00,2013,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,318.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2013-12-03,10:00,2013,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,231.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2014-06-03,12:00,2014,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,138.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2014-08-07,11:00,2014,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,219.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2014-10-31,11:00,2014,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,329.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2014-12-02,11:00,2014,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,205.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2015-05-14,11:00,2015,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,114.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2015-09-08,11:00,2015,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,238.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2015-11-12,12:00,2015,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,236.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2015-12-10,12:00,2015,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,197.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2016-06-06,12:00,2016,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,164.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2016-09-01,10:00,2016,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,199.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2016-10-27,11:00,2016,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,238.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2016-12-21,14:00,2016,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,217.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2017-05-29,11:00,2017,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,171.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2017-08-24,12:00,2017,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,285.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2017-10-18,12:00,2017,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,340.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2017-12-15,12:00,2017,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,280.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2018-05-24,13:00,2018,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,180.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2018-09-25,11:00,2018,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,191.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2018-10-23,13:00,2018,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,287.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2018-12-07,13:00,2018,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,190.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2019-08-21,10:30,2019,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,195.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2019-09-20,11:00,2019,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,319.000000,ug/l,300.000,maximum,evaluated,1,0,0,
2019-10-16,11:00,2019,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,250.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2019-12-13,12:00,2019,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,236.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2020-05-06,13:00,2020,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,140.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2020-07-07,12:00,2020,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,179.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2020-09-17,11:00,2020,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,145.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2020-11-19,14:00,2020,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,238.000000,ug/l,300.000,maximum,evaluated,1,1,0,
2021-07-06,11:00,2021,NS01ED9111,Shelburne River at Pollard's Falls Bridge,Iron,Total,ug/l,196.000000,ug/l,300.000,maximum,evaluated,1,1,0,
