object_id,fiscal_year,fiscal_year_start,nsbi_sector,nsbi_county,county_is_geographic,deal_type,account_name,place_name,postalcode,nsbi_financial_contribution,has_contribution,latitude,longitude,is_mappable,in_ns_bounds
1,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Northern Business Intelligence,Dartmouth,B3B1T4,10850.00,1,44.70609,-63.59236,1,1
2,2018-2019,2018,Energy,Halifax,1,Business Development Program,Fourth State Energy Incorporated,Halifax,B3J2L4,3750.00,1,44.654755,-63.632286,1,1
3,2018-2019,2018,Advanced Manufacturing,Halifax,1,Business Development Program,Skinfix Inc,Halifax,B3J1R9,8100.00,1,44.645084,-63.570552,1,1
4,2018-2019,2018,ICT (includes Digital Media),Lunenburg,1,Business Development Program,Singolar Inc,Bridgewater,B4V6Y1,15000.00,1,44.4261574,-64.6186263,1,1
5,2018-2019,2018,Life Sciences,Colchester,1,Business Development Program,Truro Herbal Co.,Truro,B2N1M8,15000.00,1,45.371086,-63.298648,1,1
6,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,SimplyCast Interactive Marketing LTD.,Dartmouth,B2W6E2,12500.00,1,44.681461,-63.535262,1,1
7,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,En Point Inc,Halifax,B3J3M8,2520.00,1,44.647395,-63.5727,1,1
8,2018-2019,2018,Life Sciences,Halifax,1,Business Development Program,BlueLight Analytics Inc,Halifax,B3L4G4,25000.00,1,44.642071,-63.620539,1,1
9,2018-2019,2018,Agri-food,Halifax,1,Business Development Program,Ednaturals Bar,Halifax,B3P1H5,2450.00,1,44.617409,-63.610642,1,1
10,2018-2019,2018,Fish & Seafood Processing,Victoria,1,Business Development Program,Victoria Co-Operative Fisheries Ltd,Neils Harbour,B0C1N0,15000.00,1,46.762745,-60.343878,1,1
11,2018-2019,2018,Oceans Technology,Halifax,1,Business Development Program,Focal Technologies Corporation,Dartmouth,B3B1Z4,4775.00,1,44.711855,-63.587502,1,1
12,2018-2019,2018,Agri-food,Halifax,1,Business Development Program,Cove Kombucha,Halifax,B3J2J9,8400.00,1,44.640981,-63.576924,1,1
13,2018-2019,2018,Advanced Manufacturing,Halifax,1,Business Development Program,Dormie Golf Workshop Inc.,Halifax,B3K2Y3,14950.00,1,44.660963,-63.590301,1,1
14,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,B4Checkin Limited,Halifax,B3J3S9,19000.00,1,44.640361,-63.586911,1,1
15,2018-2019,2018,Agri-food,Kings,1,Business Development Program,Barrelling Tide Distillery,Port Williams,B0P1T0,6875.00,1,45.159695,-64.362715,1,1
16,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Fundmetric Incorporated,Halifax,B3J3K3,7500.00,1,44.64335495,-63.57813098,1,1
17,2018-2019,2018,Advanced Manufacturing,Shelburne,1,Business Development Program,Ven-Rez Products Ltd,Shelburne,B0T1W0,16832.00,1,43.66134,-65.41816,1,1
18,2018-2019,2018,Fish & Seafood Processing,Digby,1,Business Development Program,Riverside Lobster International Inc,Meteghan,B0W2J0,15000.00,1,44.158134,-66.258852,1,1
19,2018-2019,2018,Life Sciences,Halifax,1,Business Development Program,Precision BioLogic Incorporated,Dartmouth,B3B0A9,4750.00,1,44.695212,-63.573165,1,1
20,2018-2019,2018,Advanced Manufacturing,Halifax,1,Business Development Program,Duckish Natural Skin Care Limited,Halifax,B3L1K1,9375.00,1,44.649822,-63.595101,1,1
21,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,GeoNavo Positioning Systems Inc,Hammonds Plains,B4B2B8,15000.00,1,44.734087,-63.800164,1,1
22,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Eyeread Inc.,Dartmouth,B3B1E8,15000.00,1,44.694128,-63.613528,1,1
23,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,WarrierTech Inc,Halifax,B3H1Y1,13336.00,1,44.640901,-63.5849,1,1
24,2018-2019,2018,Travel & Accommodation,Halifax,1,Business Development Program,Unleash Surf Inc.,Halifax,B3K3S3,5000.00,1,44.655797,-63.590597,1,1
25,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,THE WELL - CREATIVE CONSULTANTS INC.,Upper Tantallon,B3Z4R3,15000.00,1,44.69243,-63.86772,1,1
26,2018-2019,2018,Fish & Seafood Processing,Digby,1,Business Development Program,BMC Seafoods Ltd,Meteghan,B0W2J0,3200.00,1,44.158134,-66.258852,1,1
27,2018-2019,2018,Life Sciences,Halifax,1,Business Development Program,Atlantic Institute for Resilience Inc.,Halifax,B3H1Y4,13750.00,1,44.640827,-63.585161,1,1
28,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Cribcut,Halifax,B3J3R7,7500.00,1,44.65208895,-63.57614729,1,1
29,2018-2019,2018,Advanced Manufacturing,Halifax,1,Business Development Program,Sealand Building Group Inc,Halifax,B4B1G2,22500.00,1,44.724533,-63.741086,1,1
30,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Keeping Roads Safe Technologies Inc,Bedford,B4B1H1,2850.00,1,44.722456,-63.710231,1,1
31,2018-2019,2018,Agri-food,Antigonish,1,Business Development Program,Tony's Meats Ltd,Antigonish,B2G2L2,5980.00,1,45.654903,-61.944846,1,1
32,2018-2019,2018,Energy,Pictou,1,Business Development Program,Stark International Inc,New Glasgow,B2H2T3,7500.00,1,45.58895964,-62.6438518,1,1
33,2018-2019,2018,Agri-food,Halifax,1,Business Development Program,Made With Local Snack Foods Inc.,Dartmouth,B2Y2V9,15750.00,1,44.669949,-63.568797,1,1
34,2018-2019,2018,Life Sciences,Hants,1,Business Development Program,BioMedica Diagnostics Inc,Windsor,B0N2T0,13500.00,1,44.819594,-64.318054,1,1
35,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,InterTalk Critical Information Systems Inc,Dartmouth,B3B1J4,14850.00,1,44.704132,-63.611144,1,1
36,2018-2019,2018,Life Sciences,Halifax,1,Business Development Program,Bend Beauty Inc.,Halifax,B3J1C7,10000.00,1,44.639639,-63.577291,1,1
37,2018-2019,2018,Agri-food,Antigonish,1,Business Development Program,Peace By Chocolate Inc.,Antigonish,B2G2G8,15000.00,1,45.62856001,-61.97936724,1,1
38,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Hanatech IOT Inc.,Bedford,B4A1E8,15000.00,1,44.733116,-63.655971,1,1
39,2018-2019,2018,Agri-food,Halifax,1,Business Development Program,Made With Local Snack Foods Inc.,Dartmouth,B2Y2V9,2100.00,1,44.669949,-63.568797,1,1
40,2018-2019,2018,Agri-food,Halifax,1,Business Development Program,Chocolate Hackers,Halifax,B3K2H7,375.00,1,44.665088,-63.604915,1,1
41,2018-2019,2018,Agri-food,Lunenburg,1,Business Development Program,Terra Beata,Bridgewater,B0J2C0,5500.00,1,44.37635,-64.309889,1,1
42,2018-2019,2018,Business Services,Halifax,1,Business Development Program,DBR Resources LTD.,Waverley,B2R1T3,7469.00,1,44.785742,-63.598026,1,1
43,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Grey Lit Matters Inc,Halifax,B3P1A8,7560.00,1,44.630968,-63.608219,1,1
44,2018-2019,2018,Advanced Manufacturing,Halifax,1,Business Development Program,DynaGen Technologies Incorporated,Dartmouth,B3B1W8,14775.00,1,44.70058,-63.579683,1,1
45,2018-2019,2018,Agri-food,Cape Breton,1,Business Development Program,Classic Fine Foods,Edwardsville,B2A4S6,4597.00,1,46.15678026,-60.22160264,1,1
46,2018-2019,2018,Business Services,Antigonish,1,Business Development Program,Spark Engagement Inc,Antigonish,B2G2L2,15000.00,1,45.654903,-61.944846,1,1
47,2018-2019,2018,ICT (includes Digital Media),Cape Breton,1,Business Development Program,Marcato Digital Solutions Inc,Sydney,B1P6J1,9975.00,1,46.083533,-60.224927,1,1
48,2018-2019,2018,Business Services,Halifax,1,Business Development Program,EfficiencyOne Services Inc,Dartmouth,B3B1G5,2875.00,1,44.69816,-63.605171,1,1
49,2018-2019,2018,Fish & Seafood Processing,Halifax,1,Business Development Program,3231974 NOVA SCOTIA LIMITED o/a Do Lobster,Eastern Passage,B3G1M4,7250.00,1,44.612474,-63.494322,1,1
50,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Bereda Training Inc.,Halifax,B3J3K5,15000.00,1,44.644489,-63.572554,1,1
51,2018-2019,2018,Business Services,Halifax,1,Business Development Program,Iris Booth Incorporated,Halifax,B3K2Z8,8000.00,1,44.651755,-63.581653,1,1
52,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Densitas Inc,Halifax,B3H3Z1,15000.00,1,44.637136,-63.59645,1,1
53,2018-2019,2018,Fish & Seafood Processing,Halifax,1,Business Development Program,Atlantic Sea Cucumber Ltd,Hacketts Cove,B3Z3K7,15000.00,1,44.662435,-63.757708,1,1
54,2018-2019,2018,Advanced Manufacturing,Halifax,1,Business Development Program,Rx Security Inc.,Bedford,B4A2T3,15000.00,1,44.737949,-63.646705,1,1
55,2018-2019,2018,Agri-food,Kings,1,Business Development Program,Tangled Garden,Grand Pre,B0P1M0,5700.00,1,45.095031,-64.285653,1,1
56,2018-2019,2018,Advanced Manufacturing,Cape Breton,1,Business Development Program,Advanced Glazings Ltd,Sydney,B1P6R7,15000.00,1,46.143671,-60.19332,1,1
57,2018-2019,2018,Agri-food,Kings,1,Business Development Program,Benjamin Bridge Vineyards,Wolfville,B4P2R1,6000.00,1,45.013938,-64.403589,1,1
58,2018-2019,2018,Advanced Manufacturing,Cape Breton,1,Business Development Program,Rotofast Inc,Cape Breton,B1P4L8,9075.00,1,46.129316,-60.183097,1,1
59,2018-2019,2018,Engineering & Professional,Halifax,1,Business Development Program,Novate Systems Inc.,Dartmouth,B3B1P7,7000.00,1,44.70527104,-63.61637086,1,1
60,2018-2019,2018,Business Services,Pictou,1,Business Development Program,Safety Made Easy Basic Training,New Glasgow,B2H2B9,4250.00,1,45.58971,-62.655446,1,1
61,2018-2019,2018,Advanced Manufacturing,Shelburne,1,Business Development Program,Allendale Electronics Ltd,Lockeport,B0T1L0,12306.00,1,43.71839,-65.12347,1,1
62,2018-2019,2018,Life Sciences,Halifax,1,Business Development Program,Bend Beauty Inc.,Halifax,B3J1C7,15000.00,1,44.639639,-63.577291,1,1
63,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,MindSea Development Incorporated,Halifax,B3J3M8,25000.00,1,44.647395,-63.5727,1,1
64,2018-2019,2018,Agri-food,Kings,1,Business Development Program,Just Us! Coffee Roasters Co-op Ltd,Wolfville,B4P2R3,2500.00,1,45.068884,-64.348807,1,1
65,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Site 2020 Inc.,Dartmouth,B3B1L3,25000.00,1,44.704755,-63.595664,1,1
66,2018-2019,2018,Life Sciences,Halifax,1,Business Development Program,Athletigen Technologies Inc,Halifax,B3J1G1,25000.00,1,44.64341829,-63.57539255,1,1
67,2018-2019,2018,Life Sciences,Halifax,1,Business Development Program,Spring Loaded Technology Incorporated,Halifax,B3K1P5,25000.00,1,44.653518,-63.596475,1,1
68,2021-2022,2021,Oceans Technology,Halifax,1,EDP2,Ashored Inc.,Bedford,B4A 2T3,20000.00,1,44.737674,-63.647648,1,1
69,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Boondoc Technologies Inc (The Rounds),Halifax,B3K4X5,8063.00,1,44.662185,-63.611268,1,1
70,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,Dragon Veterinary Canada Limited,Bedford,B4A1H4,15000.00,1,44.711731,-63.674559,1,1
71,2018-2019,2018,Advanced Manufacturing,Halifax,1,Business Development Program,The 7 Virtues Beauty Inc,Halifax,B3H1B1,15000.00,1,44.624597,-63.574296,1,1
72,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,902HipHop Inc.,Halifax,B3K4N7,15000.00,1,44.654736,-63.594931,1,1
73,2018-2019,2018,ICT (includes Digital Media),Lunenburg,1,Business Development Program,Sales Beacon,Brooklyn,B0J1H0,6000.00,1,44.055473,-64.710851,1,1
74,2018-2019,2018,Oceans Technology,Halifax,1,Business Development Program,MetOcean Telematics Limited,Dartmouth,B3B1R9,24750.00,1,44.699403,-63.595049,1,1
75,2018-2019,2018,Agri-food,Halifax,1,Business Development Program,Blue Harbour Cheese Incorporated,Halifax,B3K4S7,3750.00,1,44.665687,-63.611255,1,1
76,2018-2019,2018,Energy,Halifax,1,Business Development Program,Novonix Battery Testing Services Inc,Bedford,B4B1H1,15000.00,1,44.722456,-63.710231,1,1
77,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Business Development Program,InnovaSea Marine Systems Canada Inc DBA Vemco,Hammonds Plains,B4B1L9,15000.00,1,44.700635,-63.754376,1,1
78,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Current Studios Inc,Halifax,B3J3X8,8713.00,1,44.64669,-63.576767,1,1
79,2018-2019,2018,Business Services,Cape Breton,1,Export Growth Program,Live Stor Sydney Limited,Sydney,B1L1B8,1730.00,1,46.12185596,-60.23984215,1,1
80,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,R&G Strategic Inc,Halifax,B3K5J7,3375.00,1,44.64722055,-63.59056367,1,1
81,2018-2019,2018,Film Production,Antigonish,1,Export Growth Program,Scope Digital Media,Antigonish,B2G2K8,1718.00,1,45.551584,-62.101446,1,1
82,2018-2019,2018,Film Production,Pictou,1,Export Growth Program,Skye Larke Productions Limited,River John,B0K1N0,5175.00,1,45.747988,-63.041939,1,1
83,2018-2019,2018,Life Sciences,Cape Breton,1,Export Growth Program,Talem Health Analytics Inc,Sydney,B1R1L8,4150.00,1,46.14076562,-60.218301,1,1
84,2018-2019,2018,Film Production,Halifax,1,Export Growth Program,Digital Cinema Labs Inc.,Halifax,B3H2V1,1600.00,1,44.632871,-63.573651,1,1
85,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Grey Lit Matters Inc,Halifax,B3P1A8,875.00,1,44.630968,-63.608219,1,1
86,2018-2019,2018,Energy,Halifax,1,Export Growth Program,Roswall Development Incorporated,Halifax,B3M2L3,9200.00,1,44.683287,-63.66099,1,1
87,2018-2019,2018,Engineering & Professional,Halifax,1,Export Growth Program,EcoPilot Canada Inc.,Halifax,B3J3L7,5520.00,1,44.649083,-63.575048,1,1
88,2018-2019,2018,Agri-food,Halifax,1,Export Growth Program,Made With Local Snack Foods Inc.,Dartmouth,B2Y2V9,500.00,1,44.669949,-63.568797,1,1
89,2018-2019,2018,Film Production,Halifax,1,Export Growth Program,"Accomplice Content Supply Co., Inc.",Halifax,B3K4C6,5418.00,1,44.655027,-63.593146,1,1
90,2018-2019,2018,Agri-food,Halifax,1,Export Growth Program,Beyond Food Inc.,Dartmouth,B3B1W2,4717.00,1,44.698469,-63.580528,1,1
91,2018-2019,2018,Agri-food,Halifax,1,Export Growth Program,Chain-Yard Cider Inc,Halifax,B3K4C8,2209.00,1,44.655519,-63.593851,1,1
92,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Content Bloom Inc,Bedford,B4A1C6,2105.00,1,44.724611,-63.669301,1,1
93,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,East Coast School of Languages (ECSL),Halifax,B3J1V6,7206.00,1,44.646015,-63.571891,1,1
94,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Eli Technology,Halifax,B3H2R9,15000.00,1,44.636975,-63.573015,1,1
95,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,GeoNavo Positioning Systems Inc,Hammonds Plains,B4B2B8,7350.00,1,44.734087,-63.800164,1,1
96,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,InterTalk Critical Information Systems Inc,Dartmouth,B3B1J4,15939.00,1,44.704132,-63.611144,1,1
97,2018-2019,2018,Energy,Halifax,1,Export Growth Program,Jaza Energy Inc.,Halifax,B3L1Y9,15650.00,1,44.655819,-63.606168,1,1
98,2018-2019,2018,Agri-food,Kings,1,Export Growth Program,Just Us! Coffee Roasters Co-op Ltd,Wolfville,B4P2R3,4051.00,1,45.068884,-64.348807,1,1
99,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Kula Partners Inc.,Halifax,B3J3X8,1665.00,1,44.64669,-63.576767,1,1
100,2018-2019,2018,Creative Industries,Cape Breton,1,Export Growth Program,Lisa Young Lee Inc.,North Sydney,B2A2S1,3350.00,1,46.208616,-60.251151,1,1
101,2018-2019,2018,Agri-food,Cape Breton,1,Export Growth Program,McFadgen's Bakery Limited,Glace Bay,B1A3V6,507.00,1,46.20367769,-59.95500857,1,1
102,2018-2019,2018,Mining & Mineral Products,Halifax,1,Export Growth Program,Mercator Geological Services Limited,Dartmouth,B2Y1G4,2187.00,1,44.666973,-63.566451,1,1
103,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Mobia Technology Innovations,Dartmouth,B3B0B3,25000.00,1,44.7091,-63.591479,1,1
104,2018-2019,2018,Film Production,Halifax,1,Export Growth Program,Pictou Twist Pictures Inc,Halifax,B3J1J7,5575.00,1,44.645217,-63.573178,1,1
105,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,PitchPerfect Software Inc. operating as Proposify,Halifax,B3J2A2,25000.00,1,44.646512,-63.573726,1,1
106,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,RIMOT.IO Inc,Dartmouth,B2Y4M9,2533.00,1,44.660305,-63.542698,1,1
107,2018-2019,2018,Film Production,Halifax,1,Export Growth Program,Sand To Sky Productions,Blind Bay,B3Z1M2,3287.00,1,44.662427,-63.757708,1,1
108,2018-2019,2018,Agri-food,Pictou,1,Export Growth Program,Seafoam Lavender Company,River John,B0K1N0,1240.00,1,45.747988,-63.041939,1,1
109,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Shift,Head Of St Margarets Bay,B3Z1X8,1300.00,1,44.680846,-63.919943,1,1
110,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Site 2020 Inc.,Dartmouth,B3B1L3,7050.00,1,44.704755,-63.595664,1,1
111,2018-2019,2018,Agri-food,Antigonish,1,Export Growth Program,Steinhart Distillery Limited,Antigonish,B2G2L1,5550.00,1,45.566847,-62.155396,1,1
112,2018-2019,2018,ICT (includes Digital Media),Cape Breton,1,Export Growth Program,Synclavier Digital Corporation Ltd.,D'Escousse,B0E1K0,2382.00,1,45.53269,-61.010749,1,1
113,2018-2019,2018,Advanced Manufacturing,Halifax,1,Export Growth Program,Ultra Electronics Maritime Systems,Dartmouth,B2Y4N2,1662.00,1,44.649583,-63.545652,1,1
114,2018-2019,2018,Film Production,Halifax,1,Export Growth Program,Waterstar Entertainment Inc.,Halifax,B3H2V2,3412.00,1,44.632873,-63.573653,1,1
115,2018-2019,2018,Fish & Seafood Processing,Inverness,1,Export Growth Program,Waycobah Contracting Incorporated,Whycocomagh,B0E3M0,1730.00,1,46.081461,-60.965235,1,1
116,2018-2019,2018,Fish & Seafood Processing,Halifax,1,Export Growth Program,Afishionado Fish Mongers Inc,Bedford,B4A4J8,6132.00,1,44.723596,-63.653467,1,1
117,2018-2019,2018,Aerospace & Defence,Halifax,1,Export Growth Program,Bluedrop Training & Simulation Inc.,Halifax,B3S1N2,2192.00,1,44.656068,-63.669584,1,1
118,2018-2019,2018,Agri-food,Halifax,1,Export Growth Program,Compass Distillers,Halifax,B3K4C4,1027.00,1,44.654497,-63.592367,1,1
119,2018-2019,2018,Energy,Halifax,1,Export Growth Program,Fourth State Energy Incorporated,Halifax,B3J2L4,15000.00,1,44.654755,-63.632286,1,1
120,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Iris Booth Incorporated,Halifax,B3K2Z8,7100.00,1,44.651755,-63.581653,1,1
121,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Keeping Roads Safe Technologies Inc,Bedford,B4B1H1,6400.00,1,44.722456,-63.710231,1,1
122,2018-2019,2018,Agri-food,Lunenburg,1,Export Growth Program,Muwin Estate Wines Ltd,New Ross,B0J2M0,4850.00,1,44.706544,-63.916747,1,1
123,2018-2019,2018,Advanced Manufacturing,Guysborough,1,Export Growth Program,The Soap Company of Nova Scotia Ltd,Sherbrooke,B0J3C0,1800.00,1,45.193706,-62.026841,1,1
124,2018-2019,2018,Film Production,Halifax,1,Export Growth Program,Topsail Productions Ltd.,Halifax,B3J1J7,2500.00,1,44.645217,-63.573178,1,1
125,2018-2019,2018,Agri-food,Halifax,1,Export Growth Program,2 Crows Brewing Ltd,Halifax,B3J2G7,2775.00,1,44.649349,-63.578146,1,1
126,2018-2019,2018,Agri-food,Halifax,1,Export Growth Program,Baie Run Pet Products Inc,Halifax,B3J3N2,5212.00,1,44.65201157,-63.57606155,1,1
127,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Cartoon Conrad Productions Inc,Beaver Bank,B4G1C5,8411.00,1,44.853799,-63.691467,1,1
128,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Fit First Holdings Inc.,Dartmouth,B3B1X2,5050.00,1,44.710189,-63.595848,1,1
129,2018-2019,2018,Engineering & Professional,Halifax,1,Export Growth Program,Imaginal Ventures Inc.,Halifax,B3K5T9,794.00,1,44.662753,-63.590281,1,1
130,2018-2019,2018,Agri-food,Halifax,1,Export Growth Program,JusNova Agriculture Ltd,Halifax,B3M1N1,3550.00,1,44.66397,-63.641789,1,1
131,2018-2019,2018,Advanced Manufacturing,Halifax,1,Export Growth Program,Skinfix Inc,Halifax,B3J1R9,15000.00,1,44.645084,-63.570552,1,1
132,2018-2019,2018,Energy,Pictou,1,Export Growth Program,Stark International Inc,New Glasgow,B2H2T3,2000.00,1,45.58895964,-62.6438518,1,1
133,2018-2019,2018,Business Services,Digby,1,Export Growth Program,Stratigro Business Consulting,Meteghan,B0W2J0,2775.00,1,44.158134,-66.258852,1,1
134,2018-2019,2018,Oceans Technology,Halifax,1,Export Growth Program,4Deep Inwater Imaging,Halifax,B4B1G2,1800.00,1,44.724533,-63.741086,1,1
135,2018-2019,2018,Fish & Seafood Processing,Halifax,1,Export Growth Program,Blois Fish Processing Automation Limited,Dartmouth,B2V2S7,850.00,1,44.653288,-63.476576,1,1
136,2018-2019,2018,Agri-food,Halifax,1,Export Growth Program,Maritime Gourmet Mushrooms Inc,Halifax,B3M3Y8,2202.00,1,44.676453,-63.667551,1,1
137,2018-2019,2018,Agri-food,Antigonish,1,Export Growth Program,Steinhart Distillery Limited,Antigonish,B2G2L1,1175.00,1,45.566847,-62.155396,1,1
138,2018-2019,2018,Advanced Manufacturing,Shelburne,1,Export Growth Program,Ven-Rez Products Ltd,Shelburne,B0T1W0,3492.00,1,43.66134,-65.41816,1,1
139,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Atlantic Flight Attendant Academy,Halifax,B3H3Y4,3000.00,1,44.632239,-63.593557,1,1
140,2018-2019,2018,Agri-food,Cape Breton,1,Export Growth Program,Breton Brewing Co,Sydney,B1R1V7,3000.00,1,46.116106,-60.229829,1,1
141,2018-2019,2018,Advanced Manufacturing,Lunenburg,1,Export Growth Program,Lunenburg County Shipwrights Inc.,Bridgewater,B0J2C0,2278.00,1,44.37635,-64.309889,1,1
142,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Raised Performance Media Inc.,Halifax,B3J2A4,3662.00,1,44.647278,-63.574131,1,1
143,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,SalesRight Technologies Inc,Halifax,B3J3K5,750.00,1,44.644489,-63.572554,1,1
144,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Sayle Group Inc,Hammonds Plains,B4B1W8,4925.00,1,44.757498,-63.777975,1,1
145,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Youx Systems Inc.,Halifax,B3S1N5,512.00,1,44.66025623,-63.67319911,1,1
146,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,6 Joe's Software Inc.,Halifax,B3J3K5,11000.00,1,44.644489,-63.572554,1,1
147,2018-2019,2018,Agri-food,Kings,1,Export Growth Program,Barrelling Tide Distillery,Port Williams,B0P1T0,1700.00,1,45.159695,-64.362715,1,1
148,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Downeast Entertainment & Meeting Specialists Limited,Halifax,B3J3K8,7359.00,1,44.648408,-63.57472,1,1
149,2018-2019,2018,Clothing & Textiles,Halifax,1,Export Growth Program,Hand Maiden Fine Yarn Inc.,Halifax,B3K4E8,3551.00,1,44.659252,-63.598985,1,1
150,2018-2019,2018,Oceans Technology,Halifax,1,Export Growth Program,Maritime bioLoggers Inc.,Dartmouth,B2Y2W1,2318.00,1,44.667535,-63.56358,1,1
151,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Momentum IT Group,Halifax,B3J1Y2,4572.00,1,44.64012,-63.570421,1,1
152,2018-2019,2018,Energy,Halifax,1,Export Growth Program,New Colliers Ltd,Waverley,B2R1H2,545.00,1,44.77831405,-63.58709433,1,1
153,2018-2019,2018,Oceans Technology,Cape Breton,1,Export Growth Program,Pelagis Data Solutions,Point Edward,B2A4R2,1050.00,1,46.162688,-60.276693,1,1
154,2018-2019,2018,Energy,Halifax,1,Export Growth Program,Roswall Development Incorporated,Halifax,B3M2L3,3100.00,1,44.683287,-63.66099,1,1
155,2018-2019,2018,Film Production,Halifax,1,Export Growth Program,Ziah Frost Media Inc.,Halifax,B3M1B9,4315.00,1,44.652447,-63.650476,1,1
156,2018-2019,2018,Fish & Seafood Processing,Halifax,1,Export Growth Program,Breakers Fish Co Ltd,Halifax,B3L2C2,3500.00,1,44.653612,-63.627898,1,1
157,2018-2019,2018,ICT (includes Digital Media),Kings,1,Export Growth Program,FoodByte Inc,Wolfville,B4P2R6,850.00,1,45.0890494,-64.36820119,1,1
158,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Foundation Marketing Services Inc.,Halifax,B3M4C5,5605.00,1,44.661222,-63.635894,1,1
159,2018-2019,2018,Advanced Manufacturing,Halifax,1,Export Growth Program,Graphite Innovation and Technologies Inc.,Dartmouth,B2Y4M9,2900.00,1,44.660305,-63.542698,1,1
160,2018-2019,2018,ICT (includes Digital Media),Cape Breton,1,Export Growth Program,Mimir Networks Corporation,Sydney,B1P1V2,9475.00,1,46.1362829,-60.19056497,1,1
161,2018-2019,2018,Film Production,Halifax,1,Export Growth Program,Portara Pictures Incorporated,Duncan Cove,B3V1K4,4983.00,1,44.713309,-63.788549,1,1
162,2018-2019,2018,ICT (includes Digital Media),Cape Breton,1,Export Growth Program,Securicy Data Solutions Ltd,Sydney,B1P1C6,3114.00,1,46.13911828,-60.19501343,1,1
163,2018-2019,2018,Oceans Technology,Halifax,1,Export Growth Program,Sedna Tech,Dartmouth,B2Y2W1,2750.00,1,44.667535,-63.56358,1,1
164,2018-2019,2018,Agri-food,Antigonish,1,Export Growth Program,Steinhart Distillery Limited,Antigonish,B2G2L1,2100.00,1,45.566847,-62.155396,1,1
165,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Strongest Families Institute,Lower Sackville,B4C4E6,3423.00,1,44.7606098,-63.65843038,1,1
166,2018-2019,2018,Business Services,Halifax,1,Export Growth Program,Success Through Trust Inc,Halifax,B3L2H3,3125.00,1,44.648102,-63.626126,1,1
167,2018-2019,2018,ICT (includes Digital Media),Halifax,1,Export Growth Program,Deprolabs Technology Inc.,Halifax,B3S1G5,2800.00,1,44.672237,-63.673695,1,1
