object_id,fiscal_year,fiscal_year_start,nsbi_sector,nsbi_county,county_is_geographic,deal_type,account_name,place_name,postalcode,nsbi_financial_contribution,has_contribution,latitude,longitude,is_mappable,in_ns_bounds
2182,2021-2022,2021,Creative Industries,Halifax,1,EDP2,Doodlelovely Incorporated,Hubbards,B0J 1T0,5250.00,1,44.627527,-64.038096,1,1
2183,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP 1,Dormie Golf Workshop Inc.,Halifax,B3K 5A5,3931.00,1,44.664436,-63.619407,1,1
2184,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP3,Dormie Golf Workshop Inc.,Halifax,B3K 5A5,19650.00,1,44.664436,-63.619407,1,1
2185,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP 1,Dormie Golf Workshop Inc.,Halifax,B3K 5A5,6350.00,1,44.664436,-63.619407,1,1
2186,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,DPP Golf Inc.,Halifax,B3J 2V1,3000.00,1,44.651839,-63.575819,1,1
2187,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,DPP Golf Inc.,Halifax,B3J 2V1,21562.00,1,44.651839,-63.575819,1,1
2188,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP 1,DPP Golf Inc.,Halifax,B3J 2V1,14400.00,1,44.651839,-63.575819,1,1
2189,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP 1,DPP Golf Inc.,Halifax,B3J 2V1,1232.00,1,44.651839,-63.575819,1,1
2190,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,DPP Golf Inc.,Halifax,B3J 2V1,5000.00,1,44.651839,-63.575819,1,1
2191,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP2,Duckish Natural Skin Care Limited,Halifax,B3L 1K1,7938.00,1,44.649644,-63.595864,1,1
2192,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP2,Duckish Natural Skin Care Limited,Halifax,B3L 1K1,17750.00,1,44.649644,-63.595864,1,1
2193,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP3,Duckish Natural Skin Care Limited,Halifax,B3L 1K1,1092.00,1,44.649644,-63.595864,1,1
2194,2021-2022,2021,Agri-food,Kings,1,PIVP,Dykeview Farms Limited,Centreville,B0P 1J0,25000.00,1,45.135585,-64.47253,1,1
2195,2021-2022,2021,Agri-food,Halifax,1,EDP2,Earthli Plant-Powered Superfoods Inc.,Halifax,B0N 2T0,2500.00,1,44.64408,-63.601889,1,1
2196,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP2,Eastern Slopes Directional Drilling Incorporated,Tantallon,B3T 1P3,11600.00,1,44.604133,-63.673236,1,1
2197,2021-2022,2021,Fish & Seafood Processing,Halifax,1,EDP2,E-Avigator Commerce Limited,Halifax,B3M 2L8,30000.00,1,44.604668,-63.60221,1,1
2198,2021-2022,2021,Advanced Manufacturing,Kings,1,EDP3,Eden Valley Poultry Incorporated,Berwick,B0P 1E0,8640.00,1,45.622524,-61.993002,1,1
2199,2021-2022,2021,ICT (includes Digital Media),Lunenburg,1,EDP 1,Electric Puppets Incorporated,Chester,B0J 1J0,1806.00,1,44.681191,-64.290397,1,1
2200,2021-2022,2021,ICT (includes Digital Media),Lunenburg,1,EDP 1,Electric Puppets Incorporated,Chester,B0J 1J0,1350.00,1,44.681191,-64.290397,1,1
2201,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Eli Technology Inc.,Halifax,B3M 2L4,30000.00,1,44.67976,-63.652145,1,1
2202,2021-2022,2021,ICT (includes Digital Media),Hants,1,EDP2,En Point Inc.,Enfield,B2T 1J9,7500.00,1,44.951024,-63.530857,1,1
2203,2021-2022,2021,Agri-food,Halifax,1,EDP2,Eness Inc.,Halifax,B3N 0C3,5814.00,1,44.632062,-63.632014,1,1
2204,2021-2022,2021,Engineering & Professional,Halifax,1,EDP 1,Enginuity Inc.,Halifax,B3P 1M1,7431.00,1,44.61825,-63.614924,1,1
2205,2021-2022,2021,Oceans Technology,Halifax,1,PIVP,EOceans Research and Consulting Inc.,Dartmouth,B2Y1T7,25000.00,1,44.674359,-63.555929,1,1
2206,2021-2022,2021,Energy,Halifax,1,PIVP,Eosense Inc.,Dartmouth,B3B 1S1,15000.00,1,44.700116,-63.594455,1,1
2207,2021-2022,2021,Energy,Halifax,1,EDP 1,Eosense Inc.,Dartmouth,B3B 1S1,2638.00,1,44.700116,-63.594455,1,1
2208,2021-2022,2021,Energy,Halifax,1,EDP 1,Eosense Inc.,Dartmouth,B3B 1S1,8600.00,1,44.700116,-63.594455,1,1
2209,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP 1,Erebor Management Ltd.,Hubley,B3Z 1A7,11100.00,1,44.66521,-63.794029,1,1
2210,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Esti-Mateonline.Com Limited,Halifax,B3K5A8,8520.00,1,44.661867,-63.619799,1,1
2211,2021-2022,2021,Business Services,Cape Breton,1,EDP3,Ethical Swag Inc.,Sydney,B1P 6A7,15375.00,1,46.142689,-60.196187,1,1
2212,2021-2022,2021,Finance & Insurance,Halifax,1,PRB,EUI Limited doing business as Admiral Insurance Services,Halifax,B3L 0B7,2400000.00,1,44.64471131,-63.6181733,1,1
2213,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP 1,Eye Catch Signs Limited,Dartmouth,B3M 1M3,14225.00,1,44.711171,-63.601235,1,1
2214,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP 1,Eyecandy Signs Inc.,Halifax,B3K 4C7,3892.00,1,44.656978,-63.595676,1,1
2215,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Eyeread Inc.,Lakeside,B3K 3A9,30000.00,1,44.651282,-63.582299,1,1
2216,2021-2022,2021,Clothing & Textiles,Halifax,1,PIVP,Fairechild Inc.,Dartmouth,B2Y 4V9,15000.00,1,44.657159,-63.540412,1,1
2217,2021-2022,2021,Fish & Seafood Processing,Halifax,1,EDP 1,Fathom Fish & Seafood Inc.,Halifax,B3S 1N2,1714.00,1,44.655727,-63.670804,1,1
2218,2021-2022,2021,Engineering & Professional,Halifax,1,EDP3,Fathom Studio Inc.,Dartmouth,B2Y 4V7,24444.00,1,44.670234,-63.562759,1,1
2219,2021-2022,2021,Creative Industries,Halifax,1,EDP2,Fibres Of Life Inc.,Halifax,B3K4R7,6646.00,1,44.662347,-63.606336,1,1
2220,2021-2022,2021,Life Sciences,Halifax,1,EDP2,FIVAmed Inc.,Halifax,B3B 1M1,10000.00,1,44.61825,-63.614924,1,1
2221,2021-2022,2021,Other,Halifax,1,EDP 1,Fleur de Leaf Cannabis Corporation,Bedford,B3B 1C6,2577.00,1,44.700127,-63.597513,1,1
2222,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Flolab Data Services Inc.,Bedford,B4B0Z8,12500.00,1,44.790336,-63.664513,1,1
2223,2021-2022,2021,Business Services,Cape Breton,1,EDP3,Flourish Management Consulting Inc.,Sydney Mines,B1V 1A1,7649.00,1,46.217336,-60.235399,1,1
2224,2021-2022,2021,Business Services,Halifax,1,EDP2,Formula Consulting Inc.,Halifax,B3J 0A1,30000.00,1,44.645078,-63.57133,1,1
2225,2021-2022,2021,Business Services,Halifax,1,EDP2,Foundation Marketing Services Inc.,Dartmouth,B3A3S9,22750.00,1,44.679494,-63.564944,1,1
2226,2021-2022,2021,Creative Industries,Lunenburg,1,EDP3,Full Frequency Recording Studio,Bridgewater,B4V 2M1,5625.00,1,44.375854,-64.52672,1,1
2227,2021-2022,2021,Other,Halifax,1,EDP2,Fumes Rolling Papers Inc.,Dartmouth,B3K 2W9,2818.00,1,44.72742,-63.6447,1,1
2228,2021-2022,2021,Other,Halifax,1,EDP 1,Fumes Rolling Papers Inc.,Dartmouth,B3K 2W9,3175.00,1,44.72742,-63.6447,1,1
2229,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Fundmetric Incorporated,Halifax,B3J3K3,15000.00,1,44.64338,-63.578136,1,1
2230,2021-2022,2021,Agri-food,Halifax,1,EDP2,Fundy Drinks Ltd.,Halifax,B3J 3J8,18200.00,1,44.649361,-63.578141,1,1
2231,2021-2022,2021,Agri-food,Halifax,1,EDP2,Fundy Drinks Ltd.,Halifax,B3J 3J8,11800.00,1,44.649361,-63.578141,1,1
2232,2021-2022,2021,Business Services,Halifax,1,EDP2,FUTURE ACCOUNTING,Halifax,B3L 2C1,20000.00,1,44.653637,-63.627413,1,1
2233,2021-2022,2021,Aerospace & Defence,Halifax,1,EDP 1,Galaxia Mission Systems Inc.,Halifax,B3P 0A1,2946.00,1,44.65028336,-63.57319027,1,1
2234,2021-2022,2021,Aerospace & Defence,Halifax,1,EDP2,Galaxia Mission Systems Inc.,Halifax,B3P 0A1,5000.00,1,44.65028336,-63.57319027,1,1
2235,2021-2022,2021,Agri-food,Inverness,1,PIVP,Galloping Cows Farm Market and Fine Foods,Port Hood,B0E 2W0,25000.00,1,46.018256,-61.486338,1,1
2236,2021-2022,2021,Energy,Antigonish,1,EDP2,GeoHazard Integrity AI Inc.,Havre Boucher,B0H 1P0,9000.00,1,45.652512,-61.534065,1,1
2237,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP2,Global Precision Signage Inc.,Bedford,B3M 2Y9,2750.00,1,44.726163,-63.707516,1,1
2238,2021-2022,2021,Aerospace & Defence,Halifax,1,EDP 1,Global Spatial Technology Solutions Inc.,Dartmouth,B2Y 4M9,10892.00,1,44.660581,-63.543154,1,1
2239,2021-2022,2021,Fish & Seafood Processing,Halifax,1,EDP3,Golden Alliance Canada Inc.,Dartmouth,B2Y 3G6,15000.00,1,44.677957,-63.552215,1,1
2240,2021-2022,2021,Advanced Manufacturing,Halifax,1,PIVP,Graphite Innovation and Technologies Inc.,Dartmouth,B2Y 4M9,25000.00,1,44.660581,-63.543154,1,1
2241,2021-2022,2021,Energy,Halifax,1,EDP2,Green Power Labs Inc.,Dartmouth,B2Y 4M9,28300.00,1,44.660581,-63.543154,1,1
2242,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP3,Greenii Inc.,Halifax,B3M 3M9,3672.00,1,44.66026,-63.654756,1,1
2243,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Greenii Inc.,Halifax,B3M 3M9,6000.00,1,44.66026,-63.654756,1,1
2244,2021-2022,2021,Business Services,Pictou,1,EDP 1,Greenoil Solutions Limited,New Glasgow,B2H 5C4,2341.00,1,45.601411,-62.576078,1,1
2245,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Grey Lit Matters Inc.,Halifax,B3P 1A8,30000.00,1,44.63024,-63.605803,1,1
2246,2021-2022,2021,Business Services,Hants,1,PIVP,Happy Community Project Limited,Ellershouse,B0N 1L0,15000.00,1,44.971177,-64.017193,1,1
2247,2021-2022,2021,Oceans Technology,Halifax,1,EDP 1,Happy Fish Technologies Inc.,Dartmouth,B2Y 4T5,5950.00,1,44.661853,-63.556396,1,1
2248,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Harbr Inc.,Halifax,B3J 3K5,30000.00,1,44.64422,-63.572526,1,1
2249,2021-2022,2021,Agri-food,Halifax,1,EDP2,HaskaPower Inc.,Bedford,B4A 1E5,6000.00,1,44.731316,-63.659321,1,1
2250,2021-2022,2021,Business Services,Lunenburg,1,PIVP,Helping Nature Heal Inc.,Bridgewater,B4V 2V2,15000.00,1,44.383782,-64.523332,1,1
2251,2021-2022,2021,Business Services,Lunenburg,1,EDP2,Helping Nature Heal Inc.,Bridgewater,B4V 2V2,4860.00,1,44.383782,-64.523332,1,1
2252,2021-2022,2021,Business Services,Halifax,1,EDP2,HFX. Learning Centres Inc.,Halifax,B3L 2V9,20000.00,1,44.652653,-63.607507,1,1
2253,2021-2022,2021,Business Services,Halifax,1,EDP2,HFX. Learning Centres Inc.,Halifax,B3L 2V9,8684.00,1,44.652653,-63.607507,1,1
2254,2021-2022,2021,Business Services,Halifax,1,EDP2,Hiyou Global Inc.,Halifax,B3H 2V9,14800.00,1,44.634163,-63.575787,1,1
2255,2021-2022,2021,Business Services,Halifax,1,EDP3,Hiyou Global Inc.,Halifax,B3H 2V9,10000.00,1,44.634163,-63.575787,1,1
2256,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP2,"Hook, Line & Tinker Embroidery Kits Inc.",Ketch Harbour,B3R1Y9,3448.00,1,44.486828,-63.558678,1,1
2257,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP 1,Huminah Huminah Animation Limited,Dartmouth,B2Y 3P2,5600.00,1,45.64803,-64.052602,1,1
2258,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP 1,Huminah Huminah Animation Limited,Dartmouth,B2Y 3P2,2156.00,1,45.64803,-64.052602,1,1
2259,2021-2022,2021,Agri-food,Halifax,1,EDP2,I C Shore Halifax Distilling Company Inc.,Halifax,B3J 1S4,30000.00,1,44.647216,-63.571168,1,1
2260,2021-2022,2021,ICT (includes Digital Media),Halifax,1,PRB,IBM Canada Limited/IBM Canada LimitÃƒÂ©e,Bedford,B4B 0G4,9397440.00,1,44.724531,-63.696779,1,1
2261,2021-2022,2021,Engineering & Professional,Halifax,1,EDP2,Imaginal Ventures Inc.,Halifax,B3N 1E4,30000.00,1,44.637162,-63.625824,1,1
2262,2021-2022,2021,Fish & Seafood Processing,Halifax,1,PIVP,Impact SantÃƒÂ© Recherche et Developpement Inc. /Impactful Health Research and Development Inc.,Dartmouth,B2Y 4T6,15000.00,1,44.661823,-63.545083,1,1
2263,2021-2022,2021,Fish & Seafood Processing,Shelburne,1,EDP3,Independent Fisheries Limited,Sable River,B0T1V0,15000.00,1,43.717086,-65.029488,1,1
2264,2021-2022,2021,Fish & Seafood Processing,Shelburne,1,EDP2,Independent Fisheries Limited,Sable River,B0T1V0,14800.00,1,43.717086,-65.029488,1,1
2265,2021-2022,2021,Transportation & Logistics,Halifax,1,EDP2,International Pre-Owned Barcode Ltd.,Bedford,B4B1G7,5562.00,1,44.726163,-63.707516,1,1
2266,2021-2022,2021,Transportation & Logistics,Halifax,1,EDP2,International Pre-Owned Barcode Ltd.,Bedford,B4B1G7,10375.00,1,44.726163,-63.707516,1,1
2267,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP 1,InterTalk Critical Information Systems Inc.,Dartmouth,B3B 0J5,7050.00,1,44.720152,-63.559554,1,1
2268,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,JackHabbit Inc.,Halifax,B3P 2A2,22500.00,1,44.629283,-63.611312,1,1
2269,2021-2022,2021,Agri-food,Halifax,1,EDP 1,Java Blend Coffee Limited,Dartmouth,B3K 1N9,2620.00,1,44.704083,-63.603137,1,1
2270,2021-2022,2021,Agri-food,Halifax,1,EDP3,Java Blend Coffee Limited,Dartmouth,B3K 1N9,5945.00,1,44.704083,-63.603137,1,1
2271,2021-2022,2021,CleanTech,Halifax,1,EDP2,Jaza Energy Inc.,Halifax,B3L 1Y9,30000.00,1,44.65536,-63.606765,1,1
2272,2021-2022,2021,Other,Halifax,1,EDP2,Jazz Cabbage Gardens Inc.,Halifax,B0N 1Z0,27150.00,1,44.651354,-63.593793,1,1
2273,2021-2022,2021,Business Services,Halifax,1,EDP3,Jordi Morgan Communications,Halifax,B3N 0C6,4250.00,1,44.64314,-63.624058,1,1
2274,2021-2022,2021,Agri-food,Halifax,1,EDP3,JusNova Agriculture Ltd.,Halifax,B3M 1N1,30000.00,1,44.663876,-63.641962,1,1
2275,2021-2022,2021,Agri-food,Kings,1,EDP2,Just Us! Coffee Roasters Co-Operative Limited,Wolfville,B4P 2R3,3312.00,1,45.104887,-64.293648,1,1
2276,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Kangaroo Solutions Inc.,Halifax,B3J 1M5,17500.00,1,44.648636,-63.57306,1,1
2277,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Kangaroo Solutions Inc.,Halifax,B3J 1M5,3750.00,1,44.648636,-63.57306,1,1
2278,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Kangaroo Solutions Inc.,Halifax,B3J 1M5,12500.00,1,44.648636,-63.57306,1,1
2279,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP3,Krava Inc.,Sherbrooke,B3M 1P5,30000.00,1,44.668803,-63.645637,1,1
2280,2021-2022,2021,Advanced Manufacturing,Inverness,1,EDP2,Larch Wood Enterprises Inc.,East Margaree,B0E 1Y0,4126.00,1,46.100882,-60.760344,1,1
2281,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP3,Laughing Panda Hobbies and Toys,Tantallon,B3Z 1H6,2958.00,1,44.70805,-63.852235,1,1
2282,2021-2022,2021,CleanTech,Halifax,1,EDP2,LED Roadway Lighting Ltd.,Halifax,B3S 1A2,10270.00,1,44.637702,-63.670608,1,1
2283,2021-2022,2021,CleanTech,Halifax,1,EDP2,LED Roadway Lighting Ltd.,Halifax,B3S 1A2,10676.00,1,44.637702,-63.670608,1,1
2284,2021-2022,2021,CleanTech,Halifax,1,EDP2,LED Roadway Lighting Ltd.,Halifax,B3S 1A2,9054.00,1,44.637702,-63.670608,1,1
2285,2021-2022,2021,Agri-food,Annapolis,1,EDP2,Lequille Country Store Limited,Annapolis Royal,B0S 1A0,30000.00,1,44.729987,-65.491189,1,1
2286,2021-2022,2021,Transportation & Logistics,Halifax,1,EDP2,Lighthouse Transportation Inc.,Lakeside,B3T1M4,15000.00,1,44.643568,-63.686939,1,1
2287,2021-2022,2021,Fish & Seafood Processing,Pictou,1,EDP2,Lismore Seafoods Company,Merigomish,B0K 1G0,6307.00,1,45.706595,-62.27185,1,1
2288,2021-2022,2021,Advanced Manufacturing,Queens,1,EDP2,Lloyoll Custom Building Limited,Hunts Point,B0J1H0,30000.00,1,44.055473,-64.710851,1,1
2289,2021-2022,2021,Advanced Manufacturing,Lunenburg,1,EDP 1,Lobster Made Easy Inc.,Mahone Bay,B0J2E0,4043.00,1,44.455593,-64.378808,1,1
2290,2021-2022,2021,Energy,Halifax,1,EDP 1,Lorax Systems Inc.,Dartmouth,B3B 1S8,11300.00,1,45.66005,-64.061566,1,1
2291,2021-2022,2021,Business Services,Halifax,1,EDP2,LOUIS BUHRMANN ACCOUNTING SERVICES,Bedford,B4B 0J4,2500.00,1,44.720551,-63.705734,1,1
2292,2021-2022,2021,Other,Halifax,1,EDP 1,LT BestForHome Inc.,Dartmouth,B2Y 4C3,2700.00,1,44.673266,-63.546145,1,1
2293,2021-2022,2021,Forest Products,Lunenburg,1,PIVP,Lunenburg Balsam Fir Cooperative Ltd.,Lunenburg,B0J 2C0,25000.00,1,44.418836,-64.373246,1,1
2294,2021-2022,2021,Advanced Manufacturing,Lunenburg,1,PIVP,Lunenburg Foundry & Engineering Ltd.,Lunenburg,B0J 2C0,15000.00,1,44.376897,-64.318895,1,1
2295,2021-2022,2021,Advanced Manufacturing,Lunenburg,1,EDP2,Lunenburg Foundry & Engineering Ltd.,Lunenburg,B0J 2C0,5050.00,1,44.376897,-64.318895,1,1
2296,2021-2022,2021,Advanced Manufacturing,Lunenburg,1,EDP 1,Lunenburg Foundry & Engineering Ltd.,Lunenburg,B0J 2C0,3900.00,1,44.376897,-64.318895,1,1
2297,2021-2022,2021,Advanced Manufacturing,Lunenburg,1,EDP2,Lunenburg Foundry & Engineering Ltd.,Lunenburg,B0J 2C0,20000.00,1,44.376897,-64.318895,1,1
2298,2021-2022,2021,Advanced Manufacturing,Pictou,1,EDP2,MacGregors Custom Machining Limited,New Glasgow,B2H 5C7,16060.00,1,45.551224,-62.603763,1,1
2299,2021-2022,2021,Agri-food,Halifax,1,EDP2,Made With Local Snack Foods Inc.,Dartmouth,B2Y 1H1,13000.00,1,44.664928,-63.567436,1,1
2300,2021-2022,2021,Agri-food,Halifax,1,EDP3,Made With Local Snack Foods Inc.,Dartmouth,B2Y 1H1,4500.00,1,44.664928,-63.567436,1,1
2301,2021-2022,2021,Agri-food,Halifax,1,EDP2,Made With Local Snack Foods Inc.,Dartmouth,B2Y 1H1,12000.00,1,44.664928,-63.567436,1,1
2302,2021-2022,2021,Other,Halifax,1,EDP3,MAMBEC (Martial Art Mind Body Education Center) Inc.,Cole Harbour,B2W 6G7,4500.00,1,44.67252,-63.490401,1,1
2303,2021-2022,2021,Life Sciences,Halifax,1,PIVP,Mara Renewables Corporation,Dartmouth,B2Y 4T6,15000.00,1,44.661823,-63.545083,1,1
2304,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP3,Maritime Composite Imports Ltd.,Halifax,B3S 0C5,15300.00,1,44.647411,-63.65423,1,1
2305,2021-2022,2021,Agri-food,Halifax,1,EDP2,Maritime Natural Food Co. Inc.,Halifax,B3L 1Z2,19750.00,1,44.65395,-63.608709,1,1
2306,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP2,Maritime Paper Products Limited Partnership,Dartmouth,B3B 1C7,15000.00,1,45.158088,-64.363464,1,1
2307,2021-2022,2021,CleanTech,Halifax,1,PIVP,Maritime Reused Plastic Products Limited,Halifax,B3K5N8,15000.00,1,44.65311,-63.582799,1,1
2308,2021-2022,2021,Business Services,Halifax,1,EDP2,Maritimes Immigration Consulting Inc.,Bedford,B4A 3N4,4000.00,1,44.731661,-63.675211,1,1
2309,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP3,MARS VR Lab Inc.,Halifax,B3S 1A2,1250.00,1,44.637702,-63.670608,1,1
2310,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP 1,MARS VR Lab Inc.,Halifax,B3S 1A2,9688.00,1,44.637702,-63.670608,1,1
2311,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,MARS VR Lab Inc.,Halifax,B3S 1A2,10000.00,1,44.637702,-63.670608,1,1
2312,2021-2022,2021,Finance & Insurance,Halifax,1,PRB,Marsh Canada Limited / Marsh Canada LimitÃƒÂ©e,Halifax,B3J 3N4,1108800.00,1,44.64929,-63.573692,1,1
2313,2021-2022,2021,Life Sciences,Halifax,1,EDP3,Master's Dental Lab Limited,Halifax,B3M 2K6,4150.00,1,44.678418,-63.650159,1,1
2314,2021-2022,2021,Life Sciences,Halifax,1,EDP 1,Master's Dental Lab Limited,Halifax,B3M 2K6,600.00,1,44.678418,-63.650159,1,1
2315,2021-2022,2021,Life Sciences,Halifax,1,EDP 1,Master's Dental Lab Limited,Halifax,B3M 2K6,3627.00,1,44.678418,-63.650159,1,1
2316,2021-2022,2021,Life Sciences,Halifax,1,EDP2,Master's Dental Lab Limited,Halifax,B3M 2K6,4448.00,1,44.678418,-63.650159,1,1
2317,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP 1,Mattatall Signs Limited,Dartmouth,B3B 1L3,1565.00,1,44.700672,-63.588144,1,1
2318,2021-2022,2021,Agri-food,Kings,1,EDP2,McConnell Gordon Estates Limited,Gaspereau,B4P 2R1,21000.00,1,45.064086,-64.38191,1,1
2319,2021-2022,2021,Agri-food,Kings,1,EDP3,McConnell Gordon Estates Limited,Gaspereau,B4P 2R1,9000.00,1,45.064086,-64.38191,1,1
2320,2021-2022,2021,Engineering & Professional,Annapolis,1,EDP3,McGowan Marine Design Inc.,Moschelle,B0S 1A0,2955.00,1,44.75702,-65.454648,1,1
2321,2021-2022,2021,Life Sciences,Halifax,1,PIVP,Medmira Inc.,Halifax,B3S 1B3,15000.00,1,44.644636,-63.666197,1,1
2322,2021-2022,2021,ICT (includes Digital Media),Cape Breton,1,EDP2,MEDtag Incorporated,Sydney,B1P6B5,12600.00,1,46.144273,-60.195632,1,1
2323,2021-2022,2021,Energy,Halifax,1,EDP 1,Mersey Consulting Ltd.,Shad Bay,B3T 2B5,5925.00,1,44.525096,-63.780987,1,1
2324,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP 1,Metamaterial Technologies Canada Inc.,Dartmouth,B2Y 4M9,30000.00,1,44.660581,-63.543154,1,1
2325,2021-2022,2021,Business Services,Halifax,1,EDP2,Michael MacMillan Consulting Inc.,Halifax,B3P 2C4,14375.00,1,44.625758,-63.618244,1,1
2326,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP3,Mil-Aero Electronics Atlantic Inc.,Dartmouth,B2Y 4V9,1600.00,1,44.65757,-63.539734,1,1
2327,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP 1,Mil-Aero Electronics Atlantic Inc.,Dartmouth,B2Y 4V9,555.00,1,44.65757,-63.539734,1,1
2328,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP 1,Milk Moovement Inc.,Halifax,B3J 3K5,5152.00,1,44.64422,-63.572526,1,1
2329,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,Milk Moovement Inc.,Halifax,B3J 3K5,15750.00,1,44.64422,-63.572526,1,1
2330,2021-2022,2021,Business Services,Lunenburg,1,EDP2,MindÃ¢â‚¬â„¢s Eye Creative Consulting,Upper Northfield,B4V 5B1,4000.00,1,44.513004,-64.60098,1,1
2331,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP2,MindSea Development Incorporated,Halifax,B3J 3M8,30000.00,1,44.647197,-63.572656,1,1
2332,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP 1,Modest Tree Media Inc.,Halifax,B3K 2R6,6800.00,1,44.6647,-63.617369,1,1
2333,2021-2022,2021,ICT (includes Digital Media),Halifax,1,PIVP,Modest Tree Media Inc.,Halifax,B3K 2R6,15000.00,1,44.6647,-63.617369,1,1
2334,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP 1,Moonshot Rights Inc.,Halifax,B3J 0J2,9183.00,1,44.6491535,-63.57180667,1,1
2335,2021-2022,2021,Life Sciences,Halifax,1,EDP2,Motryx Inc.,Halifax,B3J 3K5,10000.00,1,44.64422,-63.572526,1,1
2336,2021-2022,2021,Life Sciences,Halifax,1,EDP3,Motryx Inc.,Halifax,B3J 3K5,1150.00,1,44.64422,-63.572526,1,1
2337,2021-2022,2021,Life Sciences,Halifax,1,EDP2,Motryx Inc.,Halifax,B3J 3K5,11000.00,1,44.64422,-63.572526,1,1
2338,2021-2022,2021,Energy,Halifax,1,EDP 1,MRE Industries Limited,Dartmouth,B3B 1N7,1825.00,1,44.716756,-63.601221,1,1
2339,2021-2022,2021,Agri-food,Lunenburg,1,EDP2,Muwin Estate Wines Ltd.,New Ross,B0J 2M0,10750.00,1,44.830152,-64.511088,1,1
2340,2021-2022,2021,Life Sciences,Halifax,1,PIVP,Myomar Molecular Inc.,Halifax,B4B 0X6,15000.00,1,44.710213,-63.700607,1,1
2341,2021-2022,2021,Advanced Manufacturing,Halifax,1,EDP2,Mypaq Inc.,Halifax,B3B 1E4,7500.00,1,44.647404,-63.593833,1,1
2342,2021-2022,2021,Clothing & Textiles,Halifax,1,EDP2,N.S.K.D. Clothing Inc.,Halifax,B3J 1W6,15000.00,1,44.649964,-63.574052,1,1
2343,2021-2022,2021,ICT (includes Digital Media),Halifax,1,EDP3,National Wealth Management Inc.,Halifax,B3J 3N2,10000.00,1,44.65118,-63.574897,1,1
2344,2021-2022,2021,Other,Halifax,1,PIVP,Natural Butter Bar Cosmetics,Dartmouth,B3A0B1,15000.00,1,44.683131,-63.592346,1,1
2345,2021-2022,2021,Other,Halifax,1,EDP3,Natural Butter Bar Cosmetics,Dartmouth,B3A0B1,1250.00,1,44.683131,-63.592346,1,1
2346,2021-2022,2021,Other,Halifax,1,EDP2,Natural Butter Bar Cosmetics,Dartmouth,B3A0B1,2250.00,1,44.683131,-63.592346,1,1
