period,year,quarter,year_quarter_index,zone,facility,procedure,consult_median,consult_90th,consult_tail_gap,surgery_median,surgery_90th,surgery_tail_gap,surgery_target_days,consult_target_days,surgery_measured,surgery_breach,consult_measured,consult_breach
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Cystoscopy,31,129,98,29,147,118,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Cystoscopy,56,153,97,34,124,90,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Cystoscopy,37,183,146,28,179,151,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Ear Tubes (Pediatric),27,80,53,85,126,41,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Ear Tubes (Pediatric),50,75,25,185,198,13,182,90,1,1,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Ear Tubes (Pediatric),35,89,54,120,267,147,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Ear Tubes (Pediatric),37,119,82,73,124,51,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Ear Tubes (Pediatric),40,56,16,29,129,100,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Ear Tubes (Pediatric),91,91,0,52,245,193,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Ear Tubes (Pediatric),32,61,29,34,98,64,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Ear Tubes (Pediatric),22,55,33,34,71,37,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Ear Tubes (Pediatric),14,60,46,33,47,14,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Functional Endoscopic Sinus Surgery (FESS),28,66,38,,,,182,90,0,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Functional Endoscopic Sinus Surgery (FESS),44,127,83,,,,182,90,0,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Functional Endoscopic Sinus Surgery (FESS),16,32,16,,,,182,90,0,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Functional Endoscopic Sinus Surgery (FESS),29,55,26,,,,182,90,0,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Functional Endoscopic Sinus Surgery (FESS),36,52,16,,,,182,90,0,0,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Functional Endoscopic Sinus Surgery (FESS),60,83,23,,,,182,90,0,0,1,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Functional Endoscopic Sinus Surgery (FESS),52,90,38,,,,182,90,0,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Functional Endoscopic Sinus Surgery (FESS),56,107,51,,,,182,90,0,0,1,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Functional Endoscopic Sinus Surgery (FESS),46,60,14,,,,182,90,0,0,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Gallbladder Surgery,35,175,140,67,433,366,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Gallbladder Surgery,89,284,195,59,223,164,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Gallbladder Surgery,53,246,193,52,200,148,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Gallbladder Surgery,67,382,315,52,266,214,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Gallbladder Surgery,84,384,300,74,292,218,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Gallbladder Surgery,312,567,255,87,528,441,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Gallbladder Surgery,61,476,415,92,385,293,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Gallbladder Surgery,150,715,565,62,455,393,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Gallbladder Surgery,43,433,390,49,134,85,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery,21,78,57,48,135,87,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery,25,82,57,40,219,179,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery,22,55,33,26,147,121,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery,50,139,89,38,231,193,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery,12,29,17,29,200,171,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery,14,18,4,25,125,100,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery,20,41,21,57,345,288,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery,47,164,117,22,76,54,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery,,,,35,210,175,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery - Laparoscopic,8,28,20,32,46,14,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery - Laparoscopic,24,121,97,17,34,17,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery - Laparoscopic,17,51,34,22,54,32,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery - Laparoscopic,18,63,45,23,69,46,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery - Laparoscopic,14,38,24,23,70,47,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery - Laparoscopic,15,61,46,20,91,71,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery - Laparoscopic,15,74,59,18,47,29,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery - Laparoscopic,8,55,47,23,181,158,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Gastrointestinal Tract Surgery - Laparoscopic,17,146,129,13,35,22,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Hernia Repair (Adult),45,317,272,140,406,266,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Hernia Repair (Adult),138,622,484,63,610,547,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Hernia Repair (Adult),51,731,680,128,496,368,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Hernia Repair (Adult),267,396,129,244,814,570,182,90,1,1,1,1
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Hernia Repair (Adult),323,750,427,214,408,194,182,90,1,1,1,1
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Hernia Repair (Adult),283,526,243,292,685,393,182,90,1,1,1,1
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Hernia Repair (Adult),372,645,273,154,816,662,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Hernia Repair (Adult),255,727,472,148,602,454,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Hernia Repair (Adult),156,608,452,83,195,112,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Hernia Repair - Inguinal/Femoral,38,254,216,121,406,285,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Hernia Repair - Inguinal/Femoral,186,622,436,44,583,539,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Hernia Repair - Inguinal/Femoral,54,371,317,99,496,397,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Hernia Repair - Inguinal/Femoral,267,381,114,225,785,560,182,90,1,1,1,1
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Hernia Repair - Inguinal/Femoral,323,724,401,247,408,161,182,90,1,1,1,1
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Hernia Repair - Inguinal/Femoral,313,505,192,169,685,516,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Hernia Repair - Inguinal/Femoral,316,645,329,109,437,328,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Hernia Repair - Inguinal/Femoral,345,727,382,118,602,484,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Hernia Repair - Inguinal/Femoral,107,465,358,88,180,92,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Hip Replacement,119,176,57,66,258,192,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Hip Replacement,112,192,80,63,205,142,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Hip Replacement,161,237,76,68,162,94,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Hip Replacement,160,281,121,66,202,136,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Hip Replacement,149,308,159,86,159,73,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Hip Replacement,104,260,156,109,167,58,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Hip Replacement,191,418,227,83,125,42,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Hip Replacement,155,314,159,50,122,72,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Hip Replacement,144,237,93,59,111,52,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Hysterectomy (Cancer Not Suspected),46,153,107,155,630,475,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Hysterectomy (Cancer Not Suspected),131,426,295,274,713,439,182,90,1,1,1,1
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Hysterectomy (Cancer Not Suspected),45,183,138,244,531,287,182,90,1,1,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Hysterectomy (Cancer Not Suspected),51,243,192,357,535,178,182,90,1,1,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Hysterectomy (Cancer Not Suspected),73,155,82,232,414,182,182,90,1,1,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Hysterectomy (Cancer Not Suspected),57,122,65,264,410,146,182,90,1,1,1,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Hysterectomy (Cancer Not Suspected),140,176,36,153,626,473,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Hysterectomy (Cancer Not Suspected),84,308,224,226,525,299,182,90,1,1,1,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Hysterectomy (Cancer Not Suspected),88,331,243,159,313,154,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Hysteroscopy,,,,101,252,151,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Hysteroscopy,,,,38,258,220,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Hysteroscopy,,,,70,135,65,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Hysteroscopy,,,,48,133,85,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Hysteroscopy,,,,43,336,293,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Hysteroscopy,,,,115,180,65,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Hysteroscopy,,,,48,326,278,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Hysteroscopy,,,,104,246,142,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Hysteroscopy,,,,41,456,415,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Kidney / Upper Urinary Tract,,,,46,169,123,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Kidney / Upper Urinary Tract,,,,34,162,128,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Kidney / Upper Urinary Tract,,,,38,126,88,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Kidney / Upper Urinary Tract,,,,56,186,130,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Kidney / Upper Urinary Tract,,,,32,106,74,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Kidney / Upper Urinary Tract,,,,35,189,154,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Kidney / Upper Urinary Tract,,,,42,168,126,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Kidney / Upper Urinary Tract,,,,42,73,31,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Kidney / Upper Urinary Tract,,,,48,84,36,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Kidney Stone Surgery,,,,69,288,219,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Kidney Stone Surgery,,,,36,387,351,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Kidney Stone Surgery,,,,51,139,88,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Kidney Stone Surgery,,,,70,277,207,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Kidney Stone Surgery,,,,50,170,120,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Kidney Stone Surgery,,,,100,225,125,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Kidney Stone Surgery,,,,18,84,66,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Kidney Stone Surgery,,,,28,174,146,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Kidney Stone Surgery,,,,16,34,18,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Knee Replacement,120,281,161,96,415,319,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Knee Replacement,144,236,92,126,261,135,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Knee Replacement,189,366,177,123,203,80,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Knee Replacement,165,250,85,85,188,103,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Knee Replacement,127,282,155,97,188,91,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Knee Replacement,155,225,70,113,202,89,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Knee Replacement,179,300,121,105,211,106,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Knee Replacement,191,298,107,80,174,94,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Knee Replacement,154,315,161,71,195,124,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Knee Scope,24,49,25,45,76,31,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Knee Scope,29,85,56,28,67,39,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Knee Scope,56,136,80,41,85,44,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Knee Scope,70,126,56,74,91,17,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Knee Scope,42,128,86,71,163,92,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Knee Scope,,,,101,189,88,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Knee Scope,56,165,109,,,,182,90,0,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Knee Scope,164,276,112,81,155,74,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Knee Scope,111,164,53,146,513,367,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Male Reproductive System Surgery,81,215,134,81,232,151,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Male Reproductive System Surgery,61,272,211,79,457,378,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Male Reproductive System Surgery,29,187,158,86,180,94,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Male Reproductive System Surgery,38,79,41,23,84,61,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Male Reproductive System Surgery,49,301,252,36,165,129,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Male Reproductive System Surgery,40,159,119,36,192,156,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Male Reproductive System Surgery,44,327,283,69,269,200,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Male Reproductive System Surgery,149,341,192,35,141,106,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Male Reproductive System Surgery,46,155,109,76,186,110,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Oculo Plastic Surgery,,,,65,110,45,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Oculo Plastic Surgery,,,,116,192,76,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Oculo Plastic Surgery,,,,213,267,54,182,90,1,1,0,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Oculo Plastic Surgery,,,,99,277,178,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Oculo Plastic Surgery,,,,134,201,67,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Oculo Plastic Surgery,,,,202,323,121,182,90,1,1,0,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Oculo Plastic Surgery,,,,166,377,211,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Oculo Plastic Surgery,,,,154,331,177,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Oculo Plastic Surgery,,,,81,340,259,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Prostate Surgery,33,116,83,70,177,107,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Prostate Surgery,66,203,137,103,534,431,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Prostate Surgery,20,36,16,82,232,150,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Prostate Surgery,30,307,277,100,259,159,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Prostate Surgery,24,70,46,119,373,254,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Prostate Surgery,18,220,202,144,420,276,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Prostate Surgery,32,67,35,54,329,275,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Prostate Surgery,40,104,64,51,119,68,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Prostate Surgery,20,139,119,30,71,41,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Removal of Ovaries and/or Fallopian Tubes (Cancer Not Suspected),99,132,33,,,,182,90,0,0,1,1
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Removal of Ovaries and/or Fallopian Tubes (Cancer Not Suspected),88,132,44,153,377,224,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Removal of Ovaries and/or Fallopian Tubes (Cancer Not Suspected),48,107,59,446,484,38,182,90,1,1,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Removal of Ovaries and/or Fallopian Tubes (Cancer Not Suspected),84,240,156,84,456,372,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Removal of Ovaries and/or Fallopian Tubes (Cancer Not Suspected),86,175,89,250,544,294,182,90,1,1,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Removal of Ovaries and/or Fallopian Tubes (Cancer Not Suspected),96,225,129,175,252,77,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Removal of Ovaries and/or Fallopian Tubes (Cancer Not Suspected),46,475,429,231,700,469,182,90,1,1,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Removal of Ovaries and/or Fallopian Tubes (Cancer Not Suspected),136,382,246,253,597,344,182,90,1,1,1,1
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Removal of Ovaries and/or Fallopian Tubes (Cancer Not Suspected),352,515,163,74,303,229,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Septoplasty,41,355,314,84,156,72,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Septoplasty,63,216,153,189,203,14,182,90,1,1,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Septoplasty,42,216,174,219,249,30,182,90,1,1,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Septoplasty,67,162,95,259,339,80,182,90,1,1,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Septoplasty,41,152,111,360,390,30,182,90,1,1,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Septoplasty,60,116,56,338,464,126,182,90,1,1,1,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Septoplasty,66,264,198,320,459,139,182,90,1,1,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Septoplasty,49,211,162,307,427,120,182,90,1,1,1,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Septoplasty,51,135,84,288,364,76,182,90,1,1,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Shoulder Arthroscopy,83,183,100,37,61,24,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Shoulder Arthroscopy,141,202,61,56,81,25,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Shoulder Arthroscopy,115,278,163,51,111,60,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Shoulder Arthroscopy,156,293,137,84,115,31,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Shoulder Arthroscopy,188,329,141,86,127,41,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Shoulder Arthroscopy,117,304,187,57,107,50,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Shoulder Arthroscopy,75,273,198,73,127,54,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Shoulder Arthroscopy,192,431,239,53,138,85,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Shoulder Arthroscopy,145,426,281,41,100,59,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Surgery for Hearing or Balance Problems of the Ear,28,59,31,81,120,39,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Surgery for Hearing or Balance Problems of the Ear,48,75,27,93,192,99,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Surgery for Hearing or Balance Problems of the Ear,35,89,54,133,227,94,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Surgery for Hearing or Balance Problems of the Ear,31,106,75,60,312,252,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Surgery for Hearing or Balance Problems of the Ear,38,73,35,30,396,366,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Surgery for Hearing or Balance Problems of the Ear,67,99,32,52,391,339,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Surgery for Hearing or Balance Problems of the Ear,32,63,31,44,161,117,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Surgery for Hearing or Balance Problems of the Ear,34,71,37,42,294,252,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Surgery for Hearing or Balance Problems of the Ear,17,81,64,37,210,173,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Thyroid or Parathyroid Surgery,49,118,69,61,85,24,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Thyroid or Parathyroid Surgery,68,105,37,46,169,123,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Thyroid or Parathyroid Surgery,67,195,128,124,184,60,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,Cape Breton Regional,Thyroid or Parathyroid Surgery,81,135,54,119,209,90,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,Cape Breton Regional,Thyroid or Parathyroid Surgery,49,154,105,254,491,237,182,90,1,1,1,0
2024_q3,2024,3,8099,Zone 3,Cape Breton Regional,Thyroid or Parathyroid Surgery,84,183,99,205,495,290,182,90,1,1,1,0
2024_q4,2024,4,8100,Zone 3,Cape Breton Regional,Thyroid or Parathyroid Surgery,70,155,85,153,458,305,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,Cape Breton Regional,Thyroid or Parathyroid Surgery,34,61,27,132,318,186,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 3,Cape Breton Regional,Thyroid or Parathyroid Surgery,49,85,36,44,188,144,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,Cape Breton Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),33,77,44,75,108,33,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,Cape Breton Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),58,83,25,177,207,30,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,Cape Breton Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),41,194,153,159,284,125,182,90,1,0,1,0
