"site_id","datetimeutc","air_temperature","relative_humidity","avg_wind_speed"
"RNSAM","2024-01-01T00:01:00.000","-2.2","87.0","4.6"
"RNSAM","2024-01-01T00:05:00.000","-2.2","87.0","3.4"
"RNSAM","2024-01-01T00:09:00.000",,"88.0","3.2"
"RNSAM","2024-01-01T00:13:00.000","-2.2","88.0","3.7"
"RNSAM","2024-01-01T00:17:00.000","-2.3","88.0","4.5"
"RNSAM","2024-01-01T00:21:00.000","-2.4","87.0","4.9"
"RNSAM","2024-01-01T00:25:00.000",,"87.0","3.9"
"RNSAM","2024-01-01T00:29:00.000","-2.5","88.0","4.5"
"RNSAM","2024-01-01T00:33:00.000","-2.6","88.0","3.9"
"RNSAM","2024-01-01T00:37:00.000","-2.6","87.0","4.8"
"RNSAM","2024-01-01T00:41:00.000",,"87.0","4.1"
"RNSAM","2024-01-01T00:45:00.000","-2.7","88.0","4.1"
"RNSAM","2024-01-01T00:49:00.000","-2.8","88.0","4.5"
"RNSAM","2024-01-01T00:53:00.000",,"88.0","4.5"
"RNSAM","2024-01-01T00:57:00.000",,"88.0","4.2"
"RNSAM","2024-01-01T01:01:00.000","-3.0","88.0","4.4"
"RNSAM","2024-01-01T01:05:00.000","-3.0","88.0","4.0"
"RNSAM","2024-01-01T01:09:00.000",,"89.0","4.4"
"RNSAM","2024-01-01T01:13:00.000","-3.0","89.0","4.3"
"RNSAM","2024-01-01T01:17:00.000","-3.1","89.0","6.2"
"RNSAM","2024-01-01T01:21:00.000","-3.0","88.0","4.5"
"RNSAM","2024-01-01T01:25:00.000","-3.1","88.0","4.4"
"RNSAM","2024-01-01T01:29:00.000","-3.1","88.0","5.0"
"RNSAM","2024-01-01T01:33:00.000","-3.1","88.0","4.8"
"RNSAM","2024-01-01T01:37:00.000","-3.1","87.0","4.4"
"RNSAM","2024-01-01T01:41:00.000","-3.1","87.0","4.9"
"RNSAM","2024-01-01T01:45:00.000","-3.1","87.0","4.9"
"RNSAM","2024-01-01T01:49:00.000","-3.2","87.0","4.7"
"RNSAM","2024-01-01T01:53:00.000","-3.2","87.0","4.6"
"RNSAM","2024-01-01T01:57:00.000","-3.2","88.0","4.1"
"RNSAM","2024-01-01T02:01:00.000","-3.3","87.0","4.7"
"RNSAM","2024-01-01T02:05:00.000","-3.3","88.0","4.7"
"RNSAM","2024-01-01T02:09:00.000","-3.3","88.0","3.9"
"RNSAM","2024-01-01T02:13:00.000",,"88.0","3.9"
"RNSAM","2024-01-01T02:17:00.000","-3.4","88.0","4.6"
"RNSAM","2024-01-01T02:21:00.000","-3.4","88.0","4.1"
"RNSAM","2024-01-01T02:25:00.000","-3.4","88.0","3.7"
"RNSAM","2024-01-01T02:29:00.000",,"88.0","4.1"
"RNSAM","2024-01-01T02:33:00.000","-3.5","88.0","4.4"
"RNSAM","2024-01-01T02:37:00.000","-3.5","88.0","4.0"
"RNSAM","2024-01-01T02:41:00.000","-3.5","88.0","4.1"
"RNSAM","2024-01-01T02:45:00.000",,"88.0","3.7"
"RNSAM","2024-01-01T02:49:00.000","-3.6","88.0","3.0"
"RNSAM","2024-01-01T02:53:00.000","-3.6","88.0","4.6"
"RNSAM","2024-01-01T02:57:00.000","-3.6","88.0","3.6"
"RNSAM","2024-01-01T03:01:00.000",,"88.0","3.9"
"RNSAM","2024-01-01T03:05:00.000","-3.6","88.0","3.6"
"RNSAM","2024-01-01T03:09:00.000","-3.6","88.0","3.8"
"RNSAM","2024-01-01T03:13:00.000","-3.6","88.0",
"RNSAM","2024-01-01T03:17:00.000",,"88.0","3.7"
"RNSAM","2024-01-01T03:21:00.000","-3.7","88.0","3.7"
"RNSAM","2024-01-01T03:25:00.000","-3.7","88.0","4.5"
"RNSAM","2024-01-01T03:29:00.000",,"88.0","3.5"
"RNSAM","2024-01-01T03:33:00.000","-3.7","89.0","3.8"
"RNSAM","2024-01-01T03:37:00.000","-3.8","88.0","4.4"
"RNSAM","2024-01-01T03:41:00.000","-3.8","89.0","3.9"
"RNSAM","2024-01-01T03:45:00.000",,"88.0","4.7"
"RNSAM","2024-01-01T03:48:00.000",,"88.0","4.8"
"RNSAM","2024-01-01T03:53:00.000","-3.8","88.0","4.1"
"RNSAM","2024-01-01T03:57:00.000","-3.9","88.0","4.7"
"RNSAM","2024-01-01T04:01:00.000","-3.9","88.0","4.3"
"RNSAM","2024-01-01T04:05:00.000","-3.9","88.0","5.5"
"RNSAM","2024-01-01T04:09:00.000","-3.9","88.0","4.9"
"RNSAM","2024-01-01T04:13:00.000","-4.0","87.0","5.2"
"RNSAM","2024-01-01T04:17:00.000","-3.9","87.0","4.1"
"RNSAM","2024-01-01T04:21:00.000","-4.0","88.0","3.7"
"RNSAM","2024-01-01T04:25:00.000","-4.0","88.0","3.8"
"RNSAM","2024-01-01T04:29:00.000","-4.0","87.0","4.1"
"RNSAM","2024-01-01T04:33:00.000","-4.0","87.0","4.4"
"RNSAM","2024-01-01T04:37:00.000","-4.1","87.0","4.3"
"RNSAM","2024-01-01T04:41:00.000","-4.1","87.0","3.9"
"RNSAM","2024-01-01T04:45:00.000","-4.1","86.0","4.1"
"RNSAM","2024-01-01T04:49:00.000",,"86.0","4.4"
"RNSAM","2024-01-01T04:53:00.000","-4.1","86.0","4.6"
"RNSAM","2024-01-01T04:57:00.000","-4.1","86.0","3.8"
"RNSAM","2024-01-01T05:01:00.000","-4.1","86.0","3.8"
"RNSAM","2024-01-01T05:05:00.000",,"85.0","4.1"
"RNSAM","2024-01-01T05:09:00.000","-4.2","85.0","4.0"
"RNSAM","2024-01-01T05:13:00.000","-4.2","85.0","3.8"
"RNSAM","2024-01-01T05:17:00.000","-4.2","85.0","4.1"
"RNSAM","2024-01-01T05:21:00.000",,"85.0","3.6"
"RNSAM","2024-01-01T05:25:00.000","-4.3","86.0","3.8"
"RNSAM","2024-01-01T05:29:00.000","-4.2","86.0","3.6"
"RNSAM","2024-01-01T05:33:00.000","-4.3","86.0","3.1"
"RNSAM","2024-01-01T05:37:00.000",,"86.0","3.3"
"RNSAM","2024-01-01T05:41:00.000","-4.3","86.0","2.4"
"RNSAM","2024-01-01T05:45:00.000","-4.3","86.0","2.8"
"RNSAM","2024-01-01T05:49:00.000","-4.3","86.0","2.7"
"RNSAM","2024-01-01T05:53:00.000","-4.3","86.0","2.2"
"RNSAM","2024-01-01T05:57:00.000","-4.3","87.0","2.7"
"RNSAM","2024-01-01T06:01:00.000","-4.3","87.0","2.2"
"RNSAM","2024-01-01T06:05:00.000",,"86.0","2.4"
"RNSAM","2024-01-01T06:09:00.000","-4.4","86.0","2.9"
"RNSAM","2024-01-01T06:13:00.000","-4.4","86.0","2.6"
"RNSAM","2024-01-01T06:17:00.000","-4.4","86.0","1.4"
"RNSAM","2024-01-01T06:21:00.000","-4.4","86.0","1.8"
"RNSAM","2024-01-01T06:25:00.000","-4.4","86.0","1.2"
"RNSAM","2024-01-01T06:29:00.000","-4.4","86.0","0.9"
"RNSAM","2024-01-01T06:33:00.000","-4.4","86.0","1.7"
"RNSAM","2024-01-01T06:37:00.000","-4.4","86.0","2.3"
"RNSAM","2024-01-01T06:41:00.000","-4.4","86.0","1.6"
"RNSAM","2024-01-01T06:45:00.000","-4.5","86.0","1.5"
"RNSAM","2024-01-01T06:49:00.000","-4.5","87.0","1.7"
"RNSAM","2024-01-01T06:53:00.000","-4.5","86.0","2.1"
"RNSAM","2024-01-01T06:57:00.000","-4.5","86.0","2.7"
"RNSAM","2024-01-01T07:01:00.000","-4.4","86.0","1.9"
"RNSAM","2024-01-01T07:05:00.000","-4.4","85.0","2.8"
"RNSAM","2024-01-01T07:09:00.000","-4.4","85.0","2.7"
"RNSAM","2024-01-01T07:13:00.000","-4.4","85.0","2.3"
"RNSAM","2024-01-01T07:17:00.000","-4.4","85.0","1.9"
"RNSAM","2024-01-01T07:21:00.000","-4.4","85.0","3.2"
"RNSAM","2024-01-01T07:25:00.000",,"85.0","3.1"
"RNSAM","2024-01-01T07:29:00.000","-4.4","85.0","2.4"
"RNSAM","2024-01-01T07:33:00.000","-4.4","85.0","2.7"
"RNSAM","2024-01-01T07:37:00.000","-4.4","85.0","3.1"
"RNSAM","2024-01-01T07:41:00.000",,"85.0","3.1"
"RNSAM","2024-01-01T07:45:00.000","-4.4","85.0","3.7"
"RNSAM","2024-01-01T07:49:00.000","-4.4","85.0","3.2"
"RNSAM","2024-01-01T07:53:00.000","-4.4","85.0","3.3"
"RNSAM","2024-01-01T07:57:00.000",,"85.0","3.8"
"RNSAM","2024-01-01T08:01:00.000","-4.4","85.0","3.7"
"RNSAM","2024-01-01T08:05:00.000","-4.5","85.0","4.1"
"RNSAM","2024-01-01T08:09:00.000","-4.5","85.0","3.8"
"RNSAM","2024-01-01T08:13:00.000",,"85.0","2.8"
"RNSAM","2024-01-01T08:17:00.000","-4.5","86.0","3.0"
"RNSAM","2024-01-01T08:21:00.000","-4.5","85.0","4.1"
"RNSAM","2024-01-01T08:25:00.000",,"85.0","3.3"
"RNSAM","2024-01-01T08:29:00.000","-4.5","85.0","3.9"
"RNSAM","2024-01-01T08:33:00.000","-4.5","85.0","3.9"
"RNSAM","2024-01-01T08:37:00.000","-4.5","85.0","4.2"
"RNSAM","2024-01-01T08:41:00.000",,"85.0","4.2"
"RNSAM","2024-01-01T08:45:00.000","-4.6","85.0","4.3"
"RNSAM","2024-01-01T08:49:00.000","-4.7","84.0","4.2"
"RNSAM","2024-01-01T08:53:00.000","-4.7","84.0","3.6"
"RNSAM","2024-01-01T08:57:00.000","-4.6","84.0","4.0"
"RNSAM","2024-01-01T09:01:00.000","-4.7","83.0","4.1"
"RNSAM","2024-01-01T09:05:00.000","-4.7","83.0","3.8"
"RNSAM","2024-01-01T09:09:00.000","-4.8","82.0","5.0"
"RNSAM","2024-01-01T09:13:00.000","-4.8","82.0","4.6"
"RNSAM","2024-01-01T09:17:00.000","-4.9","82.0","3.8"
"RNSAM","2024-01-01T09:21:00.000","-4.9","82.0","3.9"
"RNSAM","2024-01-01T09:25:00.000","-4.9","82.0","4.3"
"RNSAM","2024-01-01T09:29:00.000","-4.9","82.0","3.9"
"RNSAM","2024-01-01T09:33:00.000","-4.9","80.0","3.9"
"RNSAM","2024-01-01T09:37:00.000","-4.9","82.0","3.5"
"RNSAM","2024-01-01T09:41:00.000","-5.0","82.0","2.9"
"RNSAM","2024-01-01T09:45:00.000",,"83.0","3.5"
"RNSAM","2024-01-01T09:49:00.000","-5.0","83.0","2.7"
"RNSAM","2024-01-01T09:53:00.000","-5.0","83.0","2.5"
"RNSAM","2024-01-01T09:57:00.000","-5.0","83.0","2.4"
"RNSAM","2024-01-01T10:01:00.000",,"84.0","2.7"
"RNSAM","2024-01-01T10:05:00.000","-5.0","84.0","2.9"
"RNSAM","2024-01-01T10:09:00.000","-5.0","84.0","3.5"
"RNSAM","2024-01-01T10:13:00.000","-5.0","85.0","2.6"
"RNSAM","2024-01-01T10:17:00.000",,"85.0","2.2"
"RNSAM","2024-01-01T10:21:00.000","-5.0","85.0","2.9"
"RNSAM","2024-01-01T10:25:00.000","-5.0","85.0","3.1"
"RNSAM","2024-01-01T10:29:00.000","-5.0","84.0","3.1"
"RNSAM","2024-01-01T10:33:00.000",,"84.0","2.6"
"RNSAM","2024-01-01T10:37:00.000","-5.0","84.0","3.0"
"RNSAM","2024-01-01T10:42:00.000","-5.0","84.0","3.0"
"RNSAM","2024-01-01T10:45:00.000","-5.0","84.0","3.5"
"RNSAM","2024-01-01T10:49:00.000",,"84.0","3.0"
"RNSAM","2024-01-01T10:53:00.000","-5.0","84.0","2.2"
"RNSAM","2024-01-01T10:57:00.000","-5.0","84.0","2.7"
"RNSAM","2024-01-01T11:01:00.000",,"85.0","2.0"
"RNSAM","2024-01-01T11:05:00.000","-5.0","84.0","3.0"
"RNSAM","2024-01-01T11:09:00.000","-5.0","85.0","3.3"
"RNSAM","2024-01-01T11:13:00.000","-5.0","85.0","2.8"
"RNSAM","2024-01-01T11:17:00.000","-5.1","85.0","2.3"
"RNSAM","2024-01-01T11:21:00.000","-5.0","85.0","2.6"
"RNSAM","2024-01-01T11:25:00.000","-5.0","85.0","2.5"
"RNSAM","2024-01-01T11:29:00.000","-5.0","86.0","2.1"
"RNSAM","2024-01-01T11:33:00.000","-5.0","86.0","2.3"
"RNSAM","2024-01-01T11:37:00.000","-5.0","86.0","2.3"
"RNSAM","2024-01-01T11:41:00.000","-5.0","86.0","2.3"
"RNSAM","2024-01-01T11:45:00.000","-5.1","87.0","1.7"
"RNSAM","2024-01-01T11:49:00.000","-5.0","87.0","2.8"
"RNSAM","2024-01-01T11:53:00.000","-5.0","87.0","2.6"
"RNSAM","2024-01-01T11:57:00.000","-5.0","88.0","3.1"
"RNSAM","2024-01-01T12:01:00.000","-5.0","88.0","2.9"
"RNSAM","2024-01-01T12:05:00.000","-5.1","89.0","2.6"
"RNSAM","2024-01-01T12:09:00.000","-5.0","89.0","3.6"
"RNSAM","2024-01-01T12:13:00.000","-5.1","89.0","3.7"
"RNSAM","2024-01-01T12:17:00.000","-5.1","89.0","4.3"
"RNSAM","2024-01-01T12:21:00.000",,"89.0","4.1"
"RNSAM","2024-01-01T12:25:00.000","-5.2","89.0","3.8"
"RNSAM","2024-01-01T12:29:00.000","-5.2","89.0","3.8"
"RNSAM","2024-01-01T12:33:00.000","-5.3","88.0","3.7"
"RNSAM","2024-01-01T12:37:00.000",,"88.0","4.5"
"RNSAM","2024-01-01T12:41:00.000","-5.3","88.0","3.9"
"RNSAM","2024-01-01T12:45:00.000","-5.3","88.0","4.2"
"RNSAM","2024-01-01T12:49:00.000","-5.3","88.0","3.8"
"RNSAM","2024-01-01T12:53:00.000",,"87.0","3.6"
"RNSAM","2024-01-01T12:57:00.000","-5.3","87.0",
"RNSAM","2024-01-01T13:01:00.000","-5.3","86.0","3.5"
"RNSAM","2024-01-01T13:05:00.000","-5.2","87.0","3.7"
"RNSAM","2024-01-01T13:09:00.000",,"87.0","3.4"
"RNSAM","2024-01-01T13:13:00.000","-5.2","87.0","3.1"
"RNSAM","2024-01-01T13:17:00.000","-5.1","87.0","2.3"
"RNSAM","2024-01-01T13:21:00.000",,,"3.9"
"RNSAM","2024-01-01T13:25:00.000","-5.2","87.0","3.9"
"RNSAM","2024-01-01T13:29:00.000","-5.2","86.0","3.6"
"RNSAM","2024-01-01T13:33:00.000","-5.2","86.0","3.2"
"RNSAM","2024-01-01T13:37:00.000",,"86.0","4.5"
"RNSAM","2024-01-01T13:41:00.000","-5.2","86.0","3.6"
"RNSAM","2024-01-01T13:45:00.000","-5.2","86.0","3.3"
"RNSAM","2024-01-01T13:49:00.000","-5.2","86.0","3.4"
"RNSAM","2024-01-01T13:53:00.000","-5.2","85.0","3.9"
"RNSAM","2024-01-01T13:57:00.000","-5.1","85.0","3.6"
"RNSAM","2024-01-01T14:01:00.000","-5.2","84.0","4.3"
"RNSAM","2024-01-01T14:05:00.000","-5.1","85.0","3.2"
"RNSAM","2024-01-01T14:09:00.000","-5.2","85.0","4.5"
"RNSAM","2024-01-01T14:13:00.000","-5.2","85.0","4.3"
"RNSAM","2024-01-01T14:17:00.000","-5.2","85.0","4.1"
"RNSAM","2024-01-01T14:21:00.000","-5.2","85.0","3.8"
"RNSAM","2024-01-01T14:25:00.000","-5.2","85.0","4.3"
"RNSAM","2024-01-01T14:29:00.000","-5.1","85.0","3.5"
"RNSAM","2024-01-01T14:33:00.000","-5.1","85.0","3.9"
"RNSAM","2024-01-01T14:37:00.000","-5.1","84.0","4.2"
"RNSAM","2024-01-01T14:41:00.000","-5.0","84.0","3.9"
"RNSAM","2024-01-01T14:45:00.000","-5.0","84.0","4.1"
"RNSAM","2024-01-01T14:49:00.000","-5.1","83.0","3.7"
"RNSAM","2024-01-01T14:53:00.000","-5.1","82.0","3.9"
"RNSAM","2024-01-01T14:57:00.000",,"83.0","3.0"
"RNSAM","2024-01-01T15:01:00.000","-4.8","82.0","3.5"
"RNSAM","2024-01-01T15:05:00.000","-4.9","81.0","4.2"
"RNSAM","2024-01-01T15:09:00.000","-5.0","81.0","3.2"
"RNSAM","2024-01-01T15:13:00.000",,"82.0","2.9"
"RNSAM","2024-01-01T15:17:00.000","-4.7","83.0","3.4"
"RNSAM","2024-01-01T15:21:00.000","-4.7","82.0","2.9"
"RNSAM","2024-01-01T15:25:00.000","-4.8","81.0","3.3"
"RNSAM","2024-01-01T15:29:00.000",,"81.0","2.8"
"RNSAM","2024-01-01T15:33:00.000","-4.8","82.0","2.4"
"RNSAM","2024-01-01T15:37:00.000","-4.7","82.0","3.4"
"RNSAM","2024-01-01T15:41:00.000","-4.7","81.0","3.7"
"RNSAM","2024-01-01T15:45:00.000",,"82.0","2.4"
"RNSAM","2024-01-01T15:49:00.000","-4.6","81.0","3.5"
"RNSAM","2024-01-01T15:53:00.000","-4.6","81.0","3.0"
"RNSAM","2024-01-01T15:57:00.000","-4.5","82.0","2.8"
"RNSAM","2024-01-01T16:01:00.000","-4.8","81.0","3.4"
"RNSAM","2024-01-01T16:05:00.000","-4.7","81.0","3.1"
"RNSAM","2024-01-01T16:09:00.000","-4.6","81.0","3.0"
"RNSAM","2024-01-01T16:13:00.000",,"81.0","2.9"
"RNSAM","2024-01-01T16:17:00.000","-4.4","80.0","3.0"
"RNSAM","2024-01-01T16:21:00.000","-4.3","80.0","2.2"
"RNSAM","2024-01-01T16:25:00.000","-4.3","79.0","3.1"
"RNSAM","2024-01-01T16:29:00.000","-4.4","78.0","3.4"
"RNSAM","2024-01-01T16:33:00.000","-4.4","78.0","3.1"
"RNSAM","2024-01-01T16:37:00.000","-4.3","78.0","3.8"
"RNSAM","2024-01-01T16:41:00.000","-4.3","77.0","3.6"
"RNSAM","2024-01-01T16:45:00.000","-4.3","78.0","3.6"
"RNSAM","2024-01-01T16:49:00.000","-4.3","78.0","4.1"
"RNSAM","2024-01-01T16:53:00.000","-4.2","78.0","3.0"
"RNSAM","2024-01-01T16:57:00.000","-4.1","79.0","2.5"
"RNSAM","2024-01-01T17:01:00.000","-4.0","78.0","3.9"
"RNSAM","2024-01-01T17:05:00.000","-4.2","78.0","3.0"
"RNSAM","2024-01-01T17:09:00.000","-4.2","77.0","4.3"
"RNSAM","2024-01-01T17:13:00.000","-4.2","78.0","3.2"
"RNSAM","2024-01-01T17:17:00.000",,"78.0","3.1"
"RNSAM","2024-01-01T17:21:00.000","-4.1","77.0","4.0"
"RNSAM","2024-01-01T17:25:00.000","-4.2","77.0","3.9"
"RNSAM","2024-01-01T17:29:00.000","-4.0","77.0","2.9"
"RNSAM","2024-01-01T17:33:00.000",,"77.0","4.1"
"RNSAM","2024-01-01T17:37:00.000","-4.0","78.0","4.1"
"RNSAM","2024-01-01T17:41:00.000","-4.0","78.0","3.8"
"RNSAM","2024-01-01T17:45:00.000","-4.1","77.0","3.9"
"RNSAM","2024-01-01T17:49:00.000",,"77.0","4.2"
"RNSAM","2024-01-01T17:53:00.000","-4.1","77.0","3.9"
"RNSAM","2024-01-01T17:57:00.000","-4.2","76.0","3.4"
"RNSAM","2024-01-01T18:01:00.000","-4.2","77.0","4.0"
"RNSAM","2024-01-01T18:05:00.000",,"78.0","3.1"
"RNSAM","2024-01-01T18:09:00.000","-4.2","78.0","3.6"
"RNSAM","2024-01-01T18:13:00.000","-4.1","78.0","4.1"
"RNSAM","2024-01-01T18:17:00.000",,"76.0","3.5"
"RNSAM","2024-01-01T18:21:00.000",,"77.0","3.6"
"RNSAM","2024-01-01T18:25:00.000","-4.0","76.0","2.6"
"RNSAM","2024-01-01T18:29:00.000","-4.1","77.0","3.7"
"RNSAM","2024-01-01T18:33:00.000",,"77.0","4.2"
"RNSAM","2024-01-01T18:37:00.000","-4.2","77.0","4.3"
"RNSAM","2024-01-01T18:41:00.000","-4.4","77.0","4.0"
"RNSAM","2024-01-01T18:45:00.000","-4.4","77.0","4.2"
"RNSAM","2024-01-01T18:49:00.000","-4.3","78.0","3.1"
"RNSAM","2024-01-01T18:53:00.000","-4.2","78.0","3.3"
"RNSAM","2024-01-01T18:57:00.000","-4.3","77.0","3.4"
"RNSAM","2024-01-01T19:01:00.000","-4.2","78.0","3.5"
"RNSAM","2024-01-01T19:05:00.000","-4.4","78.0","3.5"
"RNSAM","2024-01-01T19:09:00.000","-4.3","80.0","3.0"
"RNSAM","2024-01-01T19:13:00.000","-4.4","80.0","2.7"
"RNSAM","2024-01-01T19:17:00.000","-4.4","80.0","3.5"
"RNSAM","2024-01-01T19:21:00.000","-4.5","81.0","3.3"
"RNSAM","2024-01-01T19:25:00.000","-4.5","80.0","3.3"
"RNSAM","2024-01-01T19:29:00.000","-4.5","81.0","3.2"
"RNSAM","2024-01-01T19:33:00.000","-4.5","80.0","3.2"
"RNSAM","2024-01-01T19:37:00.000","-4.5","80.0","4.1"
"RNSAM","2024-01-01T19:41:00.000","-4.6","80.0","3.6"
"RNSAM","2024-01-01T19:45:00.000","-4.6","80.0","3.1"
"RNSAM","2024-01-01T19:49:00.000","-4.6","80.0","4.0"
"RNSAM","2024-01-01T19:53:00.000",,"81.0","3.5"
"RNSAM","2024-01-01T19:57:00.000","-4.7","81.0","3.7"
"RNSAM","2024-01-01T20:01:00.000","-4.6","81.0","3.4"
"RNSAM","2024-01-01T20:05:00.000","-4.7","81.0","4.8"
"RNSAM","2024-01-01T20:09:00.000",,"81.0","4.0"
"RNSAM","2024-01-01T20:13:00.000","-4.8","81.0","4.1"
"RNSAM","2024-01-01T20:17:00.000","-4.7","82.0","2.5"
"RNSAM","2024-01-01T20:21:00.000","-4.7","82.0","3.4"
"RNSAM","2024-01-01T20:25:00.000",,"82.0","3.6"
"RNSAM","2024-01-01T20:29:00.000","-4.8","82.0","3.9"
"RNSAM","2024-01-01T20:33:00.000","-4.8","82.0","3.1"
"RNSAM","2024-01-01T20:37:00.000","-4.8","81.0","3.6"
"RNSAM","2024-01-01T20:41:00.000",,"81.0","3.5"
"RNSAM","2024-01-01T20:45:00.000","-4.9","81.0","2.8"
"RNSAM","2024-01-01T20:49:00.000","-4.9","82.0","3.4"
"RNSAM","2024-01-01T20:53:00.000","-5.0","82.0","3.2"
"RNSAM","2024-01-01T20:57:00.000",,"83.0","3.4"
"RNSAM","2024-01-01T21:01:00.000","-5.0","83.0","3.3"
"RNSAM","2024-01-01T21:05:00.000","-5.1","82.0","3.8"
"RNSAM","2024-01-01T21:09:00.000",,"82.0","3.9"
"RNSAM","2024-01-01T21:13:00.000","-5.2","82.0","3.6"
"RNSAM","2024-01-01T21:17:00.000","-5.2","82.0","3.9"
"RNSAM","2024-01-01T21:21:00.000","-5.2","83.0","3.5"
"RNSAM","2024-01-01T21:25:00.000","-5.3","83.0","3.3"
"RNSAM","2024-01-01T21:29:00.000","-5.3","84.0","2.9"
"RNSAM","2024-01-01T21:33:00.000","-5.3","85.0","2.7"
"RNSAM","2024-01-01T21:37:00.000","-5.3","84.0","3.2"
"RNSAM","2024-01-01T21:41:00.000","-5.3","85.0","3.5"
"RNSAM","2024-01-01T21:45:00.000","-5.4","85.0","3.0"
"RNSAM","2024-01-01T21:49:00.000","-5.4","84.0","3.8"
"RNSAM","2024-01-01T21:53:00.000","-5.4","84.0","3.8"
"RNSAM","2024-01-01T21:57:00.000","-5.4","85.0","2.9"
"RNSAM","2024-01-01T22:01:00.000","-5.4","85.0","3.5"
"RNSAM","2024-01-01T22:05:00.000","-5.4","85.0","4.3"
"RNSAM","2024-01-01T22:09:00.000","-5.4","85.0","3.9"
"RNSAM","2024-01-01T22:13:00.000","-5.4","85.0","4.9"
"RNSAM","2024-01-01T22:17:00.000","-5.4","84.0","4.5"
"RNSAM","2024-01-01T22:21:00.000","-5.5","84.0","3.7"
"RNSAM","2024-01-01T22:25:00.000","-5.5","83.0","3.5"
"RNSAM","2024-01-01T22:29:00.000",,"83.0","3.1"
"RNSAM","2024-01-01T22:33:00.000","-5.5","83.0","3.3"
"RNSAM","2024-01-01T22:37:00.000","-5.5","83.0","3.4"
"RNSAM","2024-01-01T22:41:00.000","-5.5","84.0","3.0"
"RNSAM","2024-01-01T22:45:00.000",,"82.0","2.7"
"RNSAM","2024-01-01T22:49:00.000","-5.5","82.0","2.8"
"RNSAM","2024-01-01T22:53:00.000","-5.6","80.0","4.0"
"RNSAM","2024-01-01T22:57:00.000","-5.5","79.0","3.2"
"RNSAM","2024-01-01T23:01:00.000",,"77.0","3.1"
"RNSAM","2024-01-01T23:05:00.000","-5.7","74.0","2.4"
"RNSAM","2024-01-01T23:09:00.000","-5.6","74.0","2.0"
"RNSAM","2024-01-01T23:13:00.000",,"74.0","2.4"
"RNSAM","2024-01-01T23:17:00.000",,"76.0","3.2"
"RNSAM","2024-01-01T23:21:00.000","-5.6","78.0","3.7"
"RNSAM","2024-01-01T23:25:00.000","-5.7","80.0","3.5"
"RNSAM","2024-01-01T23:29:00.000","-5.8","80.0","2.8"
"RNSAM","2024-01-01T23:33:00.000","-5.9","81.0","2.7"
"RNSAM","2024-01-01T23:37:00.000","-5.8","82.0","3.0"
"RNSAM","2024-01-01T23:41:00.000","-5.8","83.0","2.8"
"RNSAM","2024-01-01T23:45:00.000","-5.9","84.0","1.9"
"RNSAM","2024-01-01T23:49:00.000","-5.9","86.0","2.5"
"RNSAM","2024-01-01T23:53:00.000","-5.9","86.0","2.7"
"RNSAM","2024-01-01T23:57:00.000","-5.9","87.0","2.8"
"RNSAM","2024-01-02T00:01:00.000","-6.0","88.0","2.3"
"RNSAM","2024-01-02T00:05:00.000","-6.0","88.0","2.8"
"RNSAM","2024-01-02T00:09:00.000","-6.0","88.0","3.7"
"RNSAM","2024-01-02T00:13:00.000","-6.0","87.0","3.5"
"RNSAM","2024-01-02T00:17:00.000","-6.0","87.0","3.2"
"RNSAM","2024-01-02T00:21:00.000","-6.1","86.0","3.6"
"RNSAM","2024-01-02T00:25:00.000","-6.1","86.0","3.8"
"RNSAM","2024-01-02T00:29:00.000","-6.1","85.0","3.6"
"RNSAM","2024-01-02T00:33:00.000","-6.0","84.0","3.9"
"RNSAM","2024-01-02T00:37:00.000","-6.0","84.0","3.4"
"RNSAM","2024-01-02T00:41:00.000","-6.0","84.0","2.6"
"RNSAM","2024-01-02T00:45:00.000","-6.0","84.0","3.6"
"RNSAM","2024-01-02T00:49:00.000",,"84.0","3.4"
"RNSAM","2024-01-02T00:53:00.000","-6.1","84.0","3.2"
"RNSAM","2024-01-02T00:57:00.000","-6.1","85.0","3.3"
"RNSAM","2024-01-02T01:01:00.000","-6.1","85.0","2.8"
"RNSAM","2024-01-02T01:05:00.000",,"85.0","3.8"
"RNSAM","2024-01-02T01:09:00.000","-6.1","84.0","3.8"
"RNSAM","2024-01-02T01:13:00.000","-6.1","84.0","3.1"
"RNSAM","2024-01-02T01:17:00.000","-6.2","83.0","3.7"
"RNSAM","2024-01-02T01:21:00.000",,"81.0","2.8"
"RNSAM","2024-01-02T01:25:00.000","-6.2","81.0","3.0"
"RNSAM","2024-01-02T01:29:00.000","-6.2","80.0","4.6"
"RNSAM","2024-01-02T01:33:00.000","-6.2","81.0","3.8"
"RNSAM","2024-01-02T01:37:00.000",,"81.0","3.8"
"RNSAM","2024-01-02T01:41:00.000","-6.3","81.0","3.9"
"RNSAM","2024-01-02T01:45:00.000","-6.3","80.0","3.7"
"RNSAM","2024-01-02T01:49:00.000",,"79.0","3.0"
"RNSAM","2024-01-02T01:53:00.000",,"77.0","3.5"
"RNSAM","2024-01-02T01:57:00.000","-6.3","77.0","2.8"
"RNSAM","2024-01-02T02:01:00.000","-6.3","76.0","3.9"
"RNSAM","2024-01-02T02:05:00.000",,"75.0","3.6"
"RNSAM","2024-01-02T02:09:00.000","-6.3","75.0","3.8"
