county,waterbody,waterbody_type,species,stocking_year,stocking_events,fish_released,avg_length_cm,avg_weight_g
Shelburne,WALLS,Lake,Brook Trout,1977,2,1200,20.0,98.0
Shelburne,WALLS,Lake,Brook Trout,1978,1,500,20.6,120.0
Shelburne,WALLS,Lake,Brook Trout,1988,2,1000,20.95,90.5
Shelburne,WALLS,Lake,Brook Trout,1989,2,1750,20.0,102.5
Shelburne,WALLS,Lake,Brook Trout,1990,4,2850,20.75,131.5
Shelburne,WALLS,Lake,Brook Trout,1991,2,1250,20.0,101.5
Shelburne,WALLS,Lake,Brook Trout,1992,2,1250,20.0,46.0
Shelburne,WALLS,Lake,Brook Trout,1993,1,500,20.0,91.0
Shelburne,WALLS,Lake,Brook Trout,1994,1,600,20.0,111.0
Shelburne,WALLS,Lake,Brook Trout,2000,1,665,20.0,75.0
Shelburne,WALLS,Lake,Rainbow Trout,1995,1,1600,29.0,250.0
Shelburne,WALLS,Lake,Rainbow Trout,1996,1,1400,27.0,285.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1976,3,1791,23.0,190.67
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1977,2,2222,28.25,429.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1978,3,4122,15.6,65.67
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1979,1,8244,14.2,31.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1980,1,6001,12.8,26.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1981,1,4140,10.8,20.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1982,1,4125,18.0,45.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1983,1,8307,15.9,45.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1984,1,6799,13.6,27.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1986,1,7799,15.1,37.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1987,1,4200,12.7,22.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1988,1,10000,14.0,30.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1989,1,5000,14.0,32.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1990,1,7000,9.0,9.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1991,1,10000,12.0,18.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1992,1,4500,11.0,15.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1993,1,7590,15.5,45.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1994,1,11200,16.5,50.0
Shelburne,WEST HORSESHOE,Lake,Brook Trout,1997,1,8960,15.0,37.0
Shelburne,WHITES,Lake,Brook Trout,1976,1,997,19.9,101.0
Victoria,BADDECK,River,Atlantic Salmon,2020,1,14042,7.0,7.23
Victoria,BADDECK,River,Atlantic Salmon,2022,1,27359,8.1,5.98
Victoria,BADDECK,River,Atlantic Salmon,2023,1,24000,6.9,3.7
Victoria,BADDECK,River,Atlantic Salmon,2025,1,21853,8.5,7.5
Victoria,BADDECK AT BADDECK BRIDGE,River,Atlantic Salmon,2012,1,12000,10.5,9.17
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1976,1,3494,16.0,45.0
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1977,2,1553,17.1,49.5
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1981,2,1496,3.0,8.0
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1982,3,49200,3.0,
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1993,2,1633,29.25,534.0
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1994,2,2490,29.4,537.5
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1995,2,2458,29.4,538.0
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1996,2,1611,30.5,552.0
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1997,1,2100,20.0,100.0
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1998,1,1452,19.0,76.0
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,1999,2,3328,17.9,72.3
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,2000,1,1164,21.0,104.0
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,2001,2,6082,14.2,52.25
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,2002,2,4892,18.5,87.7
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,2003,1,1920,16.0,42.0
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,2004,3,5348,19.83,103.5
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,2005,1,2544,10.2,11.8
Victoria,BADDECK AT BADDECK BRIDGE,River,Brook Trout,2006,1,1900,13.2,26.3
Victoria,BADDECK AT BADDECK BRIDGE,River,Rainbow Trout,1998,1,1152,27.0,278.0
Victoria,BADDECK AT BADDECK BRIDGE,River,Rainbow Trout,2008,1,2105,60.0,12.0
Victoria,BARACHOIS,River,Brook Trout,1976,1,2007,17.5,41.0
Victoria,BARACHOIS,River,Brook Trout,1977,1,1999,18.2,66.0
Victoria,BEAVER,Lake,Brook Trout,1991,2,2050,20.5,282.5
Victoria,BIG HARBOUR,Brook,Rainbow Trout,1985,1,3000,19.3,83.0
Victoria,BONNIE,Lake,Brook Trout,1986,1,1041,11.5,17.0
Victoria,BRAS D'OR BADDECK TOWN,Lake,Rainbow Trout,1989,1,750,28.0,267.0
Victoria,BRAS D'OR BADDECK TOWN,Lake,Rainbow Trout,1990,1,720,30.0,375.0
Victoria,BRAS D'OR BADDECK TOWN,Lake,Rainbow Trout,1991,2,1790,25.0,182.0
Victoria,BRAS D'OR BADDECK TOWN,Lake,Rainbow Trout,2008,2,2970,26.5,149.5
Victoria,BRAS D'OR BIRCH POINT,Lake,Rainbow Trout,1987,1,1600,23.7,149.0
Victoria,BRAS D'OR MACRITCHIES COVE,Lake,Rainbow Trout,1987,1,1700,23.7,149.0
Victoria,BRETON COVE,Pond,Brook Trout,1976,1,1509,17.5,41.0
Victoria,BRETON COVE,Pond,Brook Trout,1978,1,350,18.0,64.0
Victoria,BURTON,Pond,Brook Trout,1976,1,1495,18.0,64.0
Victoria,BURTON,Pond,Brook Trout,1980,1,3016,12.0,17.0
Victoria,DALEM,Lake,Brook Trout,1976,1,2004,18.0,39.0
Victoria,DALEM,Lake,Brook Trout,1980,1,5005,12.0,18.0
Victoria,DALEM,Lake,Brook Trout,1982,1,3003,12.0,12.0
Victoria,DALEM,Lake,Brook Trout,1983,1,4620,13.0,22.0
Victoria,DALEM,Lake,Brook Trout,1984,1,4389,12.3,18.0
Victoria,DALEM,Lake,Brook Trout,1985,1,5901,10.0,11.0
Victoria,DALEM,Lake,Brook Trout,1988,1,4000,12.0,22.0
Victoria,DALEM,Lake,Brook Trout,1989,1,4000,12.0,18.0
Victoria,DALEM,Lake,Brook Trout,1990,1,4000,11.0,16.0
Victoria,DALEM,Lake,Brook Trout,1991,1,2500,15.3,40.0
Victoria,DALEM,Lake,Brook Trout,1992,1,2974,11.6,18.0
Victoria,DALEM,Lake,Brook Trout,1993,1,4000,13.1,25.0
Victoria,DALEM,Lake,Brook Trout,1994,1,2200,12.7,23.0
Victoria,DALEM,Lake,Brook Trout,1995,1,3500,13.6,29.0
Victoria,DALEM,Lake,Brook Trout,1996,3,4615,24.47,379.0
Victoria,DALEM,Lake,Brook Trout,1997,3,5715,23.5,372.33
Victoria,DALEM,Lake,Brook Trout,1998,1,4000,10.4,12.5
Victoria,DALEM,Lake,Brook Trout,1999,1,3120,10.4,13.0
Victoria,DALEM,Lake,Brook Trout,2000,1,2940,12.8,23.8
Victoria,DALEM,Lake,Brook Trout,2003,1,2385,12.0,19.0
Victoria,DALEM,Lake,Brook Trout,2004,1,4000,14.0,30.0
Victoria,DALEM,Lake,Brook Trout,2005,1,2719,10.3,10.3
Victoria,DALEM,Lake,Brook Trout,2006,2,2580,18.4,78.4
Victoria,DALEM,Lake,Brook Trout,2007,2,3290,18.25,84.5
Victoria,DALEM,Lake,Brook Trout,2008,2,2893,21.0,113.0
Victoria,DALEM,Lake,Brook Trout,2010,3,2596,23.9,149.0
Victoria,DALEM,Lake,Brook Trout,2012,4,1585,31.48,569.0
Victoria,DALEM,Lake,Brook Trout,2013,1,1000,15.0,83.0
Victoria,DALEM,Lake,Brook Trout,2014,1,800,17.0,100.0
Victoria,DALEM,Lake,Brook Trout,2019,2,1010,30.5,538.45
Victoria,DALEM,Lake,Brook Trout,2020,3,5541,19.5,152.83
Victoria,DALEM,Lake,Brook Trout,2021,1,533,26.8,214.0
Victoria,DALEM,Lake,Brook Trout,2022,1,782,29.0,269.0
Victoria,DALEM,Lake,Brook Trout,2023,6,1116,37.52,624.17
Victoria,DALEM,Lake,Brook Trout,2024,2,422,32.3,383.5
Victoria,DALEM,Lake,Brook Trout,2025,2,625,29.55,289.0
Victoria,DUNDAS,Brook,Brook Trout,1976,2,3006,16.0,37.0
Victoria,GISBORNE,Flowage,Brook Trout,2000,2,921,30.5,553.0
Victoria,HARRIS,Brook,Brook Trout,1976,1,996,15.0,37.0
Victoria,HARRIS,Brook,Brook Trout,1979,1,5000,2.5,
Victoria,HARRIS,Brook,Brook Trout,1982,1,12300,3.0,
Victoria,HARRIS,Brook,Brook Trout,1986,1,7700,1.5,
Victoria,HUMES,River,Brook Trout,1982,1,24600,3.0,
Victoria,INDIAN,Brook,Brook Trout,1976,1,1495,18.0,64.0
Victoria,INDIAN,Brook,Brook Trout,1979,1,2999,11.0,8.0
Victoria,INDIAN,Brook,Brook Trout,1980,1,3000,12.0,20.0
Victoria,INDIAN,Brook,Brook Trout,1981,1,1495,3.0,8.0
Victoria,INDIAN,Brook,Brook Trout,1982,1,12300,3.0,
Victoria,INDIAN,Brook,Brook Trout,2021,1,22991,3.2,0.35
Victoria,INGONISH,River,Brook Trout,1976,2,7018,16.0,37.0
Victoria,INGONISH,River,Brook Trout,1977,1,2158,18.0,64.0
Victoria,INGONISH,River,Brook Trout,1980,1,3016,12.0,17.0
Victoria,ISLAND,Lake,Brook Trout,1991,3,3250,18.8,202.0
Victoria,ISLAND,Lake,Brook Trout,1993,1,2770,12.9,24.0
Victoria,ISLAND,Lake,Brook Trout,1994,1,2000,13.9,30.0
Victoria,ISLAND,Lake,Brook Trout,1995,1,2021,12.3,31.0
Victoria,ISLAND,Lake,Brook Trout,1996,1,2040,13.9,29.0
Victoria,ISLAND,Lake,Brook Trout,1997,1,2400,12.3,20.0
Victoria,ISLAND,Lake,Brook Trout,2000,1,564,21.0,106.0
Victoria,LARKIN,Lake,Brook Trout,1991,2,2500,15.7,53.0
Victoria,LARKIN,Lake,Brook Trout,1993,1,2500,12.9,24.0
Victoria,LARKIN,Lake,Brook Trout,1994,1,2000,13.9,30.0
Victoria,LARKIN,Lake,Brook Trout,1995,1,2053,12.3,31.0
Victoria,LARKIN,Lake,Brook Trout,1996,1,2040,13.9,29.0
Victoria,LARKIN,Lake,Brook Trout,1997,1,2400,12.3,20.0
Victoria,LARKIN,Lake,Brook Trout,1998,1,2200,12.6,22.7
Victoria,LEONARD MCLEOD,Brook,Brook Trout,1976,1,1495,18.0,64.0
Victoria,LEONARD MCLEOD,Brook,Brook Trout,1980,1,1485,12.0,18.0
Victoria,MACDONALD,Brook,Brook Trout,1976,1,1495,18.0,64.0
Victoria,MACDONALD,Brook,Brook Trout,1979,1,5000,2.5,
Victoria,MACDONALD,Brook,Brook Trout,1980,1,1485,12.0,18.0
Victoria,MACDONALD BIG POND,Pond,Brook Trout,1976,1,1499,17.5,41.0
Victoria,MACDONALD BIG POND,Pond,Brook Trout,1978,1,350,18.0,64.0
Victoria,MACDONALD BIG POND,Pond,Brook Trout,1986,1,2612,13.0,26.0
Victoria,MACDONALDS PONDS,Lake,Brook Trout,1984,1,446,25.1,181.0
Victoria,MACDONALDS PONDS,Lake,Brook Trout,1985,1,4004,11.9,22.0
Victoria,MACKAY,Brook,Rainbow Trout,1985,1,2766,19.3,83.0
Victoria,MACKENZIE,Pond,Brook Trout,1985,1,3998,5.8,2.0
Victoria,MACKENZIE,Pond,Brook Trout,1986,1,2661,11.2,16.0
Victoria,MACKENZIE,Pond,Brook Trout,2000,1,1164,21.0,104.0
Victoria,MACKENZIE,Pond,Brook Trout,2013,1,800,17.0,130.0
Victoria,MACKENZIE,Pond,Brook Trout,2020,3,5008,25.17,362.17
Victoria,MACKENZIE,Pond,Brook Trout,2021,1,500,27.4,228.0
Victoria,MACKENZIE,Pond,Brook Trout,2022,1,530,29.0,269.0
Victoria,MACKENZIE,Pond,Brook Trout,2023,4,775,34.63,556.5
Victoria,MACKENZIE,Pond,Brook Trout,2024,2,573,32.25,383.5
Victoria,MACKENZIE,Pond,Brook Trout,2025,3,1806,22.1,187.0
Victoria,MIDDLE,River,Atlantic Salmon,2012,1,14000,10.0,9.0
Victoria,MIDDLE,River,Atlantic Salmon,2019,1,29181,5.0,4.3
Victoria,MIDDLE,River,Atlantic Salmon,2020,1,21090,6.0,5.67
Victoria,MIDDLE,River,Atlantic Salmon,2021,1,27379,9.5,9.6
Victoria,MIDDLE,River,Atlantic Salmon,2022,1,25588,8.2,6.09
Victoria,MIDDLE,River,Atlantic Salmon,2023,1,25900,7.1,4.01
Victoria,MIDDLE,River,Atlantic Salmon,2025,1,22500,8.9,7.7
Victoria,MIDDLE,River,Brook Trout,1976,1,1495,18.0,64.0
Victoria,MIDDLE,River,Brook Trout,1977,2,2503,17.1,51.0
Victoria,MIDDLE ASPY,River,Brook Trout,1976,2,2990,18.0,64.0
Victoria,MIDDLE ASPY,River,Brook Trout,1977,1,1999,18.0,64.0
Victoria,MIDDLE ASPY,River,Brook Trout,1980,1,4990,12.0,15.0
Victoria,MIDDLE ASPY,River,Brook Trout,1991,2,1500,14.2,32.0
Victoria,MIDDLE ASPY,River,Brook Trout,1994,1,1000,13.9,30.0
Victoria,MIDDLE ASPY,River,Brook Trout,1995,1,1876,15.0,37.0
Victoria,MIDDLE ASPY,River,Brook Trout,2021,1,5000,11.44,16.6
Victoria,MIDDLE ASPY,River,Brook Trout,2022,1,2668,12.2,20.0
Victoria,MORRISON,Brook,Brook Trout,1976,1,2004,18.0,39.0
Victoria,MORRISON,Brook,Brook Trout,1979,1,5000,2.5,
Victoria,MORRISON,Brook,Brook Trout,1981,1,1001,3.0,8.0
Victoria,MORRISON,Brook,Brook Trout,1982,1,12300,3.0,
Victoria,MORRISON,Brook,Brook Trout,1985,1,5998,5.8,2.0
Victoria,MORRISONS,Lake,Brook Trout,1990,1,2000,14.5,34.0
Victoria,MORRISONS,Lake,Brook Trout,1991,1,2900,15.4,41.0
Victoria,MORRISONS,Lake,Brook Trout,1993,1,2500,12.9,24.0
Victoria,MORRISONS,Lake,Brook Trout,1994,1,2000,13.9,30.0
Victoria,MORRISONS,Lake,Brook Trout,1995,1,2833,14.4,33.0
Victoria,MORRISONS,Lake,Brook Trout,1996,1,2040,13.9,29.0
Victoria,MORRISONS,Lake,Brook Trout,1997,1,1920,12.3,20.0
Victoria,MORRISONS,Lake,Brook Trout,1999,1,2640,13.9,30.0
Victoria,MORRISONS,Lake,Brook Trout,2000,1,2560,14.1,31.0
Victoria,MORRISONS,Lake,Brook Trout,2001,1,1060,11.9,18.9
Victoria,MORRISONS,Lake,Brook Trout,2003,1,1920,16.0,42.0
Victoria,MORRISONS,Lake,Brook Trout,2004,1,2220,13.5,27.0
Victoria,MORRISONS,Lake,Brook Trout,2005,1,3304,10.3,12.1
Victoria,MORRISONS,Lake,Brook Trout,2006,1,4200,13.1,33.3
Victoria,MORRISONS,Lake,Brook Trout,2007,1,1165,15.5,43.0
Victoria,MORRISONS,Lake,Brook Trout,2013,1,1300,8.0,38.0
Victoria,MORRISONS,Lake,Brook Trout,2014,1,2000,11.4,16.6
Victoria,MORRISONS,Lake,Brook Trout,2019,1,5000,6.0,7.0
Victoria,MORRISONS,Lake,Rainbow Trout,1989,1,100,28.0,267.0
Victoria,NEW GLEN,Brook,Brook Trout,1986,1,6160,1.5,
Victoria,NORTH,River,Brook Trout,1976,1,2007,16.0,41.0
Victoria,NORTH,River,Brook Trout,1977,1,999,18.2,66.0
Victoria,NORTH ASPY,River,Brook Trout,1995,1,1876,15.0,37.0
Victoria,NORTH ASPY,River,Brook Trout,1997,1,2820,12.1,21.0
Victoria,NORTH ASPY,River,Brook Trout,1998,1,4180,15.1,26.3
Victoria,NORTH ASPY,River,Brook Trout,1999,1,1452,15.5,41.0
Victoria,NORTH ASPY,River,Brook Trout,2000,1,1920,15.5,41.7
Victoria,NORTH ASPY,River,Brook Trout,2002,1,1640,13.0,24.4
Victoria,NORTH ASPY,River,Brook Trout,2003,1,3880,9.0,9.7
Victoria,NORTH ASPY,River,Brook Trout,2004,1,3075,12.0,19.5
Victoria,NORTH ASPY,River,Brook Trout,2005,1,4080,9.6,9.8
Victoria,NORTH ASPY,River,Brook Trout,2006,1,2000,12.1,20.0
Victoria,NORTH ASPY,River,Brook Trout,2007,1,1405,13.5,28.5
Victoria,NORTH ASPY,River,Brook Trout,2008,1,2000,60.0,12.0
Victoria,NORTH ASPY,River,Brook Trout,2013,1,1500,8.0,38.0
Victoria,NORTH ASPY,River,Brook Trout,2014,1,2000,11.4,16.6
Victoria,NORTH ASPY,River,Brook Trout,2021,1,5000,11.44,16.6
Victoria,NORTH ASPY,River,Brook Trout,2022,1,2666,12.2,20.0
Victoria,OXFORD,Lake,Brook Trout,1984,1,1749,12.3,18.0
Victoria,OXFORD,Lake,Brook Trout,1986,2,5125,12.3,21.5
Victoria,PETERS,Brook,Brook Trout,1976,1,996,15.0,37.0
Victoria,PETERS,Brook,Brook Trout,1986,1,7700,1.8,
Victoria,PETERS,Brook,Brook Trout,1990,1,1125,14.0,30.0
Victoria,SOUTH,Lake,Brook Trout,1991,2,1050,20.5,282.5
Victoria,SOUTH,Lake,Brook Trout,1992,2,467,30.85,775.5
Victoria,SOUTH,Lake,Brook Trout,1993,1,1272,16.0,47.0
Victoria,SOUTH,Lake,Brook Trout,1994,1,900,20.7,100.0
Victoria,SOUTH,Lake,Brook Trout,1995,1,800,21.0,100.0
Victoria,SOUTH,Lake,Brook Trout,1998,1,2200,12.6,22.7
Victoria,SOUTH,Lake,Brook Trout,2000,1,846,21.0,106.0
Victoria,SOUTH ASPY,Brook,Brook Trout,1991,2,1500,14.2,32.0
Victoria,SOUTH ASPY,Brook,Brook Trout,1994,1,1000,13.9,30.0
Victoria,SOUTH ASPY,Brook,Brook Trout,2019,2,10000,6.0,7.0
Victoria,SOUTH ASPY,Brook,Brook Trout,2021,1,10000,11.44,16.6
Victoria,SOUTH ASPY,Brook,Brook Trout,2022,1,2666,12.2,20.0
Victoria,TIMBER,Lake,Brook Trout,1976,1,1397,18.0,64.0
Victoria,TIMBER,Lake,Brook Trout,1984,1,5000,12.3,18.0
Victoria,TIMBER,Lake,Brook Trout,1985,1,4145,11.9,21.0
Victoria,TIMBER,Lake,Brook Trout,1986,1,2339,11.5,17.0
Yarmouth,AGARD,Lake,Brook Trout,1977,1,600,20.0,100.0
Yarmouth,ALLENS,Lake,Brook Trout,1976,1,997,19.9,101.0
Yarmouth,ALLENS,Lake,Brook Trout,1977,1,1000,20.5,96.0
Yarmouth,ALLENS,Lake,Brook Trout,1983,8,4547,18.61,129.63
Yarmouth,ALLENS,Lake,Brook Trout,1984,6,5082,21.43,159.33
Yarmouth,ALLENS,Lake,Brook Trout,1985,2,1334,21.9,140.0
Yarmouth,ALLENS,Lake,Brook Trout,1986,3,4001,19.47,88.67
Yarmouth,ALLENS,Lake,Brook Trout,1987,1,2000,18.5,70.0
Yarmouth,ALLENS,Lake,Brook Trout,1988,3,3250,18.63,74.0
Yarmouth,ALLENS,Lake,Brook Trout,1989,3,3000,18.23,96.33
Yarmouth,ALLENS,Lake,Brook Trout,1990,4,4600,17.88,101.25
Yarmouth,ALLENS,Lake,Brook Trout,1991,2,1000,21.0,101.5
Yarmouth,ALLENS,Lake,Brook Trout,1992,1,750,21.0,110.0
Yarmouth,ALLENS,Lake,Brook Trout,1993,1,750,20.0,101.0
Yarmouth,ALLENS,Lake,Brook Trout,1994,1,1000,21.0,111.0
Yarmouth,ALLENS,Lake,Brook Trout,1995,2,1480,21.0,116.5
Yarmouth,ALLENS,Lake,Brook Trout,1996,3,11126,21.03,120.67
Yarmouth,ALLENS,Lake,Brook Trout,1998,1,700,20.0,100.0
Yarmouth,ALLENS,Lake,Brook Trout,1999,1,750,22.0,100.0
Yarmouth,ALLENS,Lake,Brook Trout,2000,1,798,20.0,75.0
Yarmouth,ALLENS,Lake,Brook Trout,2001,1,893,22.0,120.0
Yarmouth,ALLENS,Lake,Brook Trout,2002,1,700,20.0,100.0
Yarmouth,ALLENS,Lake,Brook Trout,2003,1,952,22.5,150.0
Yarmouth,ALLENS,Lake,Brook Trout,2004,1,1000,22.0,125.0
Yarmouth,ALLENS,Lake,Brook Trout,2005,2,1592,21.25,125.0
Yarmouth,ALLENS,Lake,Brook Trout,2006,1,1050,25.0,100.0
Yarmouth,ALLENS,Lake,Brook Trout,2008,1,1200,20.0,100.0
Yarmouth,ALLENS,Lake,Brook Trout,2009,1,1000,20.0,100.0
Yarmouth,ALLENS,Lake,Brook Trout,2010,1,1000,20.0,100.0
Yarmouth,ALLENS,Lake,Brook Trout,2011,1,1000,20.0,100.0
Yarmouth,ALLENS,Lake,Brook Trout,2019,1,400,27.5,178.0
Yarmouth,ALLENS,Lake,Brook Trout,2020,1,650,27.0,177.0
Yarmouth,ALLENS,Lake,Brook Trout,2021,1,350,26.1,177.9
Yarmouth,ALLENS,Lake,Brook Trout,2022,1,350,25.3,177.0
Yarmouth,ALLENS,Lake,Brook Trout,2023,1,350,25.4,180.0
Yarmouth,ALLENS,Lake,Brook Trout,2024,1,350,26.0,180.0
Yarmouth,ALLENS,Lake,Brook Trout,2025,2,300,40.0,550.0
Yarmouth,ANNIS,Lake,Brook Trout,1976,1,844,20.0,101.0
Yarmouth,ANNIS,Lake,Brook Trout,1977,1,802,19.5,96.0
Yarmouth,ANNIS,Lake,Brook Trout,1978,1,850,20.0,121.0
Yarmouth,ANNIS,Lake,Brook Trout,1980,1,2499,12.5,22.0
Yarmouth,ANNIS,Lake,Brook Trout,1983,2,1495,19.45,138.5
Yarmouth,ANNIS,Lake,Brook Trout,1984,1,2032,25.3,178.0
Yarmouth,ANNIS,Lake,Brook Trout,1985,1,1000,20.7,99.0
Yarmouth,ANNIS,Lake,Brook Trout,1986,2,3001,17.9,68.5
Yarmouth,ANNIS,Lake,Brook Trout,1987,2,4010,15.6,46.5
Yarmouth,ANNIS,Lake,Brook Trout,1988,3,4500,18.63,70.67
Yarmouth,ANNIS,Lake,Brook Trout,1989,3,4500,18.23,90.0
Yarmouth,ANNIS,Lake,Brook Trout,1990,4,4500,17.88,101.25
Yarmouth,ANNIS,Lake,Brook Trout,1991,3,5500,18.0,73.67
Yarmouth,ANNIS,Lake,Brook Trout,1992,1,6000,11.0,15.0
Yarmouth,ANNIS,Lake,Brook Trout,1993,1,5984,15.5,45.0
Yarmouth,ANNIS,Lake,Brook Trout,1994,1,4410,16.5,48.0
Yarmouth,ANNIS,Lake,Brook Trout,1996,1,19200,16.0,50.0
Yarmouth,ANNIS,River,Brook Trout,1977,1,20218,6.8,3.0
Yarmouth,BACK,Lake,Brook Trout,1992,1,750,19.0,91.0
Yarmouth,BACK,Lake,Brook Trout,1993,1,750,20.0,101.0
Yarmouth,BACK,Lake,Brook Trout,1994,1,750,21.0,125.0
Yarmouth,BACK,Lake,Brook Trout,1995,2,1000,21.0,118.0
Yarmouth,BACK,Lake,Brook Trout,1996,3,13296,21.5,131.67
Yarmouth,BACK,Lake,Brook Trout,1997,1,800,22.0,125.0
Yarmouth,BACK,Lake,Brook Trout,1998,1,800,20.0,100.0
Yarmouth,BACK,Lake,Brook Trout,1999,1,750,22.0,100.0
Yarmouth,BACK,Lake,Brook Trout,2001,1,840,23.0,125.0
Yarmouth,BACK,Lake,Brook Trout,2003,1,1400,20.0,100.0
Yarmouth,BACK,Lake,Brook Trout,2004,1,500,22.0,125.0
Yarmouth,BACK,Lake,Brook Trout,2005,2,1395,22.5,125.0
Yarmouth,BACK,Lake,Brook Trout,2006,1,1050,25.0,100.0
Yarmouth,BACK,Lake,Brook Trout,2011,1,1000,20.0,100.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,1990,3,2250,20.83,132.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,1991,1,1500,20.0,91.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,1992,1,1000,21.0,110.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,1993,1,750,20.0,91.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,1995,2,1250,21.0,118.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,1996,2,24400,20.75,125.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,1998,1,800,20.0,100.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,1999,1,750,22.0,100.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,2000,1,750,22.0,125.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,2001,1,1120,23.0,125.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,2003,1,1400,20.0,100.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,2004,1,1000,22.0,125.0
Yarmouth,BEAVERHOUSE,Lake,Brook Trout,2006,1,700,25.0,100.0
Yarmouth,BENNETTS,Lake,Brook Trout,1976,1,802,13.0,30.0
Yarmouth,BIG MEADOW,Brook,Brook Trout,1976,1,499,20.0,101.0
Yarmouth,BIG MEADOW,Brook,Brook Trout,1977,2,2640,16.6,62.5
Yarmouth,BIGGARS,Lake,Brook Trout,1990,2,1500,20.0,122.0
Yarmouth,BIGGARS,Lake,Brook Trout,1991,1,750,20.0,91.0
Yarmouth,BIGGARS,Lake,Brook Trout,1992,1,1000,21.0,110.0
Yarmouth,BIGGARS,Lake,Brook Trout,1993,1,1000,20.0,91.0
Yarmouth,BIGGARS,Lake,Brook Trout,1994,1,1000,21.0,125.0
Yarmouth,BIGGARS,Lake,Brook Trout,1995,2,1250,21.0,118.0
Yarmouth,BIGGARS,Lake,Brook Trout,1996,3,14250,21.5,127.67
Yarmouth,BIGGARS,Lake,Brook Trout,1998,1,800,20.0,100.0
Yarmouth,BIGGARS,Lake,Brook Trout,1999,1,750,22.0,100.0
Yarmouth,BIGGARS,Lake,Brook Trout,2000,1,798,20.0,75.0
Yarmouth,BIGGARS,Lake,Brook Trout,2001,1,1280,23.0,125.0
Yarmouth,BIGGARS,Lake,Brook Trout,2002,1,800,22.0,128.0
Yarmouth,BIGGARS,Lake,Brook Trout,2003,1,1400,20.0,100.0
Yarmouth,BIGGARS,Lake,Brook Trout,2004,1,1000,22.0,125.0
Yarmouth,BIGGARS,Lake,Brook Trout,2005,2,1395,22.5,125.0
Yarmouth,BIGGARS,Lake,Brook Trout,2006,1,1050,25.0,100.0
Yarmouth,BIRD,Lake,Brook Trout,1976,1,700,20.0,107.0
Yarmouth,BIRD,Lake,Brook Trout,1977,2,3699,16.0,62.5
Yarmouth,BIRD,Lake,Brook Trout,1979,1,776,26.5,263.0
Yarmouth,BIRD,Lake,Brook Trout,1980,1,999,15.0,54.0
Yarmouth,BIRD,Lake,Brook Trout,1997,1,1120,22.0,143.0
Yarmouth,BIRD,Lake,Brook Trout,1998,1,800,20.0,100.0
Yarmouth,BIRD,Lake,Brook Trout,2000,1,750,22.0,125.0
