county,waterbody,waterbody_type,species,stocking_year,stocking_events,fish_released,avg_length_cm,avg_weight_g
Annapolis,ANNAPOLIS RIVER BRICKTON BRIDGE,River,Brook Trout,1990,1,500,12.5,22.0
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,1992,1,2000,14.0,45.0
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,1994,1,10000,14.5,33.0
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,1995,2,7200,17.0,56.0
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,1998,1,3360,20.0,62.5
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,1999,1,5000,12.5,20.0
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,2000,1,1000,22.5,120.0
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,2002,1,1000,20.0,100.0
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,2003,2,102800,11.25,50.25
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,2004,1,5000,17.5,100.0
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,2005,1,1866,20.0,75.0
Annapolis,ANNAPOLIS RIVER BRIDGETOWN,River,Brook Trout,2006,1,100000,5.0,2.0
Annapolis,ANNAPOLIS RIVER CARLTON RD BRIDGE,River,Brook Trout,1990,1,500,12.5,22.0
Annapolis,ANNAPOLIS RIVER KINGSTON BRIDGE,River,Brook Trout,1990,1,750,12.5,22.0
Annapolis,ANNAPOLIS RIVER KINGSTON BRIDGE,River,Brook Trout,1991,1,500,12.0,23.0
Annapolis,ANNAPOLIS RIVER KINGSTON BRIDGE,River,Brook Trout,1993,1,1200,16.7,57.0
Annapolis,ANNAPOLIS RIVER LAWRENCETOWN BRIDGE,River,Brook Trout,1990,1,500,12.5,22.0
Annapolis,ANNAPOLIS RIVER LAWRENCETOWN BRIDGE,River,Brook Trout,1998,2,4650,16.5,46.0
Annapolis,ANNAPOLIS RIVER MIDDLETON,River,Brook Trout,1989,1,500,14.5,35.0
Annapolis,ANNAPOLIS RIVER MIDDLETON,River,Brook Trout,1990,1,750,12.5,22.0
Annapolis,ANNAPOLIS RIVER MIDDLETON,River,Brook Trout,1991,1,500,12.0,23.0
Annapolis,ANNAPOLIS RIVER MIDDLETON,River,Brook Trout,1992,2,3200,16.25,60.5
Annapolis,ANNAPOLIS RIVER MIDDLETON,River,Brook Trout,1993,2,2207,15.9,56.5
Annapolis,ANNAPOLIS RIVER MIDDLETON,River,Brook Trout,1998,1,2250,18.0,67.0
Annapolis,ANNAPOLIS RIVER MIDDLETON,River,Brook Trout,2005,1,150000,5.0,0.5
Annapolis,ANNAPOLIS RIVER MIDDLETON,River,Brook Trout,2011,1,2000,12.5,30.0
Annapolis,ANNAPOLIS RIVER ROUTE 201 BRIDGE,River,Brook Trout,1990,1,500,12.5,22.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,1976,1,502,17.7,59.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,1977,1,535,18.8,151.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,1988,1,5000,14.0,30.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,2000,2,1781,17.5,80.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,2001,1,2000,22.5,100.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,2002,1,2000,18.0,50.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,2003,1,2333,16.0,60.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,2004,1,3000,20.5,100.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,2005,1,4000,20.0,50.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,2006,1,2000,15.0,50.0
Annapolis,BIG LAHAVE,Lake,Brook Trout,2008,1,2000,12.5,35.0
Annapolis,BLACK,Brook,Brook Trout,1989,1,500,14.5,35.0
Annapolis,BLACK,Brook,Brook Trout,1990,1,500,12.5,22.0
Annapolis,BLACK,Brook,Brook Trout,1991,2,2000,12.0,23.0
Annapolis,BLACK,Brook,Brook Trout,1993,1,1100,16.7,57.0
Annapolis,BLACK,Brook,Brook Trout,1998,1,10000,4.0,
Annapolis,BLACK,Brook,Brook Trout,2004,1,150000,4.0,0.5
Annapolis,BOOT,Lake,Brook Trout,1976,1,503,16.5,54.0
Annapolis,BOOT,Lake,Brook Trout,1977,2,1501,16.6,58.5
Annapolis,BOOT,Lake,Brook Trout,1978,1,750,22.5,161.0
Annapolis,BOOT,Lake,Brook Trout,1981,1,2212,10.7,18.0
Annapolis,BOOT,Lake,Brook Trout,1982,1,2215,18.0,45.0
Annapolis,BOOT,Lake,Brook Trout,1983,1,1996,14.6,34.0
Annapolis,BOOT,Lake,Brook Trout,1984,1,1600,13.6,28.0
Annapolis,BOOT,Lake,Brook Trout,1985,1,1601,14.1,31.0
Annapolis,BOOT,Lake,Brook Trout,1986,1,2001,15.1,37.0
Annapolis,BOOT,Lake,Brook Trout,1987,1,2000,14.0,27.0
Annapolis,BOOT,Lake,Brook Trout,1988,1,2000,14.0,30.0
Annapolis,BOOT,Lake,Brook Trout,1989,1,2000,14.0,30.0
Annapolis,BOOT,Lake,Brook Trout,1990,1,2000,10.5,13.0
Annapolis,BOOT,Lake,Brook Trout,1991,1,3000,12.0,18.0
Annapolis,BOOT,Lake,Brook Trout,1993,1,3040,15.5,45.0
Annapolis,BOOT,Lake,Brook Trout,1994,1,4200,16.5,50.0
Annapolis,BOOT,Lake,Brook Trout,1995,2,3570,19.5,90.5
Annapolis,BOOT,Lake,Brook Trout,1997,1,7200,12.0,22.0
Annapolis,BOOT,Lake,Brook Trout,1998,1,2800,17.5,50.0
Annapolis,BOOT,Lake,Brook Trout,1999,1,5000,12.5,20.0
Annapolis,BOOT,Lake,Brook Trout,2000,1,1500,18.0,75.0
Annapolis,BOOT,Lake,Brook Trout,2019,1,400,28.0,282.0
Annapolis,BOOT,Lake,Brook Trout,2020,1,275,28.0,335.0
Annapolis,BURBIDGE,Brook,Brook Trout,1989,1,500,14.5,35.0
Annapolis,BURBIDGE,Brook,Brook Trout,1991,1,500,12.0,23.0
Annapolis,BURBIDGE,Brook,Brook Trout,1993,1,500,15.5,64.0
Annapolis,BURBIDGE,Brook,Brook Trout,1998,1,10000,4.0,
Annapolis,CADY,Lake,Brook Trout,1983,1,3993,14.6,34.0
Annapolis,CADY,Lake,Brook Trout,1984,1,3200,13.6,28.0
Annapolis,CADY,Lake,Brook Trout,1985,1,2999,14.1,31.0
Annapolis,CADY,Lake,Brook Trout,1986,1,1500,15.1,37.0
Annapolis,CONNELL,Lake,Brook Trout,1980,1,2002,15.1,54.0
Annapolis,CONNELL,Lake,Brook Trout,2008,1,600,20.0,100.0
Annapolis,CONNELL,Lake,Brook Trout,2011,1,1000,20.0,100.0
Annapolis,CROSKILL,Lake,Brook Trout,1983,1,998,14.6,34.0
Annapolis,CROSKILL,Lake,Brook Trout,1984,1,800,13.6,28.0
Annapolis,CROSKILL,Lake,Brook Trout,1985,1,799,14.1,31.0
Annapolis,DIXON,Brook,Brook Trout,1993,2,1000,15.0,45.0
Annapolis,DIXON,Brook,Brook Trout,2002,1,560,22.0,125.0
Annapolis,ELLIOTT,Lake,Brown Trout,1996,1,5760,11.2,16.0
Annapolis,ELLIOTT,Lake,Brown Trout,1998,1,4640,9.2,8.6
Annapolis,ELLIOTT,Lake,Brown Trout,2000,1,4000,10.0,10.0
Annapolis,ELLIOTT,Lake,Brown Trout,2003,1,1500,20.0,80.0
Annapolis,ELLIOTT,Lake,Brown Trout,2004,1,5000,15.0,50.0
Annapolis,ELLIOTT,Lake,Brown Trout,2006,1,5000,15.0,50.0
Annapolis,ELLIOTT,Lake,Brown Trout,2008,1,2915,10.0,12.0
Annapolis,ELLIOTT,Lake,Brown Trout,2009,1,4000,10.0,20.0
Annapolis,ELLIOTT,Lake,Brown Trout,2010,1,2000,10.0,20.0
Annapolis,ELLIOTT,Lake,Brown Trout,2011,1,3000,12.5,30.0
Annapolis,ELLIOTT,Lake,Tiger Trout,1992,2,1000,22.0,151.0
Annapolis,ELLIOTT,Lake,Tiger Trout,1993,1,1350,22.0,152.0
Annapolis,FALES,Brook,Brook Trout,1989,1,500,14.5,35.0
Annapolis,FALES,Brook,Brook Trout,1990,1,500,12.5,22.0
Annapolis,FALES,Brook,Brook Trout,1991,1,500,12.0,23.0
Annapolis,FALES,Brook,Brook Trout,1993,1,700,16.7,57.0
Annapolis,FALES,Brook,Brook Trout,1998,1,10000,4.0,
Annapolis,FALKLAND RIDGE,River,Brook Trout,1995,1,10000,7.5,1.0
Annapolis,FED,Lake,Brook Trout,1979,1,400,12.1,17.0
Annapolis,FED,Lake,Brook Trout,1981,1,401,10.7,18.0
Annapolis,FED,Lake,Brook Trout,1982,1,400,18.0,45.0
Annapolis,FIRST,Lake,Brook Trout,2025,1,350,30.0,226.0
Annapolis,FISHER,Lake,Brook Trout,1976,3,2013,18.07,71.33
Annapolis,FISHER,Lake,Brook Trout,1977,1,500,19.0,80.0
Annapolis,FISHER,Lake,Brook Trout,1978,1,750,22.5,161.0
Annapolis,GIBSONS,Lake,Brook Trout,1976,1,1006,16.5,54.0
Annapolis,GIBSONS,Lake,Brook Trout,1977,1,500,19.0,80.0
Annapolis,GIBSONS,Lake,Brook Trout,1981,1,500,10.7,18.0
Annapolis,GIBSONS,Lake,Brook Trout,1982,1,499,18.0,45.0
Annapolis,GIBSONS,Lake,Brook Trout,1983,1,498,14.6,34.0
Annapolis,GIBSONS,Lake,Brook Trout,1985,1,498,14.1,31.0
Annapolis,GIBSONS,Lake,Brook Trout,1986,1,999,15.1,37.0
Annapolis,GIBSONS,Lake,Brook Trout,1987,1,1000,14.0,27.0
Annapolis,GIBSONS,Lake,Brook Trout,1989,1,2000,12.7,23.0
Annapolis,GIBSONS,Lake,Brook Trout,1991,1,3000,12.0,18.0
Annapolis,GIBSONS,Lake,Brook Trout,1993,1,1900,17.5,71.0
Annapolis,GIBSONS,Lake,Brook Trout,1994,1,2800,16.5,50.0
Annapolis,GIBSONS,Lake,Brook Trout,1995,1,1970,19.0,81.0
Annapolis,GIBSONS,Lake,Brook Trout,1997,1,5400,12.0,22.0
Annapolis,GIBSONS,Lake,Brook Trout,1998,1,2100,20.0,66.7
Annapolis,GIBSONS,Lake,Brook Trout,2000,2,1750,20.0,100.0
Annapolis,GIBSONS,Lake,Brook Trout,2001,1,560,23.0,125.0
Annapolis,GIBSONS,Lake,Brook Trout,2002,1,560,22.0,125.0
Annapolis,GIBSONS,Lake,Brook Trout,2004,2,969,23.5,137.5
Annapolis,GIBSONS,Lake,Brook Trout,2005,1,467,22.5,150.0
Annapolis,GIBSONS,Lake,Brook Trout,2006,1,1400,20.0,100.0
Annapolis,GIBSONS,Lake,Brook Trout,2008,1,500,20.0,100.0
Annapolis,GIBSONS,Lake,Brook Trout,2011,1,1000,20.0,100.0
Annapolis,GIBSONS,Lake,Brook Trout,2020,1,1000,12.9,31.0
Annapolis,GIBSONS,Lake,Brook Trout,2021,2,1100,18.3,111.5
Annapolis,GIBSONS,Lake,Brook Trout,2023,1,500,12.7,28.0
Annapolis,GIBSONS,Lake,Brook Trout,2024,1,500,12.7,30.0
Annapolis,GRAND,Lake,Brook Trout,1976,1,998,17.7,59.0
Annapolis,GRAND,Lake,Brook Trout,1977,1,1000,19.0,80.0
Annapolis,GRAND,Lake,Brook Trout,1981,1,2212,10.7,18.0
Annapolis,GRAND,Lake,Brook Trout,1982,1,2215,18.0,45.0
Annapolis,GRAND,Lake,Brook Trout,1983,1,3993,14.6,34.0
Annapolis,GRAND,Lake,Brook Trout,1984,1,3200,13.6,28.0
Annapolis,GRAND,Lake,Brook Trout,1985,1,2999,14.1,31.0
Annapolis,GRAND,Lake,Brook Trout,1986,1,2849,15.1,37.0
Annapolis,GRAND,Lake,Brook Trout,1987,1,2850,14.0,27.0
Annapolis,GRAND,Lake,Brook Trout,1988,1,2000,14.0,30.0
Annapolis,GRAND,Lake,Brook Trout,1989,1,2000,14.0,30.0
Annapolis,GRAND,Lake,Brook Trout,1990,1,2000,10.5,13.0
Annapolis,GRAND,Lake,Brook Trout,1991,1,4800,12.0,18.0
Annapolis,GRAND,Lake,Brook Trout,1992,1,2250,11.0,15.0
Annapolis,GRAND,Lake,Brook Trout,1993,1,3040,15.5,45.0
Annapolis,GRAND,Lake,Brook Trout,1994,1,4200,16.5,50.0
Annapolis,GRAND,Lake,Brook Trout,1995,2,7136,19.5,90.5
Annapolis,GRAND,Lake,Brook Trout,1997,2,8200,17.0,73.5
Annapolis,GRAND,Lake,Brook Trout,1998,1,2800,17.5,50.0
Annapolis,GRAND,Lake,Brook Trout,2000,1,2000,20.0,100.0
Annapolis,GRAND,Lake,Brook Trout,2020,1,625,27.0,335.0
Annapolis,GRAND,Lake,Brook Trout,2023,1,450,25.4,180.0
Annapolis,GRAND,Lake,Brook Trout,2025,1,400,30.0,226.0
Annapolis,GRANVILLE FERRY,Pond,Brook Trout,1988,2,530,21.6,725.5
Annapolis,GRANVILLE FERRY,Pond,Brook Trout,1989,2,525,30.0,457.0
Annapolis,GRANVILLE FERRY,Pond,Brook Trout,1991,1,200,22.0,112.0
Annapolis,HOLLYHOCK,Lake,Brook Trout,1993,1,2200,15.0,45.0
Annapolis,HOLLYHOCK,Lake,Brook Trout,1994,1,2383,16.5,48.0
Annapolis,HOLLYHOCK,Lake,Brook Trout,1995,1,2950,19.0,81.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1976,1,502,17.7,59.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1977,1,1749,13.5,34.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1989,1,5000,14.5,35.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1990,1,5000,12.5,22.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1991,1,3000,12.0,18.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1992,1,6000,11.0,15.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1993,2,6330,16.5,62.5
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1994,2,6350,19.25,96.5
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1995,3,4230,27.47,412.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1996,1,1035,25.5,200.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1997,3,7840,19.67,95.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1998,4,7260,25.5,317.18
Annapolis,LAKE PLEASANT,Lake,Brook Trout,1999,3,6550,25.5,381.67
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2000,2,6500,19.75,100.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2001,1,1200,24.0,175.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2002,1,1120,22.0,125.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2003,2,6094,20.5,105.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2004,1,3000,20.5,100.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2005,1,1400,25.0,250.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2006,1,2100,20.0,100.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2009,1,1000,20.0,100.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2010,1,1000,20.0,100.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2011,1,1000,20.0,100.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2019,1,1200,29.0,295.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2020,1,550,28.0,335.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2024,1,500,26.0,220.0
Annapolis,LAKE PLEASANT,Lake,Brook Trout,2025,1,400,30.0,226.0
Annapolis,LAROSE,Lake,Brook Trout,1980,1,2501,12.6,26.0
Annapolis,LAROSE,Lake,Brook Trout,1981,1,1493,10.7,18.0
Annapolis,LAROSE,Lake,Brook Trout,1982,1,1494,18.0,45.0
Annapolis,LAROSE,Lake,Brook Trout,1983,1,1496,14.6,34.0
Annapolis,LAROSE,Lake,Brook Trout,1985,1,2999,14.1,31.0
Annapolis,LAROSE,Lake,Brook Trout,1986,1,2499,15.1,37.0
Annapolis,LAROSE,Lake,Brook Trout,1987,1,2550,14.0,27.0
Annapolis,LAROSE,Lake,Brook Trout,1988,1,2000,14.0,30.0
Annapolis,LAROSE,Lake,Brook Trout,1989,1,2000,14.0,30.0
Annapolis,LAROSE,Lake,Brook Trout,1990,1,2000,10.5,13.0
Annapolis,LAROSE,Lake,Brook Trout,1991,1,4800,12.0,18.0
Annapolis,LAROSE,Lake,Brook Trout,1992,1,2250,11.0,15.0
Annapolis,LAROSE,Lake,Brook Trout,1993,1,1900,17.5,71.0
Annapolis,LAROSE,Lake,Brook Trout,1995,1,750,20.0,100.0
Annapolis,LAROSE,Lake,Brook Trout,1996,2,990,24.25,172.5
Annapolis,LAROSE,Lake,Brook Trout,1997,1,840,18.0,70.0
Annapolis,LAROSE,Lake,Brook Trout,1998,2,2800,20.0,83.35
Annapolis,LAROSE,Lake,Brook Trout,2000,1,750,22.0,125.0
Annapolis,LAROSE,Lake,Brook Trout,2002,1,560,22.0,125.0
Annapolis,LAROSE,Lake,Brook Trout,2003,1,581,22.5,120.0
Annapolis,LAROSE,Lake,Brook Trout,2004,2,969,23.5,137.5
Annapolis,LAROSE,Lake,Brook Trout,2005,1,467,22.5,150.0
Annapolis,LAROSE,Lake,Brook Trout,2006,1,1400,20.0,100.0
Annapolis,LAROSE,Lake,Brook Trout,2008,1,500,20.0,100.0
Annapolis,LAROSE,Lake,Brook Trout,2011,1,500,20.0,100.0
Annapolis,LILY,Lake,Brook Trout,1983,1,998,14.6,34.0
Annapolis,LILY,Lake,Brook Trout,1984,1,800,13.6,28.0
Annapolis,LOWER SIXTY,Lake,Brook Trout,1976,1,998,17.7,59.0
Annapolis,LOWER SIXTY,Lake,Brook Trout,1977,1,502,17.0,63.0
Annapolis,LOWER SIXTY,Lake,Brook Trout,1978,1,501,22.5,161.0
Annapolis,LOWER SIXTY,Lake,Brook Trout,2005,1,2100,20.0,50.0
Annapolis,LOWER SIXTY,Lake,Brook Trout,2006,1,2800,15.0,50.0
Annapolis,LOWER SIXTY,Lake,Brook Trout,2011,1,1500,12.5,30.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1979,1,1372,12.1,17.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1988,2,525,20.95,91.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1989,2,1000,20.0,102.5
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1990,3,1530,20.83,132.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1991,2,1000,21.0,101.5
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1992,2,1100,20.5,100.5
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1993,1,500,20.0,91.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1994,1,750,21.0,125.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1995,2,1250,21.0,118.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1996,2,990,24.25,172.5
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,1997,1,840,18.0,70.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2000,1,750,22.0,125.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2002,1,560,22.0,125.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2004,1,500,22.0,125.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2005,1,467,22.5,150.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2006,1,1400,20.0,100.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2008,1,500,20.0,100.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2011,1,1000,12.5,30.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2020,2,1825,20.35,105.5
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2021,2,1400,19.3,114.15
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2022,1,300,28.0,185.0
Annapolis,LOWER WRIGHTS,Lake,Brook Trout,2025,1,300,30.0,226.0
Annapolis,MCEWANS,Brook,Brook Trout,1989,1,500,14.5,35.0
Annapolis,MCEWANS,Brook,Brook Trout,1990,1,500,12.5,22.0
Annapolis,MCEWANS,Brook,Brook Trout,1991,1,500,12.0,23.0
Annapolis,MCEWANS,Brook,Brook Trout,1993,1,500,15.5,64.0
Annapolis,MCEWANS,Brook,Brook Trout,1998,1,10000,4.0,
Annapolis,MEDWAY,River,Brook Trout,1985,1,1276,16.7,51.0
Annapolis,MESSENGER,Brook,Brook Trout,1990,1,500,12.5,22.0
Annapolis,MESSENGER,Brook,Brook Trout,1991,1,500,12.0,23.0
Annapolis,MESSENGER,Brook,Brook Trout,1993,1,700,15.5,64.0
Annapolis,MESSENGER,Brook,Brook Trout,1998,1,10000,4.0,
Annapolis,MILBURY,Lake,Brook Trout,1976,1,502,17.7,59.0
Annapolis,MILBURY,Lake,Brook Trout,1977,1,500,19.0,80.0
Annapolis,MILBURY,Lake,Brook Trout,1979,1,1372,12.1,17.0
Annapolis,MILBURY,Lake,Brook Trout,1980,1,1001,12.6,26.0
Annapolis,MILBURY,Lake,Brook Trout,1981,2,2402,12.5,33.0
Annapolis,MILBURY,Lake,Brook Trout,1985,1,998,13.7,28.0
Annapolis,MILBURY,Lake,Brook Trout,1986,2,3001,18.75,81.0
Annapolis,MILBURY,Lake,Brook Trout,1987,2,1700,15.35,43.5
Annapolis,MILBURY,Lake,Brook Trout,1988,3,1800,18.63,70.67
Annapolis,MILBURY,Lake,Brook Trout,1989,4,4000,19.0,96.75
Annapolis,MILBURY,Lake,Brook Trout,1990,4,3600,18.25,102.25
Annapolis,MILBURY,Lake,Brook Trout,1991,2,1000,21.0,101.5
Annapolis,MILBURY,Lake,Brook Trout,1992,2,1500,21.0,110.0
Annapolis,MILBURY,Lake,Brook Trout,1993,1,750,20.0,91.0
Annapolis,MILBURY,Lake,Brook Trout,1994,2,3000,21.0,125.0
Annapolis,MILBURY,Lake,Brook Trout,1995,2,1418,22.0,123.5
Annapolis,MILBURY,Lake,Brook Trout,1996,1,1050,25.5,200.0
Annapolis,MILBURY,Lake,Brook Trout,1997,2,3712,21.0,113.0
Annapolis,MILBURY,Lake,Brook Trout,1998,2,2460,21.0,112.5
Annapolis,MILBURY,Lake,Brook Trout,1999,2,4100,23.0,112.5
Annapolis,MILBURY,Lake,Brook Trout,2000,1,1333,20.0,75.0
Annapolis,MILBURY,Lake,Brook Trout,2001,2,2600,23.5,150.0
Annapolis,MILBURY,Lake,Brook Trout,2002,2,3180,21.0,112.5
Annapolis,MILBURY,Lake,Brook Trout,2003,2,2880,22.5,135.0
Annapolis,MILBURY,Lake,Brook Trout,2004,2,2907,23.5,137.5
Annapolis,MILBURY,Lake,Brook Trout,2005,2,2807,22.5,150.0
Annapolis,MILBURY,Lake,Brook Trout,2006,1,1500,25.0,100.0
Annapolis,MILBURY,Lake,Brook Trout,2008,2,2000,20.0,100.0
Annapolis,MILBURY,Lake,Brook Trout,2009,1,1200,20.0,100.0
Annapolis,MILBURY,Lake,Brook Trout,2010,1,1000,20.0,100.0
Annapolis,MILBURY,Lake,Brook Trout,2011,1,1000,20.0,100.0
Annapolis,MILBURY,Lake,Brook Trout,2019,1,500,29.0,195.0
Annapolis,MILBURY,Lake,Brook Trout,2020,1,465,27.0,170.0
Annapolis,MILBURY,Lake,Brook Trout,2021,1,300,25.6,176.0
Annapolis,MILBURY,Lake,Brook Trout,2022,1,1000,12.7,30.0
Annapolis,MILBURY,Lake,Brook Trout,2024,1,300,26.0,220.0
Annapolis,MILBURY,Lake,Brook Trout,2025,1,300,30.0,226.0
Annapolis,MORTON,Brook,Brook Trout,1989,1,500,14.5,35.0
Annapolis,MORTON,Brook,Brook Trout,1990,1,500,12.5,22.0
Annapolis,MORTON,Brook,Brook Trout,1991,1,500,12.0,23.0
Annapolis,MORTON,Brook,Brook Trout,1993,1,550,15.5,64.0
Annapolis,MORTON,Brook,Brook Trout,1998,1,10000,4.0,
Annapolis,MUNROE,Lake,Brook Trout,1990,3,2300,20.83,132.0
Annapolis,MUNROE,Lake,Brook Trout,1991,1,1000,20.0,91.0
Annapolis,MUNROE,Lake,Brook Trout,1992,1,750,21.0,110.0
Annapolis,MUNROE,Lake,Brook Trout,1993,1,750,22.0,101.0
Annapolis,OAK HOLLOW,Brook,Brook Trout,1989,1,500,14.5,35.0
Annapolis,OAK HOLLOW,Brook,Brook Trout,1991,1,500,12.0,23.0
Annapolis,OAK HOLLOW,Brook,Brook Trout,1993,1,500,15.5,64.0
Annapolis,OAK HOLLOW,Brook,Brook Trout,1998,1,10000,4.0,
Annapolis,PARKER,Brook,Brook Trout,1989,1,500,14.5,35.0
Annapolis,PARKER,Brook,Brook Trout,1990,2,1250,12.5,22.0
Annapolis,PARKER,Brook,Brook Trout,1991,1,500,12.0,23.0
Annapolis,PARKER,Brook,Brook Trout,1993,1,500,16.7,57.0
Annapolis,PARKER,Brook,Brook Trout,1998,1,10000,4.0,
Annapolis,PITTS,Lake,Brook Trout,1977,2,1501,16.6,58.5
Annapolis,PITTS,Lake,Brook Trout,1978,1,450,22.8,149.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1976,1,299,22.2,126.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1977,1,599,19.1,82.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1980,1,1049,15.4,43.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1989,2,1750,21.0,133.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1990,4,3250,21.13,137.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1991,1,1000,22.0,112.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1992,1,500,21.0,110.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1993,2,1750,21.0,96.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1995,1,750,22.0,136.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1996,1,420,24.0,167.0
Annapolis,PRETTY MARY,Lake,Brook Trout,1997,1,910,18.0,70.0
Annapolis,PRETTY MARY,Lake,Brook Trout,2001,1,800,24.0,175.0
Annapolis,PRETTY MARY,Lake,Brook Trout,2002,1,560,22.0,125.0
Annapolis,PRETTY MARY,Lake,Brook Trout,2003,1,952,22.5,150.0
Annapolis,PRETTY MARY,Lake,Brook Trout,2004,1,938,25.0,100.0
Annapolis,PRETTY MARY,Lake,Brook Trout,2011,1,1500,12.5,30.0
Annapolis,PRETTY MARY,Lake,Brook Trout,2019,2,8600,7.75,22.0
Annapolis,PRETTY MARY,Lake,Brook Trout,2020,1,1100,12.8,31.0
Annapolis,PRETTY MARY,Lake,Brook Trout,2021,2,1050,18.95,116.0
Annapolis,PRETTY MARY,Lake,Brook Trout,2022,1,650,12.7,30.0
Annapolis,QUILTY,Lake,Brook Trout,1980,1,3000,15.0,41.0
Annapolis,ROUND,Lake,Brook Trout,1991,1,1000,22.0,112.0
Annapolis,ROUND,Lake,Brook Trout,1995,1,8160,12.5,25.0
Annapolis,RUMSEY,Lake,Brook Trout,1981,1,1512,21.3,185.0
Annapolis,RUMSEY,Lake,Brook Trout,1997,1,200,20.0,100.0
Annapolis,RUMSEY,Lake,Brook Trout,2014,1,3100,28.0,200.0
Annapolis,RUMSEY,Lake,Brook Trout,2021,1,300,25.0,170.0
