"county","name","type","easting","northing","primary_stocking_objective","secondary_stocking_objective","number_released","stocking_date","growth_stage","mark","hatchery","fish_length_cm","fish_weight_g","stock","stock_strain"
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"800","1992-07-09T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","19.000","77.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Fall Stocking Program",,"5715","1992-09-08T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","9.800","11.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"1500","1993-05-21T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","18.100","67.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"75","1996-06-05T00:00:00.000","2-3 years from date of hatch","No mark or tag","Frasers Mills","40.000","1000.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"1548","1996-06-05T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","21.000","116.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"936","1999-06-21T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","19.600","85.500","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"1188","2000-05-31T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","21.000","101.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"35","2001-06-26T00:00:00.000","2-3 years from date of hatch","No mark or tag","Frasers Mills","40.000","1000.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"1272","2001-06-26T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","21.000","94.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"600","2002-05-30T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","25.000","200.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"690","2002-06-25T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","24.000","217.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"80","2003-06-12T00:00:00.000","2-3 years from date of hatch","No mark or tag","Frasers Mills","40.000","1000.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"600","2003-06-13T00:00:00.000","26-52 weeks after absorption of yolk sac","Unknown or uncertain at time of record","Frasers Mills","23.000","133.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"40","2004-06-17T00:00:00.000","14-20 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","40.000","1000.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"1120","2004-06-17T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","23.000","143.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"1680","2005-06-15T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","20.400","95.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"75","2010-05-25T00:00:00.000","2-3 years from date of hatch","No mark or tag","Frasers Mills","40.000","1000.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"1280","2010-05-25T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","23.000","125.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"100","1993-05-21T00:00:00.000","14-20 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","40.000","1000.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Guysborough","UPPER INDIAN HARBOUR(4TH)","Lake","582591","5001920","Spring Stocking Program",,"4200","1997-08-15T00:00:00.000","14-20 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","6.900","3.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Spring Stocking Program",,"1500","1990-06-13T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","20.500","99.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Spring Stocking Program",,"1049","1991-06-24T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","16.000","65.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Fall Stocking Program",,"2800","2006-09-26T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","13.000","25.000","Brook Trout","Brook Trout - Wild sea-run at Frasers Mills Hatchery"
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Spring Stocking Program",,"250","1989-04-25T00:00:00.000","1-2 years from date of hatch","Adipose fin clip only","Frasers Mills","12.000","23.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Spring Stocking Program",,"900","1990-04-19T00:00:00.000","1-2 years from date of hatch","Adipose fin clip only","Frasers Mills","16.000","50.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Spring Stocking Program",,"100","1990-04-19T00:00:00.000","1-2 years from date of hatch","Adipose clip and carlin tag","Frasers Mills","16.000","50.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Spring Stocking Program",,"400","1991-04-12T00:00:00.000","1-2 years from date of hatch","Adipose fin clip only","Frasers Mills","10.200","12.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Spring Stocking Program",,"100","1991-04-12T00:00:00.000","1-2 years from date of hatch","Adipose clip and carlin tag","Frasers Mills","10.200","12.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Fall Stocking Program",,"1800","1991-12-17T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","10.000","11.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Spring Stocking Program",,"3850","1993-08-16T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","10.500","10.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Spring Stocking Program",,"4200","1997-08-15T00:00:00.000","14-20 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","6.900","3.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Halifax","BARRETT","Lake","445657","4962590","Spring Stocking Program",,"400","1990-06-19T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","22.000","152.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(5TH)","Lake","583685","5001140","Fall Stocking Program",,"5400","2006-09-26T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","10.000","11.000","Brown Trout","Brown Trout - from various wild stocks reared at Fraser's Mills Hatchery"
"Guysborough","UPPER INDIAN HARBOUR(6TH)","Lake","581731","5002580","Spring Stocking Program","Fishing Derby","200","2013-05-23T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","16.000","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(6TH)","Lake","581731","5002580","Spring Stocking Program","Fishing Derby","25","2013-05-23T00:00:00.000","> 3 years from date of hatch","No mark or tag","Frasers Mills","35.000","800.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(6TH)","Lake","581731","5002580","Spring Stocking Program",,"700","2013-06-20T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","18.000","130.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(6TH)","Lake","581731","5002580","Spring Stocking Program",,"600","2014-05-21T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","17.000","77.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(6TH)","Lake","581731","5002580","Spring Stocking Program","Fishing Derby","1000","2014-06-05T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","19.000","120.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","UPPER INDIAN HARBOUR(6TH)","Lake","581731","5002580","Spring Stocking Program","Fishing Derby","40","2014-06-05T00:00:00.000","> 3 years from date of hatch","No mark or tag","Frasers Mills","33.000","800.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","WEIRS","Lake","578224","5005391","Fall Stocking Program",,"807","1985-11-01T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","12.600","22.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","WELLS","Lake","616059","5030309","Spring Stocking Program",,"720","2013-05-14T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","16.000","83.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","WELLS","Lake","616059","5030309","Spring Stocking Program",,"900","2014-05-20T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","17.000","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","WHIDDEN","Lake","569608","5009230","Spring Stocking Program",,"175","1983-07-08T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","20.000","142.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Guysborough","WHIDDEN","Lake","569608","5009230","Spring Stocking Program",,"200","1990-05-22T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","19.000","91.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","ABRAHAMS","Lake","501212","4956980","Spring Stocking Program",,"1550","1988-05-17T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","19.100","91.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","ALMA","Lake","520429","4981440","Fall Stocking Program",,"6000","1990-11-15T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","14.000","30.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","ANTIDAM","Lake","539328","4995580","Spring Stocking Program",,"2010","1981-05-25T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","24.000","149.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","ANTIDAM","Lake","539328","4995580","Spring Stocking Program",,"1000","1982-05-19T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","23.000","161.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","ANTIDAM","Lake","539328","4995580","Spring Stocking Program",,"75","1996-06-04T00:00:00.000","2-3 years from date of hatch","No mark or tag","Frasers Mills","40.000","1000.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","ANTIDAM","Lake","539328","4995580","Spring Stocking Program",,"1548","1996-06-04T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","22.000","116.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BARE ROCK","Lake","517061","4960880","Spring Stocking Program",,"1005","1981-05-14T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","24.000","149.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BARE ROCK","Lake","517061","4960880","Fall Stocking Program",,"2237","1983-10-03T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","11.600","16.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BARE ROCK","Lake","517061","4960880","Spring Stocking Program",,"500","1982-05-25T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","19.500","82.000","Brook Trout","Brook Trout - hybrids F2A generation produced by progeny of hybrid mixed (Hughie and Flat Lakes) males and females"
"Halifax","BARRETT","Lake","445657","4962590","Spring Stocking Program",,"503","1981-05-29T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","24.000","149.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BARRETT","Lake","445657","4962590","Spring Stocking Program",,"500","1982-05-24T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","23.000","161.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BARRETT","Lake","445657","4962590","Spring Stocking Program",,"500","1991-05-30T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","20.000","91.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BARRETT","Lake","445657","4962590","Spring Stocking Program",,"750","1992-06-11T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","21.000","110.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BARRETT","Lake","445657","4962590","Spring Stocking Program",,"750","1993-06-09T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","22.000","101.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Halifax","BEAR","Lake","514893","4976830","Fall Stocking Program",,"2483","1982-11-10T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Coldbrook","15.000","38.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","514893","4976830","Fall Stocking Program",,"1498","1984-10-19T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","12.100","19.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","514893","4976830","Spring Stocking Program",,"200","1985-05-14T00:00:00.000","1-2 years from date of hatch","Unknown or uncertain at time of record","Kelly Lake","21.500","130.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","514893","4976830","Fall Stocking Program",,"1501","1985-10-15T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","11.700","18.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","514893","4976830","Fall Stocking Program",,"5226","1986-10-21T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","13.300","26.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","514893","4976830","Fall Stocking Program",,"1920","1998-09-22T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","12.300","20.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"670","2004-05-11T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","20.000","90.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"710","2005-04-26T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","18.500","68.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"570","2005-06-04T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","21.000","104.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"696","2006-05-05T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","20.000","86.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"980","2007-05-10T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","21.000","102.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"508","2008-05-28T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","22.000","118.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"650","2010-06-14T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","24.000","154.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"2010","1981-05-14T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","24.000","149.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"500","1983-05-03T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","25.200","217.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"200","1984-05-14T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","22.300","158.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"200","1984-05-18T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","22.300","158.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"200","1984-06-07T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","23.600","178.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"250","1986-05-15T00:00:00.000","1-2 years from date of hatch","Unknown or uncertain at time of record","Kelly Lake","18.800","90.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"398","1986-07-03T00:00:00.000","1-2 years from date of hatch","Unknown or uncertain at time of record","Kelly Lake","20.100","115.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"500","1987-05-14T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","17.900","90.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"750","1987-06-23T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","20.500","121.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"250","1990-05-18T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","19.500","84.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"250","1990-05-25T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","20.000","91.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"250","1990-05-31T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","20.400","95.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"250","1990-06-08T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","20.500","91.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"250","1990-06-15T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","20.500","95.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"250","1990-06-22T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","20.000","97.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"250","1990-06-27T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","20.000","97.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"680","1991-05-30T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","16.500","67.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"1040","1995-05-09T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","19.000","76.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"1600","1996-05-16T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","18.000","63.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"976","1998-05-27T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","20.000","82.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"640","1999-05-12T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","20.700","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"1080","1999-06-11T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","18.500","83.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"880","2000-05-16T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","20.000","91.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"720","2001-05-30T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","20.000","83.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"756","2002-05-06T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","22.000","119.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"292","2002-05-21T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","23.000","137.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"525","2003-06-16T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","23.000","133.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"888","2004-05-11T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","20.000","90.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"700","2014-05-28T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","17.000","83.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"1300","1992-06-01T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","16.700","53.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"1000","1993-05-18T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","14.000","31.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"970","1994-04-24T00:00:00.000","1-2 years from date of hatch","No mark or tag","Frasers Mills","16.700","50.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Halifax","BEAR","Lake","555675","4986880","Spring Stocking Program",,"1000","1982-05-13T00:00:00.000","1-2 years from date of hatch","No mark or tag","Kelly Lake","23.000","161.000","Brook Trout","Brook Trout - hybrids F2C generation produced by progeny of domestic male and mixed (Hughie and Flat lakes) females"
"Halifax","BEAVER","Lake","438225","4955210","Fall Stocking Program",,"900","1995-10-13T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","13.900","33.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAVER","Lake","438225","4955210","Fall Stocking Program",,"1960","1996-12-03T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","Frasers Mills","16.700","51.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAVER","Lake","438225","4955210","Spring Stocking Program",,"700","1998-05-06T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","20.000","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BEAVER","Lake","438225","4955210","Spring Stocking Program",,"800","1999-06-03T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","24.000","125.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BIG INDIAN","Lake","443518","4938600","Spring Stocking Program",,"10","1998-05-08T00:00:00.000","14-20 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","40.000","1000.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BIG INDIAN","Lake","443518","4938600","Spring Stocking Program",,"1000","1998-05-08T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","20.000","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Halifax","BIG INDIAN","Lake","443518","4938600","Spring Stocking Program",,"1500","1999-05-06T00:00:00.000","1-2 years from date of hatch","No mark or tag","McGowan Lake","22.000","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
