registry_id,co_op_name,town,incorporation_date,incorporation_year,decade,org_form,is_nonprofit,coop_type,age_years
4394954,LAMBDA HEALTH CO-OPERATIVE LIMITED,HALIFAX,2022-07-28,2022,2020s,Non-profit,1,WORKER LABOUR,3.9
4431445,BEAR RIVER EATS CO-OPERATIVE LTD.,BEAR RIVER,2022-07-29,2022,2020s,Non-profit,1,SERVICES,3.9
4443704,MAHONE BAY COMMUNITY LAND CO-OPERATIVE LTD.,MAHONE BAY,2022-08-12,2022,2020s,Non-profit,1,SERVICES,3.9
4452700,VERFA INVESTMENT CO-OPERATIVE LTD,TRURO,2022-10-05,2022,2020s,For-profit,0,INVESTMENT,3.8
4464254,UNAMA'KI MOTION PICTURE CO-OPERATIVE LTD.,COXHEATH,2022-11-01,2022,2020s,Non-profit,1,WORKER LABOUR,3.7
4482236,GALLERY 360 ART CO-OPERATIVE LIMITED,NORTH GRAND PRE,2023-01-09,2023,2020s,Non-profit,1,CRAFT PRODUCTS,3.5
4486264,QUEENS NEIGHBOURHOOD CO-OPERATIVE HOUSING LTD.,LIVERPOOL,2023-02-09,2023,2020s,Non-profit,1,HOUSING,3.4
4488453,SCRAPPY LADY PRODUCTIONS CO-OPERATIVE LIMITED,KENTVILLE,2023-02-15,2023,2020s,Non-profit,1,RETAIL CONSUMER PRODUCTS,3.4
4489460,PORTAPIQUE MARKET CO-OPERATIVE LTD.,MANGANESE MINES,2023-02-15,2023,2020s,Non-profit,1,CRAFT PRODUCTS,3.4
4491116,LUNENBURG BARNACLE PUBLISHING CO-OPERATIVE LTD.,LUNENBURG,2023-03-13,2023,2020s,Non-profit,1,WORKER LABOUR,3.3
4496590,HOUSING INNOVATION CO-OPERATIVE LTD.,EAST PETPESWICK,2023-03-24,2023,2020s,Non-profit,1,SERVICES,3.3
4502023,TIDAL BAY COMMUNITY LAND CO-OPERATIVE LIMITED,TRURO,2023-04-03,2023,2020s,Non-profit,1,SERVICES,3.3
4539050,ATLANTIC SEA CHANGE CO-OPERATIVE HOUSING LTD.,MAHONE BAY,2023-08-14,2023,2020s,Non-profit,1,HOUSING,2.9
4539488,MANCHESTER COMMUNITY PASTURE CO-OPERATIVE LIMITED,MANCHESTER,2023-08-15,2023,2020s,Non-profit,1,SERVICES,2.9
4537762,VALLEY ROOTS HOUSING CO-OPERATIVE LTD.,KENTVILLE,2023-09-08,2023,2020s,Non-profit,1,HOUSING,2.8
4527723,STILL WATERS ECOVILLAGE CO-OPERATIVE LTD.,LUNENBURG,2023-09-15,2023,2020s,Non-profit,1,HOUSING,2.8
4549147,ATLANTIC BURLESQUE CO-OPERATIVE LTD.,HALIFAX,2023-09-15,2023,2020s,Non-profit,1,SERVICES,2.8
4569571,HALIFAX REGIONAL FOOD HUB CO-OPERATIVE LTD.,HALIFAX,2023-12-12,2023,2020s,Non-profit,1,SERVICES,2.6
4596669,COBEQUID EMERGENCY PHYSICIANS CO-OPERATIVE LIMITED,LOWER SACKVILLE,2024-03-11,2024,2020s,For-profit,0,WORKER LABOUR,2.3
4570235,SEED AND SPARK BOOK STORE CO-OPERATIVE LTD,HALIFAX,2024-03-12,2024,2020s,For-profit,0,WORKER LABOUR,2.3
4628149,OLD SCHOOL CO-OPERATIVE MERCHANTS LTD,EGERTON,2024-05-30,2024,2020s,Non-profit,1,SERVICES,2.1
4611820,NESTUIN NETWORK CO-OPERATIVE LIMITED,INDIAN BROOK 14,2024-06-06,2024,2020s,Non-profit,1,SERVICES,2.1
4620164,YELLOW HEN CO-OPERATIVE LTD,SOUTH UNIACKE,2024-06-07,2024,2020s,Non-profit,1,SERVICES,2.1
4626892,DREAMKIDS DAYCARE CO-OPERATIVE LTD,DARTMOUTH,2024-06-27,2024,2020s,Non-profit,1,SERVICES,2.0
4633702,RAINBOW GROVE HOUSING CO-OPERATIVE LIMITED,FALMOUTH,2024-07-26,2024,2020s,Non-profit,1,HOUSING,1.9
4644018,UPPER HAMMONDS PLAINS HOUSING CO-OPERATIVE LIMITED,UPPER HAMMONDS PLAINS,2024-09-03,2024,2020s,Non-profit,1,HOUSING,1.8
4640611,DIVERSE COMMUNITIES CO-OPERATIVE LIMITED,HALIFAX,2024-09-26,2024,2020s,Non-profit,1,HOUSING,1.8
4651584,WHYCOCOMAGH AND AREA HOUSING DEVELOPMENT COOPERATIVE LTD,WHYCOCOMAGH,2024-10-21,2024,2020s,Non-profit,1,HOUSING,1.7
4658518,SAME RIVER COMMUNITY LAND TRUST CO-OPERATIVE LTD,SYDNEY,2024-10-25,2024,2020s,Non-profit,1,SERVICES,1.7
4646012,CROWS' COMMONS CO-OPERATIVE LTD,BRIDGEWATER,2024-11-05,2024,2020s,Non-profit,1,HOUSING,1.7
4672780,WILLOW'S BEND WEAVING COLLECTIVE CO-OPERATIVE LTD,ANTIGONISH,2025-01-21,2025,2020s,Non-profit,1,SERVICES,1.5
4678916,GALLERY ON LINCOLN CO-OPERATIVE LTD,LUNENBURG,2025-01-27,2025,2020s,Non-profit,1,MARKETING,1.4
4677665,EASTERN SHORE MENTAL HEALTH CO-OPERATIVE LTD,OSTREA LAKE,2025-01-28,2025,2020s,Non-profit,1,SERVICES,1.4
4685754,PLACEHOLDER HOUSING CO-OPERATIVE LTD,HALIFAX,2025-02-25,2025,2020s,Non-profit,1,HOUSING,1.4
4702749,OAKENHAVEN ECOVILLAGE CO-OPERATIVE LIMITED,MIDDLE WEST PUBNICO,2025-04-02,2025,2020s,Non-profit,1,HOUSING,1.3
4711554,DEVOPSDAYS HALIFAX CO-OPERATIVE LTD,EAST RIVER POINT,2025-05-28,2025,2020s,Non-profit,1,SERVICES,1.1
4718541,BASKETBALL IQ CANADA CO-OPERATIVE LIMITED,BEDFORD,2025-06-04,2025,2020s,Non-profit,1,SERVICES,1.1
4719865,EAST HANTS FARMERS' MARKET CO-OPERATIVE LIMITED,RINES CREEK,2025-06-08,2025,2020s,Non-profit,1,RETAIL CONSUMER PRODUCTS,1.1
4725656,F&M GENTLE REACH CO-OPERATIVE LTD,HALIFAX,2025-07-07,2025,2020s,Non-profit,1,SERVICES,1.0
4752405,TATAPNN CO-OPERATIVE LIMITED,DARTMOUTH,2025-10-22,2025,2020s,Non-profit,1,MISCELLANEOUS,0.7
4757525,THE WELL CO-OPERATIVE PUB LTD,DARTMOUTH,2025-10-28,2025,2020s,For-profit,0,SERVICES,0.7
4759968,FROM THE CIRCUS CO-OPERATIVE LTD,SAMBRO,2025-11-13,2025,2020s,Non-profit,1,WORKER LABOUR,0.6
4797366,BETTER THAN PICASSO CO-OPERATIVE LTD,DARTMOUTH,2026-02-26,2026,2020s,Non-profit,1,SERVICES,0.4
4766466,JUST HOUSING ALLIANCE CO-OPERATIVE LTD,GREENWICH,2026-02-27,2026,2020s,Non-profit,1,HOUSING,0.4
4820593,FIDDLEHEAD CO-OPERATIVE MARKET BEAR RIVER LIMITED,BEAR RIVER,2026-05-27,2026,2020s,For-profit,0,AGRICULTURE,0.1
