"region","variable","common_name","description","rcp45_p05_2010","rcp45_p05_2045","rcp45_p05_2065","rcp45_p05_2095","rcp45_p50_2010","rcp45_p50_2045","rcp45_p50_2065","rcp45_p50_2095","rcp45_p95_2010","rcp45_p95_2045","rcp45_p95_2065","rcp45_p95_2095","rcp85_p05_2010","rcp85_p05_2045","rcp85_p05_2065","rcp85_p05_2095","rcp85_p50_2010","rcp85_p50_2045","rcp85_p50_2065","rcp85_p50_2095","rcp85_p95_2010","rcp85_p95_2045","rcp85_p95_2065","rcp85_p95_2095"
"Cumberland","tnmean","Mean of Minimum Daily Temperature","The average minimum daily temperature over the season","-0.129688113","1.369932278","2.189940063","3.123213573","1.378089291","2.81000223","3.493967654","4.210776788","2.671217823","4.081424298","4.752993319","5.307995848","-0.127877634","1.528928529","2.65320713","5.022280961","1.373246269","2.882110784","4.218664658","6.357540533","2.670119555","4.29243907","5.864164487","7.906214296"
"Cumberland","tnmin","Minimum Daily Temperature","The lowest minimum temperature over the season","-30.72769124","-27.85917607","-26.21317363","-24.19269636","-25.09261236","-22.81791519","-21.31069021","-19.33016501","-20.56667948","-18.31347095","-16.9256078","-15.56579592","-30.80118287","-27.51103166","-25.27647042","-20.44541069","-25.05424751","-22.39610561","-19.73665352","-15.60008852","-20.73225534","-17.95160533","-15.51613924","-11.87898357"
"Cumberland","tr16","Number of Tropical Nights > 16°C","The number of days when the minimum temperature was above 16°C","3.924308816","11.82055295","19.10302556","27.88158581","13.33828899","25.88158581","33.80333855","41.51799687","27.09308816","41.80855503","49.63510694","56.53808033","3.946035472","13.09676578","23.05112154","48.6799687","13.23656755","28.25925926","42.12571727","68.45539906","27.03354199","44.80594679","62.17970788","87.61867501"
"Cumberland","tr18","Number of Tropical Nights > 18°C","The number of days when the minimum temperature was above 18°C","0.246087637","1.953834116","5.079029734","10.42436098","2.882368284","8.506520605","13.89254043","20.09076682","10.44173187","20.18179447","27.32420449","32.795253","0.240219092","2.419666145","6.948095983","25.73030777","2.878977569","9.656755347","20.4580073","44.0818988","10.72350026","22.38497653","38.04590506","63.46713615"
"Cumberland","tr20","Number of Tropical Nights >  20°C","The number of days when the minimum temperature was above 20°C","0","0.04903495","0.315075639","1.557381325","0.1228482","1.283255086","3.275952008","5.946270214","2.180020866","6.827334377","10.76030256","14.11971831","0","0.063641106","0.659624413","9.039123631","0.11789254","1.544600939","5.677621283","21.71413667","2.449113198","7.49504434","17.43635889","39.17292645"
"Cumberland","tr22","Number of Tropical Nights >  22°C","The number of days when the minimum temperature was above 22°C","0","0","0.001304121","0.011737089","0","0.02295253","0.186228482","0.778299426","0.044131455","1.059207094","2.568596766","4.047730829","0","0","0.000782473","1.311945749","0","0.011997913","0.597287428","6.714136672","0.050026082","1.144235785","5.291340636","18.55659885"
"Cumberland","txgt24.7","Number of Days with Maximum Temperature > 24.7°C","The number of days the daily maximum temperature exceeded 24.7°C","16.5575639","32.09467919","40.63119457","52.25821596","34.21883151","51.09389671","60.09494001","68.46218049","53.63914971","69.84767866","80.46974439","86.34976526","16.45998957","34.46270214","47.94366197","76.01904017","34.65232134","54.08815858","69.73604591","94.78142932","53.76533646","72.60693792","91.50156495","112.6241523"
"Cumberland","txgt25","Number of Days with Maximum Temperature > 25°C","The number of days the daily maximum temperature exceeded 25°C","14.17120501","28.69118414","37.01434533","48.59885237","30.90610329","47.25925926","56.24621805","64.76160668","49.84368805","65.92983829","76.59572248","82.72796035","14.08408972","31.00991132","44.11163276","72.3771518","31.35602504","50.17370892","66.01251956","91.40897235","49.92503912","68.91888367","87.99687011","109.4220136"
"Cumberland","txgt26.7","Number of Days with Maximum Temperature > 26.7°C","The number of days the daily maximum temperature exceeded 26.7°C","4.196609285","13.1077204","19.14397496","28.24439228","14.13875848","27.66562337","35.40323422","43.78873239","28.57336985","44.67736046","54.99452269","61.85863328","4.199791341","14.08633281","24.90401669","51.18909755","14.24387063","29.58581116","44.7553469","71.17370892","28.3805686","47.93948878","67.48252478","90.51460616"
"Cumberland","txgt27","Number of Days with Maximum Temperature > 27°C","The number of days the daily maximum temperature exceeded 27°C","3.088054251","11.01669275","16.46478873","25.01591028","11.78716745","24.53312467","32.02556077","40.20031299","24.89903495","41.10589463","51.36045905","58.12649974","3.095722483","11.91523213","21.88836724","47.5505999","11.83933229","26.36358894","41.14710485","67.31194575","24.76131977","44.30959833","63.66823161","87.10302556"
"Cumberland","txgt29","Number of Days with Maximum Temperature > 29°C","The number of days the daily maximum temperature exceeded 29°C","0.187376109","1.895931142","4.567553469","9.358894105","2.516171101","8.101199791","13.27751695","19.18257694","8.806051122","19.86384977","27.83463745","34.35811163","0.19590506","2.264736568","6.678142932","25.03025561","2.467657799","8.736045905","19.46635368","43.13406364","8.828847157","21.40323422","38.81846635","62.96348461"
"Cumberland","txgt30","Number of Days with Maximum Temperature > 30°C","The number of days the daily maximum temperature exceeded 30°C","0.023604591","0.489567032","1.661971831","4.369327074","0.820813772","4.018779343","6.99008868","11.58476787","4.846296296","12.54773083","18.5753782","23.75925926","0.02629108","0.631716223","2.883672405","16.07485655","0.827856025","4.262910798","11.63119457","31.95565989","4.896426708","13.17762128","27.62441315","51.15362546"
"Cumberland","txgt33","Number of Days with Maximum Temperature > 33°C","The number of days the daily maximum temperature exceeded 33°C","0","0","0.004173187","0.057120501","0","0.117370892","0.398017736","1.131977047","0.380464267","2.364893062","3.803599374","5.335419927","0","0","0.018257694","1.926447574","0","0.128847157","1.243088159","8.206051122","0.365440793","2.258998435","7.218831508","21.27934272"
"Cumberland","txmax","Maximum Daily Temperature","The highest maximum daily temperature over the season","27.94481575","29.35401151","30.16974264","30.9038742","30.0294719","31.61770659","32.23957731","32.93210913","32.45556042","34.33876232","34.99053892","35.50406103","27.96871122","29.60779042","30.742962","33.00188034","30.03627042","31.72016089","33.15088228","35.35730781","32.50971316","34.36426404","36.05504697","38.24483886"
"Cumberland","txmean_annual","Mean of Maximum Daily Temperature","The average maximum daily temperature over the season.","9.725458147","11.16451593","11.88831684","12.76894689","11.12741041","12.48807196","13.14403513","13.78013086","12.34101489","13.69135755","14.36391158","14.85076483","9.717202526","11.32337545","12.33305258","14.54506094","11.14035146","12.52665118","13.77925055","15.76263579","12.29871945","13.78328289","15.39960532","17.23973651"
"Cumberland","txmean_summer","Mean of Maximum Daily Temperature","The average maximum daily temperature over the season.","21.08585876","22.66091838","23.29622931","24.22214202","22.93778331","24.26652967","24.97115598","25.65293781","24.44910178","25.85790391","26.65313665","27.08684","21.07713486","22.85353972","23.9440236","26.15831788","22.95493003","24.45322904","25.71711304","27.85357017","24.48231199","25.97266557","27.59488803","29.60877119"
"Digby","am","Accumulated Moisture","The average estimated difference between total precipitation and evapo-transpiration over a running total of 3 months. For each year, the difference between total precipitation and Thornthwaite potential evaporation is calculated for a three month moving window. The annual value is the average over those 12 values.","131.4602748","133.3331743","132.0962543","131.6357804","185.4841425","187.5558234","187.8871906","186.1067657","242.2432589","246.8708783","250.0178651","251.0675844","132.4108722","132.4701795","127.439912","125.2751225","185.7381006","187.9068881","186.024327","183.9520054","245.3856127","251.8920598","251.5478047","248.1678244"
"Digby","cdd","Consecutive Dry Days","The maximum number of consecutive days over the season for which the precipitation was less than 1 mm.","9.540123457","9.580658436","9.582304527","9.730452675","13.29835391","13.41316872","13.3127572","13.5037037","20.73572016","20.36666667","19.94156379","20.13786008","9.503415638","9.593004115","9.577366255","9.788888889","13.37530864","13.26337449","13.44115226","13.76625514","20.7227572","21.04526749","21.13703704","20.69711934"
"Digby","cddcold18","Cooling Degree Days","The accumulated total of degrees celsius above 18°C mean temperature over the season. For any day above 18°C, the temperature that is accumulated is just the amount over 18°C. If the temperature is less than 18°C, nothing is accumulated. E.g, a day of 20°C accumulates 2°C.","13.36414236","47.21026179","80.61772868","118.2283105","49.87158551","108.6069075","157.3095927","202.8284336","114.4455345","204.4131486","258.4531903","302.6660744","13.18024488","52.15096914","100.9585556","262.1942295","49.63035463","120.9188837","206.3758318","388.0206652","116.7974954","219.3127946","350.3070994","565.757973"
"Digby","chd","Consecutive Hot Days","Maximum number of consecutive days where the maximum temperature was above 30°C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004526749","0.331687243"
"Digby","chdd","Critical heat days duration","Maximum length of the number of spells when maximum temperature is above 29°C and minimum temperature is below 16°C","0","0","0.018930041","0.153497942","0","0.160493827","0.559670782","1.311111111","0.599711934","2.684773663","3.82962963","4.879423868","0","0","0.044444444","1.751028807","0","0.125925926","1.379423868","6.133333333","0.595349794","2.770781893","6.406584362","17.3308642"
"Digby","chdf","Critical heat days frequency","Total number of days in spells when the maximum temperature is above 29°C and minimum temperature is below 16°C","0","0","0.020164609","0.227983539","0","0.181069959","0.803292181","2.341563786","0.66345679","3.968312757","7.027160494","10.1","0","0","0.057613169","4.190534979","0","0.136625514","2.281481481","15.1382716","0.677325103","4.303703704","13.6691358","35.15679012"
"Digby","cwf_tn10p","Coldwave frequency","Number of days in all coldwaves","0","0","0","0","4.311522634","0.46255144","0.039506173","0.014814815","16.67687243","8.313580247","4.746502058","2.917283951","0","0","0","0","4.233333333","0.310288066","0.032098765","0","16.43839506","7.10617284","3.625925926","0.257613169"
"Digby","cwm_tn10p","Coldwave magnitude","Average minimum temperature over all the days in all coldwaves","-17.94166876","-17.58732455","-17.04467192","-14.17404952","-14.19049144","-14.06280405","-13.91717018","-11.97042013","-7.049090794","-7.177933864","-8.431395377","-8.729831964","-17.87471682","-17.53144214","-15.8437477","-11.28693594","-14.17664958","-13.99760875","-13.20380896","-10.78992267","-7.105601118","-7.761725955","-9.648520655","-10.10445239"
"Digby","cwn_tn10p","Coldwave Number","A baseline daily temperature is computed over the years 1981 through 2010. A coldwave occurs when there are three or more consecutive days below the 10th percentile baseline temperature. The coldwave number is the number of times this occurs over the period November 1 through March 31.","0","0","0","0","1.122633745","0.166255144","0.01563786","0.005761317","4.020823045","2.204526749","1.267489712","0.832921811","0","0","0","0","1.146502058","0.10617284","0.010699588","0","4.047325103","1.937037037","1","0.075308642"
"Digby","dwr_annual","Days with Rain","Number of days in a season for which the precipitation was above 1 mm and the mean temperature was above 0°C.","92.888107","99.17777778","103.0292181","105.3995885","109.9390947","116.4954733","119.7341564","121.8781893","126.4926337","134.9316872","138.1259259","137.9300412","92.59502058","99.95884774","104.7378601","112.1308642","109.8502058","116.6781893","121.4971193","128.9333333","126.9225926","133.3695473","139.6111111","145.5255144"
"Digby","dwr_spring","Days with Rain","Number of days in a season for which the precipitation was above 1 mm and the mean temperature was above 0°C.","22.77469136","24.06707819","25.05432099","25.56460905","29.99423868","31.80082305","32.93580247","33.22880658","38.92090535","40.87489712","41.39711934","41.23209877","22.62045267","24.03415638","24.69382716","27.17695473","30.12798354","31.81728395","33.06419753","34.56707819","38.94098765","39.75596708","41.41481481","42.95061728"
"Digby","dwr_summer","Days with Rain","Number of days in a season for which the precipitation was above 1 mm and the mean temperature was above 0°C.","20.78386831","20.74691358","21.08065844","21.42263374","28.46872428","28.70205761","28.79670782","28.44526749","36.48251029","37.0526749","37.01481481","36.74526749","20.78213992","20.94567901","21.04279835","20.61893004","28.35884774","28.49382716","28.46584362","28.40082305","36.47580247","36.2691358","36.38641975","36.68765432"
"Digby","dwr_fall","Days with Rain","Number of days in a season for which the precipitation was above 1 mm and the mean temperature was above 0°C.","25.12518519","24.9399177","25.12263374","25.8744856","31.91152263","32.5654321","32.51028807","32.70781893","39.84942387","40.71646091","40.60329218","40.36666667","25.06703704","24.65432099","25.37160494","24.61234568","31.93621399","32.51604938","32.52674897","32.06831276","40.10740741","40.67736626","40.4600823","40.2436214"
"Digby","dwr_winter","Days with Rain","Number of days in a season for which the precipitation was above 1 mm and the mean temperature was above 0°C.","10.38658436","13.58847737","16.39423868","17.37078189","18.37695473","23.22962963","25.62386831","27.21234568","28.25823045","32.9436214","35.02921811","36.97613169","10.36687243","14.3563786","17.50740741","23.3654321","18.40740741","23.46666667","27.60411523","33.7654321","27.78958848","33.69053498","37.93621399","43.38271605"
"Digby","dws_annual","Days with Snow","The number of days for which there was more than 1 mm of precipitation when the mean temperature was less than 0°C.","20.76061728","14.56255144","12.21522634","10.22139918","31.481893","24.85185185","21.65596708","18.99588477","44.34662551","37.39794239","33.61028807","28.99670782","20.69485597","13.80452675","9.208641975","4.288477366","31.65473251","24.65185185","18.75144033","11.11522634","44.41872428","36.82962963","30.67613169","20.7090535"
"Digby","dws_spring","Days with Snow","The number of days for which there was more than 1 mm of precipitation when the mean temperature was less than 0°C.","1.312016461","0.549382716","0.409465021","0.11399177","4.915226337","3.413168724","2.740740741","2.073251029","10.57901235","8.155144033","7.033744856","6.167078189","1.257860082","0.404526749","0.098353909","0","4.952674897","3.483127572","2.036213992","0.832921811","10.56526749","8.637860082","6.288477366","3.717283951"
"Digby","dws_fall","Days with Snow","The number of days for which there was more than 1 mm of precipitation when the mean temperature was less than 0°C.","0","0","0","0","0.601234568","0.082304527","0.008230453","0.008230453","3.254032922","1.726748971","1.318930041","0.906584362","0.002757202","0","0","0","0.558024691","0.03127572","0","0","3.344938272","1.685596708","1.009053498","0.302469136"
"Digby","dws_winter","Days with Snow","The number of days for which there was more than 1 mm of precipitation when the mean temperature was less than 0°C.","15.79695473","11.63127572","9.341152263","7.874485597","25.68683128","20.58106996","18.25102881","16.25843621","35.52090535","31.53374486","29.12469136","25.93539095","15.70312757","10.79176955","7.540329218","3.430864198","25.5345679","20.33333333","16.01975309","9.69218107","35.8462963","31.09300412","26.46666667","18.97489712"
"Digby","ff","Frost Free Season Length","The number of days between the last occurrence of minimum temperature less than 0°C and the first occurrence of minimum temperature less than 0°C.","147.8544856","164.4777778","173.9344033","182.6337037","175.2279835","192.3687243","201.9555556","210.0814815","201.0590123","221.0707819","228.8805761","236.88107","147.1174897","167.408642","180.7928395","208.9323868","174.3222222","193.1769547","210.9423868","238.3711934","201.3681893","221.3493827","239.1290947","265.7312757"
"Digby","frostdays","Frost Days","The number of days in the season for which the minimum temperature was below 0°C.","112.9532099","91.39218107","82.69794239","74.44814815","133.3452675","113.4271605","102.8041152","93.83703704","152.4430041","133.1506173","123.4390947","112.4942387","112.7796708","89.07037037","70.61440329","47.41358025","133.5921811","112.4930041","94.83374486","68.94814815","152.1490123","133.2296296","117.8901235","90.7399177"
"Digby","ft_annual","Number of Freeze-thaw Cycles","The number of days when the minimum temperature was below -2°C and the maximum temperature was above 2°C","28.7254321","26.09917695","24.57777778","22.68847737","39.13539095","35.92921811","34.11522634","31.58847737","50.8617284","46.75596708","44.4218107","41.75432099","28.60205761","25.58559671","22.56625514","16.05144033","39.08518519","35.63703704","32.24938272","25.92510288","50.76152263","45.87119342","42.5127572","35.72057613"
"Digby","ft_spring","Number of Freeze-thaw Cycles","The number of days when the minimum temperature was below -2°C and the maximum temperature was above 2°C","7.637201646","5.723045267","4.970781893","3.884773663","13.87901235","11.47572016","10.35390947","9.112757202","20.56526749","17.94444444","16.70411523","15.20329218","7.683004115","5.627572016","3.749794239","1.504526749","13.83374486","11.33662551","9.130864198","5.932510288","20.68794239","18.09341564","15.32798354","11.56831276"
"Digby","ft_fall","Number of Freeze-thaw Cycles","The number of days when the minimum temperature was below -2°C and the maximum temperature was above 2°C","1.315720165","0.358436214","0.164197531","0.065432099","5.19218107","3.022222222","2.004938272","1.375308642","10.20794239","7.340329218","5.809465021","4.734979424","1.375390947","0.280658436","0.02962963","0.00617284","5.112345679","2.76872428","1.316872428","0.266666667","10.11353909","6.879835391","5.166666667","2.297530864"
"Digby","ft_winter","Number of Freeze-thaw Cycles","The number of days when the minimum temperature was below -2°C and the maximum temperature was above 2°C","12.74716049","13.9037037","14.37078189","14.0691358","19.99053498","21.24444444","21.27242798","20.67901235","27.66847737","28.70740741","28.69794239","27.97119342","12.72979424","14.0691358","14.38230453","11.50946502","19.90699588","20.70699588","21.16707819","18.88477366","27.20510288","28.72139918","28.4563786","27.02222222"
"Digby","gddgrow0","Growing Degree Days >0°C","The accumulated total of degrees celsius above 0°C mean temperature over the season. For any day above the threshold, the temperature that is accumulated is just the amount over the threshold. Similar to Cooling Degree Days. In the abbreviation the numeric suffix refers to the threshold temperature. E.g., gddgrow0 has a threshold temperature of 0°C.","2667.721194","3035.812086","3229.055353","3452.635912","3009.07151","3372.58279","3563.449247","3741.734532","3345.55009","3739.66331","3907.809238","4069.385679","2667.784618","3075.835004","3336.546858","3990.308681","3008.417681","3395.9023","3750.80572","4357.888016","3341.407051","3762.712867","4229.944106","4826.739649"
"Digby","gddgrow5","Growing Degree Days >5°C","The accumulated total of degrees celsius above 5°C mean temperature over the season. For any day above the threshold, the temperature that is accumulated is just the amount over the threshold. Similar to Cooling Degree Days. In the abbreviation the numeric suffix refers to the threshold temperature. E.g., gddgrow0 has a threshold temperature of 0°C.","1477.135992","1770.194791","1917.569124","2095.78094","1753.649509","2035.828801","2185.140491","2327.280099","2021.137396","2332.053533","2473.298583","2591.377569","1476.07519","1805.049459","2004.002244","2529.415796","1752.000107","2051.99983","2341.36937","2832.162442","2023.197202","2349.875832","2724.081848","3225.422278"
"Digby","gddgrow10","Growing Degree Days >10°C","The accumulated total of degrees celsius above 10°C mean temperature over the season. For any day above the threshold, the temperature that is accumulated is just the amount over the threshold. Similar to Cooling Degree Days. In the abbreviation the numeric suffix refers to the threshold temperature. E.g., gddgrow0 has a threshold temperature of 0°C.","626.1880139","831.2460256","946.7585154","1070.310152","830.9761451","1034.197358","1141.468853","1251.778422","1032.077179","1257.795543","1369.228873","1452.119087","625.1260098","859.9968264","1010.528165","1396.52589","826.7320547","1055.308382","1264.131422","1633.602356","1034.246692","1272.883552","1554.587641","1949.039285"
"Digby","gddgrow15","Growing Degree Days >15°C","The accumulated total of degrees celsius above 15°C mean temperature over the season. For any day above the threshold, the temperature that is accumulated is just the amount over the threshold. Similar to Cooling Degree Days. In the abbreviation the numeric suffix refers to the threshold temperature. E.g., gddgrow0 has a threshold temperature of 0°C.","121.7152868","223.4388714","297.8572232","369.3682718","231.266009","351.15037","426.1528108","496.3573038","354.6465919","503.9847712","579.7021199","639.487108","119.9949351","242.3984206","338.8494529","588.1234632","231.3118549","370.1046025","502.5141928","761.3197542","358.358607","515.6137393","706.0527902","991.970593"
"Digby","gsl","Growing Season Length","The number of days in the season between the occurrence of six days in a row of mean daily temperature above 5°C and the occurrence of six days in a row of mean daily temperature below 5°C.","185.8922222","202.2518519","209.4530864","215.6452675","211.655144","227.6987654","236.4057613","242.9917695","241.9678601","266.2674897","278.9790123","292.1489712","186.1983951","202.0576132","214.4045267","237.7411523","212.0415638","227.8971193","244.2329218","272.6765432","242.2255967","268.6563786","298.7032922","333.8481481"
"Digby","hdd18","Heating Degree Days <18°C","The accumulated total of degrees celsius below 18°C mean temperature over the season. For any day below 18°C, the temperature that is accumulated is just the amount under 18°C. The direct analogue of Cooling Degree Days.","3576.955312","3189.80725","3022.910852","2878.325091","3986.397866","3560.753881","3371.044536","3192.636911","4412.083099","3956.570703","3738.784426","3512.420327","3596.366974","3159.376368","2750.270916","2310.488136","3983.27986","3545.471689","3199.953324","2672.69784","4409.636936","3928.087531","3617.808884","3017.834894"
"Digby","hwf_tx90p","Heatwave frequency","Number of days in all heatwaves","0","3.202057613","8.367828613","18.48683128","4.150617284","17.0691358","29.6594045","43.88312757","19.96012346","48.16625514","64.16884532","77.07736626","0","3.230452675","13.12692901","60.04238683","3.952932099","18.9909465","45.05709877","95.1399177","19.85675154","50.77942387","89.58371914","125.0522634"
"Digby","hwm_tx90p","Heatwave magnitude","Average maximum temperature over all the days in all heatwaves","21.3406803","23.08155109","23.70657636","23.89036659","25.04124818","25.41203929","25.56179889","25.49144044","27.35095582","27.23525258","27.16979123","26.89470043","21.43578932","23.0266039","23.99048523","24.17210436","25.06531743","25.38095733","25.54122998","25.40242171","27.37666768","27.01717575","26.8871815","26.77309762"
"Digby","hwn_tx90p","Heatwave Number","A baseline daily temperature is computed over the years 1981 through 2010. A heatwave occurs when there are three or more consecutive days above the 90th percentile baseline temperature. The heatwave number is the number of times this occurs over the period May 1 through September 30.","0","0.833333333","2.025054466","3.480658436","1.090946502","3.891358025","5.795933188","7.345679012","4.655720165","8.788888889","10.39905592","11.2617284","0","0.888065844","2.789737654","4.913580247","1.02816358","4.192592593","7.411265432","8.598353909","4.49996142","8.754320988","11.76813272","12.35144033"
"Digby","icedays","Ice Days","The number of days that the maximum daily temperature was below 0°C.","25.7662963","17.10740741","13.66296296","10.24279835","41.17654321","30.12263374","25.0255144","21.39835391","59.3626749","47.2127572","40.25761317","35.60082305","26.77168724","16.09588477","9.348559671","3.69218107","41.43127572","29.68559671","21.68641975","10.4617284","59.29567901","46.44650206","36.33168724","22.43950617"
"Digby","prcptot_annual","Total Precipitation","The total precipitation above 1 mm for the season.","1075.860051","1102.941747","1125.542997","1140.391278","1289.782318","1333.164556","1356.063819","1368.878073","1527.070613","1583.071753","1619.836293","1631.752285","1083.380215","1112.005654","1129.313784","1176.313593","1291.449507","1335.649401","1370.090086","1426.360367","1533.561895","1597.598851","1644.740278","1686.714936"
"Digby","prcptot_spring","Total Precipitation","The total precipitation above 1 mm for the season.","211.6947291","222.8441689","230.2585856","226.9751416","304.722613","318.4050751","324.2364787","331.5257698","421.9429199","440.8567412","454.3614762","453.1418753","211.5521762","227.0783471","215.7390965","229.7879873","307.423593","321.954133","330.4575515","348.4259608","428.1247865","449.1166503","462.0080047","481.6044803"
"Digby","prcptot_summer","Total Precipitation","The total precipitation above 1 mm for the season.","145.4779951","157.1011008","157.7922757","155.2970202","249.7753966","257.339606","252.3036394","253.2959328","369.7726114","390.5333685","393.924945","392.8183626","146.7452328","156.2276019","153.1468627","160.5395223","247.586157","250.9651203","249.155057","259.8487415","374.1548573","379.387321","393.3665687","410.5837767"
"Digby","prcptot_fall","Total Precipitation","The total precipitation above 1 mm for the season.","229.1191032","234.1142143","238.7173558","237.2301204","339.8315147","345.735032","356.3105483","358.9757555","475.5975646","498.1488218","496.004931","509.3719837","230.2942849","229.7782777","238.8733692","234.168565","341.1772248","349.4388914","356.2222892","359.134958","476.4786093","488.1541867","497.6489889","512.1847483"
"Digby","prcptot_winter","Total Precipitation","The total precipitation above 1 mm for the season.","277.7731246","292.2859162","299.2458107","298.1213719","378.8390236","396.0726866","404.0389191","411.0635643","500.1486054","514.8364424","521.9202565","541.5965161","275.8971357","285.1498055","296.9632547","317.3465352","379.0323818","401.9141251","414.7384079","437.600722","503.7544325","530.8549793","564.113239","577.4532648"
"Digby","r1mm_annual","Number of Wet Days > 1mm","The number of days when the precipitation was above 1 mm","125.5693004","125.6707819","125.9407407","124.9584362","142.1946502","141.8106996","141.962963","141.1975309","156.4641564","158.9934156","158.4530864","156.4213992","125.7321399","126.0012346","125.3703704","124.717284","141.9469136","141.9415638","140.7975309","140.5868313","156.824321","156.7","157.0139918","155.8909465"
"Digby","r1mm_spring","Number of Wet Days > 1mm","The number of days when the precipitation was above 1 mm","28.03888889","27.89876543","28.28600823","27.9436214","35.39958848","35.61646091","36.22880658","35.88888889","44.30374486","44.1962963","44.08971193","43.59218107","27.78946502","27.89341564","27.27160494","28.43415638","35.59876543","36.03950617","35.81152263","35.82798354","44.42271605","43.01152263","43.36502058","43.91358025"
"Digby","r1mm_summer","Number of Wet Days > 1mm","The number of days when the precipitation was above 1 mm","20.78386831","20.74691358","21.08065844","21.42263374","28.46872428","28.70205761","28.79670782","28.44526749","36.48251029","37.0526749","37.01481481","36.74526749","20.78213992","20.94567901","21.04279835","20.61893004","28.35884774","28.49382716","28.46584362","28.40082305","36.47580247","36.2691358","36.38641975","36.68765432"
"Digby","r1mm_fall","Number of Wet Days > 1mm","The number of days when the precipitation was above 1 mm","26.1263786","25.31399177","25.42386831","26.12057613","33.1382716","32.94320988","32.77366255","32.83868313","40.91312757","41.16213992","40.83251029","40.50946502","26.06872428","24.99300412","25.61687243","24.63662551","33.10164609","32.8617284","32.69876543","32.11193416","40.9572428","41.13374486","40.74238683","40.29176955"
"Digby","r1mm_winter","Number of Wet Days > 1mm","The number of days when the precipitation was above 1 mm","35.08020576","35.89547325","36.20658436","35.27736626","44.48024691","44.17860082","44.34650206","43.60987654","52.73325103","52.56255144","52.40452675","52.23292181","35.15576132","35.7617284","35.57119342","35.36995885","44.46460905","44.29711934","43.97119342","43.99259259","52.60823045","52.47777778","52.57119342","52.19135802"
"Digby","r10mm_annual","Number of Wet Days > 10mm","The number of days when the precipitation was above 10 mm","33.9418107","35.80823045","35.99465021","36.77037037","43.7909465","45.00740741","45.3473251","45.93415638","52.91843621","55.20946502","55.86666667","55.96296296","34.24032922","35.30246914","35.83621399","36.94567901","43.76131687","44.77366255","45.36460905","46.79176955","53.26868313","54.87777778","56.13950617","56.67736626"
"Digby","r10mm_spring","Number of Wet Days > 10mm","The number of days when the precipitation was above 10 mm","6.289423868","6.551440329","6.901646091","6.699588477","10.3","10.74238683","10.97860082","11.31111111","15.21934156","16.00987654","16.55061728","16.13868313","6.276707819","6.819341564","6.435390947","6.747325103","10.43415638","11.10864198","11.11111111","11.64032922","15.31835391","15.99423868","16.52386831","17.00246914"
"Digby","r10mm_summer","Number of Wet Days > 10mm","The number of days when the precipitation was above 10 mm","4.05744856","4.250617284","4.137860082","4.194650206","8.20781893","8.4","8.195061728","8.188477366","12.79868313","13.04115226","13.06255144","13.56049383","4.065555556","4.04691358","3.930041152","4.189711934","8.19218107","8.027160494","7.995061728","8.327572016","12.85432099","12.79711934","13.28518519","13.54609053"
"Digby","r10mm_fall","Number of Wet Days > 10mm","The number of days when the precipitation was above 10 mm","7.168148148","7.2","7.508641975","7.583539095","11.86584362","11.98847737","12.21234568","12.36049383","16.978107","17.23662551","17.32839506","17.27736626","7.388765432","7.29218107","7.355144033","7.261316872","11.88106996","11.94814815","11.95555556","11.75308642","17.0855144","17.10823045","17.32139918","16.92139918"
"Digby","r10mm_winter","Number of Wet Days > 10mm","The number of days when the precipitation was above 10 mm","8.208847737","8.674897119","8.84691358","8.835390947","12.62592593","13.35555556","13.49958848","13.83621399","17.92703704","18.5255144","18.36831276","18.97613169","8.082716049","8.342386831","8.94526749","9.651028807","12.57613169","13.32674897","14.01563786","14.44526749","17.81082305","18.65514403","19.63950617","20.30164609"
"Digby","r20mm_annual","Number of Wet Days > 20mm","The number of days when the precipitation was above 20 mm","10.03884774","11.50411523","11.92222222","12.13045267","15.85144033","17.05185185","17.45349794","18.17777778","21.85012346","23.51316872","24.65432099","25.2617284","10.19382716","11.57160494","11.93868313","13.46131687","15.9399177","17.20658436","18.05596708","19.8526749","22.12641975","23.8473251","25.09547325","26.87860082"
"Digby","r20mm_spring","Number of Wet Days > 20mm","The number of days when the precipitation was above 20 mm","0.99345679","1.409876543","1.560493827","1.499588477","3.417695473","3.816460905","4.043621399","4.085596708","6.859423868","7.217695473","7.675720165","7.528395062","1.10526749","1.454320988","1.42962963","1.683127572","3.457613169","3.997530864","4.216460905","4.544855967","6.945884774","7.388065844","7.758024691","8.299176955"
"Digby","r20mm_summer","Number of Wet Days > 20mm","The number of days when the precipitation was above 20 mm","0.567201646","0.779423868","0.675308642","0.604526749","2.85473251","3.069958848","2.948971193","2.900411523","6.00037037","6.222222222","6.344032922","6.479423868","0.512427984","0.793004115","0.730041152","0.933744856","2.860493827","2.882304527","2.786831276","3.318518519","6.098477366","5.814403292","6.170781893","6.901646091"
