"partial_postal_code","total_dc_capacity_kw","year_installed"
"B3P","10.395","2021"
"B3P","10.725","2021"
"B3P","12.6","2021"
"B3P","13.86","2021"
"B3P","14.7","2021"
"B3P","16.08","2021"
"B3P","17.55","2021"
"B3R","5.39","2021"
"B3R","5.775","2021"
"B3R","6.16","2021"
"B3R","6.545","2021"
"B3R","8.085","2021"
"B3R","8.36","2021"
"B3R","9.24","2021"
"B3R","9.38","2021"
"B3R","9.68","2021"
"B3R","10.14","2021"
"B3R","10.72","2021"
"B3R","13.2","2021"
"B3S","9.36","2021"
"B3S","10.14","2021"
"B3S","11.05","2021"
"B3S","11.475","2021"
"B3S","16.38","2021"
"B3T","5.39","2021"
"B3T","6","2021"
"B3T","6.23","2021"
"B3T","6.23","2021"
"B3T","6.675","2021"
"B3T","6.88","2021"
"B3T","6.93","2021"
"B3T","7.12","2021"
"B3T","7.315","2021"
"B3T","7.705","2021"
"B3T","8.455","2021"
"B3T","8.47","2021"
"B3T","8.5","2021"
"B3T","8.5","2021"
"B3T","8.855","2021"
"B3T","9.24","2021"
"B3T","9.24","2021"
"B3T","9.66","2021"
"B3T","10.01","2021"
"B3T","10.01","2021"
"B3T","10.01","2021"
"B3T","10.01","2021"
"B3T","10.01","2021"
"B3T","10.01","2021"
"B3T","10.12","2021"
"B3T","10.12","2021"
"B3T","10.235","2021"
"B3T","10.235","2021"
"B3T","10.235","2021"
"B3T","10.235","2021"
"B3T","10.235","2021"
"B3T","10.235","2021"
"B3T","10.235","2021"
"B3T","10.395","2021"
"B3T","10.4","2021"
"B3T","10.75","2021"
"B3T","11.205","2021"
"B3T","11.44","2021"
"B3T","11.85","2021"
"B3T","12.015","2021"
"B3T","12.32","2021"
"B3T","12.32","2021"
"B3T","12.8","2021"
"B3T","14.245","2021"
"B3T","14.28","2021"
"B3T","18.7","2021"
"B3T","42.925","2021"
"B3V","4.725","2021"
"B3V","5.28","2021"
"B3V","5.39","2021"
"B3V","6.16","2021"
"B3V","6.675","2021"
"B3V","7.02","2021"
"B3V","7.315","2021"
"B3V","8.855","2021"
"B3V","8.9","2021"
"B3V","9.6","2021"
"B3V","10","2021"
"B3V","10.01","2021"
"B3V","10.01","2021"
"B3V","10.235","2021"
"B3V","10.625","2021"
"B3V","10.92","2021"
"B3V","11.125","2021"
"B3V","11.205","2021"
"B3V","12.32","2021"
"B3V","16.02","2021"
"B3V","24.255","2021"
"B3Z","4.895","2021"
"B3Z","5.28","2021"
"B3Z","5.34","2021"
"B3Z","5.695","2021"
"B3Z","5.775","2021"
"B3Z","5.92","2021"
"B3Z","6.03","2021"
"B3Z","6.675","2021"
"B3Z","6.8","2021"
"B3Z","6.93","2021"
"B3Z","7.48","2021"
"B3Z","7.565","2021"
"B3Z","7.8","2021"
"B3Z","7.92","2021"
"B3Z","8.04","2021"
"B3Z","8.16","2021"
"B3Z","8.455","2021"
"B3Z","8.455","2021"
"B3Z","8.5","2021"
"B3Z","8.8","2021"
"B3Z","8.855","2021"
"B3Z","8.9","2021"
"B3Z","9.1","2021"
"B3Z","9.24","2021"
"B3Z","9.24","2021"
"B3Z","9.24","2021"
"B3Z","9.24","2021"
"B3Z","9.345","2021"
"B3Z","9.36","2021"
"B3Z","9.36","2021"
"B3Z","9.36","2021"
"B3Z","9.6","2021"
"B3Z","9.75","2021"
"B3Z","9.775","2021"
"B3Z","9.79","2021"
"B3Z","9.79","2021"
"B3Z","10.01","2021"
"B3Z","10.01","2021"
"B3Z","10.01","2021"
"B3Z","10.01","2021"
"B3Z","10.01","2021"
"B3Z","10.01","2021"
"B3Z","10.01","2021"
"B3Z","10.01","2021"
"B3Z","10.01","2021"
"B3Z","10.01","2021"
"B3Z","10.12","2021"
"B3Z","10.12","2021"
"B3Z","10.12","2021"
"B3Z","10.12","2021"
"B3Z","10.2","2021"
"B3Z","10.235","2021"
"B3Z","10.235","2021"
"B3Z","10.235","2021"
"B3Z","10.395","2021"
"B3Z","10.4","2021"
"B3Z","10.5","2021"
"B3Z","10.56","2021"
"B3Z","10.68","2021"
"B3Z","10.68","2021"
"B3Z","10.88","2021"
"B3Z","11.05","2021"
"B3Z","11.125","2021"
"B3Z","11.22","2021"
"B3Z","11.44","2021"
"B3Z","11.56","2021"
"B3Z","11.57","2021"
"B3Z","11.57","2021"
"B3Z","11.6","2021"
"B3Z","12.015","2021"
"B3Z","12.015","2021"
"B3Z","12.015","2021"
"B3Z","12.015","2021"
"B3Z","12.15","2021"
"B3Z","12.18","2021"
"B3Z","12.9","2021"
"B3Z","13.2","2021"
"B3Z","13.735","2021"
"B3Z","14.04","2021"
"B3Z","14.07","2021"
"B3Z","15.575","2021"
"B3Z","16.02","2021"
"B3Z","16.17","2021"
"B3Z","16.4","2021"
"B3Z","16.465","2021"
"B3Z","16.465","2021"
"B3Z","16.9","2021"
"B3Z","16.91","2021"
"B3Z","17.55","2021"
"B3Z","19.135","2021"
"B3Z","20.16","2021"
"B3Z","20.25","2021"
"B3Z","24.475","2021"
"B4A","4.45","2021"
"B4A","5.1","2021"
"B4A","7.7","2021"
"B4A","7.8","2021"
"B4A","7.82","2021"
"B4A","8.71","2021"
"B4A","8.8","2021"
"B4A","8.855","2021"
"B4A","9.35","2021"
"B4A","9.625","2021"
"B4A","9.68","2021"
"B4A","10.01","2021"
"B4A","10.01","2021"
"B4A","10.01","2021"
"B4A","10.12","2021"
"B4A","10.12","2021"
"B4A","10.12","2021"
"B4A","10.235","2021"
"B4A","10.235","2021"
"B4A","10.235","2021"
"B4A","11.48","2021"
"B4A","11.57","2021"
"B4A","12.015","2021"
"B4A","13.4","2021"
"B4A","14.24","2021"
"B4A","14.625","2021"
"B4A","14.685","2021"
"B4A","16.28","2021"
"B4A","16.8","2021"
"B4A","19.58","2021"
"B4B","5.67","2021"
"B4B","7.14","2021"
"B4B","7.8","2021"
"B4B","8.36","2021"
"B4B","8.455","2021"
"B4B","8.75","2021"
"B4B","8.82","2021"
"B4B","8.9","2021"
"B4B","9.045","2021"
"B4B","9.24","2021"
"B4B","9.24","2021"
"B4B","9.625","2021"
"B4B","9.68","2021"
"B4B","10","2021"
"B4B","10.12","2021"
"B4B","10.14","2021"
"B4B","10.235","2021"
"B4B","10.235","2021"
"B4B","10.235","2021"
"B4B","10.235","2021"
"B4B","10.235","2021"
"B4B","10.235","2021"
"B4B","10.235","2021"
"B4B","10.235","2021"
"B4B","10.68","2021"
"B4B","10.68","2021"
"B4B","10.68","2021"
"B4B","10.78","2021"
"B4B","11.125","2021"
"B4B","11.34","2021"
"B4B","11.34","2021"
"B4B","11.4","2021"
"B4B","11.475","2021"
"B4B","12.015","2021"
"B4B","12.015","2021"
"B4B","12.015","2021"
"B4B","12.32","2021"
"B4B","12.395","2021"
"B4B","13.2","2021"
"B4B","13.26","2021"
"B4B","14.45","2021"
"B4B","14.45","2021"
"B4B","15.015","2021"
"B4B","15.13","2021"
"B4B","15.21","2021"
"B4B","20.915","2021"
"B4B","39.6","2021"
"B4C","5.39","2021"
"B4C","5.39","2021"
"B4C","6.6","2021"
"B4C","7.12","2021"
"B4C","7.225","2021"
"B4C","7.56","2021"
"B4C","8.6","2021"
"B4C","9.24","2021"
"B4C","9.24","2021"
"B4C","9.345","2021"
"B4C","9.68","2021"
"B4C","9.75","2021"
"B4C","10.01","2021"
"B4C","10.01","2021"
"B4C","10.01","2021"
"B4C","10.235","2021"
"B4C","10.235","2021"
"B4C","10.235","2021"
"B4C","10.8","2021"
"B4C","11.125","2021"
"B4E","6.225","2021"
"B4E","6.675","2021"
"B4E","6.93","2021"
"B4E","7.7","2021"
"B4E","8.04","2021"
"B4E","8.455","2021"
"B4E","8.47","2021"
"B4E","9.24","2021"
"B4E","9.35","2021"
"B4E","9.79","2021"
"B4E","10.01","2021"
"B4E","10.01","2021"
"B4E","10.01","2021"
"B4E","10.01","2021"
"B4E","10.01","2021"
"B4E","10.12","2021"
"B4E","10.12","2021"
"B4E","10.12","2021"
"B4E","10.235","2021"
"B4E","10.235","2021"
"B4E","10.235","2021"
"B4E","10.235","2021"
"B4E","10.235","2021"
"B4E","10.235","2021"
"B4E","10.235","2021"
"B4E","10.235","2021"
"B4E","10.53","2021"
"B4E","10.56","2021"
"B4E","10.68","2021"
"B4E","10.78","2021"
"B4E","11.125","2021"
"B4E","11.34","2021"
"B4E","11.57","2021"
"B4E","11.88","2021"
"B4E","11.9","2021"
"B4E","12.015","2021"
"B4E","12.705","2021"
"B4E","12.73","2021"
"B4E","12.8","2021"
"B4E","14.24","2021"
"B4E","14.45","2021"
"B4E","17.8","2021"
"B4E","18.48","2021"
"B4E","21.25","2021"
"B4G","4.25","2021"
"B4G","5.39","2021"
"B4G","6.16","2021"
"B4G","8.04","2021"
"B4G","8.4","2021"
"B4G","8.5","2021"
"B4G","9.24","2021"
"B4G","9.875","2021"
"B4G","10.235","2021"
"B4G","10.235","2021"
"B4G","12.325","2021"
"B4G","13.695","2021"
"B4H","5.39","2021"
"B4H","5.785","2021"
"B4H","6.93","2021"
"B4H","8.085","2021"
"B4H","9.79","2021"
"B4H","10.01","2021"
"B4H","10.01","2021"
"B4H","10.01","2021"
"B4H","10.01","2021"
"B4H","11.9","2021"
"B4N","5.005","2021"
"B4N","5.44","2021"
"B4N","6.16","2021"
"B4N","8.01","2021"
"B4N","8.4","2021"
"B4N","8.855","2021"
"B4N","9.35","2021"
"B4N","10.01","2021"
"B4N","10.01","2021"
"B4N","10.01","2021"
"B4N","10.12","2021"
"B4N","10.12","2021"
"B4N","10.235","2021"
"B4N","10.235","2021"
"B4N","10.235","2021"
"B4N","10.25","2021"
"B4N","10.8","2021"
"B4N","11.05","2021"
"B4N","11.055","2021"
"B4N","11.52","2021"
"B4N","11.57","2021"
"B4N","11.57","2021"
"B4N","11.88","2021"
"B4N","12.92","2021"
"B4N","13.2","2021"
"B4N","13.44","2021"
"B4N","13.64","2021"
"B4N","14.245","2021"
"B4N","16.08","2021"
"B4N","17.34","2021"
"B4N","18.375","2021"
"B4P","4.08","2021"
"B4P","5.34","2021"
"B4P","6.4","2021"
"B4P","7.7","2021"
"B4P","7.7","2021"
"B4P","8.4","2021"
"B4P","8.5","2021"
"B4P","8.64","2021"
"B4P","9.24","2021"
"B4P","9.625","2021"
"B4P","9.625","2021"
"B4P","9.625","2021"
"B4P","9.625","2021"
"B4P","10.01","2021"
"B4P","10.01","2021"
"B4P","10.12","2021"
"B4P","10.235","2021"
"B4P","10.235","2021"
"B4P","10.25","2021"
"B4P","10.25","2021"
"B4P","10.53","2021"
"B4P","10.78","2021"
"B4P","10.8","2021"
"B4P","10.8","2021"
"B4P","10.88","2021"
"B4P","10.88","2021"
"B4P","12","2021"
"B4P","13.2","2021"
"B4P","14.04","2021"
"B4P","14.45","2021"
"B4P","16.8","2021"
"B4P","18.7","2021"
"B4R","9.24","2021"
"B4R","11.18","2021"
"B4R","12.015","2021"
"B4R","16.92","2021"
"B4V","4.8","2021"
"B4V","5.1","2021"
"B4V","6.16","2021"
"B4V","6.23","2021"
"B4V","7.12","2021"
"B4V","7.7","2021"
"B4V","8.8","2021"
"B4V","9.24","2021"
"B4V","9.66","2021"
"B4V","9.79","2021"
"B4V","10.01","2021"
"B4V","10.01","2021"
"B4V","10.01","2021"
"B4V","10.01","2021"
"B4V","10.01","2021"
"B4V","10.235","2021"
"B4V","10.235","2021"
"B4V","10.53","2021"
"B4V","10.8","2021"
"B4V","11.2","2021"
"B4V","11.39","2021"
"B4V","12.015","2021"
"B4V","12.015","2021"
"B4V","13.44","2021"
"B5A","5.005","2021"
"B5A","5.39","2021"
"B5A","5.72","2021"
"B5A","6.16","2021"
"B5A","9.13","2021"
"B5A","10.01","2021"
"B5A","10.01","2021"
"B5A","10.01","2021"
"B5A","10.12","2021"
"B5A","13.695","2021"
"B6L","5.12","2021"
"B6L","5.785","2021"
"B6L","5.785","2021"
"B6L","7.48","2021"
"B6L","8.01","2021"
"B6L","8.855","2021"
"B6L","9.62","2021"
"B6L","9.775","2021"
"B6L","10.01","2021"
"B6L","10.01","2021"
"B6L","10.01","2021"
"B6L","10.01","2021"
"B6L","10.01","2021"
"B6L","10.01","2021"
"B6L","10.01","2021"
"B6L","10.235","2021"
"B6L","10.235","2021"
"B6L","10.235","2021"
"B6L","10.235","2021"
"B6L","11.05","2021"
"B6L","11.05","2021"
"B6L","11.2","2021"
"B6L","11.475","2021"
"B6L","11.475","2021"
"B6L","11.57","2021"
"B6L","11.9","2021"
"B6L","11.9","2021"
"B6L","12","2021"
"B6L","12.04","2021"
"B6L","12.285","2021"
"B6L","12.32","2021"
"B6L","12.75","2021"
"B6L","12.75","2021"
"B6L","12.8","2021"
"B6L","13.4","2021"
"B6L","14.4","2021"
"B6L","14.63","2021"
"B6L","14.875","2021"
"B6L","17","2021"
"B6L","17.6","2021"
"B6L","17.8","2021"
"B6L","19.765","2021"
"B6L","19.975","2021"
"B9A","11.725","2021"
"B9A","13.6","2021"
"NS","7.7","2021"
"NS","9.045","2021"
"NS","10.05","2021"
"B0E","3.185","2022"
"B0E","5.915","2022"
"B0E","6.675","2022"
"B0E","6.8","2022"
"B0E","9.35","2022"
"B0E","9.6","2022"
"B0E","10.01","2022"
"B0E","11.375","2022"
"B0E","11.83","2022"
"B0E","12.15","2022"
"B0E","12.75","2022"
"B0E","12.75","2022"
"B0E","12.8","2022"
"B0E","13.6","2022"
"B0E","14.025","2022"
"B0E","15.015","2022"
"B0H","5.28","2022"
"B0H","6.02","2022"
"B0H","9.345","2022"
"B0H","10.235","2022"
"B0H","10.4","2022"
"B0H","11.83","2022"
"B0H","13.6","2022"
"B0H","14.025","2022"
"B0J","4.5","2022"
"B0J","5.34","2022"
"B0J","5.39","2022"
"B0J","5.85","2022"
"B0J","6.02","2022"
"B0J","6.23","2022"
"B0J","6.3","2022"
"B0J","6.3","2022"
"B0J","6.75","2022"
"B0J","6.8","2022"
"B0J","6.88","2022"
"B0J","7.04","2022"
"B0J","7.12","2022"
"B0J","7.12","2022"
"B0J","7.2","2022"
"B0J","7.92","2022"
"B0J","8.01","2022"
"B0J","8.01","2022"
"B0J","8.01","2022"
"B0J","8.03","2022"
"B0J","8.455","2022"
"B0J","8.455","2022"
"B0J","8.8","2022"
"B0J","8.82","2022"
"B0J","8.9","2022"
"B0J","8.9","2022"
"B0J","8.925","2022"
"B0J","9.24","2022"
"B0J","9.45","2022"
"B0J","9.45","2022"
"B0J","9.79","2022"
"B0J","9.79","2022"
"B0J","9.9","2022"
"B0J","10.12","2022"
"B0J","10.235","2022"
"B0J","10.235","2022"
"B0J","10.235","2022"
"B0J","10.235","2022"
"B0J","10.235","2022"
"B0J","10.235","2022"
"B0J","10.235","2022"
"B0J","10.235","2022"
"B0J","10.235","2022"
"B0J","10.235","2022"
"B0J","10.35","2022"
"B0J","10.35","2022"
"B0J","10.35","2022"
"B0J","10.68","2022"
"B0J","10.68","2022"
"B0J","10.68","2022"
"B0J","11.125","2022"
"B0J","11.34","2022"
"B0J","11.39","2022"
"B0J","11.9","2022"
"B0J","12.015","2022"
"B0J","12.015","2022"
"B0J","12.04","2022"
"B0J","12.24","2022"
"B0J","12.6","2022"
"B0J","12.8","2022"
"B0J","12.84","2022"
"B0J","12.9","2022"
"B0J","13.5","2022"
"B0J","13.735","2022"
"B0J","13.94","2022"
"B0J","14.025","2022"
"B0J","14.19","2022"
"B0J","15.13","2022"
"B0J","15.48","2022"
"B0J","16.02","2022"
"B0J","16.32","2022"
"B0J","17.44","2022"
"B0J","17.55","2022"
"B0J","17.8","2022"
"B0J","24.48","2022"
"B0K","5.34","2022"
"B0K","5.4","2022"
"B0K","6.3","2022"
"B0K","6.675","2022"
"B0K","7.2","2022"
"B0K","7.48","2022"
"B0K","8.1","2022"
"B0K","8.8","2022"
"B0K","9.345","2022"
"B0K","9.45","2022"
"B0K","9.6","2022"
"B0K","9.79","2022"
"B0K","10.12","2022"
"B0K","10.235","2022"
"B0K","10.235","2022"
"B0K","10.235","2022"
"B0K","10.235","2022"
"B0K","10.235","2022"
"B0K","10.235","2022"
"B0K","10.235","2022"
"B0K","10.235","2022"
"B0K","10.235","2022"
"B0K","10.235","2022"
"B0K","10.235","2022"
"B0K","10.32","2022"
"B0K","10.32","2022"
"B0K","10.35","2022"
"B0K","10.35","2022"
"B0K","10.68","2022"
"B0K","10.875","2022"
"B0K","12","2022"
"B0K","12.04","2022"
"B0K","12.47","2022"
"B0K","12.9","2022"
"B0K","12.905","2022"
"B0K","13.35","2022"
"B0K","13.76","2022"
"B0K","14.24","2022"
"B0K","14.24","2022"
"B0K","14.62","2022"
"B0K","17.1","2022"
"B0K","17.2","2022"
"B0K","17.2","2022"
"B0K","17.2","2022"
"B0K","17.2","2022"
"B0L","6.23","2022"
"B0L","7.65","2022"
"B0L","8.9","2022"
"B0L","9.79","2022"
"B0L","10.2","2022"
"B0L","10.235","2022"
"B0M","5.34","2022"
"B0M","5.34","2022"
"B0M","6.23","2022"
"B0M","6.3","2022"
"B0M","6.675","2022"
"B0M","7.12","2022"
"B0M","7.2","2022"
"B0M","7.28","2022"
"B0M","8.1","2022"
"B0M","8.55","2022"
"B0M","8.855","2022"
"B0M","9.79","2022"
"B0M","10.235","2022"
"B0M","11.57","2022"
"B0M","11.61","2022"
"B0M","12.015","2022"
"B0M","14.19","2022"
"B0M","20.24","2022"
"B0M","20.64","2022"
"B0M","27.72","2022"
"B0N","5.34","2022"
"B0N","5.85","2022"
"B0N","6.675","2022"
"B0N","6.93","2022"
"B0N","7.12","2022"
"B0N","7.29","2022"
"B0N","7.565","2022"
"B0N","7.565","2022"
"B0N","7.65","2022"
"B0N","8.01","2022"
"B0N","8.16","2022"
"B0N","8.19","2022"
"B0N","8.29","2022"
"B0N","8.455","2022"
"B0N","8.6","2022"
"B0N","8.6","2022"
"B0N","8.9","2022"
"B0N","8.9","2022"
"B0N","8.9","2022"
"B0N","8.9","2022"
"B0N","9","2022"
"B0N","9.24","2022"
"B0N","9.345","2022"
"B0N","9.79","2022"
"B0N","9.79","2022"
"B0N","10","2022"
"B0N","10.01","2022"
"B0N","10.12","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.235","2022"
"B0N","10.32","2022"
"B0N","10.35","2022"
"B0N","10.35","2022"
"B0N","10.35","2022"
"B0N","10.35","2022"
"B0N","10.35","2022"
"B0N","10.68","2022"
"B0N","11.125","2022"
"B0N","11.18","2022"
"B0N","11.61","2022"
"B0N","12.015","2022"
"B0N","12.04","2022"
"B0N","12.04","2022"
"B0N","12.9","2022"
"B0N","13.35","2022"
"B0N","13.44","2022"
"B0N","13.5","2022"
"B0N","13.5","2022"
"B0N","14.24","2022"
"B0N","14.24","2022"
"B0N","14.62","2022"
"B0N","15.48","2022"
"B0N","22.5","2022"
"B0N","22.525","2022"
"B0N","24.64","2022"
"B0N","27","2022"
"B0P","6.16","2022"
"B0P","6.23","2022"
"B0P","6.675","2022"
"B0P","6.675","2022"
"B0P","6.75","2022"
"B0P","6.75","2022"
"B0P","7.12","2022"
"B0P","8","2022"
"B0P","8.455","2022"
"B0P","8.9","2022"
"B0P","8.9","2022"
"B0P","8.9","2022"
"B0P","8.9","2022"
"B0P","8.9","2022"
"B0P","9","2022"
"B0P","9.2","2022"
"B0P","9.345","2022"
"B0P","9.79","2022"
"B0P","9.79","2022"
"B0P","9.79","2022"
"B0P","9.9","2022"
"B0P","10.01","2022"
"B0P","10.2","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.235","2022"
"B0P","10.25","2022"
"B0P","10.35","2022"
"B0P","10.35","2022"
"B0P","10.35","2022"
"B0P","10.68","2022"
"B0P","10.68","2022"
"B0P","10.68","2022"
"B0P","11.55","2022"
"B0P","11.96","2022"
"B0P","12","2022"
"B0P","12.015","2022"
"B0P","12.15","2022"
"B0P","12.15","2022"
"B0P","12.42","2022"
"B0P","12.42","2022"
"B0P","12.42","2022"
"B0P","12.42","2022"
"B0P","12.45","2022"
"B0P","12.75","2022"
"B0P","12.9","2022"
"B0P","12.905","2022"
"B0P","13.2","2022"
"B0P","13.35","2022"
"B0P","14.24","2022"
"B0P","14.685","2022"
"B0P","14.85","2022"
"B0P","15.13","2022"
"B0P","15.13","2022"
"B0P","16.59","2022"
"B0P","16.6","2022"
"B0P","18.48","2022"
"B0P","19.58","2022"
"B0P","19.8","2022"
"B0R","5.59","2022"
"B0R","6.3","2022"
"B0R","7.12","2022"
"B0R","8.8","2022"
"B0R","9.9","2022"
"B0R","10.35","2022"
"B0R","10.35","2022"
"B0R","10.68","2022"
"B0R","11.25","2022"
"B0R","12","2022"
"B0S","3.32","2022"
"B0S","4.5","2022"
"B0S","4.8","2022"
"B0S","6.16","2022"
"B0S","6.23","2022"
"B0S","6.23","2022"
"B0S","6.23","2022"
"B0S","6.3","2022"
"B0S","6.675","2022"
"B0S","7.12","2022"
"B0S","7.82","2022"
"B0S","8.01","2022"
"B0S","8.01","2022"
"B0S","8.1","2022"
"B0S","8.9","2022"
"B0S","9","2022"
"B0S","9","2022"
"B0S","9.2","2022"
"B0S","9.345","2022"
"B0S","9.345","2022"
"B0S","10.235","2022"
"B0S","10.235","2022"
"B0S","10.235","2022"
"B0S","10.235","2022"
"B0S","10.235","2022"
"B0S","10.235","2022"
"B0S","10.35","2022"
"B0S","10.35","2022"
"B0S","10.35","2022"
"B0S","10.35","2022"
"B0S","10.8","2022"
"B0S","11.57","2022"
"B0S","12.42","2022"
"B0S","12.42","2022"
"B0S","12.42","2022"
"B0S","13.35","2022"
"B0S","14.19","2022"
"B0S","14.28","2022"
"B0T","5.28","2022"
"B0T","5.44","2022"
"B0T","6.6","2022"
"B0T","7.12","2022"
"B0T","7.12","2022"
"B0T","7.2","2022"
"B0T","7.92","2022"
"B0T","8.455","2022"
"B0T","9.9","2022"
"B0T","10.2","2022"
"B0T","10.235","2022"
"B0T","10.35","2022"
"B0T","10.68","2022"
"B0T","11.52","2022"
"B0T","11.57","2022"
"B0T","11.57","2022"
"B0T","12.09","2022"
"B0T","16.34","2022"
"B0V","9.89","2022"
"B0V","10.235","2022"
"B0V","10.235","2022"
"B0V","10.235","2022"
"B0V","10.235","2022"
"B0V","10.35","2022"
"B0V","11.125","2022"
"B0V","11.57","2022"
"B0W","6.16","2022"
"B0W","6.16","2022"
"B0W","6.75","2022"
"B0W","7.565","2022"
"B0W","7.65","2022"
"B0W","8.1","2022"
"B0W","8.55","2022"
"B0W","8.9","2022"
"B0W","8.9","2022"
"B0W","9.48","2022"
"B0W","10.01","2022"
"B0W","10.235","2022"
"B0W","10.235","2022"
"B0W","10.235","2022"
"B0W","10.235","2022"
"B0W","10.235","2022"
"B0W","10.235","2022"
"B0W","10.235","2022"
"B0W","10.35","2022"
"B0W","10.35","2022"
"B0W","12.15","2022"
"B0W","15.13","2022"
"B1A","13.175","2022"
"B1H","9.46","2022"
"B1H","15.015","2022"
"B1J","7.65","2022"
"B1K","6.37","2022"
"B1K","10.8","2022"
"B1K","12.04","2022"
"B1K","12.285","2022"
"B1K","14.56","2022"
"B1L","14.025","2022"
"B1L","15.015","2022"
"B1M","12.285","2022"
"B1P","12.9","2022"
"B1R","13.6","2022"
"B1S","11.34","2022"
"B1V","11.475","2022"
"B1X","13.175","2022"
"B1Y","2.68","2022"
"B1Y","8.645","2022"
"B1Y","13.065","2022"
"B1Y","13.2","2022"
"B2A","10.72","2022"
"B2G","6.23","2022"
"B2G","6.675","2022"
"B2G","7.565","2022"
"B2G","8.01","2022"
"B2G","8.04","2022"
"B2G","8.9","2022"
"B2G","9.45","2022"
"B2G","9.46","2022"
"B2G","9.79","2022"
"B2G","9.79","2022"
"B2G","10.01","2022"
"B2G","10.01","2022"
"B2G","10.235","2022"
"B2G","10.235","2022"
"B2G","10.235","2022"
"B2G","10.235","2022"
"B2G","10.235","2022"
"B2G","10.235","2022"
"B2G","11.475","2022"
"B2G","12.47","2022"
"B2G","12.9","2022"
"B2G","13.6","2022"
"B2G","14.025","2022"
"B2G","15.75","2022"
"B2G","17.745","2022"
"B2H","5.785","2022"
"B2H","6.675","2022"
"B2H","7.12","2022"
"B2H","7.12","2022"
"B2H","7.12","2022"
"B2H","9.45","2022"
"B2H","10.235","2022"
"B2H","10.235","2022"
"B2H","10.35","2022"
"B2H","10.56","2022"
"B2H","13.76","2022"
"B2N","5.34","2022"
"B2N","5.34","2022"
"B2N","6.23","2022"
"B2N","6.45","2022"
"B2N","7.12","2022"
"B2N","7.74","2022"
"B2N","8.01","2022"
"B2N","8.17","2022"
"B2N","8.9","2022"
"B2N","8.9","2022"
"B2N","9.345","2022"
"B2N","9.46","2022"
"B2N","9.66","2022"
"B2N","9.9","2022"
"B2N","10.235","2022"
"B2N","10.235","2022"
"B2N","10.235","2022"
"B2N","10.235","2022"
"B2N","10.235","2022"
"B2N","10.35","2022"
"B2N","12.24","2022"
"B2N","12.75","2022"
"B2N","13.26","2022"
"B2N","14.62","2022"
"B2N","16.15","2022"
"B2R","8.01","2022"
"B2R","8.1","2022"
"B2R","10.235","2022"
"B2R","10.35","2022"
"B2R","12.015","2022"
"B2R","15.99","2022"
"B2R","16","2022"
"B2R","18.92","2022"
"B2S","8.01","2022"
"B2S","8.855","2022"
"B2S","8.9","2022"
"B2S","9.345","2022"
"B2S","9.79","2022"
"B2S","9.9","2022"
"B2S","9.97","2022"
"B2S","10.235","2022"
"B2S","10.235","2022"
"B2S","10.235","2022"
"B2S","10.35","2022"
"B2S","10.35","2022"
"B2S","10.35","2022"
"B2S","11.2","2022"
"B2S","11.25","2022"
"B2S","12.015","2022"
"B2S","13.2","2022"
"B2S","13.95","2022"
"B2S","16.2","2022"
"B2S","21.6","2022"
"B2T","5.4","2022"
"B2T","8.19","2022"
"B2T","8.9","2022"
"B2T","8.9","2022"
"B2T","8.9","2022"
"B2T","8.9","2022"
"B2T","8.9","2022"
"B2T","9.24","2022"
"B2T","9.79","2022"
"B2T","10.235","2022"
"B2T","10.235","2022"
"B2T","10.235","2022"
"B2T","10.235","2022"
"B2T","10.235","2022"
"B2T","10.235","2022"
"B2T","10.35","2022"
"B2T","10.35","2022"
"B2T","10.35","2022"
"B2T","10.35","2022"
"B2T","10.68","2022"
"B2T","11.475","2022"
"B2T","11.7","2022"
"B2T","12.015","2022"
"B2T","12.015","2022"
"B2T","12.015","2022"
"B2T","13.195","2022"
"B2T","13.2","2022"
"B2T","13.5","2022"
"B2T","13.94","2022"
"B2T","14.875","2022"
"B2T","16.91","2022"
"B2T","18.06","2022"
"B2T","19.565","2022"
"B2T","19.58","2022"
"B2T","22.05","2022"
"B2V","6.3","2022"
"B2V","6.675","2022"
"B2V","6.75","2022"
"B2V","8.01","2022"
"B2V","8.01","2022"
"B2V","8.16","2022"
"B2V","8.17","2022"
"B2V","8.455","2022"
"B2V","8.625","2022"
"B2V","9.1","2022"
"B2V","9.345","2022"
"B2V","9.775","2022"
"B2V","10.235","2022"
"B2V","10.35","2022"
"B2V","10.35","2022"
"B2V","10.88","2022"
"B2V","11.57","2022"
"B2V","11.61","2022"
"B2V","11.7","2022"
"B2V","11.9","2022"
"B2V","12.015","2022"
"B2V","12.15","2022"
