"partial_postal_code","total_dc_capacity_kw","year_installed"
"B5A","3.9","2020"
"B5A","7.04","2020"
"B5A","13.12","2020"
"B5A","16.94","2020"
"B6L","5.04","2020"
"B6L","5.92","2020"
"B6L","5.92","2020"
"B6L","6.4","2020"
"B6L","7.4","2020"
"B6L","7.92","2020"
"B6L","8.88","2020"
"B6L","10.01","2020"
"B6L","11.2","2020"
"B6L","12","2020"
"B6L","12.58","2020"
"B6L","12.64","2020"
"B6L","13.2","2020"
"B6L","15.015","2020"
"B02","9.6","2021"
"B0A","5.1","2021"
"B0C","11.475","2021"
"B0C","12","2021"
"B0E","3.685","2021"
"B0E","5.1","2021"
"B0E","5.36","2021"
"B0E","6.8","2021"
"B0E","7.2","2021"
"B0E","8.715","2021"
"B0E","8.8","2021"
"B0E","8.925","2021"
"B0E","8.925","2021"
"B0E","9.045","2021"
"B0E","9.38","2021"
"B0E","9.775","2021"
"B0E","10.8","2021"
"B0E","11.05","2021"
"B0E","11.39","2021"
"B0E","11.475","2021"
"B0E","12.8","2021"
"B0E","12.8","2021"
"B0E","12.8","2021"
"B0E","13.4","2021"
"B0E","13.6","2021"
"B0E","13.6","2021"
"B0E","13.6","2021"
"B0E","13.6","2021"
"B0E","13.6","2021"
"B0E","13.6","2021"
"B0E","14.025","2021"
"B0E","21.6","2021"
"B0E","36.12","2021"
"B0H","5.6","2021"
"B0H","6.16","2021"
"B0H","6.93","2021"
"B0H","6.93","2021"
"B0H","8.47","2021"
"B0H","8.855","2021"
"B0H","9.24","2021"
"B0H","9.345","2021"
"B0H","9.79","2021"
"B0H","10.01","2021"
"B0H","10.01","2021"
"B0H","11.475","2021"
"B0H","12.32","2021"
"B0H","12.8","2021"
"B0H","12.8","2021"
"B0H","13.6","2021"
"B0H","14.025","2021"
"B0H","14.63","2021"
"B0H","18.48","2021"
"B0J","4.005","2021"
"B0J","4.76","2021"
"B0J","5.005","2021"
"B0J","5.005","2021"
"B0J","5.005","2021"
"B0J","5.36","2021"
"B0J","5.395","2021"
"B0J","5.44","2021"
"B0J","5.72","2021"
"B0J","5.74","2021"
"B0J","5.785","2021"
"B0J","5.92","2021"
"B0J","6.16","2021"
"B0J","6.16","2021"
"B0J","6.23","2021"
"B0J","6.8","2021"
"B0J","6.93","2021"
"B0J","6.93","2021"
"B0J","7.04","2021"
"B0J","7.12","2021"
"B0J","7.225","2021"
"B0J","7.7","2021"
"B0J","7.7","2021"
"B0J","8","2021"
"B0J","8","2021"
"B0J","8.01","2021"
"B0J","8.04","2021"
"B0J","8.085","2021"
"B0J","8.16","2021"
"B0J","8.3","2021"
"B0J","8.36","2021"
"B0J","8.5","2021"
"B0J","8.84","2021"
"B0J","9.12","2021"
"B0J","9.24","2021"
"B0J","9.345","2021"
"B0J","9.38","2021"
"B0J","9.6","2021"
"B0J","9.625","2021"
"B0J","9.72","2021"
"B0J","9.775","2021"
"B0J","9.86","2021"
"B0J","10","2021"
"B0J","10.01","2021"
"B0J","10.01","2021"
"B0J","10.01","2021"
"B0J","10.01","2021"
"B0J","10.01","2021"
"B0J","10.01","2021"
"B0J","10.01","2021"
"B0J","10.01","2021"
"B0J","10.01","2021"
"B0J","10.01","2021"
"B0J","10.08","2021"
"B0J","10.12","2021"
"B0J","10.235","2021"
"B0J","10.235","2021"
"B0J","10.235","2021"
"B0J","10.235","2021"
"B0J","10.56","2021"
"B0J","10.68","2021"
"B0J","10.92","2021"
"B0J","11.2","2021"
"B0J","11.205","2021"
"B0J","11.34","2021"
"B0J","11.34","2021"
"B0J","11.475","2021"
"B0J","11.9","2021"
"B0J","12.015","2021"
"B0J","12.015","2021"
"B0J","12.015","2021"
"B0J","12.015","2021"
"B0J","12.21","2021"
"B0J","12.25","2021"
"B0J","12.32","2021"
"B0J","12.8","2021"
"B0J","12.8","2021"
"B0J","13.2","2021"
"B0J","13.23","2021"
"B0J","13.65","2021"
"B0J","13.86","2021"
"B0J","14.63","2021"
"B0J","15.015","2021"
"B0J","16.575","2021"
"B0J","17","2021"
"B0J","17.6","2021"
"B0J","18.245","2021"
"B0J","21.07","2021"
"B0J","21.6","2021"
"B0J","23.94","2021"
"B0J","35.1","2021"
"B0K","5.28","2021"
"B0K","5.34","2021"
"B0K","5.6","2021"
"B0K","6.16","2021"
"B0K","6.4","2021"
"B0K","6.545","2021"
"B0K","7.12","2021"
"B0K","7.315","2021"
"B0K","7.315","2021"
"B0K","7.315","2021"
"B0K","7.48","2021"
"B0K","7.7","2021"
"B0K","8.085","2021"
"B0K","8.47","2021"
"B0K","8.47","2021"
"B0K","8.6","2021"
"B0K","8.925","2021"
"B0K","8.925","2021"
"B0K","9.24","2021"
"B0K","9.24","2021"
"B0K","9.38","2021"
"B0K","10.01","2021"
"B0K","10.01","2021"
"B0K","10.01","2021"
"B0K","10.01","2021"
"B0K","10.01","2021"
"B0K","10.01","2021"
"B0K","10.01","2021"
"B0K","10.01","2021"
"B0K","10.01","2021"
"B0K","10.01","2021"
"B0K","10.08","2021"
"B0K","10.12","2021"
"B0K","10.12","2021"
"B0K","10.12","2021"
"B0K","10.2","2021"
"B0K","10.2","2021"
"B0K","10.2","2021"
"B0K","10.235","2021"
"B0K","10.235","2021"
"B0K","10.235","2021"
"B0K","12.32","2021"
"B0K","12.32","2021"
"B0K","12.32","2021"
"B0K","12.325","2021"
"B0K","12.75","2021"
"B0K","12.8","2021"
"B0K","12.8","2021"
"B0K","13.5","2021"
"B0K","13.6","2021"
"B0K","13.795","2021"
"B0K","14.24","2021"
"B0K","14.63","2021"
"B0K","15.3","2021"
"B0K","15.48","2021"
"B0K","16.2","2021"
"B0K","17","2021"
"B0K","17.2","2021"
"B0K","17.82","2021"
"B0K","18.7","2021"
"B0K","20.825","2021"
"B0K","21.25","2021"
"B0K","22.96","2021"
"B0L","10.01","2021"
"B0L","10.12","2021"
"B0L","10.235","2021"
"B0L","12","2021"
"B0M","4.3","2021"
"B0M","5.95","2021"
"B0M","6.88","2021"
"B0M","6.93","2021"
"B0M","7.315","2021"
"B0M","7.7","2021"
"B0M","8.04","2021"
"B0M","8.455","2021"
"B0M","8.47","2021"
"B0M","8.8","2021"
"B0M","8.9","2021"
"B0M","9.24","2021"
"B0M","9.24","2021"
"B0M","9.24","2021"
"B0M","10.01","2021"
"B0M","10.01","2021"
"B0M","10.01","2021"
"B0M","10.24","2021"
"B0M","10.395","2021"
"B0M","10.72","2021"
"B0M","11.05","2021"
"B0M","11.2","2021"
"B0M","11.34","2021"
"B0M","11.475","2021"
"B0M","11.9","2021"
"B0M","11.9","2021"
"B0M","12.6","2021"
"B0M","13.33","2021"
"B0M","13.8","2021"
"B0M","14.82","2021"
"B0M","20","2021"
"B0M","20.4","2021"
"B0N","4.08","2021"
"B0N","4.62","2021"
"B0N","5.04","2021"
"B0N","5.1","2021"
"B0N","5.72","2021"
"B0N","6.16","2021"
"B0N","6.16","2021"
"B0N","6.16","2021"
"B0N","6.16","2021"
"B0N","6.16","2021"
"B0N","6.16","2021"
"B0N","6.8","2021"
"B0N","6.8","2021"
"B0N","7.04","2021"
"B0N","7.2","2021"
"B0N","7.565","2021"
"B0N","7.7","2021"
"B0N","7.92","2021"
"B0N","7.92","2021"
"B0N","8.04","2021"
"B0N","8.085","2021"
"B0N","8.085","2021"
"B0N","8.085","2021"
"B0N","8.36","2021"
"B0N","8.4","2021"
"B0N","8.47","2021"
"B0N","8.61","2021"
"B0N","8.8","2021"
"B0N","8.8","2021"
"B0N","8.9","2021"
"B0N","8.91","2021"
"B0N","9.24","2021"
"B0N","9.345","2021"
"B0N","9.625","2021"
"B0N","9.625","2021"
"B0N","9.72","2021"
"B0N","10.01","2021"
"B0N","10.01","2021"
"B0N","10.01","2021"
"B0N","10.01","2021"
"B0N","10.01","2021"
"B0N","10.01","2021"
"B0N","10.01","2021"
"B0N","10.01","2021"
"B0N","10.01","2021"
"B0N","10.01","2021"
"B0N","10.05","2021"
"B0N","10.12","2021"
"B0N","10.12","2021"
"B0N","10.2","2021"
"B0N","10.2","2021"
"B0N","10.235","2021"
"B0N","10.235","2021"
"B0N","10.235","2021"
"B0N","10.235","2021"
"B0N","10.235","2021"
"B0N","10.32","2021"
"B0N","10.35","2021"
"B0N","10.78","2021"
"B0N","10.85","2021"
"B0N","11.04","2021"
"B0N","11.05","2021"
"B0N","11.05","2021"
"B0N","11.05","2021"
"B0N","11.125","2021"
"B0N","11.475","2021"
"B0N","11.9","2021"
"B0N","11.9","2021"
"B0N","11.935","2021"
"B0N","12.04","2021"
"B0N","12.32","2021"
"B0N","12.32","2021"
"B0N","12.75","2021"
"B0N","13.6","2021"
"B0N","13.6","2021"
"B0N","13.8","2021"
"B0N","13.86","2021"
"B0N","14.025","2021"
"B0N","14.04","2021"
"B0N","14.24","2021"
"B0N","15.015","2021"
"B0N","15.015","2021"
"B0N","15.13","2021"
"B0N","16.91","2021"
"B0N","20","2021"
"B0N","21.32","2021"
"B0P","4.2","2021"
"B0P","5.04","2021"
"B0P","5.775","2021"
"B0P","5.95","2021"
"B0P","6.16","2021"
"B0P","6.16","2021"
"B0P","6.8","2021"
"B0P","6.93","2021"
"B0P","7.04","2021"
"B0P","8.085","2021"
"B0P","8.36","2021"
"B0P","8.4","2021"
"B0P","9.24","2021"
"B0P","9.24","2021"
"B0P","9.24","2021"
"B0P","9.35","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.01","2021"
"B0P","10.12","2021"
"B0P","10.12","2021"
"B0P","10.2","2021"
"B0P","10.2","2021"
"B0P","10.235","2021"
"B0P","10.235","2021"
"B0P","10.235","2021"
"B0P","10.235","2021"
"B0P","10.235","2021"
"B0P","10.235","2021"
"B0P","10.235","2021"
"B0P","10.375","2021"
"B0P","10.44","2021"
"B0P","10.56","2021"
"B0P","11.125","2021"
"B0P","11.22","2021"
"B0P","11.34","2021"
"B0P","11.34","2021"
"B0P","11.34","2021"
"B0P","11.34","2021"
"B0P","11.57","2021"
"B0P","11.57","2021"
"B0P","11.9","2021"
"B0P","12.015","2021"
"B0P","12.015","2021"
"B0P","12.75","2021"
"B0P","13.175","2021"
"B0P","13.2","2021"
"B0P","13.2","2021"
"B0P","13.35","2021"
"B0P","13.35","2021"
"B0P","13.475","2021"
"B0P","13.5","2021"
"B0P","13.735","2021"
"B0P","14.245","2021"
"B0P","14.685","2021"
"B0P","14.96","2021"
"B0P","15.4","2021"
"B0P","16.555","2021"
"B0P","18.69","2021"
"B0P","20.4","2021"
"B0P","51","2021"
"B0R","2.97","2021"
"B0R","6.6","2021"
"B0R","7.315","2021"
"B0R","7.48","2021"
"B0R","7.7","2021"
"B0R","8.5","2021"
"B0R","8.5","2021"
"B0R","9.045","2021"
"B0R","9.625","2021"
"B0R","9.68","2021"
"B0R","10.01","2021"
"B0R","10.01","2021"
"B0R","10.01","2021"
"B0R","10.01","2021"
"B0R","10.01","2021"
"B0R","10.78","2021"
"B0R","11.055","2021"
"B0R","11.39","2021"
"B0R","11.55","2021"
"B0R","12.32","2021"
"B0S","5.005","2021"
"B0S","5.005","2021"
"B0S","6.3","2021"
"B0S","6.545","2021"
"B0S","6.8","2021"
"B0S","6.93","2021"
"B0S","6.93","2021"
"B0S","7","2021"
"B0S","7.7","2021"
"B0S","7.7","2021"
"B0S","8","2021"
"B0S","8.01","2021"
"B0S","8.01","2021"
"B0S","8.085","2021"
"B0S","8.2","2021"
"B0S","8.8","2021"
"B0S","8.9","2021"
"B0S","8.9","2021"
"B0S","9.13","2021"
"B0S","9.18","2021"
"B0S","9.18","2021"
"B0S","9.345","2021"
"B0S","9.35","2021"
"B0S","9.625","2021"
"B0S","9.79","2021"
"B0S","9.79","2021"
"B0S","10.01","2021"
"B0S","10.01","2021"
"B0S","10.01","2021"
"B0S","10.01","2021"
"B0S","10.01","2021"
"B0S","10.01","2021"
"B0S","10.12","2021"
"B0S","10.2","2021"
"B0S","10.235","2021"
"B0S","10.235","2021"
"B0S","10.375","2021"
"B0S","10.56","2021"
"B0S","10.68","2021"
"B0S","11.05","2021"
"B0S","11.34","2021"
"B0S","11.34","2021"
"B0S","11.7","2021"
"B0S","11.76","2021"
"B0S","12.015","2021"
"B0S","12.015","2021"
"B0S","12.8","2021"
"B0S","13.35","2021"
"B0S","13.475","2021"
"B0S","15.13","2021"
"B0T","3.2","2021"
"B0T","3.5","2021"
"B0T","5.67","2021"
"B0T","5.785","2021"
"B0T","6.16","2021"
"B0T","7.2","2021"
"B0T","7.7","2021"
"B0T","8.47","2021"
"B0T","8.47","2021"
"B0T","8.855","2021"
"B0T","10.01","2021"
"B0T","10.01","2021"
"B0T","10.01","2021"
"B0T","10.235","2021"
"B0T","10.32","2021"
"B0V","6.4","2021"
"B0V","8.085","2021"
"B0V","8.9","2021"
"B0V","9.24","2021"
"B0V","10","2021"
"B0V","10.12","2021"
"B0V","10.5","2021"
"B0V","11.125","2021"
"B0W","6.16","2021"
"B0W","6.16","2021"
"B0W","6.545","2021"
"B0W","6.545","2021"
"B0W","6.93","2021"
"B0W","8.05","2021"
"B0W","8.4","2021"
"B0W","9.345","2021"
"B0W","9.38","2021"
"B0W","9.6","2021"
"B0W","9.6","2021"
"B0W","9.625","2021"
"B0W","9.79","2021"
"B0W","9.79","2021"
"B0W","10.01","2021"
"B0W","10.01","2021"
"B0W","10.01","2021"
"B0W","10.01","2021"
"B0W","10.56","2021"
"B0W","11.165","2021"
"B0W","11.57","2021"
"B0W","11.935","2021"
"B0W","12.32","2021"
"B0W","12.96","2021"
"B0W","13.02","2021"
"B0W","13.2","2021"
"B0W","13.2","2021"
"B0W","19.2","2021"
"B1A","12.73","2021"
"B1B","11.39","2021"
"B1H","25.5","2021"
"B1K","10.05","2021"
"B1K","11.475","2021"
"B1K","11.475","2021"
"B1L","11.05","2021"
"B1N","12.8","2021"
"B1N","27.2","2021"
"B1P","5.36","2021"
"B1P","10.2","2021"
"B1R","5.95","2021"
"B1R","11.2","2021"
"B1R","12.73","2021"
"B1S","9.715","2021"
"B1S","10.4","2021"
"B1S","13.6","2021"
"B1S","13.6","2021"
"B1V","8","2021"
"B1V","12.4","2021"
"B1V","12.8","2021"
"B1W","22.1","2021"
"B1X","10.2","2021"
"B1X","11.9","2021"
"B1X","13.6","2021"
"B1Y","8","2021"
"B1Y","12.8","2021"
"B2A","5.36","2021"
"B2A","14.025","2021"
"B2G","3.35","2021"
"B2G","5.005","2021"
"B2G","5.28","2021"
"B2G","5.36","2021"
"B2G","6.93","2021"
"B2G","7.315","2021"
"B2G","7.315","2021"
"B2G","7.7","2021"
"B2G","8.04","2021"
"B2G","8.47","2021"
"B2G","8.855","2021"
"B2G","9.13","2021"
"B2G","9.24","2021"
"B2G","9.35","2021"
"B2G","9.35","2021"
"B2G","10.01","2021"
"B2G","10.01","2021"
"B2G","10.01","2021"
"B2G","10.01","2021"
"B2G","10.235","2021"
"B2G","11.05","2021"
"B2G","11.475","2021"
"B2G","12.8","2021"
"B2G","13.825","2021"
"B2G","13.86","2021"
"B2G","14.025","2021"
"B2G","15.48","2021"
"B2G","16.8","2021"
"B2H","5.005","2021"
"B2H","5.39","2021"
"B2H","5.775","2021"
"B2H","5.775","2021"
"B2H","10.12","2021"
"B2H","10.235","2021"
"B2H","10.395","2021"
"B2H","10.56","2021"
"B2H","11.05","2021"
"B2H","11.61","2021"
"B2H","11.88","2021"
"B2H","12.75","2021"
"B2H","13.6","2021"
"B2H","13.6","2021"
"B2H","15.015","2021"
"B2H","16.38","2021"
"B2H","19.125","2021"
"B2H","26.88","2021"
"B2N","7.65","2021"
"B2N","8.01","2021"
"B2N","8.925","2021"
"B2N","8.925","2021"
"B2N","9.24","2021"
"B2N","9.24","2021"
"B2N","9.79","2021"
"B2N","9.79","2021"
"B2N","9.79","2021"
"B2N","10.01","2021"
"B2N","10.01","2021"
"B2N","10.01","2021"
"B2N","10.01","2021"
"B2N","10.01","2021"
"B2N","10.235","2021"
"B2N","10.235","2021"
"B2N","10.56","2021"
"B2N","11.05","2021"
"B2N","11.9","2021"
"B2N","11.9","2021"
"B2N","12.015","2021"
"B2N","12.04","2021"
"B2N","12.58","2021"
"B2N","12.75","2021"
"B2N","12.75","2021"
"B2N","15.3","2021"
"B2N","22","2021"
"B2R","8","2021"
"B2R","10","2021"
"B2R","10.01","2021"
"B2S","5.46","2021"
"B2S","5.95","2021"
"B2S","6.93","2021"
"B2S","7.28","2021"
"B2S","8.01","2021"
"B2S","8.8","2021"
"B2S","8.8","2021"
"B2S","8.855","2021"
"B2S","10.01","2021"
"B2S","10.01","2021"
"B2S","10.01","2021"
"B2S","10.01","2021"
"B2S","10.01","2021"
"B2S","10.01","2021"
"B2S","10.01","2021"
"B2S","10.01","2021"
"B2S","10.08","2021"
"B2S","10.12","2021"
"B2S","10.235","2021"
"B2S","10.235","2021"
"B2S","10.395","2021"
"B2S","10.56","2021"
"B2S","10.78","2021"
"B2S","11.2","2021"
"B2S","11.57","2021"
"B2S","12.06","2021"
"B2S","13.065","2021"
"B2S","14.685","2021"
"B2T","5.39","2021"
"B2T","6.93","2021"
"B2T","7.2","2021"
"B2T","7.565","2021"
"B2T","7.565","2021"
"B2T","8.01","2021"
"B2T","8.455","2021"
"B2T","8.47","2021"
"B2T","9.03","2021"
"B2T","9.2","2021"
"B2T","9.345","2021"
"B2T","10.01","2021"
"B2T","10.01","2021"
"B2T","10.01","2021"
"B2T","10.05","2021"
"B2T","10.05","2021"
"B2T","10.2","2021"
"B2T","10.235","2021"
"B2T","10.235","2021"
"B2T","10.235","2021"
"B2T","10.235","2021"
"B2T","10.235","2021"
"B2T","10.235","2021"
"B2T","10.235","2021"
"B2T","10.235","2021"
"B2T","10.32","2021"
"B2T","10.71","2021"
"B2T","10.78","2021"
"B2T","11.205","2021"
"B2T","11.25","2021"
"B2T","11.39","2021"
"B2T","11.44","2021"
"B2T","11.725","2021"
"B2T","11.9","2021"
"B2T","12","2021"
"B2T","12.015","2021"
"B2T","12.015","2021"
"B2T","13.09","2021"
"B2T","13.2","2021"
"B2T","15.3","2021"
"B2T","16","2021"
"B2T","16.32","2021"
"B2T","17.2","2021"
"B2T","19.095","2021"
"B2T","28.8","2021"
"B2V","4.8","2021"
"B2V","5.005","2021"
"B2V","5.46","2021"
"B2V","5.775","2021"
"B2V","6.23","2021"
"B2V","6.675","2021"
"B2V","7.02","2021"
"B2V","8.01","2021"
"B2V","8.01","2021"
"B2V","8.36","2021"
"B2V","8.375","2021"
"B2V","8.4","2021"
"B2V","8.455","2021"
"B2V","9.24","2021"
"B2V","9.38","2021"
"B2V","9.68","2021"
"B2V","9.75","2021"
"B2V","10.01","2021"
"B2V","10.01","2021"
"B2V","10.01","2021"
"B2V","10.01","2021"
"B2V","10.01","2021"
"B2V","10.01","2021"
"B2V","10.12","2021"
"B2V","10.2","2021"
"B2V","10.2","2021"
"B2V","10.625","2021"
"B2V","10.68","2021"
"B2V","10.92","2021"
"B2V","11.125","2021"
"B2V","11.39","2021"
"B2V","11.57","2021"
"B2V","12.32","2021"
"B2V","12.32","2021"
"B2V","12.75","2021"
"B2V","13.475","2021"
"B2V","14.405","2021"
"B2V","14.45","2021"
"B2V","16.38","2021"
"B2V","21.06","2021"
"B2W","4.45","2021"
"B2W","4.675","2021"
"B2W","5.005","2021"
"B2W","5.005","2021"
"B2W","5.25","2021"
"B2W","5.28","2021"
"B2W","5.34","2021"
"B2W","5.44","2021"
"B2W","5.785","2021"
"B2W","5.95","2021"
"B2W","6","2021"
"B2W","6.16","2021"
"B2W","6.4","2021"
"B2W","7.12","2021"
"B2W","7.31","2021"
"B2W","7.565","2021"
"B2W","7.65","2021"
"B2W","7.65","2021"
"B2W","7.7","2021"
"B2W","8","2021"
"B2W","8.01","2021"
"B2W","8.01","2021"
"B2W","8.04","2021"
"B2W","8.075","2021"
"B2W","8.085","2021"
"B2W","8.455","2021"
"B2W","8.455","2021"
"B2W","8.58","2021"
"B2W","8.8","2021"
"B2W","8.855","2021"
"B2W","8.855","2021"
"B2W","9.24","2021"
"B2W","9.24","2021"
"B2W","9.35","2021"
"B2W","9.625","2021"
"B2W","9.625","2021"
"B2W","9.66","2021"
"B2W","9.68","2021"
"B2W","9.79","2021"
"B2W","10.01","2021"
"B2W","10.01","2021"
"B2W","10.12","2021"
"B2W","10.12","2021"
"B2W","10.2","2021"
"B2W","10.235","2021"
"B2W","10.235","2021"
"B2W","10.235","2021"
"B2W","10.385","2021"
"B2W","10.5","2021"
"B2W","10.68","2021"
"B2W","10.72","2021"
"B2W","10.72","2021"
"B2W","11.6","2021"
"B2W","11.88","2021"
"B2W","11.935","2021"
"B2W","12.18","2021"
"B2W","12.4","2021"
"B2W","13.6","2021"
"B2W","13.6","2021"
"B2W","13.6","2021"
"B2W","13.76","2021"
"B2W","13.76","2021"
"B2W","13.795","2021"
"B2W","14.74","2021"
"B2W","15.3","2021"
"B2W","15.725","2021"
"B2W","16.465","2021"
"B2X","5.34","2021"
"B2X","6.16","2021"
"B2X","6.16","2021"
"B2X","6.675","2021"
"B2X","6.8","2021"
"B2X","6.93","2021"
"B2X","7.12","2021"
"B2X","7.7","2021"
"B2X","7.92","2021"
"B2X","8.5","2021"
"B2X","8.6","2021"
"B2X","9.35","2021"
"B2X","9.72","2021"
"B2X","9.75","2021"
"B2X","10.12","2021"
"B2X","10.2","2021"
"B2X","10.235","2021"
"B2X","10.235","2021"
"B2X","10.68","2021"
"B2X","10.92","2021"
"B2X","11.39","2021"
"B2X","13.065","2021"
"B2X","13.795","2021"
"B2X","15.13","2021"
"B2Y","4.355","2021"
"B2Y","4.41","2021"
"B2Y","5.25","2021"
"B2Y","6.545","2021"
"B2Y","6.675","2021"
"B2Y","7","2021"
"B2Y","7.04","2021"
"B2Y","8.01","2021"
"B2Y","8.47","2021"
"B2Y","8.58","2021"
"B2Y","8.855","2021"
"B2Y","8.9","2021"
"B2Y","9.425","2021"
"B2Y","10.01","2021"
"B2Y","10.01","2021"
"B2Y","10.01","2021"
"B2Y","10.01","2021"
"B2Y","10.2","2021"
"B2Y","10.235","2021"
"B2Y","10.8","2021"
"B2Y","11.85","2021"
"B2Z","5.1","2021"
"B2Z","6.6","2021"
"B2Z","7.04","2021"
"B2Z","7.92","2021"
"B2Z","8.085","2021"
"B2Z","8.455","2021"
"B2Z","8.455","2021"
"B2Z","8.5","2021"
"B2Z","8.6","2021"
"B2Z","8.6","2021"
"B2Z","8.8","2021"
"B2Z","8.9","2021"
"B2Z","9.24","2021"
"B2Z","9.46","2021"
"B2Z","10.01","2021"
"B2Z","10.01","2021"
"B2Z","10.01","2021"
"B2Z","10.01","2021"
"B2Z","10.235","2021"
"B2Z","10.235","2021"
"B2Z","10.235","2021"
"B2Z","10.56","2021"
"B2Z","10.56","2021"
"B2Z","11.44","2021"
"B2Z","12.32","2021"
"B2Z","12.48","2021"
"B2Z","15.015","2021"
"B36","4.725","2021"
"B3A","4.44","2021"
"B3A","4.8","2021"
"B3A","5.72","2021"
"B3A","5.72","2021"
"B3A","6.545","2021"
"B3A","6.545","2021"
"B3A","6.8","2021"
"B3A","6.9","2021"
"B3A","8.085","2021"
"B3A","8.9","2021"
"B3A","8.925","2021"
"B3A","9.03","2021"
"B3A","9.46","2021"
"B3A","9.625","2021"
"B3A","9.79","2021"
"B3A","10.08","2021"
"B3A","10.12","2021"
"B3A","10.235","2021"
"B3A","10.32","2021"
"B3A","12","2021"
"B3A","12.3","2021"
"B3A","17","2021"
"B3E","2.52","2021"
"B3E","7.565","2021"
"B3E","8.455","2021"
"B3E","8.855","2021"
"B3E","9.24","2021"
"B3E","10.01","2021"
"B3E","10.01","2021"
"B3E","10.08","2021"
"B3E","10.12","2021"
"B3E","10.235","2021"
"B3E","10.235","2021"
"B3E","10.56","2021"
"B3E","10.68","2021"
"B3E","10.68","2021"
"B3E","11.06","2021"
"B3E","11.2","2021"
"B3E","11.9","2021"
"B3E","12.015","2021"
"B3E","12.04","2021"
"B3E","12.18","2021"
"B3E","12.6","2021"
"B3E","14.685","2021"
"B3G","6.12","2021"
"B3G","6.16","2021"
"B3G","6.23","2021"
"B3G","6.675","2021"
"B3G","8.5","2021"
"B3G","9.345","2021"
"B3G","10.01","2021"
"B3G","10.78","2021"
"B3G","12.47","2021"
"B3G","14.45","2021"
"B3H","4.74","2021"
"B3H","5.005","2021"
"B3H","5.005","2021"
"B3H","5.005","2021"
"B3H","5.6","2021"
"B3H","5.95","2021"
"B3H","6.825","2021"
"B3H","7","2021"
"B3H","7.48","2021"
"B3H","9.75","2021"
"B3H","10.05","2021"
"B3H","10.35","2021"
"B3H","15.13","2021"
"B3H","19.58","2021"
"B3H","20.435","2021"
"B3K","3.95","2021"
"B3K","5.04","2021"
"B3K","5.39","2021"
"B3K","5.525","2021"
"B3K","5.775","2021"
"B3K","7.04","2021"
"B3K","7.74","2021"
"B3K","8.9","2021"
"B3K","9.2","2021"
"B3L","3.015","2021"
"B3L","3.85","2021"
"B3L","4.895","2021"
"B3L","5.005","2021"
"B3L","5.16","2021"
"B3L","5.39","2021"
"B3L","6.375","2021"
"B3L","6.4","2021"
"B3L","6.545","2021"
"B3L","6.8","2021"
"B3L","8.8","2021"
"B3L","8.82","2021"
"B3L","9.36","2021"
"B3L","10.01","2021"
"B3L","10.12","2021"
"B3L","11.34","2021"
"B3L","12.6","2021"
"B3L","13.76","2021"
"B3M","5.785","2021"
"B3M","6.16","2021"
"B3M","6.63","2021"
"B3M","7.035","2021"
"B3M","7.315","2021"
"B3M","7.565","2021"
"B3M","7.98","2021"
"B3M","8.19","2021"
"B3M","8.8","2021"
"B3M","8.91","2021"
"B3M","9.84","2021"
"B3M","9.89","2021"
"B3M","9.9","2021"
"B3M","10.01","2021"
"B3M","10.01","2021"
"B3M","10.12","2021"
"B3M","10.12","2021"
"B3M","10.12","2021"
"B3M","10.14","2021"
"B3M","10.2","2021"
"B3M","10.235","2021"
"B3M","10.235","2021"
"B3M","10.235","2021"
"B3M","10.235","2021"
"B3M","10.56","2021"
"B3M","10.72","2021"
"B3M","11.125","2021"
"B3M","11.34","2021"
"B3M","11.7","2021"
"B3M","15.75","2021"
"B3N","5.005","2021"
"B3N","5.28","2021"
"B3N","5.39","2021"
"B3N","6.16","2021"
"B3N","8.455","2021"
"B3N","9.24","2021"
"B3N","9.545","2021"
"B3N","9.715","2021"
"B3N","10.12","2021"
"B3N","10.235","2021"
"B3N","11.18","2021"
"B3N","12.015","2021"
"B3N","12.015","2021"
"B3N","12.905","2021"
"B3N","13.44","2021"
"B3P","5.34","2021"
"B3P","5.36","2021"
"B3P","6.4","2021"
"B3P","6.675","2021"
"B3P","6.675","2021"
"B3P","6.72","2021"
"B3P","7.02","2021"
"B3P","7.12","2021"
"B3P","7.12","2021"
"B3P","7.565","2021"
"B3P","7.565","2021"
"B3P","7.6","2021"
"B3P","7.935","2021"
"B3P","8.01","2021"
"B3P","8.04","2021"
"B3P","8.125","2021"
"B3P","8.61","2021"
"B3P","8.71","2021"
"B3P","8.8","2021"
"B3P","8.9","2021"
"B3P","8.9","2021"
"B3P","8.9","2021"
"B3P","9.24","2021"
"B3P","9.375","2021"
"B3P","9.38","2021"
"B3P","9.68","2021"
"B3P","10.01","2021"
"B3P","10.01","2021"
"B3P","10.01","2021"
"B3P","10.01","2021"
"B3P","10.01","2021"
"B3P","10.01","2021"
"B3P","10.01","2021"
"B3P","10.08","2021"
"B3P","10.12","2021"
"B3P","10.12","2021"
"B3P","10.235","2021"
