"datasetname","monitoringlocationid","monitoringlocationname","monitoringlocationtype","activitytype","activitymedianame","activitystartdate","activitystarttime","activitydepthheightmeasure","activitydepthheightunit","samplecollectionequipmentname","characteristicname","methodspeciation","resultsamplefraction","resultvalue","resultunit","resultvaluetype","resultdetectioncondition","resultdetectionquantitationlimitmeasure","resultdetectionquantitationlimitunit","resultdetectionquantitationlimittype","resultstatusid","resultcomment","laboratoryname","laboratorysampleid","monitoringlocationwaterbody"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Conductivity",,,"25.4","umho/cm","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABINSTALLED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","12:00","-0.3","m","Water Bottle","Conductivity",,,"24.3","umho/cm","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3533","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","pH",,,"4.5","none","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABINSTALLED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","12:00","-0.3","m","Water Bottle","pH",,,"4.6","none","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3533","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Turbidity",,,"0.67","NTU","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABINSTALLED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","12:00","-0.3","m","Water Bottle","Turbidity",,,"0.62","NTU","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3533","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Alkalinity","as CaCO3",,"1","mg/L","Actual","Below Detection Limit/Quantification Limit","1","mg/L","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Chloride",,"Dissolved","3.4","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","True Color",,,"168","TCU","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Silica",,"Total","2","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Sulfate",,"Dissolved","2","mg/L","Actual","Below Detection Limit/Quantification Limit","2","mg/L","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Total Nitrogen, Mixed Forms","as N","Unfiltered","0.29","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Inorganic Nitrogen (nitrate and nitrite)","as N","Unfiltered","0.01","mg/L","Actual","Below Detection Limit/Quantification Limit","0.01","mg/L","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Ammonia","as N","Unfiltered","0.03","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Orthophosphate","as P","Unfiltered","0.005","mg/L","Actual","Below Detection Limit/Quantification Limit","0.005","mg/L","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Total Phosphorus, mixed forms","as P","Unfiltered","0.036","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Total Suspended Solids",,,"1.4","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Organic Carbon",,"Total","15","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Chlorophyll A",,"Total","2.5","mg/m3","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Probe/Sensor","Temperature, water",,,"18.66","deg C","Actual",,,,,"Preliminary",,,,"North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Probe/Sensor","Dissolved oxygen (DO)",,,"8.68","mg/l","Actual",,,,,"Preliminary",,,,"North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Probe/Sensor","Dissolved oxygen saturation",,,"93.5","%","Actual",,,,,"Preliminary",,,,"North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Probe/Sensor","pH",,,"7.42","none","Actual",,,,,"Preliminary",,,,"North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Probe/Sensor","Conductivity",,,"288","umhos/cm","Actual",,,,,"Preliminary",,,,"North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Probe/Sensor","Turbidity",,,"0","NTU","Actual",,,,,"Preliminary",,,,"North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Aluminium",,"Total","17","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Antimony",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Barium",,"Total","30","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Beryllium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Boron",,"Total","5","ug/l","Actual","Below Detection Limit/Quantification Limit","5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Cadmium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Calcium",,"Total","21.1","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Chromium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Cobalt",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Copper",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Iron",,"Total","20","ug/l","Actual","Below Detection Limit/Quantification Limit","20","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Lead",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Magnesium",,"Total","1.8","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Manganese",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Nickel",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Potassium",,"Total","0.6","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Selenium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Sodium",,"Total","28.2","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-06-29T00:00:00.000","13:00","-0.3","m","Water Bottle","Tin",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-185-2443","North East Margaree River at Margaree Valley"
